#time,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0003a,driver_0003b,driver_0004a,driver_0004b,Out_0012a,Out_0012b,Out_0021a,Out_0021b
36,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.247146e-01,7.894121e-01,-7.656993e-01,3.538504e-01,4.549452e-01,4.612414e-01,-3.459429e-01,8.287773e-01,-7.639788e-01,3.532501e-01,5.227728e-01,6.243702e-01,-7.636268e-01,3.541313e-01,1.099470e-02,8.949199e-03,-3.477559e-01,8.299838e-01,-3.530726e-01,4.340690e-01,-7.798528e-01,3.349305e-01,2.478636e-02,1.982971e-02,3.112565e-02,2.857213e-02,-9.497476e-02,7.292586e-01,-1.078044e-01,-9.629423e-02,1.006754e-01,9.430390e-02,1.341397e-02,1.250075e-02,9.077870e-02,9.257187e-02,-3.573534e-01,8.376696e-01,9.495238e-02,9.858532e-02,8.146386e-02,6.380813e-02,-7.639399e-01,3.509305e-01,-3.452668e-01,8.287046e-01,1.072639e-01,1.596976e-01,-6.779131e-02,1.078757e-01,-9.066172e-02,-8.465987e-02,-7.623640e-01,3.365269e-01,-5.232913e-01,3.614085e-01,-3.556770e-01,8.318831e-01,-3.572048e-02,8.871332e-02,-4.497005e-01,-1.486738e-01,-6.436745e-01,4.802920e-02,6.823897e-03,5.575833e-03,7.850632e-03,7.596172e-03,7.114518e-03,5.773214e-03,7.592705e-03,7.749143e-03,1.644997e-02,1.289177e-02,1.600806e-02,1.759993e-02,9.497358e-02,7.200715e-02,8.242012e-02,9.855274e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,1.008713e-02,7.489103e-03,1.280343e-02,1.056675e-02
37,2,2,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,1,1,-2,-2,-1,-1,-1,-1,-2,-2,2,2,-2,-2,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,2,2,1,1,1,1,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.820315e-01,8.013641e-01,-7.057035e-01,3.129266e-01,8.108139e-02,2.738202e-01,-3.441581e-01,8.062982e-01,-7.265169e-01,3.323793e-01,2.827093e-01,3.536362e-01,-7.159159e-01,3.080199e-01,1.398624e-01,1.313808e-01,-3.486571e-01,8.294910e-01,-4.504444e-01,4.044602e-01,-7.890879e-01,3.137613e-01,7.360273e-02,7.018108e-02,9.013961e-02,8.161616e-02,-7.477209e-02,6.787795e-01,-1.081464e-01,-9.684553e-02,1.320795e-01,1.163582e-01,1.397206e-01,1.425654e-01,9.058474e-02,9.231972e-02,-3.656539e-01,8.477069e-01,9.462945e-02,9.822611e-02,7.189064e-02,8.404414e-02,-7.656275e-01,3.495499e-01,-3.439400e-01,8.099993e-01,1.070551e-01,1.573030e-01,-7.391871e-02,6.816403e-02,-9.166361e-02,-8.680421e-02,-7.609760e-01,3.263790e-01,-4.584081e-01,2.940772e-01,-3.423988e-01,8.098879e-01,-3.584604e-02,8.856105e-02,-4.498704e-01,-1.489031e-01,-6.656047e-01,2.336566e-02,2.367397e-01,1.891134e-01,1.934711e-01,2.385124e-01,4.329110e-02,3.572387e-02,3.819633e-02,4.417402e-02,2.739468e-02,2.263455e-02,2.597836e-02,2.862743e-02,9.953127e-02,7.624211e-02,8.674644e-02,1.031427e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,1.390651e-01,1.300369e-01,1.392681e-01,1.407988e-01
38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,2,2,-2,-2,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,2,2,0,0,0,0,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.647695e-01,7.325713e-01,-6.569578e-01,2.907185e-01,-7.184959e-01,4.482198e-01,-3.486925e-01,7.934087e-01,-6.882739e-01,3.167982e-01,-2.624084e-01,7.298485e-01,-6.777187e-01,2.674658e-01,-2.488860e-01,5.649056e-01,-3.515169e-01,8.369150e-01,-7.781151e-01,3.608339e-01,-8.116999e-01,2.482295e-01,-5.245450e-01,5.379851e-01,-3.021702e-01,8.142393e-01,-6.164010e-03,5.533541e-01,-1.080797e-01,-9.679425e-02,-3.564649e-01,8.077094e-01,-9.604115e-02,7.747264e-01,9.067438e-02,9.233253e-02,-3.879112e-01,8.061007e-01,9.436939e-02,9.690543e-02,-6.365229e-01,5.006051e-01,-7.653134e-01,3.435165e-01,-3.568869e-01,8.058372e-01,1.003712e-01,1.048462e-01,-7.104930e-02,8.691917e-02,-9.159975e-02,-8.642953e-02,-7.579439e-01,2.864721e-01,-4.124219e-01,2.849148e-01,-2.680260e-01,7.865620e-01,-3.573776e-02,8.866894e-02,-4.497926e-01,-1.488288e-01,-7.025830e-01,-2.363361e-02,4.051453e-01,4.296803e-01,3.286937e-01,5.750056e-01,8.072431e-02,6.898634e-02,6.389627e-02,8.071652e-02,3.722789e-02,3.192211e-02,3.327909e-02,3.775602e-02,1.030455e-01,7.970171e-02,8.951415e-02,1.064114e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-2.495206e-01,5.638053e-01,-9.626650e-02,7.732452e-01
39,2,2,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,2,2,2,2,1,1,1,1,-1,-1,-2,-2,1,1,1,1,-2,-2,2,2,-2,-2,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.930742e-01,7.075097e-01,-1.081363e-01,-1.050295e-01,-7.550093e-01,4.544268e-01,1.047947e-01,2.687927e-01,-1.691784e-01,1.398738e-01,-2.950363e-01,7.304951e-01,-1.101830e-01,-8.294123e-02,-3.020143e-01,6.425572e-01,-1.448675e-01,7.586183e-01,-7.983851e-01,3.095849e-01,-8.106515e-01,2.436630e-01,-6.166845e-01,6.281054e-01,-2.895899e-01,8.366764e-01,1.297131e-01,1.158220e-01,-1.090137e-01,-9.831971e-02,-3.599967e-01,8.108063e-01,-5.923216e-02,7.661188e-01,8.977378e-02,9.094503e-02,-3.990048e-01,7.996679e-01,9.213282e-02,9.315154e-02,-7.166853e-01,5.494439e-01,-5.973478e-01,3.618725e-01,1.199646e-01,1.232933e-01,9.360432e-02,7.668795e-02,-9.007544e-02,-6.326985e-02,-9.437143e-02,-9.243511e-02,-7.653567e-01,2.835489e-01,-1.289460e-01,-1.003890e-01,1.194535e-01,1.196086e-01,-3.617854e-02,8.805722e-02,-4.502233e-01,-1.494366e-01,-6.991979e-01,-4.584764e-02,4.826019e-01,5.319930e-01,3.896806e-01,6.269608e-01,9.383625e-02,8.149342e-02,7.351415e-02,9.265108e-02,4.111082e-02,3.564096e-02,3.629546e-02,4.137688e-02,1.045997e-01,8.122450e-02,9.079151e-02,1.078785e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.020673e-01,6.417478e-01,-5.880098e-02,7.648978e-01
40,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-8.358753e-01,6.751269e-01,-9.012578e-02,-8.926651e-02,-8.160603e-01,4.798110e-01,1.070768e-01,1.600927e-01,-6.787022e-02,1.058081e-01,-3.310250e-01,7.475132e-01,-8.756858e-02,-8.344692e-02,-3.245385e-01,7.060085e-01,-9.828107e-02,7.404223e-01,-8.251441e-01,2.733361e-01,-8.105886e-01,2.379202e-01,-6.928754e-01,7.199202e-01,-2.879376e-01,8.624143e-01,9.329852e-02,9.361482e-02,-1.090908e-01,-9.843433e-02,-3.724708e-01,8.217556e-01,-1.346788e-02,7.837769e-01,8.955769e-02,9.061167e-02,-4.050004e-01,7.864389e-01,9.159139e-02,9.225609e-02,-8.307235e-01,6.030064e-01,-5.214201e-01,3.486203e-01,9.611766e-02,9.896767e-02,9.269559e-02,9.301607e-02,-9.197264e-02,-9.144091e-02,-9.456239e-02,-9.285213e-02,-7.608049e-01,2.816037e-01,-9.104195e-02,-9.064636e-02,9.405555e-02,9.477772e-02,-3.628444e-02,8.790996e-02,-4.502649e-01,-1.494911e-01,-6.967351e-01,-6.174856e-02,5.436791e-01,5.980671e-01,4.529049e-01,6.767535e-01,1.049738e-01,9.210182e-02,8.217321e-02,1.028754e-01,4.426114e-02,3.858609e-02,3.888030e-02,4.439247e-02,1.058307e-01,8.241250e-02,9.183473e-02,1.090595e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.242430e-01,7.054092e-01,-1.269045e-02,7.829061e-01
41,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-8.358660e-01,6.751343e-01,-9.007775e-02,-8.923010e-02,-8.160628e-01,4.798205e-01,1.070929e-01,1.600991e-01,-6.785405e-02,1.058129e-01,-3.310150e-01,7.475133e-01,-8.754054e-02,-8.342522e-02,-3.245360e-01,7.060093e-01,-9.826275e-02,7.404193e-01,-8.251431e-01,2.733481e-01,-8.105893e-01,2.379252e-01,-6.928715e-01,7.199241e-01,-2.879279e-01,8.624140e-01,9.338706e-02,9.367862e-02,-1.072911e-01,-9.754042e-02,-3.724591e-01,8.217559e-01,-1.346203e-02,7.837762e-01,9.141709e-02,9.151409e-02,-4.049921e-01,7.864441e-01,9.208906e-02,9.255403e-02,-8.307205e-01,6.030151e-01,-5.214023e-01,3.486210e-01,9.614520e-02,9.898901e-02,9.288539e-02,9.314311e-02,-9.178077e-02,-9.131222e-02,-9.406389e-02,-9.255194e-02,-7.607997e-01,2.816113e-01,-9.095213e-02,-9.058156e-02,9.410280e-02,9.481350e-02,-2.253273e-03,9.304061e-02,-4.172963e-01,-1.449524e-01,-6.967360e-01,-6.174018e-02,5.436814e-01,5.980687e-01,4.529082e-01,6.767559e-01,1.049744e-01,9.210244e-02,8.217346e-02,1.028758e-01,4.426093e-02,3.858603e-02,3.887959e-02,4.439205e-02,1.058300e-01,8.241198e-02,9.183348e-02,1.090586e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-3.242423e-01,7.054084e-01,-1.268644e-02,7.829035e-01
42,1,1,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,1,1,1,1,1,1,2,2,2,2,-2,-2,-1,-1,2,2,2,2,-1,-1,1,1,-1,-1,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7.865758e-01,5.486969e-01,-8.901384e-02,-8.879689e-02,-8.067834e-01,3.890321e-01,1.079235e-01,1.607418e-01,-7.323741e-02,6.718201e-02,-3.912953e-01,6.957617e-01,-8.773706e-02,-8.483098e-02,-4.170973e-01,7.073279e-01,-8.373699e-02,6.970338e-01,-7.389745e-01,1.678776e-01,-7.472285e-01,1.729771e-01,-7.377736e-01,6.846044e-01,-3.530396e-01,8.599397e-01,7.700662e-02,9.430634e-02,-1.193903e-01,-1.054103e-01,-4.285882e-01,8.273986e-01,-1.105172e-01,8.058706e-01,1.158957e-01,1.197649e-01,-4.017510e-01,7.212744e-01,1.191589e-01,1.192473e-01,-8.247571e-01,5.530553e-01,-4.561179e-01,2.805954e-01,9.657296e-02,9.943424e-02,1.156118e-01,1.299213e-01,-1.000338e-01,-1.279908e-01,-1.071200e-01,-1.078104e-01,-7.030247e-01,2.408973e-01,-6.202853e-02,-8.771879e-02,9.484746e-02,9.535016e-02,-1.608070e-02,1.552644e-01,-4.937344e-01,-6.402505e-02,-6.367737e-01,-7.867938e-02,1.089463e-01,4.292450e-01,1.648091e-01,4.242466e-01,1.123230e-01,1.575632e-01,9.861543e-02,1.495906e-01,1.057943e-01,1.060361e-01,9.962486e-02,1.076876e-01,2.104012e-01,1.923159e-01,2.005138e-01,2.123301e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-4.168262e-01,7.068693e-01,-1.098150e-01,8.051359e-01
43,0,0,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,0,0,0,0,0,0,2,2,2,2,-2,-2,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.493199e-01,4.405370e-01,-9.325665e-02,-9.095882e-02,-8.014253e-01,2.941854e-01,1.001997e-01,1.063463e-01,-7.178253e-02,8.487697e-02,-5.186452e-01,7.021768e-01,-8.918170e-02,-8.580304e-02,-7.630253e-01,6.797318e-01,-9.720075e-03,5.443128e-01,-7.271006e-01,5.348469e-02,-7.131838e-01,1.586852e-01,-8.417677e-01,6.007713e-01,-5.977196e-01,8.464370e-01,-4.047204e-02,8.253908e-02,-6.618996e-01,2.714237e-01,-5.964704e-01,8.365387e-01,-5.028771e-01,8.745464e-01,-3.555195e-01,8.097453e-01,-2.304306e-01,5.712885e-01,-3.535347e-01,7.808366e-01,-8.114883e-01,4.946295e-01,-4.113880e-01,2.710756e-01,9.519917e-02,9.718030e-02,-3.018697e-01,4.818565e-01,-5.972887e-01,8.206810e-02,-6.850856e-01,3.040101e-01,-6.448682e-01,1.940847e-01,-1.385081e-01,-9.962983e-02,9.125853e-02,9.359004e-02,-2.320661e-01,7.863880e-01,-8.117642e-01,2.480331e-01,-6.033146e-01,-9.085064e-02,-6.600327e-01,6.297555e-01,-4.684914e-01,7.884677e-01,-5.447209e-01,5.760972e-01,-3.777817e-01,8.551100e-01,-4.509629e-01,5.187628e-01,-2.860685e-01,7.792782e-01,-6.536470e-02,5.041846e-01,4.298077e-02,6.257660e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.627662e-01,6.792538e-01,-5.021793e-01,8.739453e-01
44,-1,-1,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,-2,-2,1,1,2,2,2,2,1,1,-1,-1,1,1,2,2,-1,-1,-2,-2,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.985527e-01,-1.995776e-01,-9.318528e-02,-9.185947e-02,-7.047706e-01,4.962909e-02,9.403875e-02,7.633869e-02,-9.038445e-02,-6.442745e-02,-5.746125e-01,3.801881e-01,-9.145173e-02,-9.136377e-02,-8.136233e-01,6.193883e-01,1.267397e-01,1.078006e-01,-4.224558e-01,-2.739342e-01,-2.567971e-01,-2.411332e-01,-8.262486e-01,5.102020e-01,-6.617308e-01,8.190495e-01,-4.485070e-02,8.228205e-02,-7.101162e-01,3.075368e-01,-6.930773e-01,7.118666e-01,-6.035204e-01,8.533759e-01,-3.507592e-01,8.161193e-01,9.443428e-02,3.251663e-02,-3.471358e-01,7.921881e-01,-8.197813e-01,3.359810e-01,-1.327444e-01,-1.092779e-01,9.369892e-02,9.421697e-02,-2.971348e-01,4.938127e-01,-6.120317e-01,6.471185e-02,-7.230911e-01,3.263357e-01,-1.249077e-01,-1.569716e-01,-1.211348e-01,-9.764211e-02,9.094496e-02,9.286357e-02,-2.297626e-01,7.842641e-01,-8.466574e-01,2.916785e-01,-2.446204e-01,-2.320159e-01,-7.272339e-01,6.495887e-01,-5.237147e-01,8.303120e-01,-7.255551e-01,6.319490e-01,-4.590752e-01,8.051865e-01,-6.004646e-01,6.823461e-01,-2.874924e-01,8.448695e-01,-2.408805e-01,7.121120e-01,7.881733e-03,7.791753e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-8.136033e-01,6.194630e-01,-6.036415e-01,8.532910e-01
45,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.755782e-01,-5.626960e-01,-9.454430e-02,-9.370660e-02,-6.977259e-01,8.751806e-03,8.859868e-02,8.530356e-02,-9.652532e-02,-9.982278e-02,-6.328799e-01,3.332496e-01,-9.383449e-02,-9.471692e-02,-8.510149e-01,5.975485e-01,7.815405e-02,6.051901e-02,-6.990073e-01,-4.888173e-01,-1.928630e-01,-2.045397e-01,-8.235008e-01,4.962534e-01,-6.785951e-01,8.125131e-01,-9.414824e-02,7.436267e-02,-7.628417e-01,3.530621e-01,-7.178684e-01,6.927984e-01,-6.549525e-01,8.278879e-01,-3.502560e-01,8.306364e-01,6.832287e-03,-1.888307e-01,-3.464520e-01,8.275804e-01,-8.200153e-01,3.152906e-01,-1.057999e-01,-1.167040e-01,9.066617e-02,9.014994e-02,-3.507130e-01,5.449538e-01,-6.508716e-01,8.230058e-02,-7.633994e-01,3.541232e-01,-1.358993e-01,-1.644195e-01,-1.116827e-01,-9.746864e-02,8.751249e-02,9.015723e-02,-2.267166e-01,7.843204e-01,-8.817405e-01,3.448545e-01,-1.936965e-01,-1.500919e-01,-8.220061e-01,6.664421e-01,-6.117205e-01,8.507220e-01,-7.853969e-01,7.000155e-01,-5.128358e-01,8.748069e-01,-6.446083e-01,7.485642e-01,-3.337859e-01,8.809242e-01,-2.358999e-01,7.253169e-01,2.957075e-02,7.899409e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-8.512913e-01,5.972823e-01,-6.554698e-01,8.274994e-01
46,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.755782e-01,-5.626960e-01,-9.454430e-02,-9.370660e-02,-6.977259e-01,8.751811e-03,8.859868e-02,8.530356e-02,-9.652532e-02,-9.982278e-02,-6.328799e-01,3.332496e-01,-9.383449e-02,-9.471692e-02,-8.510149e-01,5.975485e-01,7.815405e-02,6.051901e-02,-6.990073e-01,-4.888173e-01,-1.928630e-01,-2.045397e-01,-8.235008e-01,4.962534e-01,-6.785951e-01,8.125131e-01,-9.414820e-02,7.436268e-02,-7.628417e-01,3.530621e-01,-7.178684e-01,6.927984e-01,-6.549525e-01,8.278879e-01,-3.502560e-01,8.306364e-01,6.832287e-03,-1.888307e-01,-3.464520e-01,8.275804e-01,-8.200154e-01,3.152906e-01,-1.057999e-01,-1.167040e-01,9.066617e-02,9.014994e-02,-3.507129e-01,5.449538e-01,-6.508716e-01,8.230056e-02,-7.633994e-01,3.541232e-01,-1.358993e-01,-1.644195e-01,-1.116827e-01,-9.746864e-02,8.751249e-02,9.015723e-02,-2.267166e-01,7.843204e-01,-8.817405e-01,3.448545e-01,-1.936965e-01,-1.500919e-01,-8.220061e-01,6.664421e-01,-6.117205e-01,8.507220e-01,-7.853969e-01,7.000155e-01,-5.128358e-01,8.748069e-01,-6.446083e-01,7.485642e-01,-3.337859e-01,8.809242e-01,-2.358999e-01,7.253169e-01,2.957075e-02,7.899409e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-8.512913e-01,5.972824e-01,-6.554698e-01,8.274994e-01
47,-2,-2,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,1,1,1,1,-1,-1,2,2,1,1,1,1,2,2,-2,-2,2,2,1,1,-2,-2,-1,-1,2,2,2,2,2,2,-2,-2,-1,-1,-1,-1,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.351231e-01,-5.063750e-01,-1.140345e-01,-1.060454e-01,-6.646404e-01,1.703772e-02,1.123079e-01,1.208955e-01,-1.026987e-01,-1.372660e-01,-5.931013e-01,3.044950e-01,-1.077782e-01,-1.098825e-01,-7.801241e-01,4.748780e-01,6.351764e-02,6.254579e-02,-6.363262e-01,-4.314636e-01,-1.855076e-01,-1.954936e-01,-7.629358e-01,3.896612e-01,-6.508572e-01,7.311229e-01,-1.343721e-01,1.809319e-01,-7.628376e-01,3.534079e-01,-6.469952e-01,6.184670e-01,-6.574226e-01,7.637380e-01,-3.498980e-01,8.300081e-01,1.156633e-02,-1.738822e-01,-3.436166e-01,8.404461e-01,-7.372416e-01,2.747157e-01,-7.392586e-02,-1.122650e-01,1.178980e-01,1.171627e-01,-3.804086e-01,6.587885e-01,-6.996996e-01,1.786553e-01,-7.639388e-01,3.564296e-01,-1.322752e-01,-1.593829e-01,-2.520698e-01,-7.139595e-02,1.126434e-01,1.194324e-01,-2.265230e-01,7.843338e-01,-8.816678e-01,3.450199e-01,-1.844217e-01,-1.420732e-01,-8.356604e-01,5.727717e-01,-6.219861e-01,8.362505e-01,-7.971828e-01,6.756178e-01,-5.179253e-01,8.715701e-01,-6.484924e-01,7.444776e-01,-3.378928e-01,8.804341e-01,-2.376701e-01,7.246492e-01,2.738603e-02,7.903328e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.806634e-01,4.744385e-01,-6.581686e-01,7.631018e-01
48,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,-2,-2,2,2,0,0,-2,-2,0,0,2,2,2,2,2,2,-2,-2,0,0,0,0,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.094102e-01,-4.652758e-01,-6.669509e-01,2.711489e-01,-6.481903e-01,6.978640e-02,-3.099874e-01,4.781212e-01,-5.982162e-01,7.307271e-02,-5.674960e-01,2.622789e-01,-6.860542e-01,2.977382e-01,-7.365500e-01,4.271800e-01,-5.749297e-02,5.060306e-02,-5.760117e-01,-3.547744e-01,-1.812807e-01,-1.886788e-01,-6.936835e-01,4.036848e-01,-5.807494e-01,6.084953e-01,-3.466665e-01,8.024574e-01,-7.627441e-01,3.538364e-01,-5.777451e-01,5.307067e-01,-6.101504e-01,6.036425e-01,-3.493102e-01,8.302675e-01,9.744042e-03,-1.667031e-01,-3.430906e-01,8.298145e-01,-6.668329e-01,3.148265e-01,-1.474758e-01,-1.232481e-01,-3.586365e-01,7.851243e-01,-3.444655e-01,8.449371e-01,-7.472699e-01,3.138384e-01,-7.640447e-01,3.574503e-01,-1.350452e-01,-1.583910e-01,-6.741799e-01,2.785988e-01,-3.456641e-01,8.057472e-01,-2.262457e-01,7.843410e-01,-8.815533e-01,3.453573e-01,-1.758941e-01,-1.332564e-01,-8.564948e-01,5.408084e-01,-6.737742e-01,7.343066e-01,-8.104200e-01,6.537438e-01,-5.385757e-01,8.676860e-01,-6.526141e-01,7.410142e-01,-3.516732e-01,8.810764e-01,-2.397154e-01,7.241728e-01,2.073744e-02,7.912897e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.376063e-01,4.263812e-01,-6.115601e-01,6.027264e-01
