#time,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0003a,driver_0003b,driver_0004a,driver_0004b,Out_0012a,Out_0012b,Out_0021a,Out_0021b
138,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,2,2,-2,-2,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,2,2,0,0,0,0,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.645386e-01,-8.659966e-01,3.048264e-01,-6.878486e-01,7.856615e-01,-5.169794e-01,8.040439e-01,-3.530430e-01,2.756790e-01,-6.769331e-01,7.186925e-01,-7.110869e-01,2.714319e-01,-6.661954e-01,7.764140e-01,-1.025918e-01,8.476001e-01,-3.530814e-01,7.054893e-01,-6.505553e-01,2.855197e-01,-8.130781e-01,8.195242e-01,-3.220126e-01,5.719229e-01,-5.096484e-01,4.797157e-01,-3.035964e-01,-9.103608e-02,-9.059106e-02,6.311213e-01,-6.358332e-01,5.747526e-01,-2.475666e-01,1.076053e-01,9.867016e-02,8.423979e-01,-4.075261e-01,9.495267e-02,9.185216e-02,7.852811e-01,-4.622122e-01,3.123526e-01,-7.454962e-01,8.053993e-01,-3.466179e-01,8.244813e-02,-4.309963e-02,-1.001269e-01,-1.385887e-01,-9.165194e-02,-9.390783e-02,3.460840e-01,-7.623020e-01,8.466485e-02,-5.960830e-01,7.839163e-01,-3.574921e-01,3.514416e-01,1.404676e-01,-6.330036e-02,-9.697130e-02,2.562888e-01,-6.675851e-01,5.737624e-01,3.274892e-01,4.327772e-01,4.042407e-01,7.981536e-02,6.138168e-02,7.149875e-02,8.165728e-02,3.651047e-02,2.989809e-02,3.529753e-02,3.847471e-02,1.027815e-01,7.898159e-02,9.020461e-02,1.066484e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.752490e-01,-1.032882e-01,5.732777e-01,-2.475604e-01
139,2,2,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,2,2,2,2,1,1,1,1,-1,-1,-2,-2,1,1,1,1,-2,-2,2,2,-2,-2,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.515099e-01,-9.043690e-01,-1.080728e-01,-1.068760e-01,8.026010e-01,-6.002731e-01,1.794965e-01,-1.410267e-01,-7.024799e-02,-2.508294e-01,7.443178e-01,-7.664665e-01,-1.054840e-01,-1.138615e-01,7.681557e-01,-8.238128e-02,6.576777e-01,-3.894572e-01,6.752625e-01,-7.067726e-01,2.825619e-01,-8.126747e-01,8.486793e-01,-3.501198e-01,6.978012e-01,-6.121129e-01,1.300712e-01,1.157048e-01,-9.051769e-02,-8.964643e-02,6.876876e-01,-7.262107e-01,6.717326e-01,-3.018052e-01,1.080530e-01,9.950075e-02,8.546604e-01,-4.101161e-01,9.660691e-02,9.561787e-02,8.187853e-01,-5.075061e-01,1.823631e-01,-6.993723e-01,1.193792e-01,1.116951e-01,9.496878e-02,7.734937e-02,-8.862090e-02,-6.256681e-02,-8.980806e-02,-8.988204e-02,3.447963e-01,-7.622291e-01,-1.284624e-01,-1.004751e-01,1.190337e-01,1.186230e-01,3.515899e-01,1.407192e-01,-6.312062e-02,-9.667234e-02,2.478164e-01,-6.768681e-01,6.235127e-01,3.813151e-01,5.431783e-01,4.858060e-01,9.124830e-02,7.010162e-02,8.441604e-02,9.486275e-02,3.992263e-02,3.269351e-02,3.887780e-02,4.219526e-02,1.041377e-01,8.016807e-02,9.159269e-02,1.080801e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.672641e-01,-8.286076e-02,6.704685e-01,-3.012190e-01
140,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.339243e-01,-9.496111e-01,-9.152870e-02,-9.187696e-02,8.239145e-01,-6.575412e-01,7.242306e-02,-9.321126e-02,-9.574534e-02,-1.082052e-01,7.588406e-01,-8.270291e-01,-9.246137e-02,-9.351363e-02,7.885538e-01,-5.659204e-02,5.349333e-01,-3.507478e-01,6.402847e-01,-7.428921e-01,2.767529e-01,-8.124364e-01,8.815029e-01,-3.909478e-01,7.439331e-01,-6.800628e-01,9.305640e-02,9.271857e-02,-9.066241e-02,-8.984916e-02,7.182168e-01,-7.899208e-01,7.066309e-01,-3.230488e-01,1.077727e-01,9.908326e-02,8.401709e-01,-4.199218e-01,9.595332e-02,9.456967e-02,8.750239e-01,-5.525953e-01,8.107867e-02,-6.465912e-01,9.021326e-02,8.672458e-02,9.384714e-02,9.339913e-02,-9.072106e-02,-9.092930e-02,-9.011497e-02,-9.045330e-02,3.407430e-01,-7.629902e-01,-9.110944e-02,-9.129519e-02,9.228635e-02,9.159040e-02,3.514449e-01,1.405234e-01,-6.320420e-02,-9.678030e-02,2.407471e-01,-6.793611e-01,6.676352e-01,4.360831e-01,5.937613e-01,5.399503e-01,9.932093e-02,7.728973e-02,9.227756e-02,1.033045e-01,4.206439e-02,3.460124e-02,4.079430e-02,4.434565e-02,1.048959e-01,8.087142e-02,9.226970e-02,1.088302e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.878713e-01,-5.686587e-02,7.056524e-01,-3.221672e-01
141,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.339227e-01,-9.496136e-01,-9.151495e-02,-9.187050e-02,8.239128e-01,-6.575435e-01,7.242357e-02,-9.321064e-02,-9.574689e-02,-1.082060e-01,7.588380e-01,-8.270311e-01,-9.245921e-02,-9.351393e-02,7.885539e-01,-5.659298e-02,5.349308e-01,-3.507485e-01,6.402814e-01,-7.428949e-01,2.767498e-01,-8.124363e-01,8.815029e-01,-3.909493e-01,7.439323e-01,-6.800637e-01,9.311346e-02,9.275161e-02,-8.772697e-02,-8.862156e-02,7.182152e-01,-7.899222e-01,7.066307e-01,-3.230492e-01,1.106975e-01,1.003568e-01,8.401701e-01,-4.199248e-01,9.657367e-02,9.489254e-02,8.750227e-01,-5.525975e-01,8.107447e-02,-6.465910e-01,9.021864e-02,8.672686e-02,9.402320e-02,9.349834e-02,-9.056278e-02,-9.084267e-02,-8.953162e-02,-9.015613e-02,3.407397e-01,-7.629908e-01,-9.106153e-02,-9.126897e-02,9.230531e-02,9.160091e-02,4.351934e-01,1.494960e-01,2.120636e-02,-8.696506e-02,2.407446e-01,-6.793625e-01,6.676351e-01,4.360828e-01,5.937615e-01,5.399503e-01,9.932156e-02,7.729026e-02,9.227843e-02,1.033052e-01,4.206554e-02,3.460225e-02,4.079578e-02,4.434694e-02,1.048975e-01,8.087283e-02,9.227170e-02,1.088320e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,7.878718e-01,-5.686648e-02,7.056526e-01,-3.221673e-01
142,1,1,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,1,1,1,1,1,1,2,2,2,2,-2,-2,-1,-1,2,2,2,2,-1,-1,1,1,-1,-1,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.629102e-01,-8.482584e-01,-9.057716e-02,-9.129061e-02,7.371026e-01,-6.940255e-01,7.937842e-02,-4.985214e-02,-9.750695e-02,-1.199030e-01,6.973330e-01,-8.741771e-01,-9.208167e-02,-9.353348e-02,8.095670e-01,-1.470172e-01,4.887996e-01,-3.055036e-01,5.151916e-01,-6.658694e-01,2.342683e-01,-7.456549e-01,8.823915e-01,-4.338482e-01,7.326151e-01,-7.163002e-01,7.620545e-02,9.300237e-02,-8.935289e-02,-1.097105e-01,7.024274e-01,-8.076414e-01,7.103583e-01,-4.141196e-01,1.280869e-01,1.203614e-01,7.962270e-01,-4.041045e-01,1.197512e-01,1.192397e-01,8.581751e-01,-5.851433e-01,6.657248e-02,-6.088289e-01,9.131648e-02,8.906896e-02,1.153468e-01,1.292434e-01,-1.001438e-01,-1.285627e-01,-1.054891e-01,-1.080630e-01,3.151835e-01,-7.194630e-01,-6.261148e-02,-8.874747e-02,9.289355e-02,9.227880e-02,5.174957e-01,9.552656e-02,4.674313e-02,-1.609507e-01,1.708592e-01,-6.313045e-01,4.196771e-01,1.530199e-01,4.266165e-01,1.090900e-01,1.464685e-01,9.328300e-02,1.589227e-01,1.118896e-01,1.056919e-01,9.331046e-02,1.105235e-01,1.065874e-01,2.094151e-01,1.886572e-01,2.032966e-01,2.126479e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.089622e-01,-1.472154e-01,7.094983e-01,-4.133444e-01
143,0,0,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,0,0,0,0,0,0,2,2,2,2,-2,-2,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.352787e-01,-7.910601e-01,-8.456173e-02,-8.877138e-02,6.893510e-01,-7.304179e-01,8.077511e-02,-4.306747e-02,-1.002542e-01,-1.365020e-01,5.818054e-01,-9.115949e-01,-9.117630e-02,-9.392983e-02,8.796369e-01,-5.111220e-01,4.839597e-01,-3.182491e-01,4.283730e-01,-6.904476e-01,1.763835e-01,-7.074561e-01,8.478123e-01,-6.210125e-01,6.784904e-01,-8.194322e-01,1.048687e-01,1.001306e-01,2.864386e-01,-6.886912e-01,6.610697e-01,-8.440962e-01,6.996847e-01,-7.514370e-01,7.934460e-01,-3.644547e-01,7.615986e-01,-3.399000e-01,7.884380e-01,-2.683122e-01,8.191896e-01,-6.718867e-01,7.642375e-02,-6.028290e-01,9.265327e-02,9.007041e-02,5.524215e-01,-5.151219e-03,2.832247e-01,-4.119238e-01,2.818402e-01,-6.556523e-01,2.992399e-01,-6.679095e-01,8.764265e-02,-6.955666e-02,9.667625e-02,9.445748e-02,8.595786e-01,-3.112834e-01,2.202204e-01,-6.376079e-01,1.740321e-01,-6.061789e-01,7.907594e-01,-4.710307e-01,6.380097e-01,-6.571057e-01,8.547061e-01,-3.782627e-01,5.803037e-01,-5.432223e-01,7.804052e-01,-2.874398e-01,5.194320e-01,-4.509292e-01,6.284092e-01,3.567113e-02,5.124662e-01,-6.609295e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.790936e-01,-5.113047e-01,6.987947e-01,-7.507479e-01
144,-1,-1,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,-2,-2,1,1,2,2,2,2,1,1,-1,-1,1,1,2,2,-1,-1,-2,-2,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.057188e-01,-4.002315e-01,-8.432708e-02,-8.735465e-02,3.644419e-01,-6.612363e-01,9.548513e-02,7.778504e-02,-8.822543e-02,-6.248873e-02,1.826337e-01,-7.404772e-01,-8.862751e-02,-8.914762e-02,8.550122e-01,-6.074970e-01,1.297426e-01,1.133074e-01,-2.193176e-01,-4.346734e-01,-2.330942e-01,-2.522077e-01,8.142607e-01,-6.721139e-01,5.496837e-01,-8.453748e-01,1.588539e-01,1.086628e-01,3.174999e-01,-7.206039e-01,4.210303e-01,-8.389010e-01,6.458437e-01,-8.049102e-01,8.007494e-01,-3.455594e-01,1.009802e-01,1.050873e-01,8.102164e-01,-3.412247e-01,6.945884e-01,-7.269826e-01,-1.295301e-01,-1.027706e-01,9.607890e-02,9.583986e-02,6.776095e-01,-7.111157e-02,2.932930e-01,-4.601045e-01,3.115590e-01,-7.048363e-01,-1.225064e-01,-1.145644e-01,6.691709e-02,-7.295492e-02,9.991433e-02,9.710456e-02,8.875927e-01,-3.155014e-01,2.281626e-01,-6.765765e-01,-2.415334e-01,-2.586752e-01,8.314511e-01,-5.248433e-01,6.562608e-01,-7.249388e-01,8.031116e-01,-4.618707e-01,6.370627e-01,-7.268660e-01,8.451744e-01,-2.922553e-01,6.873224e-01,-6.003377e-01,7.822684e-01,1.869748e-03,7.195688e-01,-2.390401e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.549977e-01,-6.074543e-01,6.457468e-01,-8.050336e-01
145,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.438518e-01,-6.885144e-01,-8.358108e-02,-8.791079e-02,3.305902e-01,-6.663140e-01,9.131881e-02,8.881882e-02,-9.341641e-02,-9.598741e-02,5.555658e-02,-7.100570e-01,-9.007186e-02,-9.166861e-02,8.280483e-01,-6.566506e-01,8.372194e-02,7.119969e-02,-5.700383e-01,-6.090410e-01,-1.800143e-01,-2.005226e-01,8.107343e-01,-6.818189e-01,5.108761e-01,-8.308839e-01,1.622070e-01,1.089334e-01,3.579626e-01,-7.650158e-01,3.441393e-01,-8.276914e-01,6.073676e-01,-8.497900e-01,8.262773e-01,-3.446335e-01,3.353292e-02,-1.025331e-01,8.315420e-01,-3.553705e-01,6.863011e-01,-7.293893e-01,-1.004331e-01,-1.086797e-01,9.423962e-02,9.287046e-02,7.288544e-01,-9.145316e-02,3.633393e-01,-5.280161e-01,3.533311e-01,-7.664339e-01,-1.239504e-01,-1.491705e-01,1.065935e-01,-6.830795e-02,9.954701e-02,9.606992e-02,9.245555e-01,-3.351191e-01,2.469684e-01,-7.254770e-01,-1.958739e-01,-1.601986e-01,8.509258e-01,-6.140480e-01,6.700794e-01,-8.203704e-01,8.763686e-01,-5.165846e-01,7.021544e-01,-7.839219e-01,8.822875e-01,-3.405782e-01,7.517092e-01,-6.420321e-01,7.897192e-01,2.156671e-02,7.293678e-01,-2.330075e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.277939e-01,-6.569001e-01,6.068894e-01,-8.501519e-01
146,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.438517e-01,-6.885144e-01,-8.358105e-02,-8.791078e-02,3.305902e-01,-6.663140e-01,9.131881e-02,8.881882e-02,-9.341641e-02,-9.598741e-02,5.555670e-02,-7.100570e-01,-9.007185e-02,-9.166861e-02,8.280483e-01,-6.566506e-01,8.372194e-02,7.119969e-02,-5.700383e-01,-6.090410e-01,-1.800143e-01,-2.005226e-01,8.107343e-01,-6.818189e-01,5.108763e-01,-8.308840e-01,1.622071e-01,1.089334e-01,3.579626e-01,-7.650158e-01,3.441395e-01,-8.276915e-01,6.073677e-01,-8.497900e-01,8.262773e-01,-3.446335e-01,3.353293e-02,-1.025331e-01,8.315419e-01,-3.553704e-01,6.863011e-01,-7.293893e-01,-1.004331e-01,-1.086797e-01,9.423963e-02,9.287046e-02,7.288548e-01,-9.145359e-02,3.633402e-01,-5.280170e-01,3.533310e-01,-7.664344e-01,-1.239504e-01,-1.491705e-01,1.065942e-01,-6.830785e-02,9.954702e-02,9.606993e-02,9.245555e-01,-3.351191e-01,2.469684e-01,-7.254770e-01,-1.958739e-01,-1.601986e-01,8.509258e-01,-6.140480e-01,6.700795e-01,-8.203703e-01,8.763685e-01,-5.165845e-01,7.021545e-01,-7.839219e-01,8.822874e-01,-3.405782e-01,7.517092e-01,-6.420321e-01,7.897192e-01,2.156677e-02,7.293679e-01,-2.330075e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.277939e-01,-6.569001e-01,6.068895e-01,-8.501519e-01
147,-2,-2,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,1,1,1,1,-1,-1,2,2,1,1,1,1,2,2,-2,-2,2,2,1,1,-2,-2,-1,-1,2,2,2,2,2,2,-2,-2,-1,-1,-1,-1,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.850477e-01,-6.248878e-01,-8.279361e-02,-1.104475e-01,2.935671e-01,-6.203529e-01,1.135260e-01,1.236693e-01,-1.014842e-01,-1.341629e-01,6.430155e-02,-6.731139e-01,-1.054403e-01,-1.090680e-01,7.603065e-01,-6.607256e-01,6.738047e-02,7.158663e-02,-5.139574e-01,-5.636389e-01,-1.722355e-01,-1.913195e-01,7.250240e-01,-6.554248e-01,4.065497e-01,-7.664308e-01,2.709691e-01,1.062972e-01,3.577682e-01,-7.648860e-01,3.032709e-01,-7.422528e-01,4.874487e-01,-7.796817e-01,8.263010e-01,-3.447997e-01,3.680376e-02,-8.428416e-02,8.306577e-01,-3.530946e-01,6.088201e-01,-6.555900e-01,-7.016781e-02,-1.049993e-01,1.190500e-01,1.181549e-01,7.483003e-01,-1.368540e-01,3.721720e-01,-6.007577e-01,3.523535e-01,-7.704178e-01,-1.206878e-01,-1.439855e-01,1.381841e-01,-1.698042e-01,1.238944e-01,1.199275e-01,9.245454e-01,-3.351440e-01,2.468958e-01,-7.254684e-01,-1.869032e-01,-1.530653e-01,8.349233e-01,-6.248078e-01,5.757931e-01,-8.384601e-01,8.731463e-01,-5.221818e-01,6.791885e-01,-7.954210e-01,8.818772e-01,-3.450871e-01,7.478670e-01,-6.458870e-01,7.901174e-01,1.915250e-02,7.288106e-01,-2.347199e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,7.597958e-01,-6.611387e-01,4.867345e-01,-7.802898e-01
148,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,-2,-2,2,2,0,0,-2,-2,0,0,2,2,2,2,2,2,-2,-2,0,0,0,0,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.096939e-01,-5.623469e-01,2.673801e-01,-6.772456e-01,2.502140e-01,-5.930414e-01,5.551556e-01,-1.189489e-02,2.790694e-01,-4.163086e-01,1.122929e-01,-6.522312e-01,2.870789e-01,-6.563496e-01,5.982142e-01,-6.138634e-01,1.021099e-01,8.103458e-02,-4.687483e-01,-5.321704e-01,-1.618241e-01,-1.811607e-01,6.031723e-01,-5.827447e-01,4.136835e-01,-6.971325e-01,7.927348e-01,-3.475872e-01,3.579310e-01,-7.653137e-01,3.333748e-01,-6.746426e-01,4.410865e-01,-7.290091e-01,8.262654e-01,-3.442010e-01,4.684116e-02,-5.451591e-02,8.284496e-01,-3.438619e-01,5.196036e-01,-5.877289e-01,7.790173e-02,-8.435081e-02,7.851625e-01,-2.704876e-01,8.287272e-01,-3.435343e-01,3.555140e-01,-7.649482e-01,3.542384e-01,-7.637542e-01,-1.109755e-01,-1.347199e-01,3.173486e-01,-6.881568e-01,8.059596e-01,-3.578910e-01,9.245964e-01,-3.348941e-01,2.469953e-01,-7.254234e-01,-1.784387e-01,-1.472293e-01,7.292130e-01,-6.818274e-01,5.444433e-01,-8.596427e-01,8.694512e-01,-5.451800e-01,6.577896e-01,-8.087351e-01,8.827128e-01,-3.604963e-01,7.444860e-01,-6.501089e-01,7.911137e-01,1.162331e-02,7.283839e-01,-2.368738e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,5.974558e-01,-6.144492e-01,4.402855e-01,-7.299681e-01
149,-2,-2,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,1,1,2,2,-1,-1,-1,-1,2,2,-2,-2,2,2,-1,-1,-2,-2,1,1,2,2,2,2,2,2,-2,-2,1,1,1,1,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.778347e-01,-2.490094e-01,3.086026e-01,-7.156236e-01,-1.233165e-01,-1.336087e-01,6.796582e-01,-8.010780e-02,2.913227e-01,-4.674768e-01,-9.659150e-02,-1.260779e-01,3.114756e-01,-7.065728e-01,-1.050030e-01,-4.155971e-01,1.520242e-01,8.823283e-02,-2.554404e-01,-2.083261e-01,-1.355055e-01,-1.418801e-01,-8.038555e-02,-1.543707e-01,-8.869017e-02,-1.386656e-01,8.058167e-01,-3.418963e-01,3.578390e-01,-7.652996e-01,-6.692792e-02,-8.029241e-02,-1.618306e-01,-3.953363e-01,8.262712e-01,-3.443750e-01,5.409889e-02,-2.425136e-02,8.285085e-01,-3.446126e-01,-7.402203e-02,-9.847890e-02,6.020404e-02,-8.656572e-02,8.100241e-01,-3.442035e-01,8.274821e-01,-3.411984e-01,3.548186e-01,-7.647049e-01,3.539070e-01,-7.638945e-01,-1.065668e-01,-1.217100e-01,3.336130e-01,-7.262074e-01,8.096967e-01,-3.436433e-01,9.245952e-01,-3.349412e-01,2.469668e-01,-7.254238e-01,-1.343967e-01,-1.050762e-01,4.346684e-01,-6.440380e-01,1.424556e-01,-7.251306e-01,7.688176e-01,-5.982794e-01,4.488109e-01,-8.135119e-01,8.743450e-01,-3.899334e-01,6.446676e-01,-7.109437e-01,7.953190e-01,-6.835991e-03,7.182380e-01,-2.617131e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-1.058517e-01,-4.162396e-01,-1.627012e-01,-3.964883e-01
150,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.724433e-03,-1.130262e-02,3.542017e-01,-7.636006e-01,-9.735234e-03,-1.122443e-02,7.298232e-01,-9.769478e-02,3.642300e-01,-5.332533e-01,1.924665e-02,-2.938079e-03,3.528975e-01,-7.676203e-01,-5.355906e-01,-5.809881e-01,1.581857e-01,9.799147e-02,-1.583590e-02,-1.467168e-02,-1.029173e-01,-1.029048e-01,-9.371185e-02,-8.259841e-02,-6.767284e-02,-8.951567e-02,8.287111e-01,-3.451731e-01,3.577236e-01,-7.653225e-01,-1.392225e-02,-2.143506e-02,-4.382231e-01,-6.627744e-01,8.262773e-01,-3.446078e-01,7.806356e-02,4.980735e-02,8.284897e-01,-3.450356e-01,-2.464628e-02,-2.391624e-02,1.052922e-01,-7.352617e-02,8.316159e-01,-3.566844e-01,8.287015e-01,-3.450012e-01,3.541720e-01,-7.638866e-01,3.537364e-01,-7.638498e-01,-9.151051e-02,-9.879065e-02,3.542437e-01,-7.639266e-01,8.287071e-01,-3.456608e-01,9.245485e-01,-3.351063e-01,2.468968e-01,-7.254486e-01,-9.537362e-02,-7.248196e-02,3.579164e-01,-6.427934e-01,7.173540e-02,-7.076668e-01,7.446990e-01,-6.084004e-01,4.197736e-01,-8.121710e-01,8.723338e-01,-3.930625e-01,6.291978e-01,-7.180550e-01,7.956577e-01,-8.217098e-03,7.170177e-01,-2.632391e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-5.365098e-01,-5.816787e-01,-4.391525e-01,-6.640100e-01
