#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,driver_0024a,driver_0024b,driver_0026a,driver_0026b,Out_0014a,Out_0014b,Out_0008a,Out_0008b,Out_0021a,Out_0021b,Out_0002a,Out_0002b
11,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.866753e-01,3.452253e-01,-5.276024e-01,-5.760882e-01,8.085211e-02,7.346537e-02,-1.517138e-02,-1.474575e-02,7.022094e-03,-1.057530e-02,-2.309118e-01,7.869196e-01,-1.523797e-02,6.099865e-03,5.060088e-01,5.735584e-01,-3.493291e-01,8.307172e-01,-3.468149e-01,8.245074e-01,2.141130e-02,6.910169e-02,-3.433667e-01,5.338962e-01,-2.286474e-02,-7.293649e-02,3.810251e-01,6.305362e-01,-9.838391e-02,-5.763703e-02,-7.624607e-01,3.536130e-01,-1.018025e-01,3.453577e-02,-7.638063e-01,3.557070e-01,-8.524535e-02,-7.680391e-02,1.235232e-02,1.233407e-02,-4.130327e-01,-6.495329e-01,-6.492328e-01,8.388020e-02,-1.122183e-01,7.979187e-01,-3.600643e-01,6.823074e-01,-4.593266e-01,8.637595e-01,-7.575980e-01,5.746544e-01,-6.681953e-01,6.937555e-01,-8.244771e-01,3.545160e-01,-6.770531e-01,2.667145e-01,-7.085245e-01,-2.193579e-02,8.563107e-02,-7.093115e-01,3.613337e-01,-6.414925e-01,4.297740e-01,-8.131658e-01,7.475660e-01,-6.051007e-01,6.365142e-01,-7.139449e-01,8.734092e-01,-3.902615e-01,7.183390e-01,-2.614074e-01,7.953425e-01,-6.076976e-03,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,3.836797e-01,6.334314e-01,5.086544e-01,5.764343e-01,-4.160210e-01,-6.522631e-01,-5.305890e-01,-5.788096e-01
12,1,1,-2,-2,-2,-2,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,2,2,-2,-2,2,2,-2,-2,-2,-2,-1,-1,1,1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.500081e-01,2.898206e-01,-4.369574e-01,-5.099745e-01,-1.309555e-01,-9.641429e-02,6.198390e-02,5.595827e-02,6.630301e-02,6.594872e-02,-2.344292e-01,7.848968e-01,-7.536591e-02,-5.976423e-02,4.114252e-01,4.644295e-01,-3.503937e-01,8.096786e-01,-3.406175e-01,8.391395e-01,-2.053730e-01,-1.538630e-01,-3.823392e-01,6.584522e-01,1.969369e-01,1.462948e-01,2.902035e-01,5.494393e-01,-2.508172e-01,-5.465131e-02,-7.220021e-01,3.337983e-01,-1.422172e-01,1.659232e-01,-7.652859e-01,3.575046e-01,1.233130e-01,8.693976e-02,-5.629523e-02,-6.290804e-02,-3.198892e-01,-5.502737e-01,-7.008860e-01,1.824547e-01,-1.386787e-01,7.827469e-01,-3.272305e-01,5.846448e-01,-4.462950e-01,7.921301e-01,-6.692494e-01,4.769669e-01,-5.949465e-01,6.254126e-01,-7.375800e-01,2.741141e-01,-6.355639e-01,2.279256e-01,-6.555569e-01,-3.229746e-02,9.896592e-02,-6.762673e-01,3.371812e-01,-6.132578e-01,3.819860e-01,-7.583633e-01,6.904733e-01,-5.629923e-01,5.726970e-01,-6.203896e-01,8.333764e-01,-3.587398e-01,6.639738e-01,-2.491060e-01,7.884725e-01,-2.929859e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,2.926810e-01,5.520997e-01,4.138577e-01,4.670805e-01,-3.225511e-01,-5.526330e-01,-4.395193e-01,-5.122842e-01
13,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,-2,-2,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.129510e-01,2.414466e-01,-3.526209e-01,-3.986379e-01,-4.600882e-01,-2.434439e-01,-3.859031e-01,4.697370e-01,-3.988655e-01,8.063420e-01,-2.368133e-01,7.869067e-01,-6.906471e-01,3.527363e-01,3.117815e-01,3.614322e-01,-3.581575e-01,7.982544e-01,-3.426218e-01,8.290074e-01,-5.272458e-01,-3.512568e-01,-3.461480e-01,8.466094e-01,3.785168e-01,4.696988e-01,1.712344e-01,4.556719e-01,-6.783429e-01,2.910075e-01,-6.859506e-01,3.168625e-01,-3.524482e-01,8.084351e-01,-7.655227e-01,3.584058e-01,2.795586e-01,3.389607e-01,-6.340065e-01,1.490507e-01,-2.242412e-01,-4.613986e-01,-7.471929e-01,3.146297e-01,-1.859815e-01,7.701595e-01,-2.855445e-01,5.380663e-01,-4.418816e-01,6.931627e-01,-6.395126e-01,4.339194e-01,-5.007419e-01,5.177392e-01,-6.595610e-01,2.939781e-01,-5.820708e-01,1.959816e-01,-6.512348e-01,4.890174e-03,1.269145e-01,-6.388420e-01,2.690939e-01,-4.884053e-01,3.487960e-01,-6.606136e-01,5.487300e-01,-4.547179e-01,5.165370e-01,-5.671961e-01,7.849012e-01,-3.689250e-01,5.815325e-01,-1.882816e-01,7.884399e-01,-6.393904e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.735753e-01,4.581432e-01,3.140405e-01,3.639186e-01,-2.265219e-01,-4.633905e-01,-3.548242e-01,-4.006434e-01
14,-1,-1,-2,-2,-2,-2,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,2,2,-2,-2,2,2,-2,-2,-2,-2,1,1,-1,-1,1,1,2,2,-2,-2,1,1,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-5.136499e-01,-1.640718e-02,-1.320698e-01,-1.058247e-01,-5.488488e-01,-3.306718e-01,-3.638300e-01,4.673597e-01,-3.937396e-01,8.086682e-01,-1.852898e-02,1.719385e-01,-7.321452e-01,3.861174e-01,1.266001e-01,1.063107e-01,9.945847e-02,2.690645e-01,-1.401407e-01,7.499958e-01,-6.030635e-01,-4.401600e-01,-3.548628e-01,8.375695e-01,4.617302e-01,5.587423e-01,6.087068e-02,1.138974e-01,-7.202036e-01,3.277579e-01,-1.970113e-01,1.537167e-01,-3.472379e-01,8.204671e-01,-5.998445e-01,3.757319e-01,3.821141e-01,4.197295e-01,-6.368125e-01,1.371945e-01,-7.027615e-02,-1.197920e-01,-7.617389e-01,3.320792e-01,6.173214e-02,8.777992e-02,8.476501e-02,8.190696e-02,-2.492459e-02,1.021221e-02,-8.877613e-03,-1.672158e-03,-7.378109e-02,-3.789195e-02,-5.724452e-02,-4.866310e-02,-1.782787e-01,-1.389837e-01,-1.685164e-01,-1.468362e-01,-6.714482e-02,-7.516885e-02,-7.597174e-02,-7.973243e-02,-4.743430e-04,-9.896967e-03,-6.733506e-03,-1.163036e-02,5.435183e-02,4.947819e-02,4.868678e-02,4.350958e-02,1.812623e-01,1.900573e-01,1.866790e-01,1.680331e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,6.216121e-02,1.150958e-01,1.276743e-01,1.074691e-01,-7.167695e-02,-1.210434e-01,-1.332177e-01,-1.069948e-01
15,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.165028e-01,-1.356626e-01,8.637777e-02,6.834987e-02,-6.327926e-01,-4.107279e-01,-3.524790e-01,4.707250e-01,-3.998088e-01,8.114005e-01,-2.846034e-03,1.000489e-01,-7.659034e-01,4.217139e-01,-8.942233e-02,-6.632833e-02,1.067111e-01,1.593273e-01,-9.702434e-02,7.299505e-01,-6.867114e-01,-5.255202e-01,-3.562757e-01,8.324116e-01,5.399843e-01,6.375990e-01,-1.110233e-01,-1.024359e-01,-7.670532e-01,3.731962e-01,-8.182379e-02,1.046488e-01,-3.490270e-01,8.386952e-01,-5.268218e-01,3.630406e-01,4.705233e-01,4.856091e-01,-6.417188e-01,1.251888e-01,1.052754e-01,9.927040e-02,-7.664871e-01,3.555059e-01,-3.526972e-02,-3.183299e-02,-2.732156e-02,-2.193444e-02,-1.803042e-02,-1.647811e-02,-1.451474e-02,-1.231169e-02,-2.079777e-02,-2.121602e-02,-1.951315e-02,-1.604499e-02,-8.403620e-02,-9.900523e-02,-9.517728e-02,-7.288303e-02,3.364440e-02,3.142743e-02,2.765019e-02,2.244504e-02,1.721710e-02,1.665263e-02,1.499660e-02,1.239254e-02,2.024965e-02,2.155437e-02,2.001088e-02,1.597453e-02,8.450340e-02,1.005114e-01,9.676543e-02,7.359944e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-1.103762e-01,-1.019329e-01,-8.900652e-02,-6.584764e-02,1.045832e-01,9.873705e-02,8.593782e-02,6.779026e-02
16,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.165028e-01,-1.356627e-01,8.637771e-02,6.834971e-02,-6.327926e-01,-4.107293e-01,-3.524728e-01,4.707194e-01,-3.998091e-01,8.113978e-01,-2.846038e-03,1.000489e-01,-7.659035e-01,4.217141e-01,-8.942241e-02,-6.632847e-02,1.067111e-01,1.593272e-01,-9.702407e-02,7.299502e-01,-6.867113e-01,-5.255199e-01,-3.562758e-01,8.324117e-01,5.399842e-01,6.375996e-01,-1.110233e-01,-1.024360e-01,-7.670532e-01,3.731962e-01,-8.182385e-02,1.046484e-01,-3.490269e-01,8.386953e-01,-5.268213e-01,3.630400e-01,4.705244e-01,4.856064e-01,-6.417153e-01,1.251852e-01,1.052754e-01,9.927041e-02,-7.664868e-01,3.555060e-01,-3.526974e-02,-3.183301e-02,-2.732159e-02,-2.193448e-02,-1.803043e-02,-1.647812e-02,-1.451475e-02,-1.231171e-02,-2.079778e-02,-2.121602e-02,-1.951316e-02,-1.604500e-02,-8.403620e-02,-9.900524e-02,-9.517729e-02,-7.288304e-02,3.364439e-02,3.142741e-02,2.765015e-02,2.244499e-02,1.721709e-02,1.665262e-02,1.499658e-02,1.239252e-02,2.024965e-02,2.155437e-02,2.001088e-02,1.597452e-02,8.450340e-02,1.005114e-01,9.676543e-02,7.359943e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-1.103762e-01,-1.019329e-01,-8.900659e-02,-6.584776e-02,1.045832e-01,9.873706e-02,8.593776e-02,6.779012e-02
17,-2,-2,-1,-1,-1,-1,2,2,2,2,-2,-2,2,2,-1,-1,-2,-2,1,1,-1,-1,1,1,-1,-1,-1,-1,2,2,-2,-2,2,2,1,1,-1,-1,2,2,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.171379e-01,-1.373684e-01,1.806843e-01,1.966092e-01,-4.103401e-01,-1.704193e-01,-4.695214e-01,5.107894e-01,-4.266861e-01,8.585738e-01,-3.172718e-03,9.962454e-02,-7.942888e-01,4.794255e-01,-2.267382e-01,-1.399880e-01,1.063583e-01,1.567966e-01,-7.646006e-02,6.783799e-01,-5.584880e-01,-1.086409e-01,-3.439116e-01,8.074059e-01,3.286588e-01,3.881776e-01,-2.824800e-01,-1.342026e-01,-7.693033e-01,3.732731e-01,-8.756761e-02,6.389894e-02,-3.557403e-01,8.383439e-01,-4.593681e-01,2.930555e-01,1.011421e-01,3.590758e-01,-7.101873e-01,1.907517e-01,2.300843e-01,2.265325e-01,-7.178727e-01,3.416208e-01,-2.621880e-01,-2.982644e-01,-3.032050e-01,-2.269001e-01,-5.502387e-02,-6.051020e-02,-5.780498e-02,-4.717541e-02,-3.264485e-02,-3.438754e-02,-3.249686e-02,-2.739156e-02,-8.906641e-02,-1.043730e-01,-1.004890e-01,-7.775536e-02,2.327031e-01,2.778482e-01,2.675755e-01,2.135826e-01,4.881654e-02,5.459884e-02,5.250330e-02,4.305583e-02,3.014375e-02,3.263793e-02,3.101333e-02,2.566899e-02,8.862110e-02,1.049333e-01,1.011648e-01,7.765659e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-2.819142e-01,-1.337600e-01,-2.264152e-01,-1.396747e-01,2.295736e-01,2.260129e-01,1.804030e-01,1.962423e-01
18,-2,-2,0,0,0,0,2,2,2,2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,2,2,-2,-2,2,2,0,0,0,0,2,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.174807e-01,-1.374615e-01,-1.336421e-01,5.107329e-01,-7.201056e-01,1.804217e-01,-7.441273e-01,5.879278e-01,-4.834813e-01,9.144537e-01,-3.956872e-03,9.771164e-02,-8.242183e-01,7.239338e-01,-6.353757e-01,1.950640e-02,9.912260e-02,1.051052e-01,-8.930206e-03,5.491634e-01,-7.739725e-01,4.497989e-01,-2.702471e-01,7.721808e-01,1.554004e-01,5.841713e-01,-5.982299e-01,2.612022e-01,-7.768812e-01,3.568202e-01,-8.524778e-02,8.207650e-02,-3.706906e-01,8.480571e-01,-4.114911e-01,2.770103e-01,-4.147759e-01,6.213064e-01,-8.064955e-01,3.934061e-01,2.069985e-01,4.905160e-01,-6.770687e-01,3.344344e-01,-5.298494e-01,-4.661561e-01,-5.813172e-01,-3.736550e-01,-8.655225e-02,-9.441092e-02,-8.976203e-02,-6.998992e-02,-4.029720e-02,-4.244268e-02,-3.987135e-02,-3.320759e-02,-9.164118e-02,-1.069941e-01,-1.029078e-01,-7.977134e-02,4.399824e-01,5.535488e-01,4.371710e-01,4.474098e-01,8.158915e-02,9.347110e-02,9.016344e-02,7.568508e-02,3.984098e-02,4.356195e-02,4.198126e-02,3.557636e-02,9.264171e-02,1.092893e-01,1.055577e-01,8.178955e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-5.973939e-01,2.612236e-01,-6.350837e-01,1.935488e-02,2.067465e-01,4.896576e-01,-1.333127e-01,5.101592e-01
19,-2,-2,1,1,1,1,2,2,2,2,-2,-2,2,2,1,1,-2,-2,-1,-1,1,1,-1,-1,1,1,1,1,2,2,-2,-2,2,2,-1,-1,1,1,2,2,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.197617e-01,-1.427537e-01,-2.967342e-01,6.656406e-01,-7.364036e-01,2.469375e-01,-7.991401e-01,5.932521e-01,-6.115858e-01,9.170150e-01,-5.703788e-03,9.460740e-02,-8.524346e-01,7.354616e-01,-6.495883e-01,8.805469e-03,9.302173e-02,7.583789e-02,1.291643e-01,1.189678e-01,-7.736156e-01,5.441249e-01,1.025864e-01,2.726526e-01,-6.375522e-02,7.613796e-01,-6.283663e-01,2.600027e-01,-5.936653e-01,3.587935e-01,-1.032517e-01,-6.606284e-02,-1.612802e-01,7.666286e-01,-1.328982e-01,-7.648988e-02,-6.412226e-01,6.898765e-01,-8.173316e-01,4.437367e-01,6.604184e-02,7.361374e-01,-1.679061e-01,1.430608e-01,-5.678531e-01,-5.263106e-01,-6.395934e-01,-4.298209e-01,-9.307272e-02,-1.031165e-01,-9.844596e-02,-7.731059e-02,-4.188022e-02,-4.447859e-02,-4.204876e-02,-3.520769e-02,-9.216878e-02,-1.076674e-01,-1.036474e-01,-8.049415e-02,4.637853e-01,6.601472e-01,4.981762e-01,5.469441e-01,8.587914e-02,1.028640e-01,1.010651e-01,8.656036e-02,4.064181e-02,4.531095e-02,4.436291e-02,3.813997e-02,9.279204e-02,1.097292e-01,1.062204e-01,8.257119e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-6.275147e-01,2.596701e-01,-6.490335e-01,8.506519e-03,6.587049e-02,7.353342e-01,-2.963716e-01,6.651346e-01
20,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.197753e-01,-1.428990e-01,-3.266686e-01,7.053308e-01,-8.260257e-01,3.271184e-01,-8.277360e-01,6.192742e-01,-6.669785e-01,9.001546e-01,-6.005716e-03,9.408025e-02,-8.313402e-01,8.035602e-01,-6.966845e-01,1.595624e-02,9.270724e-02,9.316477e-02,9.465504e-02,9.742051e-02,-8.452945e-01,6.599175e-01,1.053653e-01,1.627233e-01,-1.139149e-01,7.876777e-01,-6.800046e-01,3.243266e-01,-5.158493e-01,3.402239e-01,-1.047360e-01,-9.403003e-02,-1.140308e-01,7.368032e-01,-8.850770e-02,-8.230618e-02,-7.055900e-01,7.205115e-01,-8.279955e-01,5.094673e-01,7.693627e-02,7.682859e-01,-6.550492e-02,1.058548e-01,-6.043896e-01,-5.657404e-01,-6.906396e-01,-4.772965e-01,-9.669376e-02,-1.081499e-01,-1.040671e-01,-8.239058e-02,-4.254119e-02,-4.545664e-02,-4.316698e-02,-3.625602e-02,-9.227158e-02,-1.078696e-01,-1.039041e-01,-8.075590e-02,4.956748e-01,6.969594e-01,5.494232e-01,5.999265e-01,8.875151e-02,1.083474e-01,1.086376e-01,9.418660e-02,4.127886e-02,4.648947e-02,4.591501e-02,3.977375e-02,9.293741e-02,1.100468e-01,1.066642e-01,8.307641e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-6.791799e-01,3.238999e-01,-6.960875e-01,1.564503e-02,7.683707e-02,7.674706e-01,-3.262335e-01,7.047695e-01
21,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.493404e-01,-1.481769e-01,-3.267030e-01,7.053201e-01,-8.260336e-01,3.269898e-01,-8.277867e-01,6.191636e-01,-6.670868e-01,9.000968e-01,-3.589175e-02,8.845089e-02,-8.314259e-01,8.034974e-01,-6.966742e-01,1.587683e-02,9.037519e-02,9.193754e-02,9.393689e-02,9.697277e-02,-8.453780e-01,6.598485e-01,1.050809e-01,1.626168e-01,-1.140315e-01,7.876763e-01,-6.800325e-01,3.242864e-01,-5.160986e-01,3.402325e-01,-1.070923e-01,-9.528531e-02,-1.142817e-01,7.368028e-01,-8.924583e-02,-8.276694e-02,-7.056463e-01,7.204601e-01,-8.279783e-01,5.093537e-01,7.685778e-02,7.682970e-01,-6.579506e-02,1.057683e-01,-6.044194e-01,-5.657801e-01,-6.906789e-01,-4.773484e-01,-9.669711e-02,-1.081593e-01,-1.040806e-01,-8.240601e-02,-4.253301e-02,-4.545414e-02,-4.316838e-02,-3.625993e-02,-9.225881e-02,-1.078617e-01,-1.038998e-01,-8.075419e-02,4.956360e-01,6.969300e-01,5.493947e-01,5.999072e-01,8.875885e-02,1.083477e-01,1.086340e-01,9.418170e-02,4.129820e-02,4.650193e-02,4.592266e-02,3.977811e-02,9.296036e-02,1.100639e-01,1.066768e-01,8.308559e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.791650e-01,3.238983e-01,-6.960430e-01,1.559533e-02,7.679100e-02,7.675115e-01,-3.262412e-01,7.047825e-01
22,-1,-1,2,2,2,2,1,1,1,1,-1,-1,1,1,2,2,-1,-1,-2,-2,2,2,-2,-2,2,2,2,2,1,1,-1,-1,1,1,-2,-2,2,2,1,1,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-5.445890e-01,-4.087583e-02,-4.214006e-01,7.027308e-01,-7.928749e-01,3.620996e-01,-7.442049e-01,5.356454e-01,-6.566595e-01,8.326165e-01,-5.671647e-02,1.763076e-01,-7.703014e-01,7.702499e-01,-7.093706e-01,7.102951e-02,1.111946e-01,1.315757e-01,7.846164e-02,9.776432e-02,-7.860360e-01,7.175277e-01,1.052625e-01,1.574773e-01,-1.873311e-01,7.676264e-01,-6.761380e-01,4.009336e-01,-4.495448e-01,2.707415e-01,-1.201305e-01,-1.231333e-01,-8.856052e-02,6.398020e-01,-5.992062e-02,-8.090481e-02,-7.708438e-01,6.251956e-01,-7.573039e-01,4.715185e-01,-1.814707e-02,7.907664e-01,-6.995233e-02,6.999985e-02,-4.326139e-01,-1.426137e-01,-3.966419e-01,-2.181242e-01,-1.758263e-01,-8.634907e-02,-1.666390e-01,-1.243350e-01,-1.410210e-01,-9.806912e-02,-1.218306e-01,-1.099371e-01,-2.054583e-01,-1.553521e-01,-1.887307e-01,-1.702312e-01,2.113149e-01,4.340242e-01,1.130287e-01,4.289009e-01,1.114817e-01,1.546404e-01,1.151622e-01,1.588024e-01,1.040267e-01,1.103045e-01,1.075512e-01,1.071472e-01,2.023239e-01,2.135576e-01,2.113220e-01,1.930319e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.756550e-01,3.999674e-01,-7.091415e-01,7.028990e-02,-1.763209e-02,7.905831e-01,-4.202434e-01,7.027789e-01
23,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,2,2,-2,-2,2,2,2,2,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.487112e-01,2.681636e-01,-7.705022e-01,6.599581e-01,-7.901816e-01,5.562140e-01,-7.589373e-01,4.433113e-01,-6.835689e-01,7.260733e-01,-2.736607e-01,7.465419e-01,-7.254476e-01,7.614938e-01,-8.146659e-01,4.130552e-01,-3.106013e-01,4.865863e-01,-3.617543e-02,8.540031e-02,-6.982826e-01,8.522484e-01,9.802109e-02,1.343218e-01,-4.109816e-01,7.661647e-01,-7.334127e-01,7.093453e-01,-4.164920e-01,2.343896e-01,-5.861444e-01,8.147480e-02,-5.473050e-02,4.955488e-01,-1.370082e-01,-9.468845e-02,-8.316964e-01,5.470427e-01,-6.613616e-01,5.785538e-01,-4.264496e-01,8.534883e-01,-7.533301e-02,7.720752e-02,-6.248077e-01,5.943962e-01,-6.903809e-01,2.857094e-01,-5.894383e-01,6.071633e-01,-6.637033e-01,2.884781e-01,-6.201620e-01,4.798987e-01,-6.789562e-01,1.828931e-01,-6.219148e-01,1.730978e-01,-6.240989e-01,-4.260978e-02,-4.071235e-01,8.256925e-01,-6.386490e-01,6.426985e-01,-3.820222e-01,8.464008e-01,-5.539430e-01,5.877034e-01,-2.816555e-01,7.866508e-01,-4.463480e-01,5.257153e-01,4.604213e-02,6.233766e-01,-6.269245e-02,5.044218e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.311771e-01,7.099213e-01,-8.124223e-01,4.142183e-01,-4.274213e-01,8.518453e-01,-7.704654e-01,6.585303e-01
