#time,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0023a,CK_0023b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0023a,Vout_0023b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0015a,driver_0015b,driver_0016a,driver_0016b,driver_0022a,driver_0022b,driver_0024a,driver_0024b,driver_0034a,driver_0034b,driver_0035a,driver_0035b,Out_0003a,Out_0003b,Out_0006a,Out_0006b
336,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.048281e-01,-7.638069e-02,-9.166329e-03,-8.772191e-03,-9.107176e-02,-6.888120e-02,3.656066e-01,-5.370560e-01,1.883533e-02,-3.537273e-03,-9.409282e-02,-9.729997e-02,7.313938e-01,-1.034632e-01,1.494555e-01,6.760619e-02,5.966360e-01,5.188470e-01,5.156293e-01,-3.945030e-01,4.180544e-01,-7.655288e-01,-6.260932e-02,-9.496675e-02,-4.981888e-01,-6.728634e-01,3.050010e-01,2.558684e-01,3.671282e-01,-7.664498e-01,3.470924e-01,1.304614e-01,3.532157e-01,-7.683282e-01,4.890556e-01,4.271823e-01,7.898154e-02,-9.320207e-02,-3.347325e-01,-2.996865e-01,8.386188e-01,-3.482882e-01,3.136814e-01,1.199517e-01,1.327674e-01,-6.509230e-01,8.318019e-01,-3.573477e-01,-8.698472e-02,-1.066820e-01,-3.575897e-01,-1.589457e-01,8.242913e-01,-3.958581e-01,-4.000167e-01,-6.032155e-01,2.915356e-03,1.569748e-04,3.796395e-02,1.118195e-02,6.785478e-03,4.021801e-03,1.829969e-02,1.098504e-02,1.689403e-02,1.242748e-02,2.093903e-02,1.973237e-02,9.549020e-02,7.198764e-02,8.500787e-02,9.991196e-02,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-9.422812e-03,-9.055771e-03,1.866719e-02,-3.760674e-03
337,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,2,2,-1,-1,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,1,1,2,2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.379772e-01,-1.833549e-01,5.072960e-02,4.957164e-02,-1.195418e-01,-1.192507e-01,3.708978e-01,-6.037108e-01,6.795247e-02,5.205571e-02,-9.550291e-02,-1.329321e-01,7.479399e-01,-1.407868e-01,2.641663e-01,8.077173e-02,5.532106e-01,4.762162e-01,4.846262e-01,-3.621710e-01,3.829007e-01,-7.331037e-01,-6.264377e-02,-9.528910e-02,-4.427233e-01,-6.262991e-01,3.106870e-01,2.630182e-01,3.404727e-01,-7.561885e-01,3.478155e-01,1.320559e-01,3.541247e-01,-7.710760e-01,4.312188e-01,3.738945e-01,8.362783e-02,-6.457650e-02,-3.414957e-01,-3.082177e-01,8.456150e-01,-3.493725e-01,3.209446e-01,1.253526e-01,1.215148e-01,-6.297282e-01,8.319874e-01,-3.546573e-01,-8.860281e-02,-1.159280e-01,-3.655527e-01,-1.645738e-01,8.091677e-01,-3.943564e-01,-3.519689e-01,-5.497320e-01,1.955765e-01,1.518984e-01,2.486534e-01,2.152309e-01,3.450197e-02,2.532072e-02,5.055317e-02,4.231502e-02,2.457593e-02,1.867036e-02,2.976823e-02,2.833729e-02,9.837142e-02,7.445210e-02,8.824061e-02,1.030664e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,5.045622e-02,4.927587e-02,6.777861e-02,5.186649e-02
338,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,0,0,2,2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.034701e-01,-6.983880e-01,6.166451e-01,-1.310798e-01,2.590114e-01,-4.169743e-01,3.562246e-01,-7.580673e-01,7.880476e-01,-3.882823e-01,2.450626e-01,-6.799998e-01,8.276182e-01,-3.432234e-01,8.015044e-01,-3.915852e-01,5.080066e-01,4.329184e-01,4.816028e-01,-3.668913e-01,3.514286e-01,-6.975350e-01,-6.281111e-02,-9.584017e-02,-3.871831e-01,-5.825931e-01,3.175147e-01,2.709878e-01,3.192343e-01,-7.478260e-01,3.481824e-01,1.327279e-01,3.577300e-01,-7.649761e-01,3.855829e-01,3.156493e-01,8.498452e-02,-5.965289e-02,-3.484603e-01,-3.166972e-01,8.532938e-01,-3.492078e-01,3.281184e-01,1.304970e-01,1.283785e-01,-6.209259e-01,8.304434e-01,-3.444331e-01,-9.050978e-02,-1.280186e-01,-3.735159e-01,-1.702894e-01,8.032851e-01,-3.972085e-01,-2.983566e-01,-4.972503e-01,4.514380e-01,2.572561e-01,5.713772e-01,3.717625e-01,6.367972e-02,4.480213e-02,8.784473e-02,7.665410e-02,3.213343e-02,2.440489e-02,3.902232e-02,3.717119e-02,1.010626e-01,7.665328e-02,9.140318e-02,1.061043e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,6.163514e-01,-1.313883e-01,7.878651e-01,-3.884449e-01
339,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-1,-1,2,2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.223889e-01,-7.342758e-01,6.753509e-01,-1.673054e-01,2.711577e-01,-4.610555e-01,3.546534e-01,-7.607856e-01,7.957576e-01,-4.324403e-01,2.869294e-01,-7.119838e-01,8.264937e-01,-3.428158e-01,8.160594e-01,-3.822996e-01,2.033201e-01,3.187306e-01,8.792191e-02,5.598922e-02,-1.459441e-02,-2.454746e-01,-6.102505e-02,-9.187544e-02,-2.170243e-01,-3.374961e-01,3.417214e-01,3.043198e-01,1.991237e-01,-7.058416e-01,3.497798e-01,1.363043e-01,3.576552e-01,-7.651033e-01,1.550220e-01,1.757484e-01,9.712237e-02,6.248321e-02,-3.753643e-01,-3.460460e-01,6.672974e-01,-3.852498e-01,3.623988e-01,1.600944e-01,-8.079133e-02,-7.742655e-02,8.414744e-01,-3.453865e-01,-7.872327e-02,-4.696541e-02,-4.029378e-01,-1.920688e-01,1.608680e-01,-1.873586e-01,-1.642958e-01,-1.849141e-01,5.446403e-01,3.109591e-01,6.143551e-01,4.365454e-01,7.484725e-02,5.319348e-02,9.794686e-02,8.836652e-02,3.507293e-02,2.687711e-02,4.186237e-02,4.024469e-02,1.021552e-01,7.763490e-02,9.244638e-02,1.072213e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,6.751827e-01,-1.675258e-01,7.956485e-01,-4.326388e-01
340,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.469882e-01,-7.661810e-01,7.300524e-01,-1.815713e-01,3.355930e-01,-5.183114e-01,3.524477e-01,-7.631992e-01,8.255506e-01,-4.468438e-01,3.302555e-01,-7.815869e-01,8.297696e-01,-3.498942e-01,8.339582e-01,-3.795947e-01,1.877049e-02,2.025058e-01,2.023770e-02,1.082778e-03,-1.404202e-02,-5.809699e-02,-6.104854e-02,-9.157210e-02,-1.196608e-02,-1.513564e-01,3.651428e-01,3.324589e-01,8.804796e-02,-6.439247e-01,3.488101e-01,1.343684e-01,3.581439e-01,-7.654559e-01,-4.108003e-03,-2.025708e-02,9.271764e-02,6.101459e-02,-3.968656e-01,-3.710261e-01,4.902017e-01,-3.101417e-01,3.914669e-01,1.835803e-01,-2.027743e-02,-6.693700e-03,8.117743e-01,-3.501514e-01,-7.739387e-02,-5.503444e-02,-4.272585e-01,-2.109111e-01,-5.854302e-03,-1.177791e-01,-1.304810e-03,1.678313e-02,6.050362e-01,3.640762e-01,6.586530e-01,4.838633e-01,8.411296e-02,6.073555e-02,1.059641e-01,9.701699e-02,3.740030e-02,2.888335e-02,4.414100e-02,4.265288e-02,1.029950e-01,7.839195e-02,9.325731e-02,1.080820e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,7.300079e-01,-1.818132e-01,8.254897e-01,-4.469060e-01
341,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.470151e-01,-7.661851e-01,7.300580e-01,-1.816133e-01,3.355921e-01,-5.183383e-01,3.525503e-01,-7.632020e-01,8.255489e-01,-4.468769e-01,3.302513e-01,-7.815987e-01,8.297158e-01,-3.498233e-01,8.339508e-01,-3.796111e-01,2.346808e-02,2.099144e-01,2.131868e-02,2.298682e-03,-1.287904e-02,-5.794031e-02,2.382966e-02,-8.095165e-02,-1.000448e-02,-1.526921e-01,4.352618e-01,3.172386e-01,9.006200e-02,-6.448955e-01,4.326067e-01,1.433333e-01,3.581356e-01,-7.653501e-01,-5.867805e-03,-1.847255e-02,9.567284e-02,6.244310e-02,-4.452939e-01,-3.283603e-01,4.934582e-01,-3.117918e-01,4.300292e-01,1.321377e-01,-1.792175e-02,-4.867692e-03,8.127598e-01,-3.496682e-01,-7.322611e-02,-5.218789e-02,-4.370640e-01,-1.372056e-01,-4.594617e-03,-1.185272e-01,5.841555e-03,2.149084e-02,6.049548e-01,3.640011e-01,6.585505e-01,4.837667e-01,8.400549e-02,6.065031e-02,1.057809e-01,9.687925e-02,3.728348e-02,2.879450e-02,4.391703e-02,4.249443e-02,1.029029e-01,7.832047e-02,9.309231e-02,1.079604e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,7.300446e-01,-1.818212e-01,8.255101e-01,-4.469127e-01
342,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.217485e-01,-7.547219e-01,7.551351e-01,-2.786251e-01,3.239995e-01,-5.523824e-01,3.034863e-01,-7.160280e-01,8.371268e-01,-5.475393e-01,3.125350e-01,-8.068529e-01,8.154800e-01,-3.538864e-01,8.446532e-01,-3.974065e-01,-2.045068e-01,1.734185e-01,-1.253518e-01,-1.922703e-01,1.558892e-01,1.498199e-02,4.578252e-02,-1.583609e-01,1.778366e-01,-8.315430e-02,2.944256e-01,2.669613e-02,1.209262e-01,-6.280356e-01,5.170947e-01,9.233288e-02,3.242986e-01,-7.238039e-01,-8.649245e-02,-7.718003e-02,1.238060e-01,5.293903e-02,-3.337892e-01,2.780439e-02,4.452045e-01,-2.991925e-01,3.244908e-01,-9.773480e-02,1.248585e-01,1.758037e-01,7.917121e-01,-3.523107e-01,-8.944714e-02,-6.045174e-02,-3.661703e-01,1.293032e-01,-2.051774e-01,-2.071560e-01,6.712831e-02,1.306613e-01,3.700624e-01,9.346446e-02,4.983810e-01,7.780622e-02,1.176915e-01,6.869436e-02,1.672384e-01,9.675361e-02,9.687619e-02,8.283075e-02,1.132644e-01,1.011512e-01,2.059204e-01,1.840569e-01,2.039141e-01,2.104746e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,7.550851e-01,-2.788649e-01,8.368257e-01,-5.476901e-01
343,2,2,2,2,2,2,0,0,2,2,2,2,0,0,2,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.049069e-01,-7.437363e-01,7.056649e-01,-6.590806e-01,2.565879e-01,-6.685907e-01,2.694037e-01,-6.733050e-01,7.688870e-01,-8.626530e-01,2.901899e-01,-8.139308e-01,8.073129e-01,-3.559576e-01,8.598668e-01,-4.044055e-01,-6.879269e-01,3.323677e-01,-1.753085e-01,-3.120542e-01,4.337676e-01,8.901332e-02,2.150679e-01,-6.507210e-01,8.156482e-01,-2.710887e-01,5.199531e-01,-5.909300e-01,1.586351e-01,-6.192275e-01,8.651642e-01,-3.189322e-01,2.970324e-01,-6.806440e-01,-4.258037e-01,2.609049e-01,7.491989e-01,-3.050898e-01,-5.050953e-01,5.454354e-01,4.466350e-01,-3.252110e-01,7.912916e-01,-4.997005e-01,4.164403e-01,2.923158e-01,7.923290e-01,-3.544997e-01,3.130876e-01,-3.890573e-01,-6.778258e-01,4.663824e-01,-4.358417e-01,-2.955089e-01,3.237741e-01,-2.554889e-01,7.909059e-01,-5.265477e-01,7.289377e-01,-7.128462e-01,8.288809e-01,-4.180512e-01,6.735671e-01,-5.928550e-01,7.940003e-01,-2.787150e-01,5.931488e-01,-4.352012e-01,5.819444e-01,5.797094e-02,5.033390e-01,-3.267255e-02,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,7.055098e-01,-6.593747e-01,7.680386e-01,-8.629814e-01
344,2,2,2,2,2,2,-1,-1,2,2,2,2,-1,-1,2,2,1,1,-2,-2,-2,-2,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.732934e-01,-6.998831e-01,6.781374e-01,-7.024043e-01,2.493246e-01,-6.756282e-01,-6.975782e-02,-2.485591e-01,7.684220e-01,-9.016348e-01,2.851654e-01,-8.130938e-01,1.806523e-01,-1.447639e-01,6.743073e-01,-4.477568e-01,-6.761191e-01,2.107918e-01,-2.019973e-01,-3.449407e-01,4.940230e-01,2.155444e-01,2.289606e-01,-6.597662e-01,7.957651e-01,-2.526996e-01,4.883683e-01,-6.472196e-01,-5.586918e-02,-1.118963e-01,8.952991e-01,-3.250997e-01,-1.031677e-01,-1.137820e-01,-4.601984e-01,3.036451e-01,7.594927e-01,-2.720497e-01,-5.649104e-01,6.716894e-01,3.927262e-02,1.228869e-01,8.127007e-01,-5.152955e-01,4.292452e-01,3.531952e-01,1.188992e-01,1.123031e-01,2.848588e-01,-3.704875e-01,-7.622662e-01,4.435376e-01,-4.842772e-01,-2.368422e-01,3.309544e-01,-2.510026e-01,8.131774e-01,-5.715030e-01,7.359648e-01,-7.591576e-01,8.070770e-01,-4.761907e-01,6.852767e-01,-7.283332e-01,8.437657e-01,-3.004581e-01,7.129365e-01,-6.006883e-01,7.838117e-01,-6.635142e-04,7.324716e-01,-2.379802e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,6.777584e-01,-7.027662e-01,7.676217e-01,-9.020380e-01
345,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.548003e-02,-6.681030e-01,6.428118e-01,-7.396790e-01,2.419314e-01,-6.789151e-01,-9.622121e-02,-1.093933e-01,7.503934e-01,-9.483035e-01,2.755562e-01,-8.113635e-01,6.585947e-02,-1.331358e-01,5.863831e-01,-4.609401e-01,-6.991513e-01,1.480860e-01,-2.600151e-01,-3.967945e-01,5.446983e-01,2.837446e-01,2.452894e-01,-6.857754e-01,7.412525e-01,-1.840683e-01,4.552419e-01,-6.756355e-01,1.650521e-02,-7.174018e-02,9.300438e-01,-3.450119e-01,-8.942757e-02,-9.359261e-02,-4.583362e-01,3.421821e-01,7.628545e-01,-2.447882e-01,-5.562496e-01,7.581795e-01,-3.049171e-02,6.894979e-02,8.472375e-01,-5.099601e-01,4.323036e-01,4.098194e-01,8.664424e-02,8.493641e-02,2.699136e-01,-3.637505e-01,-7.926601e-01,4.691162e-01,-5.506231e-01,-3.184563e-01,2.944441e-01,-2.220632e-01,8.269487e-01,-6.476690e-01,7.453713e-01,-8.275184e-01,8.775790e-01,-5.312323e-01,7.192348e-01,-7.818808e-01,8.834946e-01,-3.505794e-01,7.558969e-01,-6.407266e-01,7.901243e-01,1.667597e-02,7.305902e-01,-2.325506e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,6.424685e-01,-7.399561e-01,7.495701e-01,-9.487328e-01
346,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.548003e-02,-6.681030e-01,6.428118e-01,-7.396790e-01,2.419314e-01,-6.789151e-01,-9.622121e-02,-1.093933e-01,7.503934e-01,-9.483035e-01,2.755562e-01,-8.113635e-01,6.585947e-02,-1.331358e-01,5.863831e-01,-4.609401e-01,-6.991513e-01,1.480860e-01,-2.600151e-01,-3.967945e-01,5.446983e-01,2.837446e-01,2.452894e-01,-6.857754e-01,7.412525e-01,-1.840683e-01,4.552419e-01,-6.756354e-01,1.650521e-02,-7.174018e-02,9.300438e-01,-3.450119e-01,-8.942757e-02,-9.359261e-02,-4.583362e-01,3.421822e-01,7.628545e-01,-2.447882e-01,-5.562496e-01,7.581795e-01,-3.049171e-02,6.894979e-02,8.472375e-01,-5.099601e-01,4.323036e-01,4.098195e-01,8.664424e-02,8.493641e-02,2.699137e-01,-3.637506e-01,-7.926601e-01,4.691162e-01,-5.506231e-01,-3.184563e-01,2.944441e-01,-2.220632e-01,8.269487e-01,-6.476690e-01,7.453713e-01,-8.275184e-01,8.775790e-01,-5.312323e-01,7.192348e-01,-7.818808e-01,8.834946e-01,-3.505794e-01,7.558969e-01,-6.407266e-01,7.901243e-01,1.667597e-02,7.305902e-01,-2.325506e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,6.424685e-01,-7.399561e-01,7.495701e-01,-9.487328e-01
347,1,1,1,1,1,1,-2,-2,1,1,1,1,-2,-2,1,1,2,2,-1,-1,-1,-1,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-1,-1,-2,-2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.833114e-02,-6.053734e-01,5.197375e-01,-6.639518e-01,1.725798e-01,-6.306495e-01,-9.698527e-02,-1.169795e-01,6.349374e-01,-8.411442e-01,2.504119e-01,-7.509368e-01,7.835834e-02,-5.418381e-02,4.934142e-01,-3.381846e-01,-7.024704e-01,2.766137e-01,-2.931118e-02,-5.677409e-02,2.851610e-01,8.977222e-03,2.451025e-01,-7.320785e-01,7.515796e-01,-3.146172e-01,4.210268e-01,-7.055975e-01,-6.355660e-02,-8.650367e-02,9.270080e-01,-3.398272e-01,-9.135263e-02,-9.319164e-02,-3.460059e-01,4.013425e-01,7.598708e-01,-1.956478e-01,-4.953669e-01,7.663055e-01,6.484565e-02,8.877492e-02,8.401127e-01,-5.667223e-01,3.827295e-01,1.597591e-03,9.254404e-02,8.986893e-02,3.796573e-01,-5.822297e-01,-8.087831e-01,5.234101e-01,-2.842041e-01,-2.886014e-02,2.513629e-01,-3.368729e-01,7.426543e-01,-6.827795e-01,6.849621e-01,-8.743558e-01,8.730265e-01,-5.468320e-01,7.073005e-01,-7.919640e-01,8.837668e-01,-3.609419e-01,7.527626e-01,-6.444612e-01,7.908338e-01,1.148342e-02,7.300406e-01,-2.344815e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,5.194380e-01,-6.641933e-01,6.342751e-01,-8.414936e-01
348,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,0,0,2,2,0,0,0,0,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,0,0,-2,-2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.636166e-02,-5.815799e-01,4.412884e-01,-6.773482e-01,1.741494e-01,-6.045874e-01,-9.837839e-02,-1.382978e-01,5.212560e-01,-7.798763e-01,2.063883e-01,-7.146965e-01,7.668016e-02,-5.861901e-02,4.669567e-01,-2.804474e-01,-7.992880e-01,4.487908e-01,1.267396e-01,1.078720e-01,5.256913e-01,-2.757692e-01,2.448506e-01,-7.357183e-01,8.464456e-01,-5.329963e-01,3.881013e-01,-7.917428e-01,8.187567e-02,-6.298517e-02,9.259204e-01,-3.412540e-01,-8.248876e-02,-8.989733e-02,-2.644135e-01,5.769761e-01,7.748777e-01,-2.337047e-01,-4.171018e-01,8.263392e-01,-5.425351e-03,7.833711e-02,7.800093e-01,-6.731655e-01,6.004039e-01,-4.460258e-01,8.870475e-02,8.782893e-02,3.862022e-01,-7.216230e-01,-8.021389e-01,6.020475e-01,-2.904978e-01,1.415194e-01,2.919561e-01,-6.130081e-01,7.109700e-01,-6.960810e-01,5.864664e-01,-9.018884e-01,8.663195e-01,-5.532146e-01,6.879153e-01,-8.032009e-01,8.830522e-01,-3.641529e-01,7.491168e-01,-6.482101e-01,7.911434e-01,9.612823e-03,7.295041e-01,-2.361151e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,4.410583e-01,-6.775394e-01,5.209697e-01,-7.803068e-01
