#time,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0023a,CK_0023b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0023a,Vout_0023b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0015a,driver_0015b,driver_0016a,driver_0016b,driver_0022a,driver_0022b,driver_0024a,driver_0024b,driver_0034a,driver_0034b,driver_0035a,driver_0035b,Out_0003a,Out_0003b,Out_0006a,Out_0006b
98,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,0,0,2,2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-6.797991e-01,2.581462e-01,-4.230517e-01,4.479040e-01,-6.295664e-01,9.151109e-02,-7.450050e-01,3.050148e-01,-4.379747e-01,7.473357e-01,-6.754305e-01,2.697583e-01,-3.467406e-01,8.561588e-01,-3.702058e-01,7.948546e-01,3.548205e-01,5.907567e-01,-9.329135e-02,6.140035e-01,-7.060613e-01,3.679621e-01,-2.213296e-01,-1.081681e-01,-4.937868e-01,-4.390387e-01,2.099193e-01,3.162607e-01,-7.868066e-01,3.537924e-01,1.903914e-01,1.209247e-01,-7.639242e-01,3.571954e-01,2.698209e-01,4.305644e-01,1.049391e-01,1.427586e-01,-3.042848e-01,-3.409104e-01,-3.663115e-01,8.323684e-01,2.861089e-01,2.373825e-01,-4.228808e-01,3.439370e-01,-3.459535e-01,8.300561e-01,-6.862254e-02,9.667373e-02,-3.524099e-01,-2.190289e-01,-3.522926e-01,7.809671e-01,-4.163018e-01,-3.394141e-01,3.493513e-01,3.984860e-01,4.314917e-01,5.436726e-01,7.090886e-02,5.681148e-02,8.975014e-02,8.266937e-02,3.530706e-02,2.809135e-02,4.075899e-02,3.963609e-02,1.025651e-01,7.827979e-02,9.246884e-02,1.074016e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-4.233775e-01,4.475812e-01,-4.382850e-01,7.470597e-01
99,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-1,-1,2,2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.155889e-01,2.924907e-01,-3.952574e-01,4.585136e-01,-6.429970e-01,7.028737e-02,-7.539389e-01,3.274238e-01,-4.238160e-01,7.834603e-01,-7.267788e-01,2.934046e-01,-3.478834e-01,8.388054e-01,-3.573039e-01,8.134432e-01,2.073351e-01,3.031898e-01,8.463215e-02,7.378456e-02,-1.226102e-01,1.659897e-01,-2.241342e-01,-1.141098e-01,-2.154643e-01,-3.346421e-01,2.391864e-01,3.480151e-01,-5.893650e-01,3.762394e-01,1.875260e-01,1.152216e-01,-7.711718e-01,3.543723e-01,1.589739e-01,1.776497e-01,9.055393e-02,6.040773e-02,-3.239931e-01,-3.692072e-01,-1.541139e-01,7.515694e-01,3.160120e-01,2.588720e-01,-9.199152e-02,-4.296701e-02,-3.543987e-01,8.318759e-01,-8.657310e-02,-4.893539e-02,-3.833530e-01,-2.484478e-01,6.114392e-02,2.341240e-01,-1.713619e-01,-1.860532e-01,3.964216e-01,4.330559e-01,4.749205e-01,5.798678e-01,7.795107e-02,6.211428e-02,9.670625e-02,9.016370e-02,3.699681e-02,2.947254e-02,4.257011e-02,4.147536e-02,1.031266e-01,7.876833e-02,9.303259e-02,1.079930e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-3.957707e-01,4.582302e-01,-4.239896e-01,7.834063e-01
100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.623185e-01,3.371406e-01,-3.529009e-01,4.348216e-01,-6.437749e-01,4.872256e-02,-7.637997e-01,3.517499e-01,-4.238956e-01,7.896182e-01,-7.797260e-01,3.354185e-01,-3.470292e-01,8.300081e-01,-3.566010e-01,8.376782e-01,3.071108e-03,1.302788e-01,2.380821e-02,1.070423e-02,1.312061e-02,1.510413e-01,-2.237591e-01,-1.132351e-01,-2.500366e-02,-2.108192e-01,2.610807e-01,3.743917e-01,-4.940944e-01,3.487999e-01,1.869946e-01,1.139429e-01,-7.603008e-01,3.545648e-01,-5.645533e-04,-2.181567e-02,8.725716e-02,6.069982e-02,-3.464845e-01,-3.967262e-01,-1.132449e-01,7.319525e-01,3.408392e-01,2.783336e-01,-1.851229e-02,1.580033e-03,-3.586335e-01,8.328579e-01,-8.446066e-02,-5.726069e-02,-4.112142e-01,-2.710545e-01,2.356512e-02,1.091977e-01,-8.995470e-03,1.112711e-02,4.566789e-01,4.629329e-01,5.247578e-01,6.261869e-01,8.537408e-02,6.707019e-02,1.047523e-01,9.852377e-02,3.886608e-02,3.092363e-02,4.468213e-02,4.358419e-02,1.037709e-01,7.931174e-02,9.371057e-02,1.086892e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-3.534465e-01,4.345131e-01,-4.239762e-01,7.895414e-01
101,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.623152e-01,3.370956e-01,-3.529103e-01,4.348466e-01,-6.437789e-01,4.874549e-02,-7.638051e-01,3.515639e-01,-4.239106e-01,7.896293e-01,-7.797218e-01,3.354172e-01,-3.473617e-01,8.300142e-01,-3.566963e-01,8.376831e-01,1.866428e-03,1.264203e-01,2.559098e-02,1.158819e-02,1.324486e-02,1.510765e-01,-1.426594e-01,-1.014871e-01,-2.604104e-02,-2.144291e-01,3.116874e-01,3.520766e-01,-4.953171e-01,3.484606e-01,2.679338e-01,1.254869e-01,-7.606641e-01,3.539939e-01,3.307398e-03,-2.047212e-02,9.190070e-02,6.348465e-02,-2.955688e-01,-4.189882e-01,-1.146719e-01,7.319386e-01,3.627417e-01,2.273327e-01,-1.672080e-02,2.477816e-03,-3.593573e-01,8.327935e-01,-7.973108e-02,-5.444684e-02,-3.890844e-01,-3.224109e-01,2.365150e-02,1.091521e-01,-5.437538e-03,1.229310e-02,4.566988e-01,4.629623e-01,5.247604e-01,6.262011e-01,8.541115e-02,6.709981e-02,1.048173e-01,9.857181e-02,3.891174e-02,3.095703e-02,4.478055e-02,4.364945e-02,1.038057e-01,7.933756e-02,9.378005e-02,1.087376e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-3.534541e-01,4.345314e-01,-4.239536e-01,7.895671e-01
102,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7.623383e-01,3.279484e-01,-4.473515e-01,4.066309e-01,-6.650763e-01,2.538292e-02,-7.253327e-01,3.308683e-01,-4.785620e-01,8.015074e-01,-7.884993e-01,3.156343e-01,-3.433643e-01,8.070199e-01,-3.622210e-01,8.460378e-01,-1.341566e-01,1.131434e-02,-1.126903e-01,-1.921828e-01,1.785060e-01,2.118851e-01,-1.572931e-01,-9.137542e-02,1.653695e-01,-1.146927e-01,1.399543e-01,1.320220e-01,-4.362920e-01,2.926654e-01,3.024514e-01,1.022059e-01,-7.088407e-01,3.074581e-01,-9.753059e-03,-1.712754e-01,1.216450e-01,6.415145e-02,-6.107576e-02,-2.245482e-01,-1.669002e-01,7.337835e-01,1.739387e-01,3.207714e-02,1.219820e-01,1.813507e-01,-3.595685e-01,8.162466e-01,-1.090180e-01,-5.509517e-02,-1.131820e-01,-1.430139e-01,-1.691993e-01,1.440256e-02,3.938438e-02,1.323593e-01,8.608130e-02,2.794192e-01,2.875544e-01,3.587144e-01,8.293831e-02,9.329841e-02,1.428979e-01,1.281215e-01,9.475192e-02,8.786115e-02,1.115482e-01,1.040354e-01,2.063805e-01,1.856977e-01,2.041106e-01,2.110993e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-4.480221e-01,4.061302e-01,-4.788412e-01,8.012038e-01
103,2,2,2,2,2,2,0,0,2,2,2,2,0,0,2,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.594216e-01,2.888079e-01,-7.756589e-01,3.637991e-01,-7.028321e-01,-2.107249e-02,-6.844343e-01,3.118736e-01,-7.609312e-01,7.383257e-01,-8.118183e-01,2.504545e-01,-3.434046e-01,7.964178e-01,-3.855000e-01,8.080276e-01,2.766019e-01,-4.098271e-01,-2.126635e-01,-4.361583e-01,4.286634e-01,2.477080e-01,-3.398717e-01,1.924470e-01,8.097271e-01,-3.801556e-01,3.722884e-01,-4.609414e-01,-4.507409e-01,2.520633e-01,2.829987e-01,1.895413e-01,-6.665909e-01,2.704653e-01,2.616942e-01,-6.767821e-01,4.238640e-02,2.163865e-01,3.223984e-01,-5.890252e-01,-3.136098e-01,7.654107e-01,6.105180e-01,-3.912972e-01,2.288683e-01,2.737603e-01,-3.670893e-01,8.101944e-01,-4.594366e-01,1.818164e-01,4.868354e-01,-4.083836e-01,-3.075287e-01,-1.731130e-01,4.276511e-01,-3.362940e-01,-7.223559e-01,4.545893e-01,-2.473654e-01,7.407944e-01,-5.715685e-01,5.326728e-01,-3.329474e-01,8.277231e-01,-4.352844e-01,5.181247e-01,-2.354474e-01,8.086911e-01,-5.884419e-02,4.995642e-01,6.421218e-02,6.020117e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.765725e-01,3.629641e-01,-7.606277e-01,7.377183e-01
104,2,2,2,2,2,2,-1,-1,2,2,2,2,-1,-1,2,2,1,1,-2,-2,-2,-2,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.956764e-01,3.034152e-01,-7.980586e-01,3.130910e-01,-6.992957e-01,-4.362334e-02,-1.716385e-01,1.345295e-01,-7.956453e-01,7.087918e-01,-8.158428e-01,2.444430e-01,9.974209e-02,2.810946e-01,-1.855685e-01,7.141195e-01,2.715792e-01,-4.332190e-01,-2.451574e-01,-4.930912e-01,4.811576e-01,2.080235e-01,-3.288620e-01,1.344868e-01,7.957749e-01,-2.302412e-01,3.843904e-01,-5.573536e-01,-8.919608e-02,-1.132773e-01,3.349079e-01,1.883384e-01,-1.114956e-01,-8.416475e-02,2.757139e-01,-6.992452e-01,8.185895e-02,2.213155e-01,3.693632e-01,-6.114549e-01,-6.381702e-02,1.452747e-01,7.042820e-01,-3.989998e-01,2.430599e-01,3.263228e-01,1.141384e-01,1.242243e-01,-4.516227e-01,1.462105e-01,5.214558e-01,-4.017334e-01,-3.815796e-01,-3.452411e-01,3.744796e-01,-2.785064e-01,-7.538766e-01,4.613945e-01,-2.883899e-01,7.336858e-01,-7.152674e-01,5.574350e-01,-3.470961e-01,8.107556e-01,-5.979044e-01,6.472218e-01,-2.367735e-01,8.501287e-01,-2.412337e-01,6.958721e-01,2.628779e-02,7.733001e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.985861e-01,3.125442e-01,-7.954123e-01,7.082370e-01
105,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.205426e-01,2.877498e-01,-8.254263e-01,2.801751e-01,-6.974514e-01,-5.798052e-02,-7.253842e-02,9.653378e-02,-8.399279e-01,6.762063e-01,-8.097842e-01,2.399493e-01,1.068207e-01,1.693562e-01,-1.364147e-01,6.746597e-01,3.822945e-01,-5.745101e-01,-1.709860e-01,-5.266959e-01,5.538741e-01,2.959350e-01,5.810292e-02,-5.996174e-01,7.145189e-01,-1.309164e-01,2.665983e-01,-5.259573e-01,1.522004e-02,-7.570852e-02,7.281600e-01,-3.882149e-01,-8.947166e-02,-8.709509e-02,2.369143e-01,-7.527462e-01,7.424362e-01,-1.428646e-01,4.009816e-01,-6.858160e-01,-1.186637e-01,4.974271e-02,6.918104e-01,-3.837898e-01,4.045643e-01,4.139698e-01,8.727376e-02,9.753595e-02,2.496321e-01,-3.212669e-01,6.633868e-01,-5.105683e-01,-4.194059e-01,-4.653392e-01,2.106076e-01,-1.772236e-01,-8.178266e-01,4.870856e-01,-3.268685e-01,7.489665e-01,-8.220087e-01,6.142035e-01,-3.536125e-01,8.245536e-01,-6.542722e-01,7.333619e-01,-2.421321e-01,8.638227e-01,-2.375337e-01,7.226282e-01,7.225968e-02,7.844839e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-8.260026e-01,2.797053e-01,-8.397763e-01,6.754987e-01
106,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.205426e-01,2.877498e-01,-8.254263e-01,2.801751e-01,-6.974514e-01,-5.798052e-02,-7.253842e-02,9.653378e-02,-8.399279e-01,6.762063e-01,-8.097842e-01,2.399493e-01,1.068207e-01,1.693562e-01,-1.364147e-01,6.746597e-01,3.822945e-01,-5.745101e-01,-1.709860e-01,-5.266959e-01,5.538741e-01,2.959350e-01,5.810292e-02,-5.996174e-01,7.145189e-01,-1.309164e-01,2.665983e-01,-5.259573e-01,1.522004e-02,-7.570852e-02,7.281600e-01,-3.882149e-01,-8.947166e-02,-8.709509e-02,2.369143e-01,-7.527462e-01,7.424362e-01,-1.428646e-01,4.009816e-01,-6.858160e-01,-1.186637e-01,4.974271e-02,6.918104e-01,-3.837898e-01,4.045643e-01,4.139698e-01,8.727376e-02,9.753595e-02,2.496321e-01,-3.212669e-01,6.633868e-01,-5.105683e-01,-4.194059e-01,-4.653392e-01,2.106076e-01,-1.772236e-01,-8.178266e-01,4.870856e-01,-3.268685e-01,7.489665e-01,-8.220087e-01,6.142035e-01,-3.536125e-01,8.245536e-01,-6.542722e-01,7.333619e-01,-2.421321e-01,8.638227e-01,-2.375337e-01,7.226282e-01,7.225968e-02,7.844839e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-8.260026e-01,2.797053e-01,-8.397763e-01,6.754987e-01
107,1,1,1,1,1,1,-2,-2,1,1,1,1,-2,-2,1,1,2,2,-1,-1,-1,-1,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-1,-1,-2,-2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.363835e-01,1.994627e-01,-7.433241e-01,1.767139e-01,-6.378143e-01,-7.385554e-02,-7.661612e-02,6.273711e-02,-7.408983e-01,5.622398e-01,-7.391503e-01,1.814675e-01,1.058281e-01,1.447642e-01,-5.799969e-02,5.438502e-01,5.293786e-01,-6.066930e-01,1.956485e-01,-3.770383e-01,3.925415e-01,-6.192558e-02,6.433822e-02,-6.591106e-01,7.506535e-01,-2.815211e-01,2.492236e-01,-5.786246e-01,-5.911129e-02,-9.138837e-02,7.249571e-01,-3.800546e-01,-9.203164e-02,-8.822961e-02,3.907754e-01,-8.215954e-01,7.679205e-01,-1.545011e-01,4.683876e-01,-6.813355e-01,3.726158e-02,7.597799e-02,7.045225e-01,-4.485909e-01,4.246521e-01,-7.977059e-02,9.412382e-02,9.967062e-02,3.833094e-01,-5.689022e-01,7.189141e-01,-4.867990e-01,1.025647e-01,-3.405293e-01,1.841018e-01,-3.162868e-01,-8.044425e-01,4.036047e-01,-4.010150e-01,7.105273e-01,-8.218028e-01,5.680400e-01,-4.005165e-01,8.279208e-01,-6.662009e-01,7.149481e-01,-2.703770e-01,8.662198e-01,-2.433005e-01,7.207624e-01,5.795355e-02,7.868183e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.439820e-01,1.761815e-01,-7.405094e-01,5.616321e-01
108,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,0,0,2,2,0,0,0,0,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,0,0,-2,-2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.182013e-01,1.975571e-01,-7.220027e-01,8.656157e-02,-6.052092e-01,-7.050739e-02,-7.205443e-02,7.366893e-02,-7.205173e-01,4.620654e-01,-7.102577e-01,1.623172e-01,1.076758e-01,1.479301e-01,-6.742193e-02,4.791359e-01,8.370891e-01,-5.591617e-01,7.527540e-01,-7.925575e-01,7.851397e-01,-6.147916e-01,6.553201e-02,-6.556104e-01,8.618166e-01,-6.256952e-01,2.423225e-01,-6.821343e-01,7.494503e-02,-7.391254e-02,7.214980e-01,-3.744570e-01,-8.239084e-02,-8.227550e-02,7.667560e-01,-8.078567e-01,8.441747e-01,-3.515343e-01,6.105324e-01,-7.096187e-01,1.953974e-01,9.541033e-02,6.951546e-01,-5.880228e-01,6.701686e-01,-7.118885e-01,9.953224e-02,1.023386e-01,3.780639e-01,-7.507285e-01,7.628443e-01,-4.527436e-01,7.310977e-01,-6.002028e-01,2.434359e-01,-6.322829e-01,-8.018946e-01,3.383828e-01,-4.462737e-01,6.918060e-01,-8.117282e-01,5.409313e-01,-4.313094e-01,8.339916e-01,-6.750477e-01,6.990529e-01,-2.899352e-01,8.683229e-01,-2.474765e-01,7.193032e-01,4.805541e-02,7.884835e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.228517e-01,8.588414e-02,-7.197651e-01,4.615870e-01
109,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,2,2,1,1,1,1,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,1,1,-2,-2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.478901e-01,-1.385019e-01,-4.152288e-01,-2.479193e-01,-2.339324e-01,-2.253504e-01,-8.888187e-02,-6.371332e-02,-3.964010e-01,-1.725930e-01,-2.534287e-01,-2.241746e-01,9.742924e-02,7.586508e-02,1.095071e-01,4.201861e-02,8.551193e-01,-5.412376e-01,8.119685e-01,-7.886359e-01,7.959602e-01,-6.461952e-01,6.523299e-02,-6.548464e-01,8.467778e-01,-6.548021e-01,2.358928e-01,-6.877376e-01,8.026279e-02,-7.397229e-02,7.219116e-01,-3.754034e-01,-8.386152e-02,-8.712079e-02,7.775429e-01,-7.977995e-01,8.360559e-01,-3.295762e-01,6.126239e-01,-7.083868e-01,2.116867e-01,9.861861e-02,6.908625e-01,-5.948768e-01,6.770882e-01,-7.974946e-01,9.966789e-02,9.969920e-02,3.746465e-01,-7.769922e-01,7.627324e-01,-4.468198e-01,7.939045e-01,-5.973992e-01,2.335094e-01,-6.664565e-01,-7.129788e-01,9.566434e-02,-5.526717e-01,4.118055e-01,-8.075795e-01,4.239388e-01,-5.701395e-01,7.650897e-01,-7.199971e-01,6.260193e-01,-3.761546e-01,8.690868e-01,-2.663205e-01,7.122574e-01,5.108431e-03,7.951562e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-4.161174e-01,-2.486326e-01,-3.956901e-01,-1.731020e-01
110,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.288306e-01,-1.567226e-01,-6.767458e-01,-4.592153e-01,-1.844823e-01,-1.414259e-01,-9.889706e-02,-1.099771e-01,-5.560762e-01,-5.384516e-01,-1.843398e-01,-1.954498e-01,8.641996e-02,6.942372e-02,1.719913e-02,-1.755754e-01,8.648056e-01,-5.261463e-01,8.772448e-01,-7.969045e-01,8.246797e-01,-6.830084e-01,6.476918e-02,-6.532804e-01,8.294138e-01,-6.932449e-01,2.274817e-01,-6.945302e-01,9.583751e-02,-7.347332e-02,7.219128e-01,-3.759250e-01,-8.604886e-02,-9.196828e-02,7.999640e-01,-7.856491e-01,8.345503e-01,-3.262375e-01,6.145195e-01,-7.076217e-01,2.244836e-01,9.913345e-02,6.853834e-01,-6.039777e-01,6.898506e-01,-8.833123e-01,9.665503e-02,9.346040e-02,3.696302e-01,-8.027857e-01,7.618245e-01,-4.403336e-01,8.544468e-01,-5.942957e-01,2.206782e-01,-7.076105e-01,-7.065289e-01,5.987758e-02,-6.083450e-01,3.602510e-01,-8.102178e-01,4.129005e-01,-5.921117e-01,7.485737e-01,-7.204772e-01,6.229486e-01,-3.819605e-01,8.694473e-01,-2.661485e-01,7.121266e-01,2.975778e-03,7.955630e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-6.776906e-01,-4.599726e-01,-5.554089e-01,-5.390127e-01
