#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,driver_0005a,driver_0005b,driver_0012a,driver_0012b,Out_0021a,Out_0021b,Out_0017a,Out_0017b
64,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-2,-2,2,2,1,1,2,2,1,1,-1,-1,1,1,2,2,-1,-1,-2,-2,-2,-2,1,1,2,2,-1,-1,-2,-2,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.213223e-01,3.016636e-01,1.369631e-01,4.469077e-01,9.438635e-02,7.753216e-02,-8.877008e-02,-6.236987e-02,9.037847e-02,9.230644e-02,-3.491875e-01,7.926847e-01,1.315871e-01,1.549062e-01,1.317737e-01,1.202665e-01,-3.457106e-01,8.106733e-01,-7.243036e-01,3.256253e-01,-9.329757e-02,-7.350200e-02,9.322667e-02,9.398975e-02,-2.739709e-01,8.431498e-01,-3.415767e-01,8.123527e-01,-7.553036e-01,6.209491e-01,-7.131883e-01,3.088750e-01,-1.268477e-01,-9.713172e-02,-7.267469e-01,3.086981e-01,-5.167144e-01,8.844080e-01,1.681002e-01,4.602854e-01,-4.531186e-02,8.174278e-02,-9.111220e-02,-9.055000e-02,-6.117713e-01,6.451892e-02,-4.047902e-01,7.001120e-01,2.505462e-01,2.839059e-01,-1.211990e-01,-9.775961e-02,-1.029113e-01,7.159178e-01,-7.083686e-01,3.328283e-01,-9.324454e-02,-9.178157e-02,-2.974383e-01,4.933637e-01,-6.284477e-01,7.774857e-01,-7.688989e-01,4.886256e-01,-6.523269e-01,7.130432e-01,-7.593522e-01,3.736037e-01,-6.526058e-01,5.699905e-01,-7.251439e-01,2.269996e-01,-6.398876e-01,2.017457e-01,-6.467659e-01,-5.585126e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-5.167970e-01,8.843228e-01,-7.553903e-01,6.208626e-01
65,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.749156e-01,1.951776e-01,3.992922e-01,6.630554e-01,9.582887e-02,9.794441e-02,-8.837634e-02,-8.615513e-02,8.860481e-02,9.187139e-02,-3.463860e-01,8.279320e-01,1.225406e-01,1.455208e-01,1.017462e-01,1.089586e-01,-3.508171e-01,8.305306e-01,-7.636739e-01,3.544934e-01,-3.585931e-02,8.495994e-02,9.336135e-02,9.448723e-02,-1.045237e-01,7.996347e-01,-3.447891e-01,8.290216e-01,-6.970630e-01,7.203851e-01,-7.632793e-01,3.546586e-01,-8.147623e-02,-6.997027e-02,-7.722640e-01,3.527231e-01,-4.213379e-01,8.840669e-01,5.455479e-01,6.030590e-01,-9.435806e-02,7.499730e-02,-9.052346e-02,-8.962147e-02,-6.512063e-01,8.344052e-02,-3.276757e-01,7.070109e-01,1.912015e-01,1.568100e-01,-1.113253e-01,-9.644395e-02,-1.113285e-01,7.441415e-01,-7.512544e-01,3.747453e-01,-9.302845e-02,-9.148864e-02,-3.512994e-01,5.459860e-01,-5.749189e-01,8.560280e-01,-8.334696e-01,6.071153e-01,-6.640313e-01,8.168412e-01,-8.169512e-01,4.868463e-01,-7.420222e-01,6.555911e-01,-8.273231e-01,2.807731e-01,-6.872861e-01,2.523906e-01,-7.030806e-01,-5.792046e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-4.214089e-01,8.839912e-01,-6.971410e-01,7.203061e-01
66,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.749156e-01,1.951776e-01,3.992922e-01,6.630554e-01,9.582887e-02,9.794441e-02,-8.837634e-02,-8.615514e-02,8.860479e-02,9.187138e-02,-3.463859e-01,8.279323e-01,1.225406e-01,1.455208e-01,1.017462e-01,1.089586e-01,-3.508171e-01,8.305306e-01,-7.636739e-01,3.544934e-01,-3.585931e-02,8.495994e-02,9.336134e-02,9.448722e-02,-1.045237e-01,7.996347e-01,-3.447891e-01,8.290216e-01,-6.970630e-01,7.203851e-01,-7.632793e-01,3.546586e-01,-8.147623e-02,-6.997027e-02,-7.722640e-01,3.527231e-01,-4.213379e-01,8.840669e-01,5.455479e-01,6.030590e-01,-9.435858e-02,7.499722e-02,-9.052346e-02,-8.962147e-02,-6.512067e-01,8.344091e-02,-3.276757e-01,7.070109e-01,1.912015e-01,1.568100e-01,-1.113254e-01,-9.644397e-02,-1.113285e-01,7.441415e-01,-7.512544e-01,3.747453e-01,-9.302846e-02,-9.148864e-02,-3.513000e-01,5.459866e-01,-5.749189e-01,8.560280e-01,-8.334696e-01,6.071153e-01,-6.640313e-01,8.168412e-01,-8.169513e-01,4.868463e-01,-7.420222e-01,6.555911e-01,-8.273231e-01,2.807731e-01,-6.872861e-01,2.523906e-01,-7.030806e-01,-5.792043e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-4.214089e-01,8.839912e-01,-6.971410e-01,7.203061e-01
67,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-1,-1,1,1,2,2,1,1,2,2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,2,2,1,1,-2,-2,-1,-1,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.684537e-01,1.875917e-01,3.488015e-01,6.216114e-01,1.175160e-01,1.349769e-01,-9.859460e-02,-1.226497e-01,1.134933e-01,1.207164e-01,-3.435932e-01,8.404896e-01,1.209527e-01,1.416298e-01,8.397450e-02,1.083348e-01,-3.506267e-01,8.305410e-01,-7.642324e-01,3.568262e-01,-3.797852e-02,6.851197e-02,1.199062e-01,1.205020e-01,-1.210763e-01,7.754414e-01,-3.444395e-01,8.284023e-01,-6.108800e-01,7.091465e-01,-7.632718e-01,3.549886e-01,-5.422845e-02,-6.795878e-02,-7.722440e-01,3.528729e-01,-3.589500e-01,8.611722e-01,4.947251e-01,5.550399e-01,-1.339742e-01,1.814428e-01,-1.058586e-01,-1.064519e-01,-6.997009e-01,1.792237e-01,-3.031402e-01,6.781864e-01,1.831319e-01,1.495522e-01,-2.518410e-01,-7.064975e-02,-1.112227e-01,7.441489e-01,-7.512131e-01,3.748482e-01,-1.131497e-01,-1.047116e-01,-3.801677e-01,6.589888e-01,-5.296883e-01,8.687544e-01,-8.012047e-01,6.274205e-01,-6.504855e-01,8.211756e-01,-8.185114e-01,4.954081e-01,-7.389538e-01,6.577269e-01,-8.276942e-01,2.875773e-01,-6.871230e-01,2.531410e-01,-7.035688e-01,-5.470307e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-3.590055e-01,8.611127e-01,-6.109460e-01,7.090770e-01
68,-2,-2,-2,-2,0,0,0,0,0,0,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,0,0,0,0,2,2,0,0,2,2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,2,2,0,0,-2,-2,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.612402e-01,1.790894e-01,2.967841e-01,5.762424e-01,-2.959344e-01,4.867049e-01,-5.975882e-01,8.517629e-02,-3.449926e-01,8.050882e-01,-3.430858e-01,8.298656e-01,1.156917e-01,1.361668e-01,-2.984689e-02,9.642282e-02,-3.503526e-01,8.305417e-01,-7.643371e-01,3.578156e-01,-4.460031e-02,4.955064e-02,-3.558441e-01,7.840389e-01,-1.379227e-01,7.685515e-01,-3.438672e-01,8.286621e-01,-5.473359e-01,7.111486e-01,-7.631757e-01,3.554042e-01,-1.314218e-01,-7.995748e-02,-7.722243e-01,3.531849e-01,-2.835398e-01,8.500059e-01,4.327624e-01,4.921083e-01,-3.462236e-01,8.023683e-01,-6.867556e-01,3.040141e-01,-7.472906e-01,3.143774e-01,-2.789120e-01,6.598173e-01,1.742851e-01,1.412774e-01,-6.741666e-01,2.795344e-01,-1.110738e-01,7.441650e-01,-7.511454e-01,3.750336e-01,-6.673109e-01,2.733225e-01,-3.442946e-01,8.448454e-01,-4.618885e-01,8.578555e-01,-7.846117e-01,6.363594e-01,-6.201692e-01,8.283706e-01,-8.170749e-01,4.976058e-01,-7.321697e-01,6.619496e-01,-8.267714e-01,2.899468e-01,-6.865235e-01,2.542355e-01,-7.037675e-01,-5.342298e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-2.836200e-01,8.500996e-01,-5.474297e-01,7.112505e-01
69,-2,-2,-2,-2,1,1,1,1,1,1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,1,1,-1,-1,2,2,-1,-1,2,2,-2,-2,2,2,-1,-1,-2,-2,1,1,1,1,2,2,-1,-1,-2,-2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.428229e-01,1.499287e-01,1.951684e-01,2.749195e-01,-2.944459e-01,4.992031e-01,-6.126621e-01,7.041594e-02,-3.406715e-01,8.118510e-01,-3.436826e-01,8.294639e-01,1.133233e-01,1.283362e-01,-3.737496e-02,9.553418e-02,-3.504766e-01,8.305315e-01,-7.640929e-01,3.563093e-01,-4.614877e-02,3.466660e-02,-3.479529e-01,7.932299e-01,1.363037e-01,2.278882e-01,-3.440665e-01,8.287135e-01,1.174595e-01,4.362899e-01,-7.631925e-01,3.551435e-01,-1.143502e-01,-7.777432e-02,-7.722349e-01,3.530317e-01,1.360409e-01,4.273208e-01,2.813532e-01,2.321719e-01,-3.431647e-01,8.109953e-01,-7.242505e-01,3.270869e-01,-7.547417e-01,3.317750e-01,1.918541e-01,2.303764e-01,1.425741e-01,1.118531e-01,-7.163797e-01,3.116980e-01,-1.111555e-01,7.441516e-01,-7.511922e-01,3.749226e-01,-7.141351e-01,3.095908e-01,-3.448481e-01,8.349866e-01,-1.879802e-01,8.207046e-01,-4.392091e-01,6.845023e-01,-4.884990e-01,8.623728e-01,-7.756528e-01,5.626787e-01,-6.807792e-01,6.901837e-01,-8.245945e-01,3.469926e-01,-6.787050e-01,2.657139e-01,-7.079763e-01,-2.456891e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.359686e-01,4.274557e-01,1.173795e-01,4.364299e-01
70,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.117903e-01,1.122061e-01,9.197296e-03,3.194878e-02,-3.574860e-01,5.565600e-01,-6.549623e-01,9.399756e-02,-3.444271e-01,8.289130e-01,-3.441212e-01,8.287685e-01,9.950493e-02,1.070898e-01,-9.647000e-02,8.162327e-02,-3.504840e-01,8.305364e-01,-7.638066e-01,3.550779e-01,-6.514912e-02,-3.493564e-02,-3.451458e-01,8.311426e-01,3.877645e-02,8.096594e-02,-3.441160e-01,8.288009e-01,5.130157e-01,5.787193e-01,-7.631930e-01,3.551155e-01,-1.068146e-01,-8.213664e-02,-7.722346e-01,3.530452e-01,3.955545e-01,6.395006e-01,3.707921e-02,3.335747e-02,-3.442932e-01,8.287792e-01,-7.634685e-01,3.557820e-01,-7.638071e-01,3.550651e-01,9.083189e-02,8.201357e-02,1.045614e-01,8.018874e-02,-7.638194e-01,3.550785e-01,-1.111498e-01,7.441572e-01,-7.511797e-01,3.749466e-01,-7.638859e-01,3.553702e-01,-3.442118e-01,8.287729e-01,-1.037364e-01,7.968404e-01,-3.566805e-01,6.846833e-01,-4.527478e-01,8.634392e-01,-7.572952e-01,5.781618e-01,-6.634965e-01,6.958379e-01,-8.241008e-01,3.584413e-01,-6.757874e-01,2.680031e-01,-7.088064e-01,-1.960348e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,3.954874e-01,6.396720e-01,5.129454e-01,5.788881e-01
71,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.117903e-01,1.122061e-01,9.197304e-03,3.194878e-02,-3.574854e-01,5.565595e-01,-6.549620e-01,9.399725e-02,-3.444271e-01,8.289130e-01,-3.441212e-01,8.287685e-01,9.950495e-02,1.070898e-01,-9.646960e-02,8.162333e-02,-3.504840e-01,8.305364e-01,-7.638066e-01,3.550779e-01,-6.514911e-02,-3.493563e-02,-3.451458e-01,8.311424e-01,3.877646e-02,8.096595e-02,-3.441160e-01,8.288009e-01,5.130158e-01,5.787194e-01,-7.631930e-01,3.551155e-01,-1.068145e-01,-8.213662e-02,-7.722346e-01,3.530452e-01,3.955545e-01,6.395006e-01,3.707922e-02,3.335747e-02,-3.442932e-01,8.287792e-01,-7.634685e-01,3.557820e-01,-7.638071e-01,3.550651e-01,9.083191e-02,8.201359e-02,1.045614e-01,8.018874e-02,-7.638194e-01,3.550785e-01,-1.111498e-01,7.441572e-01,-7.511797e-01,3.749466e-01,-7.638859e-01,3.553702e-01,-3.442118e-01,8.287729e-01,-1.037364e-01,7.968403e-01,-3.566803e-01,6.846835e-01,-4.527479e-01,8.634392e-01,-7.572956e-01,5.781621e-01,-6.634966e-01,6.958378e-01,-8.241011e-01,3.584418e-01,-6.757874e-01,2.680030e-01,-7.088066e-01,-1.960316e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,3.954874e-01,6.396720e-01,5.129454e-01,5.788882e-01
72,-1,-1,-1,-1,2,2,2,2,2,2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,2,2,-2,-2,1,1,-2,-2,1,1,-1,-1,1,1,-2,-2,-1,-1,2,2,2,2,1,1,-2,-2,-1,-1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.477940e-01,1.527508e-01,-4.331307e-02,-3.507098e-02,-3.782656e-01,6.605041e-01,-6.998065e-01,1.829544e-01,-3.443100e-01,8.284552e-01,-3.416480e-01,8.094239e-01,1.224015e-01,1.363441e-01,-1.307170e-01,1.864123e-01,-3.452740e-01,8.106840e-01,-7.150191e-01,3.101901e-01,-9.982451e-02,-7.875014e-02,-3.429199e-01,8.404786e-01,-1.783619e-01,-1.284267e-01,-3.412331e-01,8.102549e-01,4.211157e-01,4.722164e-01,-7.144095e-01,3.123242e-01,-2.496533e-01,-6.322584e-02,-7.266362e-01,3.089424e-01,3.043064e-01,5.603953e-01,-3.288287e-02,-3.645938e-02,-3.425787e-01,8.276418e-01,-7.642128e-01,3.581455e-01,-7.264757e-01,3.353318e-01,-1.076194e-01,-7.727909e-02,1.470798e-01,1.334816e-01,-7.656625e-01,3.551553e-01,-1.026614e-01,7.158512e-01,-7.083108e-01,3.331389e-01,-7.638689e-01,3.554951e-01,-3.411241e-01,8.060088e-01,-1.326189e-01,7.813291e-01,-3.243630e-01,5.865216e-01,-4.399608e-01,7.957127e-01,-6.640203e-01,4.815423e-01,-5.936579e-01,6.272745e-01,-7.379647e-01,2.771083e-01,-6.350279e-01,2.290821e-01,-6.562195e-01,-3.018038e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,3.042347e-01,5.605633e-01,4.210429e-01,4.723847e-01
73,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,0,0,0,0,0,0,-2,-2,0,0,2,2,2,2,0,0,-2,-2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.025585e-01,8.133884e-01,-6.837035e-01,4.145344e-01,-3.432405e-01,8.443279e-01,-7.475598e-01,3.172377e-01,-3.434487e-01,8.287160e-01,-3.449730e-01,8.015726e-01,-3.419900e-01,7.921944e-01,-3.437369e-01,8.021271e-01,-2.719132e-01,7.847889e-01,-6.660817e-01,2.746008e-01,-6.831815e-01,3.240000e-01,-3.425412e-01,8.298992e-01,-4.978294e-01,-3.178658e-01,-3.552706e-01,8.059529e-01,3.212624e-01,3.687676e-01,-6.787584e-01,2.762296e-01,-6.730032e-01,2.831011e-01,-6.686301e-01,2.864322e-01,1.863588e-01,4.676381e-01,-6.157388e-01,1.772094e-01,-3.462281e-01,8.288036e-01,-7.643025e-01,3.587337e-01,-6.916637e-01,3.184220e-01,-4.380624e-01,-2.240897e-01,-2.562207e-01,4.858911e-01,-7.662929e-01,3.554986e-01,-1.403808e-02,5.831971e-01,-6.458173e-01,3.093811e-01,-7.635901e-01,3.560153e-01,-3.487253e-01,7.937615e-01,-1.798567e-01,7.713153e-01,-2.814833e-01,5.416562e-01,-4.384737e-01,6.987048e-01,-6.399208e-01,4.367732e-01,-4.998074e-01,5.191059e-01,-6.592526e-01,2.962048e-01,-5.808637e-01,1.972318e-01,-6.521212e-01,6.550497e-03,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.862752e-01,4.677966e-01,3.211818e-01,3.689291e-01
74,1,1,1,1,2,2,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,2,2,-2,-2,-1,-1,-2,-2,-1,-1,1,1,-1,-1,-2,-2,1,1,2,2,2,2,-1,-1,-2,-2,1,1,2,2,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.099435e-01,8.147831e-01,-7.181650e-01,4.281334e-01,-3.438599e-01,8.349693e-01,-7.547833e-01,3.341521e-01,-3.523185e-01,8.309410e-01,1.208676e-01,1.242360e-01,-3.321911e-01,8.076022e-01,-3.411605e-01,8.094453e-01,1.208839e-01,1.206392e-01,-1.093631e-01,-8.266746e-02,-7.243507e-01,3.540384e-01,-3.435233e-01,8.295640e-01,-5.834622e-01,-4.158957e-01,1.204493e-01,1.206008e-01,1.336249e-01,1.120507e-01,-1.068519e-01,-1.046133e-01,-7.168591e-01,3.180845e-01,-1.197674e-01,-1.036028e-01,6.828408e-02,1.214955e-01,-6.196863e-01,1.610083e-01,-1.401021e-01,7.491195e-01,-7.636482e-01,3.574049e-01,-1.676960e-01,1.415956e-01,-5.311874e-01,-3.143176e-01,-2.660386e-01,4.904055e-01,-5.978718e-01,3.742778e-01,1.050336e-01,1.309757e-01,-3.641051e-01,-5.395192e-02,-7.704749e-01,3.543660e-01,1.064822e-01,2.688209e-01,6.462140e-02,9.017408e-02,8.684647e-02,8.451592e-02,-2.335083e-02,1.176389e-02,-8.127543e-03,3.609795e-04,-7.289108e-02,-3.679192e-02,-5.693531e-02,-4.729012e-02,-1.776696e-01,-1.386716e-01,-1.682155e-01,-1.461309e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,6.819981e-02,1.216582e-01,1.335511e-01,1.122203e-01
75,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.232682e-01,8.401645e-01,-7.568572e-01,4.474210e-01,-3.435699e-01,8.288463e-01,-7.638315e-01,3.567093e-01,-3.548379e-01,8.319807e-01,9.688664e-02,9.989499e-02,-3.370141e-01,8.315113e-01,-3.426173e-01,8.281258e-01,9.763796e-02,9.512605e-02,-8.725545e-02,-8.271915e-02,-7.684062e-01,3.898952e-01,-3.439276e-01,8.287926e-01,-6.727665e-01,-5.050360e-01,9.489484e-02,9.549055e-02,-8.402064e-02,-6.140689e-02,-9.120640e-02,-8.944897e-02,-7.640084e-01,3.601078e-01,-1.010039e-01,-9.390536e-02,-1.065313e-01,-9.705961e-02,-6.505564e-01,1.703681e-01,-9.381198e-02,7.291442e-01,-7.635220e-01,3.559049e-01,-6.659025e-02,1.082619e-01,-6.155460e-01,-3.875331e-01,-3.164190e-01,5.308596e-01,-5.222013e-01,3.616669e-01,1.073327e-01,1.088877e-01,-3.080735e-01,-1.289156e-01,-7.654037e-01,3.549679e-01,1.081767e-01,1.600236e-01,-3.372064e-02,-2.990237e-02,-2.527530e-02,-1.999656e-02,-1.747813e-02,-1.569211e-02,-1.362333e-02,-1.141444e-02,-2.061362e-02,-2.088466e-02,-1.909946e-02,-1.559870e-02,-8.398540e-02,-9.886422e-02,-9.497787e-02,-7.265146e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-1.066015e-01,-9.688281e-02,-8.408076e-02,-6.122547e-02
76,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.232682e-01,8.401646e-01,-7.568572e-01,4.474210e-01,-3.435699e-01,8.288463e-01,-7.638315e-01,3.567093e-01,-3.548379e-01,8.319807e-01,9.688664e-02,9.989500e-02,-3.370141e-01,8.315113e-01,-3.426173e-01,8.281258e-01,9.763796e-02,9.512605e-02,-8.725545e-02,-8.271915e-02,-7.684062e-01,3.898952e-01,-3.439276e-01,8.287926e-01,-6.727665e-01,-5.050360e-01,9.489484e-02,9.549055e-02,-8.402063e-02,-6.140689e-02,-9.120640e-02,-8.944897e-02,-7.640084e-01,3.601078e-01,-1.010039e-01,-9.390536e-02,-1.065313e-01,-9.705961e-02,-6.505565e-01,1.703682e-01,-9.381200e-02,7.291443e-01,-7.635220e-01,3.559049e-01,-6.659024e-02,1.082619e-01,-6.155460e-01,-3.875330e-01,-3.164191e-01,5.308597e-01,-5.222013e-01,3.616670e-01,1.073327e-01,1.088877e-01,-3.080735e-01,-1.289156e-01,-7.654037e-01,3.549679e-01,1.081767e-01,1.600236e-01,-3.372064e-02,-2.990237e-02,-2.527530e-02,-1.999656e-02,-1.747813e-02,-1.569211e-02,-1.362333e-02,-1.141444e-02,-2.061362e-02,-2.088465e-02,-1.909946e-02,-1.559870e-02,-8.398540e-02,-9.886422e-02,-9.497787e-02,-7.265146e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-1.066015e-01,-9.688281e-02,-8.408076e-02,-6.122547e-02
77,2,2,2,2,1,1,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-1,-1,-2,-2,-1,-1,-2,-2,2,2,-2,-2,-1,-1,2,2,1,1,1,1,-2,-2,-1,-1,2,2,1,1,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.079512e-01,8.765579e-01,-7.936609e-01,5.323553e-01,-3.397291e-01,8.061920e-01,-7.267283e-01,3.390835e-01,-3.406705e-01,8.095798e-01,9.683404e-02,9.983566e-02,-3.387104e-01,8.254447e-01,-3.401451e-01,8.279668e-01,9.767943e-02,9.515919e-02,-8.797837e-02,-8.453561e-02,-7.671416e-01,3.930853e-01,-3.416121e-01,8.094116e-01,-5.489422e-01,-6.796120e-02,9.491111e-02,9.547743e-02,-2.226110e-01,-1.217814e-01,-9.133567e-02,-8.975791e-02,-7.663009e-01,3.642194e-01,-1.010069e-01,-9.395006e-02,-2.796103e-01,-1.204311e-01,-7.085386e-01,2.549396e-01,-7.329773e-02,6.786269e-01,-7.161873e-01,3.117716e-01,-7.229663e-02,6.945151e-02,-4.091684e-01,-1.363701e-01,-3.310289e-01,5.691277e-01,-4.576207e-01,2.956817e-01,1.073779e-01,1.089324e-01,-3.080451e-01,-1.288976e-01,-7.056896e-01,3.152015e-01,1.082714e-01,1.577350e-01,-2.590733e-01,-2.922886e-01,-2.973606e-01,-2.197663e-01,-5.398850e-02,-5.895470e-02,-5.599089e-02,-4.538637e-02,-3.230975e-02,-3.383965e-02,-3.183084e-02,-2.670178e-02,-8.897937e-02,-1.041782e-01,-1.002269e-01,-7.746406e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-2.796773e-01,-1.202802e-01,-2.226705e-01,-1.216300e-01
