#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,driver_0005a,driver_0005b,driver_0012a,driver_0012b,Out_0021a,Out_0021b,Out_0017a,Out_0017b
137,2,2,2,2,1,1,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-1,-1,-2,-2,-1,-1,-2,-2,2,2,-2,-2,-1,-1,2,2,1,1,1,1,-2,-2,-1,-1,2,2,1,1,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.387378e-01,-3.033552e-01,4.461757e-01,-8.098827e-01,8.112313e-01,-3.430449e-01,3.139419e-01,-7.174399e-01,7.932573e-01,-3.479425e-01,9.329935e-02,9.109054e-02,8.289526e-01,-3.276320e-01,8.355863e-01,-3.408851e-01,1.080383e-01,9.934018e-02,-9.135007e-02,-9.280155e-02,3.757611e-01,-7.722203e-01,8.118325e-01,-3.399121e-01,-3.414822e-01,-3.839409e-01,9.614883e-02,9.457213e-02,-9.412015e-02,-2.178355e-01,-9.003400e-02,-9.058303e-02,3.386046e-01,-7.560948e-01,-9.046583e-02,-8.968214e-02,-2.212785e-01,-2.060261e-01,5.669707e-01,-5.364873e-01,4.910933e-01,-2.968539e-01,3.105245e-01,-7.141918e-01,-9.682176e-02,-1.198252e-01,-2.273161e-02,-4.030901e-01,7.910126e-01,-9.036375e-02,6.833470e-02,-6.119362e-01,3.516805e-01,1.407748e-01,-6.301046e-02,-9.657998e-02,3.277974e-01,-7.246527e-01,8.171512e-02,-4.709563e-02,-2.696246e-01,-3.099540e-01,-2.832176e-01,-2.437631e-01,-5.584868e-02,-6.116522e-02,-5.832462e-02,-4.848804e-02,-3.314482e-02,-3.486282e-02,-3.301194e-02,-2.799778e-02,-8.946553e-02,-1.047472e-01,-1.008631e-01,-7.814291e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-2.210839e-01,-2.060457e-01,-9.393346e-02,-2.178658e-01
138,2,2,2,2,0,0,0,0,0,0,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,0,0,0,0,-2,-2,0,0,-2,-2,2,2,-2,-2,0,0,2,2,0,0,0,0,-2,-2,0,0,2,2,0,0,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.828275e-01,-2.491605e-01,6.269373e-01,-8.093538e-01,8.031273e-01,-3.488387e-01,2.795648e-01,-6.762832e-01,7.837354e-01,-3.562607e-01,9.333766e-02,9.127397e-02,8.176088e-01,-2.904319e-01,8.463649e-01,-3.423388e-01,1.080236e-01,9.932432e-02,-9.183016e-02,-9.388522e-02,3.754221e-01,-8.235715e-01,8.050264e-01,-3.449314e-01,-2.206030e-03,-6.122848e-01,9.613449e-02,9.456860e-02,2.904574e-01,-5.950032e-01,-9.017431e-02,-9.082901e-02,3.189806e-01,-7.492689e-01,-9.052356e-02,-8.976920e-02,-8.622682e-02,-6.017743e-01,7.784257e-01,-4.650183e-01,4.798104e-01,-3.027489e-01,2.732917e-01,-6.667518e-01,-9.995196e-02,-1.385138e-01,5.871121e-01,-5.568045e-01,7.906770e-01,-4.541941e-02,8.520038e-02,-5.961579e-01,3.516691e-01,1.407619e-01,-6.304025e-02,-9.662041e-02,3.060401e-01,-6.879251e-01,8.238688e-02,-4.282147e-02,-4.359059e-01,-6.051937e-01,-4.556994e-01,-5.168776e-01,-8.296999e-02,-9.697316e-02,-9.502636e-02,-8.196975e-02,-4.056183e-02,-4.382212e-02,-4.247095e-02,-3.680784e-02,-9.225932e-02,-1.079496e-01,-1.042234e-01,-8.137794e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.605155e-02,-6.017899e-01,2.906151e-01,-5.950419e-01
139,2,2,2,2,-1,-1,-1,-1,-1,-1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-1,-1,1,1,-2,-2,1,1,-2,-2,2,2,-2,-2,1,1,2,2,-1,-1,-1,-1,-2,-2,1,1,2,2,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.834158e-01,-2.416195e-01,6.770734e-01,-7.639175e-01,1.810447e-01,-1.376870e-01,-6.827939e-02,-2.508124e-01,1.197904e-01,1.195785e-01,9.498740e-02,9.503565e-02,8.286055e-01,-2.868917e-01,6.581579e-01,-3.792186e-01,1.081672e-01,9.957312e-02,-9.000435e-02,-8.987432e-02,3.780732e-01,-8.104288e-01,1.205719e-01,1.132733e-01,4.129981e-02,-6.814153e-01,9.657773e-02,9.539442e-02,3.166001e-01,-6.138481e-01,-8.967092e-02,-8.990141e-02,1.883221e-01,-7.053905e-01,-9.035601e-02,-8.948324e-02,-9.771594e-02,-6.286481e-01,8.431773e-01,-4.143875e-01,1.305413e-01,1.162839e-01,-1.044887e-01,-1.126883e-01,-8.843947e-02,-6.233683e-02,6.661894e-01,-5.964494e-01,7.885028e-01,-1.882111e-02,-1.279923e-01,-9.999891e-02,3.517184e-01,1.408455e-01,-6.297987e-02,-9.652037e-02,-1.074308e-01,-1.060960e-01,9.489845e-02,7.752313e-02,-4.797415e-01,-6.490340e-01,-5.005505e-01,-5.488021e-01,-8.672761e-02,-1.020796e-01,-1.005088e-01,-8.631631e-02,-4.082198e-02,-4.441534e-02,-4.317575e-02,-3.741944e-02,-9.200094e-02,-1.078222e-01,-1.041721e-01,-8.135366e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.775031e-02,-6.286871e-01,3.165586e-01,-6.138946e-01
140,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.851349e-01,-2.368686e-01,7.231383e-01,-7.370109e-01,7.430731e-02,-9.322390e-02,-9.414549e-02,-1.088324e-01,9.317459e-02,9.270229e-02,9.432409e-02,9.398100e-02,8.142913e-01,-2.860931e-01,5.396394e-01,-3.439516e-01,1.080149e-01,9.936662e-02,-9.031811e-02,-9.044694e-02,3.793263e-01,-7.966972e-01,9.158195e-02,8.838506e-02,1.096096e-01,-7.133633e-01,9.628715e-02,9.496646e-02,3.463916e-01,-6.377903e-01,-8.982443e-02,-9.011268e-02,8.931585e-02,-6.563689e-01,-9.044665e-02,-8.959953e-02,-9.540774e-02,-6.766416e-01,8.728871e-01,-3.860452e-01,9.353781e-02,9.340292e-02,-9.120617e-02,-9.202468e-02,-9.052273e-02,-9.056551e-02,7.535510e-01,-6.005822e-01,7.868262e-01,-4.626440e-03,-9.059230e-02,-9.062240e-02,3.516271e-01,1.407304e-01,-6.303897e-02,-9.659264e-02,-9.068623e-02,-9.084177e-02,9.378110e-02,9.364896e-02,-5.241887e-01,-7.045257e-01,-5.552966e-01,-5.898188e-01,-9.231985e-02,-1.093125e-01,-1.079189e-01,-9.210720e-02,-4.181023e-02,-4.581071e-02,-4.469899e-02,-3.879805e-02,-9.214431e-02,-1.081170e-01,-1.045473e-01,-8.173986e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.547283e-02,-6.767071e-01,3.463258e-01,-6.378564e-01
141,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.851350e-01,-2.368707e-01,7.231331e-01,-7.370146e-01,7.430622e-02,-9.322240e-02,-9.414819e-02,-1.088332e-01,9.317994e-02,9.270448e-02,9.450017e-02,9.408023e-02,8.142893e-01,-2.860958e-01,5.396344e-01,-3.439503e-01,1.109401e-01,1.006403e-01,-9.015974e-02,-9.036025e-02,3.793230e-01,-7.966997e-01,9.158224e-02,8.838428e-02,1.096034e-01,-7.133642e-01,9.690756e-02,9.528936e-02,3.463883e-01,-6.377924e-01,-8.924087e-02,-8.981539e-02,8.931000e-02,-6.563675e-01,-8.751058e-02,-8.837157e-02,-9.541400e-02,-6.766411e-01,8.728863e-01,-3.860496e-01,9.355676e-02,9.341342e-02,-9.120799e-02,-9.202723e-02,-9.047478e-02,-9.053926e-02,7.535476e-01,-6.005873e-01,7.868266e-01,-4.630116e-03,-9.057854e-02,-9.061595e-02,4.353757e-01,1.497054e-01,2.137223e-02,-8.677654e-02,-9.068409e-02,-9.084216e-02,9.383816e-02,9.368200e-02,-5.241957e-01,-7.045313e-01,-5.553019e-01,-5.898231e-01,-9.232520e-02,-1.093173e-01,-1.079232e-01,-9.211108e-02,-4.181525e-02,-4.581526e-02,-4.470313e-02,-3.880185e-02,-9.214903e-02,-1.081213e-01,-1.045512e-01,-8.174349e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-9.547491e-02,-6.767027e-01,3.463260e-01,-6.378553e-01
142,1,1,1,1,-2,-2,-2,-2,-2,-2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-2,-2,2,2,-1,-1,2,2,-1,-1,1,1,-1,-1,2,2,1,1,-2,-2,-2,-2,-1,-1,2,2,1,1,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.770493e-01,-2.137774e-01,6.964149e-01,-6.601320e-01,8.143354e-02,-4.723518e-02,-9.590203e-02,-1.192596e-01,9.387396e-02,9.342639e-02,1.195077e-01,1.194194e-01,7.799716e-01,-2.658055e-01,4.912297e-01,-2.956407e-01,1.283967e-01,1.207859e-01,-1.059669e-01,-1.075525e-01,3.556459e-01,-7.403263e-01,9.266789e-02,9.069792e-02,1.601209e-01,-6.869836e-01,1.203571e-01,1.198497e-01,4.265240e-01,-6.292242e-01,-1.054733e-01,-1.065078e-01,6.953605e-02,-6.221260e-01,-8.923312e-02,-1.093515e-01,-3.310304e-02,-6.891401e-01,8.446631e-01,-3.246508e-01,7.681417e-02,9.382894e-02,-9.072657e-02,-9.201166e-02,-9.979015e-02,-1.278443e-01,7.890240e-01,-5.425088e-01,7.768262e-01,-1.838087e-02,-6.200588e-02,-8.786244e-02,5.177517e-01,9.591311e-02,4.686932e-02,-1.606321e-01,-8.954054e-02,-9.010090e-02,1.157036e-01,1.298907e-01,-2.648000e-01,-4.104865e-01,-1.280437e-01,-4.199373e-01,-1.334989e-01,-1.657689e-01,-8.536530e-02,-1.698971e-01,-1.231538e-01,-1.189589e-01,-1.005086e-01,-1.279838e-01,-1.931103e-01,-1.729742e-01,-1.707125e-01,-1.828206e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-3.318022e-02,-6.892168e-01,4.264483e-01,-6.292988e-01
143,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,-2,-2,-2,-2,0,0,2,2,0,0,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.414827e-01,-1.060175e-01,7.684358e-01,-5.415453e-01,8.311613e-02,-4.092322e-02,-9.880215e-02,-1.366432e-01,9.747386e-02,9.547721e-02,7.844474e-01,-2.682058e-01,7.756157e-01,-2.561373e-01,4.816448e-01,-2.953848e-01,7.889515e-01,-3.521198e-01,2.880995e-01,-6.582997e-01,3.413602e-01,-6.937058e-01,9.397813e-02,9.183258e-02,3.214669e-01,-6.526679e-01,8.080854e-01,-3.550223e-01,7.656521e-01,-6.032877e-01,2.703399e-01,-6.770386e-01,8.270031e-02,-6.107557e-01,2.923361e-01,-6.775721e-01,2.584989e-01,-7.652760e-01,8.312400e-01,-1.539239e-01,1.048806e-01,1.007198e-01,-9.013278e-02,-9.265879e-02,2.832709e-01,-4.112881e-01,8.458442e-01,-3.913696e-01,6.112928e-01,9.141013e-02,8.842770e-02,-6.888582e-02,8.606120e-01,-3.129016e-01,2.190488e-01,-6.409938e-01,-8.382201e-02,-8.790523e-02,5.523124e-01,-4.597375e-03,2.021255e-01,-6.871179e-01,6.220101e-01,-6.057563e-01,2.456119e-01,-6.572286e-01,6.157071e-01,-5.865501e-01,1.494275e-01,-6.714355e-01,4.881252e-01,-6.086959e-01,-6.172743e-02,-6.158744e-01,1.788128e-01,-6.159622e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,2.583711e-01,-7.654002e-01,7.655328e-01,-6.034033e-01
144,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-2,-2,2,2,1,1,2,2,1,1,-1,-1,1,1,2,2,-1,-1,-2,-2,-2,-2,1,1,2,2,-1,-1,-2,-2,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.934041e-01,2.550427e-01,4.205872e-01,1.466101e-01,9.613686e-02,7.928278e-02,-8.842572e-02,-6.212007e-02,9.950649e-02,9.669909e-02,8.092783e-01,-3.416244e-01,1.447870e-01,1.913684e-01,1.350329e-01,1.258631e-01,8.006149e-01,-3.450155e-01,3.131834e-01,-7.056212e-01,-9.473311e-02,-1.458276e-02,9.577577e-02,9.583268e-02,6.238870e-01,-4.330828e-01,8.111402e-01,-3.423797e-01,8.599325e-01,-4.511433e-01,3.094816e-01,-7.158974e-01,-1.261932e-01,-9.223060e-02,3.176338e-01,-7.195709e-01,5.919502e-01,-7.711457e-01,4.548583e-01,1.957168e-01,1.587183e-01,1.083146e-01,-8.934239e-02,-8.974977e-02,2.930362e-01,-4.603357e-01,8.157775e-01,-1.448243e-01,2.965255e-01,2.196001e-01,6.654897e-02,-7.344860e-02,8.875675e-01,-3.155552e-01,2.280533e-01,-6.767023e-01,-8.493095e-02,-8.804433e-02,6.777888e-01,-7.147048e-02,4.751824e-01,-7.696392e-01,7.910764e-01,-5.919524e-01,3.679853e-01,-7.568349e-01,7.190262e-01,-6.493294e-01,2.186241e-01,-7.244497e-01,5.757765e-01,-6.519936e-01,-6.529366e-02,-6.456769e-01,2.089267e-01,-6.346223e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,5.918392e-01,-7.712565e-01,8.598247e-01,-4.512473e-01
145,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.897628e-01,1.993915e-01,5.729105e-01,5.370747e-01,9.879387e-02,1.017605e-01,-8.634842e-02,-8.335244e-02,1.007694e-01,9.790535e-02,8.317819e-01,-3.550116e-01,1.363169e-01,1.634847e-01,1.074111e-01,1.178986e-01,8.262886e-01,-3.444856e-01,3.540138e-01,-7.663094e-01,-4.997400e-03,1.915859e-01,9.707113e-02,9.738519e-02,6.779882e-01,-3.380939e-01,8.284996e-01,-3.448455e-01,8.775663e-01,-3.990462e-01,3.541235e-01,-7.635253e-01,-7.641408e-02,-5.884043e-02,3.578987e-01,-7.653362e-01,7.111013e-01,-7.047020e-01,6.725829e-01,4.410993e-01,1.625228e-01,1.097481e-01,-8.753435e-02,-8.752009e-02,3.634453e-01,-5.273428e-01,7.919622e-01,-6.074589e-02,1.879729e-01,1.433486e-01,1.068176e-01,-6.760532e-02,9.245861e-01,-3.349923e-01,2.469962e-01,-7.254330e-01,-8.252022e-02,-8.629830e-02,7.287713e-01,-9.070388e-02,6.002758e-01,-8.343601e-01,8.577589e-01,-5.625458e-01,4.805287e-01,-8.130921e-01,8.188645e-01,-6.589975e-01,2.714127e-01,-8.251470e-01,6.586689e-01,-7.369218e-01,-6.712347e-02,-7.028932e-01,2.543836e-01,-6.824644e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,7.109861e-01,-7.048164e-01,8.774554e-01,-3.991533e-01
146,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.897628e-01,1.993915e-01,5.729105e-01,5.370747e-01,9.879387e-02,1.017605e-01,-8.634842e-02,-8.335244e-02,1.007694e-01,9.790535e-02,8.317819e-01,-3.550115e-01,1.363169e-01,1.634847e-01,1.074111e-01,1.178986e-01,8.262886e-01,-3.444856e-01,3.540138e-01,-7.663094e-01,-4.997401e-03,1.915859e-01,9.707113e-02,9.738519e-02,6.779882e-01,-3.380939e-01,8.284996e-01,-3.448455e-01,8.775663e-01,-3.990462e-01,3.541235e-01,-7.635253e-01,-7.641408e-02,-5.884043e-02,3.578987e-01,-7.653362e-01,7.111013e-01,-7.047021e-01,6.725829e-01,4.410993e-01,1.625228e-01,1.097481e-01,-8.753435e-02,-8.752009e-02,3.634454e-01,-5.273429e-01,7.919622e-01,-6.074589e-02,1.879729e-01,1.433486e-01,1.068177e-01,-6.760531e-02,9.245861e-01,-3.349923e-01,2.469962e-01,-7.254330e-01,-8.252021e-02,-8.629830e-02,7.287714e-01,-9.070394e-02,6.002757e-01,-8.343601e-01,8.577589e-01,-5.625458e-01,4.805286e-01,-8.130921e-01,8.188645e-01,-6.589975e-01,2.714127e-01,-8.251469e-01,6.586689e-01,-7.369218e-01,-6.712351e-02,-7.028932e-01,2.543835e-01,-6.824644e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,7.109861e-01,-7.048164e-01,8.774554e-01,-3.991533e-01
147,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-1,-1,1,1,2,2,1,1,2,2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,2,2,1,1,-2,-2,-1,-1,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.818012e-01,1.914110e-01,5.142818e-01,4.859169e-01,1.189713e-01,1.383461e-01,-9.783934e-02,-1.199881e-01,1.247614e-01,1.212669e-01,8.308821e-01,-3.527132e-01,1.337086e-01,1.581052e-01,8.843479e-02,1.164711e-01,8.262820e-01,-3.445138e-01,3.530152e-01,-7.704072e-01,-8.680996e-03,1.708562e-01,1.211380e-01,1.216396e-01,6.367478e-01,-2.998204e-01,8.285223e-01,-3.450253e-01,8.508399e-01,-3.290802e-01,3.539230e-01,-7.633941e-01,-5.031291e-02,-5.761742e-02,3.578205e-01,-7.653278e-01,6.933597e-01,-6.143620e-01,6.330798e-01,3.922784e-01,2.712729e-01,1.069736e-01,-1.038799e-01,-1.060269e-01,3.725865e-01,-6.004834e-01,7.653450e-01,-7.507318e-02,1.809092e-01,1.373636e-01,1.383651e-01,-1.691349e-01,9.245793e-01,-3.350118e-01,2.469583e-01,-7.254332e-01,-8.235510e-02,-1.093330e-01,7.483664e-01,-1.364659e-01,6.170771e-01,-8.035725e-01,8.615014e-01,-5.064499e-01,4.873859e-01,-8.134535e-01,8.249363e-01,-6.370089e-01,2.768813e-01,-8.248674e-01,6.621795e-01,-7.315458e-01,-6.457373e-02,-7.032636e-01,2.554901e-01,-6.818675e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,6.933066e-01,-6.144215e-01,8.507769e-01,-3.291460e-01
148,-2,-2,-2,-2,0,0,0,0,0,0,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,0,0,0,0,2,2,0,0,2,2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,2,2,0,0,-2,-2,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.738252e-01,1.822055e-01,4.311517e-01,4.159235e-01,5.491556e-01,5.291724e-03,2.893196e-01,-4.041966e-01,8.054408e-01,-3.558090e-01,8.286777e-01,-3.434695e-01,1.334649e-01,1.535514e-01,1.075404e-01,1.205049e-01,8.262798e-01,-3.442804e-01,3.549195e-01,-7.637502e-01,-7.974626e-03,1.434135e-01,7.866099e-01,-2.644529e-01,5.984231e-01,-2.549662e-01,8.284974e-01,-3.444112e-01,8.454430e-01,-2.626372e-01,3.540995e-01,-7.638176e-01,1.050988e-01,-3.841425e-02,3.579521e-01,-7.652945e-01,6.705485e-01,-5.288704e-01,5.869290e-01,3.388128e-01,7.926964e-01,-3.469588e-01,2.883634e-01,-6.606584e-01,3.559622e-01,-7.650205e-01,7.643022e-01,-9.794974e-02,1.719685e-01,1.298551e-01,3.179147e-01,-6.884804e-01,9.246166e-01,-3.348656e-01,2.470319e-01,-7.254132e-01,2.690837e-01,-6.764704e-01,8.287563e-01,-3.430693e-01,6.249492e-01,-7.762127e-01,8.586420e-01,-4.575989e-01,4.887043e-01,-8.120975e-01,8.302109e-01,-6.150613e-01,2.773739e-01,-8.241484e-01,6.649828e-01,-7.266911e-01,-6.463824e-02,-7.032815e-01,2.560460e-01,-6.813874e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,6.706900e-01,-5.289172e-01,8.455738e-01,-2.627304e-01
149,-2,-2,-2,-2,1,1,1,1,1,1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,1,1,-1,-1,2,2,-1,-1,2,2,-2,-2,2,2,-1,-1,-2,-2,1,1,1,1,2,2,-1,-1,-2,-2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.470979e-01,1.519932e-01,2.083167e-01,2.770846e-01,6.770043e-01,-6.292703e-02,2.980334e-01,-4.530669e-01,8.095024e-01,-3.419039e-01,8.287294e-01,-3.442827e-01,1.248468e-01,1.351694e-01,1.645832e-01,1.237717e-01,8.262784e-01,-3.444064e-01,3.545371e-01,-7.639026e-01,-3.103713e-02,4.821788e-02,8.089792e-01,-3.382544e-01,1.980250e-01,1.903028e-01,8.284956e-01,-3.446634e-01,4.306689e-01,1.607162e-01,3.539433e-01,-7.638147e-01,7.932571e-02,-4.833384e-02,3.578536e-01,-7.653044e-01,4.173759e-01,1.097052e-01,2.809247e-01,2.204827e-01,8.057622e-01,-3.410194e-01,3.152603e-01,-7.055699e-01,3.552572e-01,-7.647678e-01,2.300799e-01,1.693433e-01,1.426545e-01,1.103822e-01,3.343088e-01,-7.262593e-01,9.245875e-01,-3.349619e-01,2.469702e-01,-7.254274e-01,3.099650e-01,-7.161157e-01,8.275051e-01,-3.407465e-01,6.726689e-01,-4.470150e-01,8.199893e-01,-1.699959e-01,5.517633e-01,-7.732719e-01,8.591571e-01,-4.768962e-01,3.330716e-01,-8.216698e-01,6.933131e-01,-6.706576e-01,-3.626168e-02,-7.076207e-01,2.682298e-01,-6.722351e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,4.175579e-01,1.096676e-01,4.308388e-01,1.606611e-01
150,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.159085e-01,1.144191e-01,1.513705e-02,3.482303e-02,7.272200e-01,-8.175963e-02,3.619223e-01,-5.163093e-01,8.287653e-01,-3.432792e-01,8.287294e-01,-3.444537e-01,1.132667e-01,1.142691e-01,1.658079e-01,1.184789e-01,8.262830e-01,-3.443865e-01,3.545742e-01,-7.638329e-01,-5.057764e-02,-2.570941e-02,8.321470e-01,-3.530177e-01,5.208572e-02,8.445852e-02,8.285099e-01,-3.446977e-01,6.436675e-01,4.126480e-01,3.539991e-01,-7.638149e-01,1.121256e-01,-5.005407e-02,3.579083e-01,-7.653002e-01,5.633292e-01,5.067895e-01,3.709849e-02,3.110073e-02,8.287734e-01,-3.439186e-01,3.564535e-01,-7.640504e-01,3.548903e-01,-7.638171e-01,8.796013e-02,6.926274e-02,1.053879e-01,8.000019e-02,3.552209e-01,-7.638241e-01,9.246042e-01,-3.349235e-01,2.470128e-01,-7.254205e-01,3.558537e-01,-7.635311e-01,8.287497e-01,-3.442235e-01,6.726960e-01,-3.620559e-01,7.960822e-01,-9.081877e-02,5.685338e-01,-7.544964e-01,8.611748e-01,-4.440747e-01,3.454169e-01,-8.215659e-01,6.985169e-01,-6.549725e-01,-3.090978e-02,-7.084922e-01,2.703014e-01,-6.696626e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,5.635423e-01,5.067568e-01,6.438710e-01,4.126059e-01
