#time,CK_0001a,CK_0001b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0001a,Vout_0001b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0003a,driver_0003b,driver_0020a,driver_0020b,Out_0001a,Out_0001b,Out_0018a,Out_0018b
39,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-1,-1,-2,-2,-1,-1,-1,-1,1,1,2,2,2,2,2,2,-2,-2,1,1,1,1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,1,1,2,2,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-6.117582e-01,6.453469e-02,-7.243859e-01,3.255466e-01,9.375071e-02,7.682855e-02,-7.547836e-01,3.315798e-01,-3.528222e-01,8.308933e-01,-9.427348e-02,-9.232434e-02,-1.097279e-01,-8.278881e-02,9.224668e-02,9.328143e-02,1.061263e-01,2.686705e-01,1.197129e-01,1.199412e-01,-3.435100e-01,8.110663e-01,-7.705321e-01,3.536864e-01,-1.404624e-01,7.490638e-01,-3.442867e-01,8.294866e-01,8.986103e-02,9.104468e-02,-2.976260e-01,4.931490e-01,-7.140411e-01,3.088262e-01,-3.451872e-01,8.350316e-01,-8.995252e-02,-6.316489e-02,-1.680488e-01,1.414447e-01,-1.089371e-01,-9.823326e-02,-4.501623e-01,-1.493696e-01,-3.610967e-02,8.813396e-02,-5.980752e-01,3.738482e-01,-7.164194e-01,3.113982e-01,-7.637070e-01,3.562131e-01,1.204175e-01,1.238851e-01,-3.411469e-01,8.121571e-01,1.299188e-01,1.160280e-01,-3.495006e-01,7.926999e-01,-1.287698e-01,-1.002313e-01,-1.079190e-01,-1.047759e-01,-1.211244e-01,-9.757840e-02,-4.562345e-02,8.124939e-02,-9.288527e-02,-9.105822e-02,8.959611e-02,9.095090e-02,-8.955428e-02,-8.685591e-02,9.062308e-02,8.838349e-02,-7.963055e-02,-5.943850e-02,8.121930e-02,6.012565e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.117730e-01,6.459153e-02,-2.978966e-01,4.928947e-01
40,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-6.509815e-01,8.279438e-02,-7.637273e-01,3.543260e-01,9.286323e-02,9.321151e-02,-7.638731e-01,3.547636e-01,-3.551784e-01,8.319392e-01,-9.446011e-02,-9.273528e-02,-8.704454e-02,-8.267847e-02,9.171740e-02,9.240100e-02,1.080002e-01,1.599583e-01,9.439151e-02,9.519936e-02,-3.447354e-01,8.287529e-01,-7.654800e-01,3.544645e-01,-9.412697e-02,7.291548e-01,-3.444955e-01,8.287362e-01,8.965416e-02,9.072175e-02,-3.509608e-01,5.450928e-01,-7.639182e-01,3.544305e-01,-3.445874e-01,8.287559e-01,-9.183780e-02,-9.128323e-02,-6.663635e-02,1.082397e-01,-1.090106e-01,-9.834411e-02,-4.502003e-01,-1.494206e-01,-3.620792e-02,8.799501e-02,-5.224101e-01,3.614936e-01,-7.638629e-01,3.545986e-01,-7.635627e-01,3.549856e-01,9.666553e-02,9.970031e-02,-3.451062e-01,8.289862e-01,9.352879e-02,9.389012e-02,-3.467813e-01,8.276549e-01,-9.085413e-02,-9.041707e-02,-8.983666e-02,-8.888675e-02,-1.113081e-01,-9.656752e-02,-9.428488e-02,7.430212e-02,-9.309849e-02,-9.135714e-02,8.747590e-02,9.005168e-02,-8.978579e-02,-8.702128e-02,9.016592e-02,8.812169e-02,-7.974843e-02,-5.952449e-02,8.105596e-02,6.001644e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.510033e-01,8.285066e-02,-3.512451e-01,5.448343e-01
41,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-6.509826e-01,8.279752e-02,-7.637270e-01,3.543280e-01,9.305304e-02,9.333857e-02,-7.638727e-01,3.547676e-01,-3.551704e-01,8.319399e-01,-9.396160e-02,-9.243508e-02,-8.701642e-02,-8.265660e-02,9.221508e-02,9.269896e-02,1.080165e-01,1.599656e-01,9.443879e-02,9.523520e-02,-3.447320e-01,8.287533e-01,-7.654778e-01,3.544719e-01,-9.411090e-02,7.291552e-01,-3.444896e-01,8.287367e-01,9.151356e-02,9.162417e-02,-3.509616e-01,5.450957e-01,-7.639178e-01,3.544329e-01,-3.445829e-01,8.287562e-01,-9.164592e-02,-9.115452e-02,-6.661968e-02,1.082481e-01,-1.072109e-01,-9.745019e-02,-4.172318e-01,-1.448817e-01,-2.176887e-03,9.312561e-02,-5.223970e-01,3.614985e-01,-7.638624e-01,3.546017e-01,-7.635621e-01,3.549909e-01,9.669315e-02,9.972177e-02,-3.451036e-01,8.289865e-01,9.361735e-02,9.395394e-02,-3.467791e-01,8.276560e-01,-9.076429e-02,-9.035225e-02,-8.978859e-02,-8.885030e-02,-1.113080e-01,-9.656649e-02,-9.428573e-02,7.430297e-02,-9.309743e-02,-9.135611e-02,8.747690e-02,9.005267e-02,-8.978483e-02,-8.702038e-02,9.016685e-02,8.812256e-02,-7.974759e-02,-5.952370e-02,8.105677e-02,6.001721e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.510060e-01,8.285209e-02,-3.512476e-01,5.448356e-01
42,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-2,2,2,1,1,1,1,1,1,-1,-1,2,2,2,2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-6.997613e-01,1.790211e-01,-7.642544e-01,3.566588e-01,1.157029e-01,1.300473e-01,-7.264128e-01,3.350519e-01,-3.412989e-01,8.096747e-01,-1.070670e-01,-1.077513e-01,-8.743805e-02,-8.433748e-02,1.192399e-01,1.193347e-01,1.081340e-01,1.577022e-01,9.501110e-02,9.554379e-02,-3.429524e-01,8.276207e-01,-7.056631e-01,3.141012e-01,-7.367483e-02,6.786803e-01,-3.425492e-01,8.096027e-01,1.159686e-01,1.198401e-01,-3.805341e-01,6.588473e-01,-7.639129e-01,3.548120e-01,-3.415033e-01,8.060323e-01,-9.997810e-02,-1.278996e-01,-7.231563e-02,6.928012e-02,-1.193391e-01,-1.053605e-01,-4.936657e-01,-6.399962e-02,-1.600209e-02,1.553013e-01,-4.577237e-01,2.950939e-01,-7.656629e-01,3.547736e-01,-7.159996e-01,3.097270e-01,9.681680e-02,9.974539e-02,-3.448487e-01,8.284269e-01,7.711841e-02,9.444974e-02,-3.438948e-01,8.404867e-01,-6.195792e-02,-8.761158e-02,-8.887317e-02,-8.859985e-02,-2.519211e-01,-7.085969e-02,-1.343965e-01,1.809979e-01,-1.133435e-01,-1.048909e-01,1.127935e-01,1.196712e-01,-1.061510e-01,-1.056955e-01,1.182268e-01,1.171677e-01,-1.000798e-01,-1.007639e-01,1.120644e-01,1.020539e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.998303e-01,1.790566e-01,-3.807907e-01,6.585663e-01
43,2,2,2,2,0,0,0,0,0,0,0,0,-2,-2,0,0,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.473044e-01,3.141814e-01,-7.643606e-01,3.577479e-01,-3.018778e-01,4.818637e-01,-6.885619e-01,3.194976e-01,-2.676208e-01,7.867097e-01,-6.850937e-01,3.040200e-01,-8.839066e-02,-8.457622e-02,-3.535616e-01,7.808371e-01,1.009832e-01,1.048830e-01,9.137232e-02,9.380824e-02,-3.468100e-01,8.288458e-01,-6.572738e-01,2.912209e-01,-5.650110e-03,5.535920e-01,-3.563070e-01,8.054579e-01,-3.555501e-01,8.097551e-01,-3.445524e-01,8.449464e-01,-7.635923e-01,3.554792e-01,-3.472467e-01,7.931818e-01,-5.972944e-01,8.214705e-02,-6.984954e-02,8.786194e-02,-6.619086e-01,2.714025e-01,-8.117661e-01,2.480162e-01,-2.320919e-01,7.863814e-01,-4.120384e-01,2.856540e-01,-7.670400e-01,3.550370e-01,-6.777854e-01,2.686976e-01,9.558117e-02,9.779636e-02,-3.438957e-01,8.286865e-01,-4.045066e-02,8.258961e-02,-3.432376e-01,8.298544e-01,-1.384197e-01,-9.942486e-02,-9.292731e-02,-9.044682e-02,-6.741924e-01,2.790661e-01,-3.466309e-01,8.025231e-01,-6.676711e-01,2.735723e-01,-3.456499e-01,8.052644e-01,-6.845053e-01,2.984008e-01,-3.567388e-01,7.896355e-01,-6.087959e-01,1.121407e-01,-3.194074e-01,4.691135e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.474288e-01,3.141920e-01,-3.447771e-01,8.446304e-01
44,2,2,2,2,1,1,-1,-1,-1,-1,1,1,-2,-2,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,-1,-1,1,1,-2,-2,1,1,1,1,1,1,-1,-1,2,2,-1,-1,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.547862e-01,3.316356e-01,-7.637084e-01,3.562652e-01,-2.973866e-01,4.935470e-01,-1.679567e-01,1.414734e-01,1.198652e-01,1.200533e-01,-7.231183e-01,3.261648e-01,-9.103423e-02,-9.052176e-02,-3.473716e-01,7.921410e-01,9.432456e-02,7.719418e-02,9.058190e-02,9.251181e-02,-1.404292e-01,7.490743e-01,-1.077351e-01,-1.046533e-01,1.302849e-01,1.162204e-01,1.205054e-01,1.239506e-01,-3.509294e-01,8.161613e-01,-3.452339e-01,8.350585e-01,-7.705280e-01,3.537392e-01,1.061896e-01,2.686966e-01,-6.120111e-01,6.455853e-02,-8.887499e-02,-6.259249e-02,-7.101241e-01,3.073538e-01,-8.466863e-01,2.915475e-01,-2.298892e-01,7.842380e-01,-1.282685e-01,-1.000373e-01,-5.980347e-01,3.739067e-01,-1.096184e-01,-8.274245e-02,9.341353e-02,9.410729e-02,-3.528042e-01,8.308996e-01,-4.514181e-02,8.193746e-02,-3.442952e-01,8.294941e-01,-1.211645e-01,-9.769397e-02,-9.316396e-02,-9.169384e-02,-7.164641e-01,3.115117e-01,-3.436284e-01,8.111086e-01,-7.140416e-01,3.088921e-01,-3.413741e-01,8.125337e-01,-7.250093e-01,3.266616e-01,-3.509819e-01,7.922787e-01,-6.193824e-01,9.385562e-02,-3.034173e-01,4.687621e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.547958e-01,3.316226e-01,-3.453414e-01,8.349607e-01
45,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-7.638764e-01,3.548760e-01,-7.635628e-01,3.550626e-01,-3.510681e-01,5.456112e-01,-6.654616e-02,1.082725e-01,9.452916e-02,9.530750e-02,-7.633833e-01,3.542787e-01,-9.145448e-02,-9.109131e-02,-3.463536e-01,8.277814e-01,9.328367e-02,9.352243e-02,8.822493e-02,9.127471e-02,-9.405503e-02,7.291475e-01,-8.960414e-02,-8.870746e-02,9.376169e-02,9.406767e-02,9.675104e-02,9.976752e-02,-3.502177e-01,8.306378e-01,-3.446024e-01,8.287723e-01,-7.654586e-01,3.545325e-01,1.080508e-01,1.599755e-01,-6.510793e-01,8.301849e-02,-9.085110e-02,-9.064673e-02,-7.628410e-01,3.531626e-01,-8.817239e-01,3.449108e-01,-2.267006e-01,7.843265e-01,-9.041909e-02,-9.010527e-02,-5.223175e-01,3.615114e-01,-8.690244e-02,-8.256390e-02,9.242071e-02,9.296589e-02,-3.551574e-01,8.319490e-01,-9.427138e-02,7.477850e-02,-3.444854e-01,8.287458e-01,-1.114265e-01,-9.675296e-02,-9.346523e-02,-9.211226e-02,-7.638792e-01,3.548172e-01,-3.448024e-01,8.287936e-01,-7.638470e-01,3.545609e-01,-3.453384e-01,8.295977e-01,-7.655440e-01,3.601442e-01,-3.493151e-01,8.106586e-01,-6.416775e-01,8.662032e-02,-3.071896e-01,4.861367e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.639098e-01,3.548433e-01,-3.446068e-01,8.287688e-01
46,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-7.638764e-01,3.548760e-01,-7.635627e-01,3.550626e-01,-3.510682e-01,5.456113e-01,-6.654589e-02,1.082744e-01,9.452917e-02,9.530752e-02,-7.633833e-01,3.542787e-01,-9.145448e-02,-9.109130e-02,-3.463536e-01,8.277814e-01,9.328367e-02,9.352244e-02,8.822493e-02,9.127471e-02,-9.405624e-02,7.291487e-01,-8.960412e-02,-8.870743e-02,9.376170e-02,9.406768e-02,9.675107e-02,9.976757e-02,-3.502177e-01,8.306378e-01,-3.446024e-01,8.287723e-01,-7.654599e-01,3.545323e-01,1.080509e-01,1.599760e-01,-6.510793e-01,8.301852e-02,-9.085110e-02,-9.064672e-02,-7.628410e-01,3.531626e-01,-8.817239e-01,3.449108e-01,-2.267006e-01,7.843265e-01,-9.041909e-02,-9.010526e-02,-5.223201e-01,3.615138e-01,-8.690240e-02,-8.256381e-02,9.242071e-02,9.296589e-02,-3.551571e-01,8.319487e-01,-9.427142e-02,7.477850e-02,-3.444855e-01,8.287458e-01,-1.114265e-01,-9.675296e-02,-9.346524e-02,-9.211225e-02,-7.638792e-01,3.548172e-01,-3.448024e-01,8.287937e-01,-7.638469e-01,3.545609e-01,-3.453384e-01,8.295978e-01,-7.655440e-01,3.601443e-01,-3.493151e-01,8.106585e-01,-6.416775e-01,8.662024e-02,-3.071895e-01,4.861366e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.639098e-01,3.548433e-01,-3.446068e-01,8.287688e-01
47,1,1,1,1,2,2,-2,-2,-2,-2,2,2,-1,-1,2,2,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,2,2,1,1,1,1,-2,-2,2,2,-1,-1,2,2,2,2,2,2,-2,-2,1,1,-2,-2,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-7.264397e-01,3.350444e-01,-7.160089e-01,3.097093e-01,-3.802460e-01,6.589132e-01,-7.229632e-02,6.929259e-02,9.499130e-02,9.552503e-02,-7.639350e-01,3.565963e-01,-1.064269e-01,-1.075421e-01,-3.435478e-01,8.404536e-01,1.156968e-01,1.300397e-01,1.131982e-01,1.202712e-01,-7.370466e-02,6.786860e-01,-8.882205e-02,-8.856058e-02,7.709978e-02,9.442807e-02,9.679770e-02,9.972494e-02,-3.498656e-01,8.300145e-01,-3.416313e-01,8.060548e-01,-7.056721e-01,3.140940e-01,1.081125e-01,1.576902e-01,-6.996988e-01,1.789970e-01,-9.983853e-02,-1.277920e-01,-7.628363e-01,3.534955e-01,-8.816537e-01,3.450700e-01,-2.265109e-01,7.843392e-01,-6.189493e-02,-8.754571e-02,-4.577205e-01,2.950961e-01,-8.740739e-02,-8.431311e-02,1.192168e-01,1.193426e-01,-3.413423e-01,8.096874e-01,-1.341169e-01,1.812618e-01,-3.426166e-01,8.096269e-01,-2.519147e-01,-7.089921e-02,-1.134216e-01,-1.051232e-01,-7.656957e-01,3.548338e-01,-3.432119e-01,8.276475e-01,-7.638494e-01,3.545984e-01,-3.454404e-01,8.296651e-01,-7.655304e-01,3.601767e-01,-3.492590e-01,8.106675e-01,-6.416846e-01,8.665304e-02,-3.071870e-01,4.861655e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.265038e-01,3.349857e-01,-3.416606e-01,8.060298e-01
48,0,0,0,0,2,2,-2,-2,-2,-2,2,2,0,0,2,2,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,2,2,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,2,2,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.885802e-01,3.192846e-01,-6.778007e-01,2.685212e-01,-3.443618e-01,8.448824e-01,-6.988643e-02,8.781124e-02,9.127515e-02,9.372177e-02,-7.640412e-01,3.575911e-01,-6.870731e-01,3.026069e-01,-3.430416e-01,8.298269e-01,-3.019137e-01,4.817788e-01,-3.452141e-01,8.054764e-01,-5.730903e-03,5.535396e-01,-9.296005e-02,-9.048016e-02,-4.060748e-02,8.247604e-02,9.550153e-02,9.772151e-02,-3.492904e-01,8.302735e-01,-3.475089e-01,7.932175e-01,-6.572291e-01,2.911525e-01,1.009170e-01,1.048806e-01,-7.472783e-01,3.141360e-01,-5.966247e-01,8.235654e-02,-7.627438e-01,3.539124e-01,-8.815435e-01,3.453989e-01,-2.262430e-01,7.843457e-01,-1.385087e-01,-9.945885e-02,-4.120692e-01,2.855845e-01,-8.842442e-02,-8.461064e-02,-3.573346e-01,7.826784e-01,-2.677067e-01,7.866888e-01,-3.464120e-01,8.023923e-01,-3.564604e-01,8.055321e-01,-6.741986e-01,2.792320e-01,-6.670575e-01,2.723071e-01,-7.670398e-01,3.547970e-01,-3.473288e-01,8.288710e-01,-7.636273e-01,3.548491e-01,-3.450555e-01,8.296635e-01,-7.655312e-01,3.602687e-01,-3.491055e-01,8.106911e-01,-6.417030e-01,8.673886e-02,-3.071790e-01,4.862391e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.886358e-01,3.192310e-01,-3.475316e-01,7.931961e-01
49,-1,-1,-1,-1,2,2,-2,-2,-2,-2,2,2,1,1,2,2,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-2,-2,2,2,1,1,2,2,2,2,2,2,-2,-2,-1,-1,-2,-2,1,1,-1,-1,1,1,-1,-1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.680497e-01,1.414129e-01,-1.096767e-01,-8.276783e-02,-3.448647e-01,8.350008e-01,-8.890419e-02,-6.261585e-02,9.049064e-02,9.243062e-02,-7.637899e-01,3.561754e-01,-7.243522e-01,3.256131e-01,-3.435873e-01,8.294361e-01,-2.974126e-01,4.934061e-01,-3.409888e-01,8.121180e-01,1.302080e-01,1.161508e-01,-9.319155e-02,-9.172232e-02,-4.525034e-02,8.183268e-02,9.333861e-02,9.403548e-02,-3.494453e-01,8.303332e-01,1.059833e-01,2.686072e-01,-1.077755e-01,-1.046953e-01,9.425406e-02,7.713341e-02,-7.547336e-01,3.316693e-01,-6.117618e-01,6.454855e-02,-7.627539e-01,3.537257e-01,-8.815787e-01,3.453002e-01,-2.263255e-01,7.843399e-01,-1.211817e-01,-9.771909e-02,-1.283093e-01,-1.000698e-01,-9.106304e-02,-9.055087e-02,-3.493102e-01,7.927283e-01,1.197821e-01,1.199556e-01,-3.432952e-01,8.110290e-01,1.203851e-01,1.238044e-01,-7.163795e-01,3.115053e-01,-7.140371e-01,3.089259e-01,-5.981503e-01,3.737463e-01,-1.408854e-01,7.490903e-01,-7.705588e-01,3.532703e-01,-3.538360e-01,8.318164e-01,-7.651391e-01,3.601944e-01,-3.496460e-01,8.106706e-01,-6.416969e-01,8.658234e-02,-3.072472e-01,4.860751e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-1.681014e-01,1.413578e-01,1.059638e-01,2.685872e-01
50,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.658785e-02,1.082924e-01,-8.694841e-02,-8.261068e-02,-3.443371e-01,8.287530e-01,-9.087593e-02,-9.067449e-02,8.815332e-02,9.120745e-02,-7.635125e-01,3.548228e-01,-7.637008e-01,3.543437e-01,-3.441084e-01,8.287294e-01,-3.511050e-01,5.454759e-01,-3.449657e-01,8.289850e-01,9.368331e-02,9.397809e-02,-9.347756e-02,-9.212868e-02,-9.426690e-02,7.470730e-02,9.235635e-02,9.290203e-02,-3.495597e-01,8.304122e-01,1.078339e-01,1.598903e-01,-8.964296e-02,-8.875026e-02,9.321776e-02,9.345178e-02,-7.638151e-01,3.547957e-01,-6.510651e-01,8.295473e-02,-7.627611e-01,3.536095e-01,-8.815992e-01,3.452439e-01,-2.263843e-01,7.843377e-01,-1.114173e-01,-9.675966e-02,-9.045017e-02,-9.014007e-02,-9.147397e-02,-9.111345e-02,-3.466313e-01,8.277694e-01,9.442412e-02,9.518168e-02,-3.445637e-01,8.287547e-01,9.659792e-02,9.958050e-02,-7.638392e-01,3.546549e-01,-7.639015e-01,3.544863e-01,-5.225220e-01,3.614887e-01,-9.456461e-02,7.292123e-01,-7.655181e-01,3.541549e-01,-3.560841e-01,8.327800e-01,-7.652724e-01,3.603115e-01,-3.493408e-01,8.106533e-01,-6.417297e-01,8.665820e-02,-3.072503e-01,4.861509e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.662635e-02,1.082533e-01,1.078303e-01,1.598850e-01
51,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.658785e-02,1.082924e-01,-8.694841e-02,-8.261068e-02,-3.443371e-01,8.287530e-01,-9.087593e-02,-9.067449e-02,8.815332e-02,9.120745e-02,-7.635125e-01,3.548228e-01,-7.637008e-01,3.543437e-01,-3.441084e-01,8.287294e-01,-3.511049e-01,5.454759e-01,-3.449657e-01,8.289850e-01,9.368331e-02,9.397809e-02,-9.347755e-02,-9.212868e-02,-9.426686e-02,7.470730e-02,9.235635e-02,9.290203e-02,-3.495597e-01,8.304122e-01,1.078339e-01,1.598903e-01,-8.964296e-02,-8.875026e-02,9.321776e-02,9.345178e-02,-7.638151e-01,3.547957e-01,-6.510651e-01,8.295470e-02,-7.627611e-01,3.536095e-01,-8.815992e-01,3.452439e-01,-2.263843e-01,7.843377e-01,-1.114173e-01,-9.675966e-02,-9.045017e-02,-9.014007e-02,-9.147397e-02,-9.111345e-02,-3.466313e-01,8.277693e-01,9.442412e-02,9.518168e-02,-3.445637e-01,8.287547e-01,9.659792e-02,9.958050e-02,-7.638392e-01,3.546549e-01,-7.639015e-01,3.544863e-01,-5.225220e-01,3.614887e-01,-9.456463e-02,7.292123e-01,-7.655181e-01,3.541549e-01,-3.560841e-01,8.327800e-01,-7.652724e-01,3.603115e-01,-3.493408e-01,8.106532e-01,-6.417296e-01,8.665813e-02,-3.072502e-01,4.861508e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.662635e-02,1.082533e-01,1.078303e-01,1.598850e-01
