#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,driver_0004a,driver_0004b,driver_0021a,driver_0021b,Out_0018a,Out_0018b,Out_0006a,Out_0006b
58,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,2,2,-2,-2,2,2,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.973193e-02,1.049362e-01,-6.790974e-01,3.383046e-01,-4.134936e-01,-1.375200e-01,-2.664813e-01,7.717848e-01,-5.961284e-01,2.610218e-01,-7.404952e-01,4.761200e-01,-7.038032e-01,2.580041e-01,9.818303e-04,9.817426e-02,-7.206880e-01,4.970926e-01,-7.404000e-03,5.519226e-01,-2.835169e-01,6.615762e-01,-7.514749e-01,8.114413e-01,-3.474217e-01,8.224983e-01,-8.496344e-02,8.292132e-02,-2.790877e-01,8.993177e-01,-6.396237e-01,5.049461e-02,-7.847117e-01,4.034904e-01,-4.109850e-01,2.790148e-01,-5.705350e-01,-3.546374e-01,-5.268265e-01,-4.612731e-01,-8.640761e-02,-6.637661e-02,-8.437506e-02,-9.169353e-02,-3.845555e-02,-3.179943e-02,-3.910920e-02,-4.111765e-02,-1.021865e-01,-7.906817e-02,-9.096790e-02,-1.062857e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.395764e-01,5.057981e-02,-5.960130e-01,2.610982e-01
59,-2,-2,-1,-1,-2,-2,-1,-1,1,1,1,1,1,1,-2,-2,2,2,-1,-1,2,2,2,2,2,2,-2,-2,2,2,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.338632e-02,7.641903e-02,-1.665729e-01,1.479200e-01,-4.160214e-01,-1.431074e-01,1.073305e-01,2.663087e-01,-6.293682e-01,2.840230e-01,-7.602056e-01,5.770189e-01,-7.615240e-01,3.481918e-01,-1.024506e-03,9.477551e-02,-7.371035e-01,5.716812e-01,1.303220e-01,1.202515e-01,-2.645182e-01,6.952665e-01,-7.470187e-01,8.566667e-01,-1.343356e-01,7.418872e-01,-1.033616e-01,-6.598600e-02,-2.844957e-01,8.969001e-01,-6.633496e-01,6.070417e-02,-6.076006e-01,4.290175e-01,-1.323364e-01,-7.615333e-02,-6.193596e-01,-3.998407e-01,-5.578827e-01,-5.080131e-01,-9.211713e-02,-7.107046e-02,-8.844711e-02,-9.734681e-02,-3.939153e-02,-3.263500e-02,-3.960462e-02,-4.193969e-02,-1.022950e-01,-7.918443e-02,-9.091240e-02,-1.063365e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.633031e-01,6.076472e-02,-6.292527e-01,2.840989e-01
60,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.316051e-02,9.405704e-02,-6.139988e-02,1.229072e-01,-4.159599e-01,-1.431425e-01,1.076433e-01,1.580564e-01,-6.755344e-01,3.364189e-01,-8.089095e-01,6.892111e-01,-8.226930e-01,4.082936e-01,-1.291547e-03,9.429740e-02,-7.108552e-01,6.243696e-01,9.605788e-02,9.942634e-02,-2.540945e-01,7.086382e-01,-7.174147e-01,9.249018e-01,-9.206273e-02,7.257913e-01,-1.046671e-01,-9.357711e-02,-2.824262e-01,8.942944e-01,-7.029163e-01,5.585754e-02,-5.376743e-01,4.292737e-01,-8.759653e-02,-8.056893e-02,-6.775636e-01,-4.564497e-01,-5.969092e-01,-5.546222e-01,-9.945925e-02,-7.765962e-02,-9.333437e-02,-1.041310e-01,-4.115058e-02,-3.430685e-02,-4.075849e-02,-4.351194e-02,-1.028583e-01,-7.975096e-02,-9.127124e-02,-1.068279e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.028690e-01,5.588308e-02,-6.754191e-01,3.364953e-01
61,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.875324e-02,9.677697e-02,-6.088547e-02,1.230493e-01,-3.070946e-01,-1.275468e-01,1.081663e-01,1.582523e-01,-6.755084e-01,3.364561e-01,-8.088088e-01,6.892794e-01,-8.226718e-01,4.083814e-01,1.079186e-01,1.096814e-01,-7.107474e-01,6.244685e-01,9.754312e-02,1.002958e-01,-2.540313e-01,7.086748e-01,-7.172301e-01,9.250015e-01,-9.165464e-02,7.257313e-01,-9.901558e-02,-9.084775e-02,-2.823373e-01,8.942760e-01,-7.029244e-01,5.591877e-02,-5.372523e-01,4.292322e-01,-8.611172e-02,-7.970228e-02,-6.775377e-01,-4.564119e-01,-5.968998e-01,-5.545978e-01,-9.946041e-02,-7.765604e-02,-9.335529e-02,-1.041399e-01,-4.116279e-02,-3.431387e-02,-4.078827e-02,-4.353151e-02,-1.028742e-01,-7.976231e-02,-9.130062e-02,-1.068497e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.029109e-01,5.591420e-02,-6.754316e-01,3.364955e-01
62,-1,-1,-2,-2,-1,-1,-2,-2,2,2,2,2,2,2,-1,-1,1,1,-2,-2,1,1,1,1,1,1,-1,-1,1,1,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.179262e-01,1.332658e-01,-6.449423e-02,9.342923e-02,-3.626783e-01,-5.462399e-02,1.083012e-01,1.558080e-01,-6.714023e-01,4.129631e-01,-7.505932e-01,7.439815e-01,-7.946345e-01,4.419916e-01,1.053299e-01,1.312678e-01,-6.007127e-01,6.162659e-01,8.039959e-02,1.004005e-01,-2.134309e-01,6.658933e-01,-6.505680e-01,8.888353e-01,-7.315293e-02,6.896136e-01,-1.118726e-01,-1.222591e-01,-2.480400e-01,8.722725e-01,-7.165496e-01,1.195073e-01,-4.899690e-01,3.793414e-01,-5.822954e-02,-7.830261e-02,-3.977153e-01,-1.912857e-01,-4.287101e-01,-1.316564e-01,-1.605533e-01,-1.117133e-01,-1.728700e-01,-8.472040e-02,-1.173293e-01,-1.044168e-01,-1.381101e-01,-9.595287e-02,-1.876097e-01,-1.679212e-01,-2.040829e-01,-1.544756e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.165445e-01,1.194603e-01,-6.713612e-01,4.129913e-01
63,0,0,-2,-2,0,0,-2,-2,2,2,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.165611e-01,4.866104e-01,-7.052543e-02,8.470705e-02,-6.532215e-01,3.220809e-01,9.661220e-02,9.181097e-02,-7.143045e-01,7.252991e-01,-6.612814e-01,8.896457e-01,-7.205334e-01,6.590230e-01,-1.354981e-02,5.840413e-01,-4.348612e-01,6.697435e-01,-3.439971e-02,8.692577e-02,-1.442848e-01,6.130970e-01,-5.782479e-01,8.756101e-01,9.912197e-03,5.578632e-01,-6.132580e-01,7.654664e-02,-1.847097e-01,8.037296e-01,-8.316006e-01,4.875461e-01,-4.372276e-01,3.667656e-01,-1.333134e-01,-9.172507e-02,-7.099168e-01,3.509359e-01,-6.208225e-01,5.976918e-01,-6.763762e-01,3.379844e-01,-5.877111e-01,6.074020e-01,-6.767204e-01,2.252378e-01,-6.156700e-01,4.838780e-01,-6.313580e-01,-2.647444e-02,-6.210442e-01,1.719959e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-8.316668e-01,4.875316e-01,-7.143426e-01,7.254602e-01
64,1,1,-2,-2,1,1,-2,-2,2,2,2,2,2,2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.854653e-01,4.908433e-01,-8.944527e-02,-6.111444e-02,-7.140009e-01,3.468810e-01,9.345393e-02,7.991846e-02,-5.120759e-01,8.831724e-01,-2.682698e-01,8.416387e-01,-4.050052e-01,7.001191e-01,-9.415547e-02,6.808259e-01,1.680420e-01,4.601955e-01,-4.462900e-02,8.347578e-02,2.505638e-01,2.839056e-01,1.379781e-01,4.472959e-01,1.427029e-01,1.515541e-01,-6.219677e-01,6.319470e-02,2.217260e-01,3.016515e-01,-7.553241e-01,6.209577e-01,-1.132575e-01,-6.763042e-02,-1.206002e-01,-9.665132e-02,-7.683939e-01,4.888882e-01,-6.255288e-01,7.788318e-01,-7.593513e-01,3.737264e-01,-6.520960e-01,7.133277e-01,-7.251393e-01,2.270416e-01,-6.526593e-01,5.699953e-01,-6.467594e-01,-5.586794e-02,-6.399796e-01,2.016720e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.553603e-01,6.209557e-01,-5.121061e-01,8.833696e-01
65,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.682353e-01,5.580575e-01,-8.427418e-02,-7.136699e-02,-7.517316e-01,3.764885e-01,9.632875e-02,1.067484e-01,-4.222033e-01,8.842283e-01,-1.051113e-01,7.997288e-01,-3.277517e-01,7.069963e-01,-1.126573e-01,7.478669e-01,5.454082e-01,6.029844e-01,-1.001724e-01,7.827159e-02,1.910831e-01,1.567397e-01,3.988265e-01,6.628100e-01,1.214846e-01,1.449594e-01,-6.666814e-01,9.096211e-02,1.745875e-01,1.949816e-01,-6.972147e-01,7.202341e-01,-3.661560e-02,8.446028e-02,-1.110890e-01,-9.238905e-02,-8.337051e-01,6.066565e-01,-5.760377e-01,8.557098e-01,-8.169056e-01,4.863242e-01,-6.648796e-01,8.165245e-01,-8.274195e-01,2.801333e-01,-7.427107e-01,6.550831e-01,-7.030330e-01,-5.834492e-02,-6.875586e-01,2.520914e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.972468e-01,7.202435e-01,-4.222407e-01,8.844395e-01
66,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.682403e-01,5.580619e-01,-8.427428e-02,-7.136705e-02,-7.517315e-01,3.764883e-01,9.632857e-02,1.067483e-01,-4.222033e-01,8.842283e-01,-1.051113e-01,7.997288e-01,-3.277517e-01,7.069963e-01,-1.126571e-01,7.478692e-01,5.454082e-01,6.029844e-01,-1.001762e-01,7.827103e-02,1.910831e-01,1.567397e-01,3.988265e-01,6.628100e-01,1.214846e-01,1.449594e-01,-6.666842e-01,9.096493e-02,1.745874e-01,1.949816e-01,-6.972148e-01,7.202340e-01,-3.661564e-02,8.446026e-02,-1.110899e-01,-9.238921e-02,-8.337051e-01,6.066564e-01,-5.760377e-01,8.557098e-01,-8.169054e-01,4.863241e-01,-6.648796e-01,8.165245e-01,-8.274194e-01,2.801331e-01,-7.427107e-01,6.550831e-01,-7.030329e-01,-5.834505e-02,-6.875585e-01,2.520914e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.972468e-01,7.202435e-01,-4.222407e-01,8.844395e-01
67,2,2,-1,-1,2,2,-1,-1,1,1,1,1,1,1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,1,1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.868944e-01,6.623074e-01,-1.035724e-01,-1.045634e-01,-7.521855e-01,3.787705e-01,1.151159e-01,1.481544e-01,-3.674687e-01,8.637952e-01,-1.281771e-01,7.767457e-01,-3.032812e-01,6.783426e-01,-1.104916e-01,7.569871e-01,4.943783e-01,5.550017e-01,-1.324550e-01,1.842129e-01,1.829157e-01,1.494372e-01,3.460104e-01,6.203430e-01,1.010528e-01,1.408129e-01,-7.102835e-01,1.799960e-01,1.680485e-01,1.872466e-01,-6.103035e-01,7.091453e-01,-1.717919e-02,6.812724e-02,-2.508120e-01,-6.855428e-02,-8.017191e-01,6.266531e-01,-5.375414e-01,8.702761e-01,-8.186759e-01,4.944430e-01,-6.552226e-01,8.198217e-01,-8.279597e-01,2.863252e-01,-7.407460e-01,6.564643e-01,-7.034775e-01,-5.550438e-02,-6.875407e-01,2.525910e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.103383e-01,7.092206e-01,-3.675065e-01,8.640083e-01
68,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,2,2,-2,-2,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.507382e-01,8.511417e-01,-5.999321e-01,9.564145e-02,-7.516737e-01,3.780797e-01,-2.827451e-01,4.981756e-01,-2.964657e-01,8.454374e-01,-1.445129e-01,7.741942e-01,-2.771986e-01,6.589372e-01,-1.101668e-01,7.454717e-01,4.318594e-01,4.912648e-01,-3.547816e-01,7.880286e-01,1.735871e-01,1.409064e-01,2.904624e-01,5.734381e-01,-4.974906e-03,1.271739e-01,-7.535414e-01,3.063995e-01,1.586495e-01,1.777695e-01,-5.504210e-01,7.096763e-01,-9.971775e-02,3.861631e-02,-6.888704e-01,3.040484e-01,-7.855782e-01,6.348773e-01,-4.646620e-01,8.580433e-01,-8.170783e-01,4.964790e-01,-6.228786e-01,8.274518e-01,-8.269426e-01,2.886175e-01,-7.335199e-01,6.609592e-01,-7.036699e-01,-5.423611e-02,-6.868646e-01,2.537667e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-5.504531e-01,7.098337e-01,-2.965026e-01,8.456496e-01
69,2,2,1,1,2,2,1,1,-1,-1,-1,-1,-1,-1,2,2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-1,-1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.510472e-01,8.389047e-01,-6.160305e-01,8.886415e-02,-7.515281e-01,3.763417e-01,-2.913120e-01,5.123974e-01,1.254006e-01,4.252469e-01,1.275351e-01,2.268640e-01,1.911267e-01,2.301118e-01,-1.107231e-01,7.449230e-01,2.803921e-01,2.316796e-01,-3.478734e-01,7.956887e-01,1.418218e-01,1.114300e-01,1.911835e-01,2.729645e-01,-2.570953e-02,1.170033e-01,-7.624354e-01,3.280504e-01,1.397077e-01,1.485069e-01,1.152511e-01,4.358239e-01,-8.669645e-02,2.600739e-02,-7.242421e-01,3.289114e-01,-4.405998e-01,6.841168e-01,-1.951279e-01,8.220760e-01,-7.759527e-01,5.614681e-01,-4.933856e-01,8.629523e-01,-8.248927e-01,3.455543e-01,-6.839660e-01,6.889560e-01,-7.078551e-01,-2.544782e-02,-6.795004e-01,2.650167e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.152166e-01,4.360025e-01,1.253633e-01,4.254582e-01
70,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.502029e-01,8.305323e-01,-6.618253e-01,1.128720e-01,-7.511134e-01,3.753113e-01,-3.675495e-01,5.731529e-01,3.866280e-01,6.355443e-01,3.038394e-02,7.819472e-02,8.968000e-02,8.144630e-02,-1.110387e-01,7.441878e-01,3.622236e-02,3.285511e-02,-3.432889e-01,8.361747e-01,1.034976e-01,7.960984e-02,6.202862e-03,3.040042e-02,-1.014857e-01,8.764093e-02,-7.723315e-01,3.543097e-01,1.065357e-01,1.100377e-01,5.110234e-01,5.777890e-01,-9.482933e-02,-4.166005e-02,-7.626483e-01,3.578704e-01,-3.577542e-01,6.841656e-01,-1.089586e-01,7.975359e-01,-7.574879e-01,5.771074e-01,-4.566423e-01,8.638873e-01,-8.243543e-01,3.571834e-01,-6.661517e-01,6.947979e-01,-7.087020e-01,-2.037350e-02,-6.764710e-01,2.674017e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.109894e-01,5.779902e-01,3.865910e-01,6.357551e-01
71,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.502029e-01,8.305323e-01,-6.618252e-01,1.128718e-01,-7.511134e-01,3.753113e-01,-3.675493e-01,5.731527e-01,3.866280e-01,6.355444e-01,3.038395e-02,7.819475e-02,8.968005e-02,8.144635e-02,-1.110387e-01,7.441878e-01,3.622238e-02,3.285513e-02,-3.432889e-01,8.361746e-01,1.034977e-01,7.960985e-02,6.202875e-03,3.040043e-02,-1.014856e-01,8.764096e-02,-7.723315e-01,3.543097e-01,1.065357e-01,1.100377e-01,5.110235e-01,5.777891e-01,-9.482929e-02,-4.166003e-02,-7.626483e-01,3.578705e-01,-3.577540e-01,6.841660e-01,-1.089587e-01,7.975358e-01,-7.574885e-01,5.771081e-01,-4.566424e-01,8.638873e-01,-8.243549e-01,3.571844e-01,-6.661519e-01,6.947978e-01,-7.087023e-01,-2.037288e-02,-6.764710e-01,2.674017e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.109896e-01,5.779903e-01,3.865910e-01,6.357551e-01
72,1,1,2,2,1,1,2,2,-2,-2,-2,-2,-2,-2,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,-2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.445020e-01,8.062086e-01,-7.000713e-01,1.900046e-01,-7.074867e-01,3.313682e-01,-3.755291e-01,6.629892e-01,2.983555e-01,5.575436e-01,-1.864502e-01,-1.302946e-01,-1.089020e-01,-7.760931e-02,-1.026616e-01,7.145105e-01,-3.748426e-02,-3.478181e-02,-3.408156e-01,8.394269e-01,1.461422e-01,1.337236e-01,-6.187722e-02,-2.618783e-02,-1.246876e-01,2.008800e-01,-7.374891e-01,3.330662e-01,1.382065e-01,1.548951e-01,4.196639e-01,4.715245e-01,-2.493565e-01,-3.441473e-02,-7.650660e-01,3.602197e-01,-3.250165e-01,5.864240e-01,-1.352693e-01,7.819845e-01,-6.653142e-01,4.807274e-01,-4.424041e-01,7.946204e-01,-7.379154e-01,2.765057e-01,-5.941487e-01,6.267179e-01,-6.560850e-01,-3.061031e-02,-6.351910e-01,2.287898e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,4.196351e-01,4.717223e-01,2.983281e-01,5.577338e-01
73,0,0,2,2,0,0,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.706821e-01,7.706302e-01,-7.459137e-01,3.185167e-01,-6.424499e-01,3.024010e-01,-3.422932e-01,8.445087e-01,1.844216e-01,4.667286e-01,-4.999955e-01,-3.185493e-01,-4.383491e-01,-2.242522e-01,-1.458306e-02,5.804600e-01,-6.157788e-01,1.771517e-01,-3.525026e-01,8.321397e-01,-2.565067e-01,4.857719e-01,-6.831525e-01,4.145229e-01,-3.421599e-01,7.927221e-01,-6.889371e-01,3.280915e-01,-3.026443e-01,8.132169e-01,3.208456e-01,3.685589e-01,-6.855034e-01,3.225920e-01,-7.739967e-01,3.575251e-01,-2.816939e-01,5.415134e-01,-1.805437e-01,7.714230e-01,-6.397886e-01,4.366788e-01,-4.388496e-01,6.982188e-01,-6.592837e-01,2.960966e-01,-4.997699e-01,5.189619e-01,-6.520923e-01,6.481552e-03,-5.808103e-01,1.972331e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,3.208075e-01,3.687507e-01,1.843813e-01,4.668767e-01
74,-1,-1,2,2,-1,-1,2,2,-2,-2,-2,-2,-2,-2,-1,-1,1,1,2,2,1,1,1,1,1,1,-1,-1,1,1,-2,-2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.042878e-01,2.689441e-01,-7.617043e-01,3.369381e-01,-3.785922e-01,-1.009550e-02,-3.509804e-01,8.350976e-01,6.790735e-02,1.213479e-01,-5.842019e-01,-4.160545e-01,-5.312318e-01,-3.143449e-01,1.068998e-01,1.449051e-01,-6.197121e-01,1.609893e-01,-1.381825e-01,7.500382e-01,-2.661359e-01,4.903964e-01,-7.178504e-01,4.282283e-01,-3.342963e-01,8.088318e-01,-1.969133e-01,1.552992e-01,-3.095687e-01,8.145866e-01,1.335663e-01,1.120188e-01,-7.242107e-01,3.536336e-01,-5.990526e-01,3.778231e-01,8.688277e-02,8.450294e-02,6.475961e-02,9.017698e-02,-8.013254e-03,3.345452e-04,-2.305908e-02,1.172878e-02,-5.683745e-02,-4.729481e-02,-7.258317e-02,-3.675075e-02,-1.681074e-01,-1.461415e-01,-1.774275e-01,-1.387189e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.335526e-01,1.121073e-01,6.794234e-02,1.213894e-01
75,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.121255e-01,1.609764e-01,-7.658690e-01,3.595229e-01,-3.039848e-01,-1.204828e-01,-3.533027e-01,8.312709e-01,-1.060009e-01,-9.680115e-02,-6.724849e-01,-5.049270e-01,-6.155101e-01,-3.875318e-01,1.107159e-01,1.152302e-01,-6.505565e-01,1.703571e-01,-9.353631e-02,7.293517e-01,-3.164180e-01,5.308546e-01,-7.568812e-01,4.474237e-01,-3.370297e-01,8.314926e-01,-7.651556e-02,1.060451e-01,-3.232875e-01,8.401658e-01,-8.389855e-02,-6.135489e-02,-7.681140e-01,3.900078e-01,-5.237593e-01,3.634626e-01,-2.508413e-02,-1.989414e-02,-3.310967e-02,-2.955830e-02,-1.340762e-02,-1.128350e-02,-1.692761e-02,-1.534509e-02,-1.889561e-02,-1.546368e-02,-2.017379e-02,-2.058299e-02,-9.480453e-02,-7.252875e-02,-8.365509e-02,-9.862338e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-8.388442e-02,-6.128355e-02,-1.059239e-01,-9.676153e-02
76,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.121255e-01,1.609765e-01,-7.658691e-01,3.595229e-01,-3.039848e-01,-1.204828e-01,-3.533026e-01,8.312709e-01,-1.060009e-01,-9.680115e-02,-6.724849e-01,-5.049270e-01,-6.155101e-01,-3.875317e-01,1.107159e-01,1.152302e-01,-6.505568e-01,1.703575e-01,-9.353639e-02,7.293517e-01,-3.164186e-01,5.308552e-01,-7.568812e-01,4.474237e-01,-3.370297e-01,8.314926e-01,-7.651554e-02,1.060452e-01,-3.232875e-01,8.401660e-01,-8.389855e-02,-6.135487e-02,-7.681140e-01,3.900079e-01,-5.237595e-01,3.634628e-01,-2.508412e-02,-1.989414e-02,-3.310967e-02,-2.955830e-02,-1.340761e-02,-1.128350e-02,-1.692761e-02,-1.534509e-02,-1.889561e-02,-1.546367e-02,-2.017379e-02,-2.058299e-02,-9.480453e-02,-7.252875e-02,-8.365509e-02,-9.862338e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-8.388442e-02,-6.128354e-02,-1.059239e-01,-9.676153e-02
77,-2,-2,1,1,-2,-2,1,1,-1,-1,-1,-1,-1,-1,-2,-2,2,2,1,1,2,2,2,2,2,2,-2,-2,2,2,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.122987e-01,1.584668e-01,-7.174056e-01,3.468750e-01,-3.043747e-01,-1.218938e-01,-3.377282e-01,8.055340e-01,-2.785120e-01,-1.197597e-01,-5.479476e-01,-6.748397e-02,-4.091694e-01,-1.363912e-01,1.108033e-01,1.152973e-01,-7.085303e-01,2.548665e-01,-7.206994e-02,6.767336e-01,-3.309952e-01,5.690581e-01,-7.936291e-01,5.323732e-01,-3.374139e-01,8.241162e-01,-8.177974e-02,6.710793e-02,-3.083275e-01,8.766485e-01,-2.225532e-01,-1.217064e-01,-7.711417e-01,3.925859e-01,-4.575085e-01,2.961782e-01,-2.969848e-01,-2.195684e-01,-2.580762e-01,-2.915996e-01,-5.567545e-02,-4.518801e-02,-5.325981e-02,-5.846947e-02,-3.157177e-02,-2.652411e-02,-3.179045e-02,-3.346979e-02,-1.000228e-01,-7.731539e-02,-8.861228e-02,-1.039028e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-2.225392e-01,-1.216449e-01,-2.784350e-01,-1.197204e-01
