#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,driver_0004a,driver_0004b,driver_0021a,driver_0021b,Out_0018a,Out_0018b,Out_0006a,Out_0006b
123,0,0,-2,-2,0,0,-2,-2,2,2,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.508209e-01,-3.862032e-03,-9.022847e-02,-1.411375e-01,1.441750e-01,-6.178607e-01,8.918553e-02,-3.485705e-02,2.619722e-01,-7.696270e-01,3.211461e-01,-6.568088e-01,8.531029e-01,-4.348505e-01,7.609260e-01,-2.820562e-01,8.651485e-01,-1.992022e-01,1.037707e-01,9.928144e-02,7.540943e-01,-2.459441e-02,7.935582e-01,-5.496584e-01,4.768947e-01,-1.829410e-01,2.906218e-01,-4.158119e-01,8.642431e-01,-1.910138e-01,7.572508e-01,-6.254376e-01,1.291063e-01,-5.811233e-01,8.618828e-02,-7.073192e-02,6.171764e-01,-6.089073e-01,2.048725e-01,-6.864101e-01,6.141884e-01,-5.867081e-01,2.463474e-01,-6.572966e-01,4.870105e-01,-6.101050e-01,1.489487e-01,-6.724712e-01,1.789550e-01,-6.160586e-01,-6.208880e-02,-6.158093e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.574959e-01,-6.254602e-01,2.622865e-01,-7.695640e-01
124,1,1,-2,-2,1,1,-2,-2,2,2,2,2,2,2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.905528e-01,-7.383715e-02,-8.010167e-02,-5.390681e-02,1.389849e-01,-6.487477e-01,1.060523e-01,8.871199e-02,5.950313e-01,-7.705926e-01,6.279587e-01,-4.324519e-01,8.156496e-01,-1.447014e-01,8.080118e-01,-3.576886e-01,4.549305e-01,1.958518e-01,1.615591e-01,1.121640e-01,2.966948e-01,2.196910e-01,4.183005e-01,1.478494e-01,1.593770e-01,1.901901e-01,2.947564e-01,-4.619582e-01,2.936789e-01,2.550755e-01,8.601926e-01,-4.509616e-01,-1.132125e-01,-6.837890e-03,6.652288e-02,-7.226498e-02,7.913345e-01,-5.917194e-01,4.764407e-01,-7.691235e-01,7.189868e-01,-6.493321e-01,3.679772e-01,-7.568265e-01,5.756539e-01,-6.519952e-01,2.183108e-01,-7.244002e-01,2.087744e-01,-6.346475e-01,-6.560178e-02,-6.456382e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,8.604660e-01,-4.509640e-01,5.953492e-01,-7.705159e-01
125,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.348854e-01,-8.639933e-02,-6.915728e-02,-5.545127e-02,1.583494e-01,-6.934720e-01,1.135562e-01,1.209442e-01,7.098763e-01,-7.053228e-01,6.778813e-01,-3.382031e-01,7.920042e-01,-6.077752e-02,8.290088e-01,-3.686775e-01,6.727900e-01,4.412364e-01,1.649636e-01,1.167942e-01,1.882245e-01,1.435184e-01,5.734851e-01,5.373892e-01,1.379837e-01,1.644665e-01,3.666155e-01,-5.252961e-01,1.903739e-01,1.997814e-01,8.774888e-01,-3.992281e-01,-3.205558e-03,1.925860e-01,1.091482e-01,-6.132742e-02,8.573927e-01,-5.628725e-01,5.978100e-01,-8.348713e-01,8.187073e-01,-6.592556e-01,4.781914e-01,-8.121520e-01,6.583121e-01,-7.371903e-01,2.688877e-01,-8.248994e-01,2.540568e-01,-6.825266e-01,-6.864045e-02,-7.026882e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,8.778124e-01,-3.992315e-01,7.102153e-01,-7.052427e-01
126,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.348854e-01,-8.639933e-02,-6.915728e-02,-5.545127e-02,1.583494e-01,-6.934720e-01,1.135562e-01,1.209442e-01,7.098763e-01,-7.053228e-01,6.778813e-01,-3.382031e-01,7.920042e-01,-6.077752e-02,8.290088e-01,-3.686775e-01,6.727900e-01,4.412364e-01,1.649636e-01,1.167942e-01,1.882245e-01,1.435184e-01,5.734851e-01,5.373892e-01,1.379837e-01,1.644665e-01,3.666155e-01,-5.252961e-01,1.903739e-01,1.997814e-01,8.774888e-01,-3.992281e-01,-3.205558e-03,1.925860e-01,1.091482e-01,-6.132742e-02,8.573927e-01,-5.628725e-01,5.978100e-01,-8.348713e-01,8.187073e-01,-6.592556e-01,4.781914e-01,-8.121520e-01,6.583121e-01,-7.371903e-01,2.688877e-01,-8.248994e-01,2.540568e-01,-6.825266e-01,-6.864045e-02,-7.026882e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,8.778124e-01,-3.992315e-01,7.102153e-01,-7.052427e-01
127,2,2,-1,-1,2,2,-1,-1,1,1,1,1,1,1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,1,1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.551360e-01,-1.338010e-01,-7.300365e-02,-9.671758e-02,1.583558e-01,-6.993586e-01,1.295447e-01,1.580358e-01,6.882851e-01,-6.147019e-01,6.309087e-01,-2.995352e-01,7.651843e-01,-7.552477e-02,8.282246e-01,-3.667853e-01,6.328435e-01,3.920549e-01,2.726939e-01,1.122066e-01,1.807933e-01,1.372821e-01,5.121704e-01,4.851044e-01,1.129575e-01,1.574686e-01,3.776109e-01,-6.006474e-01,1.816235e-01,1.912518e-01,8.507227e-01,-3.300439e-01,1.052097e-02,1.707576e-01,1.391063e-01,-1.647386e-01,8.612179e-01,-5.075473e-01,6.124030e-01,-8.044271e-01,8.246067e-01,-6.377915e-01,4.838592e-01,-8.120860e-01,6.616805e-01,-7.319795e-01,2.734304e-01,-8.245338e-01,2.550929e-01,-6.819454e-01,-6.648797e-02,-7.030038e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,8.510441e-01,-3.300389e-01,6.886231e-01,-6.146223e-01
128,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,2,2,-2,-2,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.363823e-01,-3.471347e-01,2.940601e-01,-3.804638e-01,1.582689e-01,-6.897510e-01,5.419502e-01,2.177486e-02,6.463659e-01,-5.227784e-01,5.732069e-01,-2.482780e-01,7.671865e-01,-9.647558e-02,8.256262e-01,-3.570177e-01,5.872171e-01,3.396804e-01,7.721475e-01,-2.594356e-01,1.718723e-01,1.298625e-01,4.262109e-01,4.142072e-01,1.144894e-01,1.530677e-01,3.567203e-01,-7.717234e-01,1.738891e-01,1.820426e-01,8.396894e-01,-2.661443e-01,1.681635e-01,1.580071e-01,3.274971e-01,-6.851139e-01,8.598071e-01,-4.575935e-01,6.154682e-01,-7.728806e-01,8.300764e-01,-6.153487e-01,4.827195e-01,-8.095386e-01,6.644427e-01,-7.270725e-01,2.719907e-01,-8.235402e-01,2.555522e-01,-6.814518e-01,-6.741986e-02,-7.028970e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,8.399928e-01,-2.661015e-01,6.467048e-01,-5.226962e-01
129,2,2,1,1,2,2,1,1,-1,-1,-1,-1,-1,-1,2,2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-1,-1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.336885e-01,-3.391811e-01,3.039461e-01,-4.346070e-01,1.582316e-01,-6.904805e-01,6.704697e-01,-4.783417e-02,4.056424e-01,1.070855e-01,1.831657e-01,1.888138e-01,2.294822e-01,1.690734e-01,8.256620e-01,-3.576192e-01,2.811307e-01,2.206587e-01,8.029882e-01,-3.329674e-01,1.431124e-01,1.105959e-01,2.093808e-01,2.772119e-01,1.697149e-01,1.441543e-01,3.580822e-01,-7.670286e-01,1.500180e-01,1.530921e-01,4.290766e-01,1.592687e-01,1.176083e-01,6.062510e-02,3.399198e-01,-7.166320e-01,8.213829e-01,-1.712771e-01,6.669636e-01,-4.515204e-01,8.584805e-01,-4.782127e-01,5.469767e-01,-7.731453e-01,6.925623e-01,-6.717260e-01,3.285417e-01,-8.213641e-01,2.677213e-01,-6.724993e-01,-3.862490e-02,-7.073393e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,4.293803e-01,1.593125e-01,4.059813e-01,1.071672e-01
130,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.346667e-01,-3.411246e-01,3.583563e-01,-4.993126e-01,1.586088e-01,-6.905364e-01,7.248710e-01,-7.084254e-02,5.522894e-01,5.005301e-01,3.962157e-02,8.071584e-02,8.665443e-02,6.873282e-02,8.257645e-01,-3.575058e-01,3.801254e-02,3.157331e-02,8.322332e-01,-3.516207e-01,1.062761e-01,8.047386e-02,1.970281e-02,3.672618e-02,1.683415e-01,1.253543e-01,3.587213e-01,-7.640961e-01,1.199169e-01,1.162090e-01,6.405639e-01,4.108904e-01,1.235422e-01,-9.373155e-03,3.586678e-01,-7.608281e-01,7.966621e-01,-9.218653e-02,6.679320e-01,-3.655843e-01,8.606775e-01,-4.453823e-01,5.642974e-01,-7.541351e-01,6.978003e-01,-6.560238e-01,3.413283e-01,-8.213340e-01,2.698155e-01,-6.699251e-01,-3.305102e-02,-7.082408e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.408678e-01,4.109374e-01,5.526280e-01,5.006114e-01
131,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.346667e-01,-3.411246e-01,3.583563e-01,-4.993127e-01,1.586088e-01,-6.905364e-01,7.248710e-01,-7.084256e-02,5.522894e-01,5.005301e-01,3.962157e-02,8.071584e-02,8.665443e-02,6.873282e-02,8.257645e-01,-3.575058e-01,3.801254e-02,3.157331e-02,8.322332e-01,-3.516207e-01,1.062761e-01,8.047386e-02,1.970281e-02,3.672618e-02,1.683416e-01,1.253543e-01,3.587213e-01,-7.640961e-01,1.199169e-01,1.162090e-01,6.405639e-01,4.108904e-01,1.235422e-01,-9.373151e-03,3.586678e-01,-7.608281e-01,7.966621e-01,-9.218653e-02,6.679320e-01,-3.655844e-01,8.606775e-01,-4.453823e-01,5.642974e-01,-7.541351e-01,6.978003e-01,-6.560238e-01,3.413283e-01,-8.213339e-01,2.698155e-01,-6.699251e-01,-3.305103e-02,-7.082408e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.408678e-01,4.109374e-01,5.526280e-01,5.006114e-01
132,1,1,2,2,1,1,2,2,-2,-2,-2,-2,-2,-2,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,-2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.165540e-01,-3.411934e-01,3.810121e-01,-5.919940e-01,1.396846e-01,-6.574476e-01,7.505811e-01,-1.297449e-01,4.340589e-01,4.077917e-01,-1.723775e-01,-1.281211e-01,-1.104103e-01,-8.883062e-02,8.066958e-01,-3.515763e-01,-2.757393e-02,-4.117766e-02,8.362242e-01,-3.498317e-01,1.481481e-01,1.316815e-01,-2.174452e-02,-4.433289e-02,2.782097e-01,1.269229e-01,3.146239e-01,-7.170697e-01,1.565285e-01,1.523905e-01,5.686808e-01,3.340523e-01,1.459950e-01,-1.389501e-01,3.341486e-01,-7.611470e-01,7.747995e-01,-1.194805e-01,5.638348e-01,-3.199700e-01,7.975212e-01,-4.314367e-01,4.607382e-01,-6.655345e-01,6.301014e-01,-5.911159e-01,2.631139e-01,-7.340785e-01,2.338025e-01,-6.297923e-01,-4.374528e-02,-6.524227e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.689543e-01,3.340976e-01,4.343768e-01,4.078752e-01
133,0,0,2,2,0,0,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.082198e-01,-3.442339e-01,3.636701e-01,-7.703208e-01,1.297155e-01,-6.369140e-01,8.310656e-01,-3.390024e-01,3.278693e-01,3.068368e-01,-3.634615e-01,-4.400409e-01,-2.769265e-01,-3.525357e-01,7.982556e-01,-3.567869e-01,4.044284e-01,-4.202793e-01,8.431288e-01,-3.416589e-01,7.049195e-01,-9.327314e-02,3.656657e-01,-6.862830e-01,7.878829e-01,-3.249700e-01,2.825467e-01,-6.761025e-01,8.020558e-01,-2.925502e-01,4.820272e-01,2.321777e-01,3.361067e-01,-7.068253e-01,3.182882e-01,-7.472236e-01,7.629265e-01,-1.645824e-01,5.192432e-01,-2.893312e-01,7.069901e-01,-4.299620e-01,4.185540e-01,-6.459664e-01,5.222773e-01,-4.991898e-01,2.836262e-01,-6.532438e-01,2.045310e-01,-5.732836e-01,-7.189242e-03,-6.462116e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,4.822693e-01,2.322174e-01,3.281740e-01,3.069198e-01
134,-1,-1,2,2,-1,-1,2,2,-2,-2,-2,-2,-2,-2,-1,-1,1,1,2,2,1,1,1,1,1,1,-1,-1,1,1,-2,-2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.917964e-01,-1.378018e-01,3.611084e-01,-7.687637e-01,-4.661688e-02,-1.324570e-01,8.399424e-01,-3.372388e-01,6.946359e-02,1.206184e-01,-4.604521e-01,-5.414813e-01,-3.780167e-01,-4.203694e-01,4.170772e-01,6.448097e-02,3.979098e-01,-4.299265e-01,6.583324e-01,-3.793982e-01,7.198522e-01,-8.937331e-02,3.949849e-01,-7.104657e-01,8.009557e-01,-3.179251e-01,-6.676123e-02,-2.511187e-01,8.194536e-01,-3.131553e-01,1.328684e-01,1.057043e-01,3.503728e-01,-7.373872e-01,1.857494e-01,-7.009319e-01,8.610897e-02,8.221481e-02,6.463321e-02,8.955317e-02,-8.030782e-03,-1.356784e-03,-2.309212e-02,1.100794e-02,-5.679273e-02,-4.832532e-02,-7.265163e-02,-3.723136e-02,-1.681071e-01,-1.466704e-01,-1.775470e-01,-1.389285e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,1.329145e-01,1.057678e-01,6.958312e-02,1.206909e-01
135,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.805036e-02,-9.226194e-02,3.580958e-01,-7.649282e-01,-6.405705e-02,-9.861603e-02,8.280657e-01,-3.424507e-01,-1.059887e-01,-9.826880e-02,-5.461979e-01,-6.355036e-01,-4.723151e-01,-4.959370e-01,3.495530e-01,1.353691e-01,4.119484e-01,-4.518046e-01,5.459560e-01,-3.495687e-01,7.383878e-01,-8.161523e-02,4.315302e-01,-7.419237e-01,8.276672e-01,-3.278908e-01,-9.478344e-02,-1.087441e-01,8.454409e-01,-3.320672e-01,-8.548107e-02,-6.860765e-02,3.678780e-01,-7.690888e-01,9.076351e-02,-6.527164e-01,-2.669017e-02,-2.215946e-02,-3.363000e-02,-3.054270e-02,-1.422336e-02,-1.227805e-02,-1.731152e-02,-1.594391e-02,-1.933376e-02,-1.597313e-02,-2.041765e-02,-2.092909e-02,-9.505476e-02,-7.281472e-02,-8.380731e-02,-9.882799e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.550480e-02,-6.852386e-02,-1.059503e-01,-9.826891e-02
136,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.805036e-02,-9.226193e-02,3.580958e-01,-7.649282e-01,-6.405705e-02,-9.861603e-02,8.280657e-01,-3.424507e-01,-1.059887e-01,-9.826880e-02,-5.461979e-01,-6.355036e-01,-4.723151e-01,-4.959370e-01,3.495530e-01,1.353691e-01,4.119484e-01,-4.518046e-01,5.459560e-01,-3.495687e-01,7.383878e-01,-8.161523e-02,4.315302e-01,-7.419237e-01,8.276672e-01,-3.278908e-01,-9.478344e-02,-1.087441e-01,8.454409e-01,-3.320672e-01,-8.548107e-02,-6.860765e-02,3.678780e-01,-7.690888e-01,9.076351e-02,-6.527164e-01,-2.669017e-02,-2.215946e-02,-3.363000e-02,-3.054270e-02,-1.422336e-02,-1.227805e-02,-1.731152e-02,-1.594391e-02,-1.933376e-02,-1.597313e-02,-2.041765e-02,-2.092909e-02,-9.505476e-02,-7.281472e-02,-8.380731e-02,-9.882799e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.550480e-02,-6.852386e-02,-1.059503e-01,-9.826891e-02
137,-2,-2,1,1,-2,-2,1,1,-1,-1,-1,-1,-1,-1,-2,-2,2,2,1,1,2,2,2,2,2,2,-2,-2,2,2,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.648807e-02,-4.099743e-02,3.322722e-01,-7.276187e-01,-6.332842e-02,-9.803569e-02,7.953696e-01,-3.476363e-01,-2.192555e-01,-2.065595e-01,-3.398866e-01,-3.841484e-01,-2.294689e-02,-4.030754e-01,3.510396e-01,1.383420e-01,5.666653e-01,-5.363593e-01,4.947665e-01,-2.937704e-01,7.907886e-01,-9.043028e-02,4.476506e-01,-8.104164e-01,8.368306e-01,-3.292505e-01,-9.573584e-02,-1.189214e-01,8.397891e-01,-3.030984e-01,-9.378762e-02,-2.178911e-01,3.490288e-01,-7.626338e-01,7.168433e-02,-6.124622e-01,-2.828779e-01,-2.436083e-01,-2.679203e-01,-3.092617e-01,-5.798203e-02,-4.828116e-02,-5.502184e-02,-6.061842e-02,-3.272632e-02,-2.780294e-02,-3.257364e-02,-3.445438e-02,-1.006372e-01,-7.797762e-02,-8.906413e-02,-1.044440e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.380798e-02,-2.178274e-01,-2.192128e-01,-2.065635e-01
138,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,2,2,-2,-2,2,2,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.720471e-02,-3.496085e-02,3.056951e-01,-6.954336e-01,-6.397443e-02,-9.932799e-02,7.868637e-01,-3.590088e-01,-8.413583e-02,-6.021098e-01,-8.655053e-04,-6.129638e-01,5.868934e-01,-5.567897e-01,3.509442e-01,1.384041e-01,7.785685e-01,-4.650482e-01,4.828328e-01,-2.991531e-01,7.906041e-01,-4.543544e-02,6.304625e-01,-8.085096e-01,8.390179e-01,-2.927496e-01,-9.912270e-02,-1.374656e-01,8.838243e-01,-2.488131e-01,2.904626e-01,-5.950199e-01,3.244577e-01,-8.025197e-01,8.639408e-02,-5.953761e-01,-4.552599e-01,-5.166835e-01,-4.339019e-01,-6.041844e-01,-9.461439e-02,-8.171758e-02,-8.200738e-02,-9.632760e-02,-4.214306e-02,-3.658193e-02,-3.992469e-02,-4.335893e-02,-1.039725e-01,-8.119213e-02,-9.182530e-02,-1.076169e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.904387e-01,-5.949662e-01,-8.409537e-02,-6.021107e-01
139,-2,-2,-1,-1,-2,-2,-1,-1,1,1,1,1,1,1,-2,-2,2,2,-1,-1,2,2,2,2,2,2,-2,-2,2,2,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.093060e-01,8.287736e-02,-6.800267e-02,-2.540510e-01,-6.218582e-02,-9.537168e-02,1.817790e-01,-1.349013e-01,-8.985136e-02,-6.301875e-01,4.872302e-02,-6.830677e-01,6.666272e-01,-5.963958e-01,3.525423e-01,1.420162e-01,8.438015e-01,-4.141815e-01,1.344793e-01,1.111135e-01,7.881295e-01,-1.881036e-02,6.840682e-01,-7.620207e-01,6.466011e-01,-3.248375e-01,-8.761911e-02,-6.109240e-02,8.955622e-01,-2.406825e-01,3.171901e-01,-6.139378e-01,2.067665e-01,-7.465399e-01,-1.243571e-01,-1.054145e-01,-4.991061e-01,-5.481150e-01,-4.741233e-01,-6.461081e-01,-9.962057e-02,-8.575668e-02,-8.491755e-02,-1.007539e-01,-4.267542e-02,-3.705476e-02,-3.999872e-02,-4.375648e-02,-1.038774e-01,-8.112217e-02,-9.156428e-02,-1.074574e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.171674e-01,-6.139434e-01,-8.981038e-02,-6.301897e-01
140,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.080365e-01,9.905327e-02,-9.242499e-02,-1.135880e-01,-6.257011e-02,-9.604563e-02,7.909961e-02,-7.163408e-02,-8.310158e-02,-6.792040e-01,1.222705e-01,-7.160682e-01,7.541308e-01,-6.002860e-01,3.518258e-01,1.408816e-01,8.733891e-01,-3.858142e-01,9.511730e-02,9.128653e-02,7.873785e-01,-4.548626e-03,7.363114e-01,-7.342118e-01,5.158603e-01,-2.680802e-01,-8.982514e-02,-8.894524e-02,8.750277e-01,-2.386042e-01,3.477581e-01,-6.379766e-01,1.049240e-01,-6.784140e-01,-8.926808e-02,-9.003690e-02,-5.531889e-01,-5.888092e-01,-5.159634e-01,-7.004721e-01,-1.067092e-01,-9.133382e-02,-8.982115e-02,-1.074881e-01,-4.403478e-02,-3.830624e-02,-4.077092e-02,-4.495467e-02,-1.041849e-01,-8.144800e-02,-9.164990e-02,-1.076842e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.477349e-01,-6.380143e-01,-8.306295e-02,-6.792039e-01
141,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.109610e-01,1.003252e-01,-9.227537e-02,-1.135483e-01,2.184133e-02,-8.622922e-02,7.925601e-02,-7.165423e-02,-8.312552e-02,-6.792021e-01,1.222590e-01,-7.160708e-01,7.541228e-01,-6.002955e-01,4.355739e-01,1.498585e-01,8.733912e-01,-3.858182e-01,9.573436e-02,9.160238e-02,7.873762e-01,-4.550400e-03,7.363115e-01,-7.342084e-01,5.160256e-01,-2.681874e-01,-8.688936e-02,-8.771842e-02,8.750761e-01,-2.385928e-01,3.477461e-01,-6.379824e-01,1.050583e-01,-6.784725e-01,-8.868685e-02,-8.974394e-02,-5.532123e-01,-5.888267e-01,-5.160023e-01,-7.005001e-01,-1.067295e-01,-9.135046e-02,-8.985285e-02,-1.075133e-01,-4.405222e-02,-3.832117e-02,-4.079530e-02,-4.497522e-02,-1.041986e-01,-8.146020e-02,-9.166714e-02,-1.076995e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.477373e-01,-6.380083e-01,-8.306347e-02,-6.791839e-01
142,-1,-1,-2,-2,-1,-1,-2,-2,2,2,2,2,2,2,-1,-1,1,1,-2,-2,1,1,1,1,1,1,-1,-1,1,1,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.245499e-01,1.310807e-01,-9.407460e-02,-1.240626e-01,4.790232e-02,-1.616105e-01,8.364899e-02,-4.228348e-02,-2.252858e-02,-6.923071e-01,1.702922e-01,-6.886789e-01,7.901539e-01,-5.418927e-01,5.176794e-01,9.564933e-02,8.445242e-01,-3.243152e-01,7.680819e-02,9.201215e-02,7.775972e-01,-1.815593e-02,7.151289e-01,-6.629958e-01,4.895555e-01,-2.138140e-01,-8.215341e-02,-1.302303e-01,8.697722e-01,-2.151167e-01,4.286005e-01,-6.299067e-01,9.276698e-02,-6.321094e-01,-6.141304e-02,-8.865296e-02,-1.250591e-01,-4.195648e-01,-2.573542e-01,-4.074903e-01,-8.468700e-02,-1.692405e-01,-1.323063e-01,-1.649636e-01,-9.999904e-02,-1.273733e-01,-1.221731e-01,-1.182253e-01,-1.704968e-01,-1.825586e-01,-1.926163e-01,-1.727905e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,4.286693e-01,-6.299013e-01,-2.236777e-02,-6.922131e-01
