#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0047a,CK_0047b,CK_0048a,CK_0048b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0047a,Vout_0047b,Vout_0048a,Vout_0048b,driver_0005a,driver_0005b,driver_0008a,driver_0008b,driver_0012a,driver_0012b,driver_0022a,driver_0022b,driver_0034a,driver_0034b,driver_0039a,driver_0039b,Out_0038a,Out_0038b,Out_0011a,Out_0011b
801,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.446920e-01,8.287622e-01,-4.654934e-01,-3.388550e-01,7.775714e-02,5.569786e-02,-7.638552e-01,3.546774e-01,-3.445622e-01,8.287687e-01,-3.467415e-01,8.276782e-01,-6.509967e-01,8.286467e-02,-4.176217e-01,-1.375797e-01,-7.639123e-01,3.544967e-01,-7.638665e-01,3.548454e-01,4.338136e-01,2.961025e-01,-3.450634e-01,8.289929e-01,-3.573506e-01,8.326611e-01,-4.956922e-01,3.485732e-01,-2.812235e-02,-2.222939e-01,-3.444236e-01,8.287124e-01,4.138614e-01,1.028236e-01,-1.836720e-02,1.612891e-03,-4.602042e-01,-1.449580e-01,6.391680e-03,1.392816e-01,4.050853e-03,1.572627e-02,-9.116155e-02,-5.882193e-02,-1.125621e-01,7.320016e-01,-8.599565e-03,8.790009e-02,-7.605226e-01,3.551290e-01,-7.637211e-01,3.543753e-01,2.354264e-02,1.095980e-01,-7.637332e-01,3.550485e-01,1.237793e-02,1.504559e-01,2.091994e-02,9.402349e-03,-3.509766e-01,5.451510e-01,-8.722015e-03,-2.413710e-02,-9.430279e-02,7.431713e-02,-1.113004e-01,-9.653926e-02,8.749388e-02,9.006957e-02,-9.307046e-02,-9.133101e-02,9.018297e-02,8.813769e-02,-8.976184e-02,-8.699944e-02,8.107087e-02,6.003037e-02,-7.972854e-02,-5.950626e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,-3.512908e-01,5.448645e-01,-6.510694e-01,8.287548e-02
802,2,2,-1,-1,-1,-1,2,2,1,1,2,2,2,2,-1,-1,2,2,1,1,-1,-1,2,2,1,1,1,1,-1,-1,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,-2,-2,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.425624e-01,8.276343e-01,-3.569401e-01,3.323828e-02,1.123887e-01,5.501141e-02,-7.656339e-01,3.550085e-01,-3.410572e-01,8.060518e-01,-3.437200e-01,8.404964e-01,-6.997425e-01,1.791208e-01,-4.996766e-01,-5.681051e-02,-7.638829e-01,3.549917e-01,-7.267020e-01,3.353262e-01,3.056103e-01,-1.079394e-03,-3.445965e-01,8.284417e-01,-3.524493e-01,8.145983e-01,-4.360846e-01,2.944515e-01,1.904557e-01,-1.660968e-01,-3.395509e-01,8.087794e-01,3.322483e-01,-1.483879e-01,1.250191e-01,1.816003e-01,-3.924186e-01,1.205001e-01,-2.118927e-01,9.967042e-02,6.931688e-02,1.199811e-01,-1.201295e-01,-5.351494e-02,-1.519207e-01,7.212031e-01,-2.122649e-02,1.567448e-01,-7.084748e-01,3.128391e-01,-7.642329e-01,3.567911e-01,-1.827029e-01,1.513265e-02,-7.143391e-01,3.109058e-01,1.749899e-01,2.006608e-01,-1.242078e-01,-1.858549e-01,-3.804028e-01,6.588830e-01,-9.594088e-02,-7.679258e-02,-1.343158e-01,1.810498e-01,-2.519005e-01,-7.079527e-02,1.128500e-01,1.197196e-01,-1.132988e-01,-1.048495e-01,1.182704e-01,1.172066e-01,-1.061137e-01,-1.056615e-01,1.120991e-01,1.020923e-01,-1.000503e-01,-1.007275e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,-3.808012e-01,6.584854e-01,-6.999333e-01,1.790499e-01
803,2,2,0,0,0,0,2,2,0,0,2,2,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.458449e-01,8.287946e-01,-5.221033e-01,5.649357e-01,-9.448364e-02,2.255056e-01,-7.662632e-01,3.556797e-01,-3.485205e-01,7.938831e-01,-3.429504e-01,8.298762e-01,-7.472929e-01,3.143746e-01,-7.872384e-01,2.853171e-01,-7.635850e-01,3.558282e-01,-6.921853e-01,3.187972e-01,5.640120e-01,-5.930057e-01,-3.434648e-01,8.287139e-01,-3.580781e-01,8.081546e-01,-4.367695e-01,2.730553e-01,8.318482e-01,-3.624373e-01,-3.415412e-01,8.004960e-01,8.045255e-01,-5.700242e-01,2.115901e-01,2.792300e-01,-7.134512e-01,4.161237e-01,-6.590362e-01,2.423016e-01,4.234010e-01,-3.071159e-01,-5.802185e-01,2.216229e-01,-2.112810e-01,7.695040e-01,-1.293754e-01,5.397827e-01,-6.708210e-01,2.815516e-01,-7.643271e-01,3.579900e-01,-4.139180e-01,-2.159144e-02,-6.662809e-01,2.764692e-01,4.324794e-01,2.710996e-01,-3.722466e-01,-3.153108e-01,-3.443552e-01,8.449225e-01,-3.949238e-01,2.963020e-01,-3.464868e-01,8.024917e-01,-6.741688e-01,2.792320e-01,-3.455583e-01,8.052451e-01,-6.676871e-01,2.736822e-01,-3.566676e-01,7.896173e-01,-6.845155e-01,2.984998e-01,-3.193393e-01,4.691189e-01,-6.087789e-01,1.122085e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,-3.448311e-01,8.444213e-01,-7.476463e-01,3.141917e-01
804,2,2,1,1,1,1,2,2,-1,-1,2,2,2,2,1,1,2,2,-1,-1,1,1,2,2,-1,-1,-1,-1,1,1,-1,-1,1,1,-2,-2,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.401281e-01,7.491254e-01,-5.633951e-01,6.766978e-01,-2.515435e-01,3.322060e-01,-5.978596e-01,3.741259e-01,1.066258e-01,2.689297e-01,-3.441210e-01,8.295063e-01,-7.547754e-01,3.317467e-01,-8.587672e-01,3.030140e-01,-7.704856e-01,3.539295e-01,-1.676723e-01,1.415836e-01,5.277167e-01,-6.624204e-01,-3.525546e-01,8.309156e-01,1.185020e-01,1.208291e-01,-6.222048e-02,-1.114061e-01,7.981314e-01,-2.626576e-01,1.211100e-01,1.244678e-01,8.200255e-01,-5.349008e-01,2.464481e-01,3.288825e-01,-7.758355e-01,4.464943e-01,-6.767632e-01,2.107013e-01,4.274555e-01,-2.997288e-01,-6.477731e-01,2.051937e-01,3.461421e-02,1.226599e-01,-2.389954e-01,7.496538e-01,-1.054585e-01,-1.053879e-01,-7.636884e-01,3.564046e-01,-4.946749e-01,-2.415409e-01,-1.093895e-01,-8.272539e-02,4.793058e-01,2.080389e-01,-4.358848e-01,-3.737693e-01,-3.451098e-01,8.350545e-01,-3.894144e-01,3.065565e-01,-3.435327e-01,8.110974e-01,-7.164528e-01,3.116055e-01,-3.413041e-01,8.125257e-01,-7.140451e-01,3.089618e-01,-3.509274e-01,7.922723e-01,-7.250116e-01,3.267189e-01,-3.033713e-01,4.687774e-01,-6.193767e-01,9.389925e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,-3.453530e-01,8.348396e-01,-7.549111e-01,3.316235e-01
805,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.349876e-02,7.290982e-01,-5.376255e-01,7.452855e-01,-2.061315e-01,3.032503e-01,-5.219722e-01,3.615473e-01,1.086957e-01,1.602538e-01,-3.442950e-01,8.287573e-01,-7.638604e-01,3.549855e-01,-8.939468e-01,3.572754e-01,-7.653544e-01,3.547253e-01,-6.651433e-02,1.082536e-01,5.036761e-01,-7.294858e-01,-3.549069e-01,8.319728e-01,9.109611e-02,9.570628e-02,1.246973e-02,-7.234057e-02,7.618454e-01,-1.950246e-01,9.769164e-02,1.006129e-01,8.521840e-01,-5.344260e-01,2.735520e-01,3.839839e-01,-8.105444e-01,4.714998e-01,-6.758387e-01,1.467694e-01,4.076258e-01,-2.702974e-01,-6.645257e-01,1.786798e-01,-3.199372e-02,7.012424e-02,-2.353072e-01,7.272348e-01,-8.764012e-02,-8.903296e-02,-7.635426e-01,3.552051e-01,-5.618373e-01,-3.229635e-01,-8.724392e-02,-8.267851e-02,5.308479e-01,2.744444e-01,-4.244947e-01,-4.259780e-01,-3.444663e-01,8.287821e-01,-3.633888e-01,2.893334e-01,-3.447009e-01,8.288014e-01,-7.638672e-01,3.549023e-01,-3.452609e-01,8.296032e-01,-7.638379e-01,3.546285e-01,-3.492518e-01,8.106904e-01,-7.655346e-01,3.601924e-01,-3.072131e-01,4.862199e-01,-6.416999e-01,8.670412e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,-3.446174e-01,8.286524e-01,-7.640185e-01,3.548422e-01
806,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.349861e-02,7.290981e-01,-5.376260e-01,7.452863e-01,-2.061310e-01,3.032497e-01,-5.219718e-01,3.615470e-01,1.086957e-01,1.602537e-01,-3.442950e-01,8.287573e-01,-7.638604e-01,3.549855e-01,-8.939468e-01,3.572754e-01,-7.653542e-01,3.547253e-01,-6.651436e-02,1.082534e-01,5.036766e-01,-7.294867e-01,-3.549070e-01,8.319729e-01,9.109611e-02,9.570627e-02,1.246975e-02,-7.234057e-02,7.618460e-01,-1.950245e-01,9.769164e-02,1.006129e-01,8.521838e-01,-5.344260e-01,2.735523e-01,3.839836e-01,-8.105444e-01,4.714999e-01,-6.758398e-01,1.467697e-01,4.076270e-01,-2.702984e-01,-6.645256e-01,1.786798e-01,-3.199369e-02,7.012425e-02,-2.353072e-01,7.272345e-01,-8.764012e-02,-8.903296e-02,-7.635426e-01,3.552051e-01,-5.618372e-01,-3.229634e-01,-8.724392e-02,-8.267852e-02,5.308478e-01,2.744444e-01,-4.244948e-01,-4.259776e-01,-3.444663e-01,8.287821e-01,-3.633903e-01,2.893349e-01,-3.447009e-01,8.288014e-01,-7.638672e-01,3.549023e-01,-3.452609e-01,8.296031e-01,-7.638380e-01,3.546285e-01,-3.492517e-01,8.106916e-01,-7.655346e-01,3.601923e-01,-3.072158e-01,4.862222e-01,-6.417013e-01,8.670562e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,-3.446174e-01,8.286524e-01,-7.640185e-01,3.548422e-01
807,1,1,2,2,2,2,1,1,-2,-2,1,1,1,1,2,2,1,1,-2,-2,2,2,1,1,-2,-2,-2,-2,2,2,-2,-2,2,2,-1,-1,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-7.330475e-02,6.786557e-01,-4.897135e-01,7.630440e-01,-3.986157e-01,6.148062e-01,-4.575288e-01,2.953580e-01,1.086467e-01,1.579089e-01,-3.424655e-01,8.096091e-01,-7.264402e-01,3.351538e-01,-8.868572e-01,3.449469e-01,-7.056504e-01,3.143055e-01,-7.212587e-02,6.950641e-02,4.437345e-01,-7.372734e-01,-3.410939e-01,8.096530e-01,9.553508e-02,9.673392e-02,-6.514072e-02,-8.657135e-02,7.602157e-01,-3.212777e-01,9.781041e-02,1.004774e-01,8.331342e-01,-5.896928e-01,3.652012e-02,6.137060e-02,-8.242877e-01,5.258750e-01,-6.934982e-01,2.752018e-01,3.063558e-01,-3.623909e-01,-6.964449e-01,1.840348e-01,6.435162e-02,8.964511e-02,-2.286698e-01,8.031502e-01,-8.982441e-02,-8.925816e-02,-7.160195e-01,3.098590e-01,-3.185285e-01,-3.048019e-02,-8.764173e-02,-8.427069e-02,2.600079e-01,8.090076e-03,-4.401541e-01,1.296470e-02,-3.415147e-01,8.060521e-01,-2.931743e-01,3.860163e-01,-3.431264e-01,8.276543e-01,-7.657001e-01,3.549098e-01,-3.453743e-01,8.296704e-01,-7.638410e-01,3.546608e-01,-3.492041e-01,8.106955e-01,-7.655222e-01,3.602214e-01,-3.072074e-01,4.862383e-01,-6.417041e-01,8.672836e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,-3.416673e-01,8.059205e-01,-7.266282e-01,3.349865e-01
808,0,0,2,2,2,2,0,0,-2,-2,0,0,0,0,2,2,0,0,-2,-2,2,2,0,0,-2,-2,-2,-2,2,2,-2,-2,2,2,0,0,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.255721e-03,5.537822e-01,-4.654362e-01,8.607791e-01,-3.812189e-01,7.703953e-01,-4.122907e-01,2.855078e-01,1.001406e-01,1.048239e-01,-3.565419e-01,8.055544e-01,-6.885773e-01,3.192951e-01,-8.854010e-01,3.443271e-01,-6.571626e-01,2.911592e-01,-7.011821e-02,8.756077e-02,2.572845e-01,-6.435357e-01,-2.679151e-01,7.866439e-01,8.600418e-02,9.059358e-02,-1.688835e-01,-9.582977e-02,1.504208e-01,-9.981376e-02,9.353215e-02,9.645372e-02,6.975229e-01,-5.825910e-01,-6.294659e-01,6.269738e-01,-7.827181e-01,6.894168e-01,-8.681412e-01,5.831975e-01,-2.568241e-01,6.813949e-02,-7.680425e-01,3.656845e-01,-6.553313e-02,7.264288e-02,-2.310039e-01,7.949885e-01,-9.276068e-02,-9.104233e-02,-6.778382e-01,2.684980e-01,-7.275521e-01,4.471709e-01,-8.893678e-02,-8.496102e-02,-4.367640e-01,3.348455e-01,-7.100571e-01,6.480987e-01,-3.475290e-01,7.932212e-01,-3.693274e-01,6.958904e-01,-3.473400e-01,8.288719e-01,-7.670425e-01,3.548088e-01,-3.450607e-01,8.296651e-01,-7.636277e-01,3.548606e-01,-3.491055e-01,8.106957e-01,-7.655308e-01,3.602787e-01,-3.071859e-01,4.862491e-01,-6.417066e-01,8.675395e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,-3.475023e-01,7.932347e-01,-6.886469e-01,3.192265e-01
809,-1,-1,2,2,2,2,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-1,-1,-2,-2,2,2,-1,-1,-2,-2,-2,-2,2,2,-2,-2,2,2,1,1,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-1,-1,1,1,-2,-2,1,1,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.299034e-01,1.160190e-01,-4.494621e-01,8.626970e-01,-3.798413e-01,7.942155e-01,-1.283299e-01,-1.000663e-01,9.350641e-02,7.670363e-02,1.203543e-01,1.237824e-01,-1.680103e-01,1.414178e-01,-8.854610e-01,3.453241e-01,-1.077578e-01,-1.046781e-01,-8.892887e-02,-6.261257e-02,2.353358e-01,-6.279230e-01,1.196939e-01,1.199008e-01,8.609982e-02,8.963014e-02,-1.705543e-01,-9.546776e-02,-9.394218e-03,-8.923802e-02,9.154720e-02,9.287766e-02,6.513200e-01,-6.025176e-01,-7.353808e-01,7.180123e-01,-7.758428e-01,6.990724e-01,-8.459493e-01,6.134344e-01,-3.343553e-01,1.715995e-01,-7.652344e-01,3.563681e-01,-4.858955e-02,7.562707e-02,-2.311943e-01,7.945523e-01,-9.262572e-02,-9.181694e-02,-1.096454e-01,-8.276592e-02,-7.605777e-01,5.057965e-01,-9.120989e-02,-9.063408e-02,-5.919788e-01,3.491268e-01,-7.416065e-01,7.934157e-01,1.059837e-01,2.685998e-01,-3.384987e-01,7.580146e-01,-1.408825e-01,7.490937e-01,-5.981344e-01,3.737727e-01,-3.538283e-01,8.318188e-01,-7.705570e-01,3.532946e-01,-3.496345e-01,8.106888e-01,-7.651368e-01,3.602124e-01,-3.072761e-01,4.861151e-01,-6.417144e-01,8.662213e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,1.059875e-01,2.685937e-01,-1.681088e-01,1.413252e-01
810,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.335976e-02,9.377265e-02,-4.464181e-01,8.647926e-01,-3.739305e-01,8.252129e-01,-9.035405e-02,-9.004404e-02,9.242046e-02,9.294445e-02,9.655218e-02,9.955613e-02,-6.653095e-02,1.083163e-01,-8.852949e-01,3.465218e-01,-8.955166e-02,-8.866593e-02,-9.081039e-02,-9.058681e-02,2.097598e-01,-6.197076e-01,9.429539e-02,9.510310e-02,8.244552e-02,8.785498e-02,-1.626014e-01,-9.422593e-02,-5.605232e-02,-1.079202e-01,9.032274e-02,9.163839e-02,6.357681e-01,-6.160088e-01,-8.139605e-01,7.416943e-01,-7.695530e-01,7.103966e-01,-8.210468e-01,6.944099e-01,-4.006536e-01,2.074226e-01,-7.675580e-01,3.644739e-01,-1.204989e-01,6.469568e-02,-2.309364e-01,7.930142e-01,-9.269200e-02,-9.204953e-02,-8.687204e-02,-8.254291e-02,-8.392739e-01,5.810500e-01,-9.148236e-02,-9.108631e-02,-6.477619e-01,3.760063e-01,-7.453604e-01,8.655776e-01,1.078231e-01,1.598828e-01,-3.332901e-01,7.721340e-01,-9.453785e-02,7.292104e-01,-5.224700e-01,3.615016e-01,-3.560692e-01,8.327848e-01,-7.655054e-01,3.541906e-01,-3.493214e-01,8.106677e-01,-7.652696e-01,3.603377e-01,-3.072642e-01,4.861864e-01,-6.417400e-01,8.669993e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,1.078292e-01,1.598773e-01,-6.663450e-02,1.082188e-01
811,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.335976e-02,9.377265e-02,-4.464181e-01,8.647926e-01,-3.739305e-01,8.252128e-01,-9.035405e-02,-9.004404e-02,9.242046e-02,9.294445e-02,9.655218e-02,9.955613e-02,-6.653095e-02,1.083163e-01,-8.852949e-01,3.465218e-01,-8.955166e-02,-8.866593e-02,-9.081039e-02,-9.058681e-02,2.097595e-01,-6.197072e-01,9.429539e-02,9.510310e-02,8.244552e-02,8.785498e-02,-1.626014e-01,-9.422593e-02,-5.605347e-02,-1.079195e-01,9.032274e-02,9.163839e-02,6.357678e-01,-6.160086e-01,-8.139606e-01,7.416946e-01,-7.695530e-01,7.103967e-01,-8.210468e-01,6.944099e-01,-4.006544e-01,2.074238e-01,-7.675580e-01,3.644738e-01,-1.204989e-01,6.469568e-02,-2.309364e-01,7.930142e-01,-9.269201e-02,-9.204953e-02,-8.687204e-02,-8.254291e-02,-8.392740e-01,5.810501e-01,-9.148236e-02,-9.108631e-02,-6.477623e-01,3.760066e-01,-7.453604e-01,8.655775e-01,1.078231e-01,1.598828e-01,-3.332901e-01,7.721340e-01,-9.453785e-02,7.292104e-01,-5.224700e-01,3.615016e-01,-3.560692e-01,8.327848e-01,-7.655054e-01,3.541906e-01,-3.493214e-01,8.106677e-01,-7.652696e-01,3.603377e-01,-3.072642e-01,4.861864e-01,-6.417400e-01,8.669992e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,1.078292e-01,1.598773e-01,-6.663450e-02,1.082188e-01
812,-2,-2,1,1,1,1,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-2,-2,-1,-1,1,1,-2,-2,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-2,-2,2,2,-1,-1,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.702735e-02,9.435522e-02,-4.736938e-01,8.152378e-01,-3.711072e-01,8.156660e-01,-6.161867e-02,-8.723760e-02,1.155362e-01,1.299663e-01,9.669918e-02,9.958792e-02,-7.223740e-02,6.929513e-02,-8.480863e-01,2.924000e-01,-8.857023e-02,-8.836545e-02,-9.947526e-02,-1.273900e-01,2.251047e-01,-5.468435e-01,9.492587e-02,9.545118e-02,1.101120e-01,1.189746e-01,-2.829272e-01,-6.615452e-02,-3.325220e-02,-2.354779e-01,1.185261e-01,1.190036e-01,6.269866e-01,-6.052322e-01,-8.457442e-01,7.016445e-01,-7.285474e-01,6.694884e-01,-7.512447e-01,7.177577e-01,-4.106145e-01,1.911820e-01,-7.245022e-01,3.326252e-01,-1.495607e-01,1.793384e-01,-2.319275e-01,7.930489e-01,-1.117379e-01,-1.041258e-01,-8.726229e-02,-8.421199e-02,-8.150246e-01,6.534128e-01,-1.057580e-01,-1.070303e-01,-6.896401e-01,3.530837e-01,-7.071933e-01,8.890554e-01,1.079349e-01,1.576058e-01,-3.153911e-01,7.623327e-01,-7.409212e-02,6.785377e-01,-4.578327e-01,2.950901e-01,-3.417080e-01,8.121104e-01,-7.043351e-01,3.107809e-01,-3.515378e-01,7.923881e-01,-7.259176e-01,3.264752e-01,-3.035067e-01,4.687723e-01,-6.193162e-01,9.387555e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,1.077265e-01,1.574018e-01,-7.244066e-02,6.911582e-02
