#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,driver_0013a,driver_0013b,driver_0032a,driver_0032b,Out_0014a,Out_0014b,Out_0009a,Out_0009b
51,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.726439e-02,-3.213768e-02,-3.495689e-01,8.304091e-01,-8.816062e-01,3.452230e-01,-9.260320e-02,5.775513e-02,-3.457569e-01,8.291180e-01,-5.542987e-02,-8.839322e-02,-6.649529e-01,-4.486934e-01,-7.638734e-01,3.540674e-01,5.561234e-02,2.892112e-02,-1.069869e-01,-1.101577e-01,-5.661300e-01,-5.300451e-01,-3.489545e-01,8.222800e-01,-3.405310e-01,5.273654e-01,-1.035449e-01,-7.933609e-02,-7.638164e-01,3.547091e-01,-6.454010e-01,6.852360e-02,-3.443579e-01,8.287428e-01,-7.638385e-01,3.544944e-01,-2.263892e-01,7.843350e-01,-9.179068e-02,-7.345367e-02,-1.128841e-01,-1.120566e-01,-3.441222e-01,8.287241e-01,-7.639241e-01,3.532071e-01,-1.375675e-02,-3.443319e-02,-7.635135e-01,3.547720e-01,-7.627616e-01,3.535786e-01,-3.449676e-01,8.287278e-01,-7.641594e-01,3.526846e-01,-3.445876e-01,8.287364e-01,-1.138438e-01,-1.060087e-01,-6.327881e-01,3.603028e-01,-7.061869e-01,6.267415e-02,-6.000856e-01,7.472741e-01,-8.106356e-01,4.145914e-01,-3.846662e-01,8.699810e-01,-7.203094e-01,6.238682e-01,1.531957e-03,7.957569e-01,-2.659474e-01,7.124048e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-5.665535e-01,-5.302098e-01,-6.653752e-01,-4.488557e-01
52,-1,-1,1,1,1,1,-1,-1,2,2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-1,-1,1,1,2,2,1,1,1,1,1,1,-2,-2,-1,-1,1,1,2,2,-1,-1,1,1,1,1,2,2,2,2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.489372e-02,3.289040e-02,-3.506823e-01,8.138328e-01,-8.465417e-01,2.916841e-01,-1.416418e-01,1.713592e-01,-3.453472e-01,8.283971e-01,1.607372e-01,1.210675e-01,-5.721349e-01,-3.675123e-01,-7.656521e-01,3.543659e-01,9.419618e-02,8.425991e-02,-1.236810e-01,-1.220744e-01,-4.924142e-01,-4.384289e-01,-3.452190e-01,8.405804e-01,-3.842578e-01,6.564161e-01,-1.299431e-01,-1.289489e-01,-7.151997e-01,3.099141e-01,-7.000145e-01,1.743828e-01,-3.418577e-01,8.095085e-01,-7.264277e-01,3.349090e-01,-2.295468e-01,7.844526e-01,1.060865e-01,8.284217e-02,-1.339273e-01,-1.376701e-01,-3.392742e-01,8.096062e-01,-7.639389e-01,3.538815e-01,4.616937e-02,3.503219e-02,-7.144338e-01,3.126332e-01,-7.113442e-01,3.107616e-01,-3.430788e-01,8.276077e-01,-7.643338e-01,3.546011e-01,-3.413411e-01,8.059958e-01,-2.544006e-01,-7.838058e-02,-6.035941e-01,3.380013e-01,-6.752307e-01,7.244590e-02,-5.539897e-01,6.948329e-01,-7.539756e-01,3.581178e-01,-3.505959e-01,8.325816e-01,-6.156056e-01,5.538993e-01,-2.112089e-02,7.853950e-01,-2.498945e-01,6.495407e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-4.928419e-01,-4.385976e-01,-5.725585e-01,-3.676757e-01
53,0,0,0,0,0,0,0,0,2,2,-2,-2,-2,-2,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.276021e-01,4.318847e-01,-3.559032e-01,8.063303e-01,-8.113792e-01,2.474280e-01,-3.485263e-01,8.127116e-01,-3.443341e-01,8.286559e-01,3.576819e-01,4.500263e-01,-4.812287e-01,-2.699271e-01,-7.664242e-01,3.547920e-01,-3.809642e-01,7.887344e-01,-6.797852e-01,2.522109e-01,-3.622582e-01,-3.447327e-01,-3.444453e-01,8.297826e-01,-3.473763e-01,8.438913e-01,-6.281449e-01,8.886003e-02,-6.694373e-01,2.731416e-01,-7.480900e-01,3.123748e-01,-3.471020e-01,8.023494e-01,-6.909008e-01,3.183833e-01,-2.316583e-01,7.870196e-01,2.696518e-01,3.415612e-01,-6.739504e-01,2.603293e-01,-3.420625e-01,8.013349e-01,-7.636514e-01,3.546471e-01,-4.416088e-01,7.195468e-01,-6.693031e-01,2.819404e-01,-6.653895e-01,2.794088e-01,-3.466738e-01,8.287801e-01,-7.644310e-01,3.559453e-01,-3.484909e-01,7.936421e-01,-6.690417e-01,2.612404e-01,-4.769741e-01,2.636411e-01,-6.355992e-01,1.063053e-01,-4.418218e-01,5.573695e-01,-6.605488e-01,3.347547e-01,-3.607192e-01,7.782836e-01,-5.770651e-01,5.007081e-01,-5.693649e-02,7.844065e-01,-1.868127e-01,5.736554e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-3.627023e-01,-3.449133e-01,-4.816630e-01,-2.701027e-01
54,1,1,-1,-1,-1,-1,1,1,2,2,-2,-2,-2,-2,2,2,1,1,1,1,-2,-2,2,2,2,2,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-2,-2,1,1,-1,-1,2,2,1,1,-1,-1,-1,-1,2,2,2,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.021006e-01,4.512185e-01,1.161969e-01,1.201925e-01,-4.935715e-01,-6.393158e-02,-3.469630e-01,8.151044e-01,-3.532061e-01,8.308694e-01,4.462952e-01,5.469939e-01,-1.383972e-01,-1.112759e-01,-5.981235e-01,3.735935e-01,-3.598461e-01,8.097156e-01,-7.150677e-01,2.902794e-01,-7.633354e-02,-1.262027e-01,-3.451001e-01,8.294543e-01,-3.469188e-01,8.352668e-01,-6.428529e-01,6.630530e-02,-1.096728e-01,-8.279691e-02,-7.548918e-01,3.295970e-01,1.205602e-01,1.239569e-01,-1.680800e-01,1.413725e-01,-1.588135e-02,1.554024e-01,3.629692e-01,4.051706e-01,-7.263715e-01,2.905081e-01,1.198903e-01,1.202388e-01,-7.705667e-01,3.531634e-01,-4.323483e-01,7.773329e-01,-1.072434e-01,-1.049881e-01,-1.192223e-01,-1.050450e-01,-1.406134e-01,7.490447e-01,-7.637766e-01,3.552091e-01,1.061291e-01,2.686848e-01,-7.154524e-01,3.040492e-01,-6.931459e-02,-7.683612e-02,-7.758596e-02,-8.170039e-02,-1.786298e-03,-1.077612e-02,-7.517045e-03,-1.300144e-02,5.336409e-02,4.864113e-02,4.788018e-02,4.239407e-02,1.808311e-01,1.896057e-01,1.862113e-01,1.674948e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.669397e-02,-1.263183e-01,-1.387784e-01,-1.114059e-01
55,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.530449e-01,4.342332e-01,9.197392e-02,9.231569e-02,-4.170021e-01,-1.445626e-01,-3.475903e-01,8.299980e-01,-3.555236e-01,8.319073e-01,5.231514e-01,6.246976e-01,8.199737e-02,6.427238e-02,-5.227784e-01,3.613752e-01,-3.571841e-01,8.376700e-01,-7.623456e-01,3.366589e-01,1.012817e-01,9.488771e-02,-3.451089e-01,8.287161e-01,-3.457864e-01,8.287905e-01,-6.436989e-01,4.818452e-02,-8.796209e-02,-8.326043e-02,-7.639603e-01,3.533844e-01,9.618253e-02,9.935672e-02,-6.702465e-02,1.081051e-01,-1.946785e-03,9.344325e-02,4.552562e-01,4.615594e-01,-7.798261e-01,3.350385e-01,9.329733e-02,9.448138e-02,-7.655848e-01,3.540250e-01,-4.245447e-01,7.894567e-01,-9.280777e-02,-9.046043e-02,-1.067390e-01,-9.673126e-02,-9.452119e-02,7.291895e-01,-7.636132e-01,3.542706e-01,1.077454e-01,1.598714e-01,-7.639189e-01,3.510631e-01,3.242145e-02,2.985734e-02,2.597184e-02,2.084258e-02,1.685374e-02,1.606128e-02,1.429569e-02,1.167512e-02,2.017706e-02,2.133925e-02,1.971056e-02,1.563829e-02,8.452251e-02,1.004429e-01,9.663888e-02,7.343942e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,1.009309e-01,9.477874e-02,8.162128e-02,6.414632e-02
56,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.530442e-01,4.342325e-01,9.197392e-02,9.231569e-02,-4.170021e-01,-1.445626e-01,-3.475903e-01,8.299980e-01,-3.555235e-01,8.319073e-01,5.231514e-01,6.246977e-01,8.199736e-02,6.427236e-02,-5.227787e-01,3.613755e-01,-3.571841e-01,8.376700e-01,-7.623455e-01,3.366588e-01,1.012817e-01,9.488771e-02,-3.451089e-01,8.287161e-01,-3.457864e-01,8.287905e-01,-6.436985e-01,4.818412e-02,-8.796209e-02,-8.326042e-02,-7.639603e-01,3.533844e-01,9.618254e-02,9.935673e-02,-6.702463e-02,1.081053e-01,-1.946785e-03,9.344325e-02,4.552563e-01,4.615591e-01,-7.798261e-01,3.350385e-01,9.329733e-02,9.448138e-02,-7.655849e-01,3.540250e-01,-4.245447e-01,7.894564e-01,-9.280777e-02,-9.046043e-02,-1.067390e-01,-9.673126e-02,-9.452132e-02,7.291896e-01,-7.636132e-01,3.542706e-01,1.077454e-01,1.598715e-01,-7.639189e-01,3.510631e-01,3.242145e-02,2.985734e-02,2.597183e-02,2.084257e-02,1.685374e-02,1.606128e-02,1.429569e-02,1.167511e-02,2.017706e-02,2.133925e-02,1.971056e-02,1.563829e-02,8.452251e-02,1.004429e-01,9.663888e-02,7.343942e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,1.009309e-01,9.477874e-02,8.162128e-02,6.414630e-02
57,2,2,-2,-2,-2,-2,2,2,1,1,-1,-1,-1,-1,1,1,2,2,2,2,-1,-1,1,1,1,1,2,2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-1,-1,2,2,-2,-2,1,1,2,2,-2,-2,-2,-2,1,1,1,1,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.373002e-01,4.132015e-01,9.186424e-02,9.217737e-02,-4.170966e-01,-1.446806e-01,-3.482700e-01,8.293832e-01,-3.421754e-01,8.098538e-01,3.073313e-01,3.831781e-01,1.754549e-01,1.779880e-01,-4.581193e-01,2.943598e-01,-3.641704e-01,8.452894e-01,-7.614757e-01,3.301035e-01,2.230397e-01,2.214010e-01,-3.437707e-01,8.099671e-01,-3.439491e-01,8.062815e-01,-6.631419e-01,3.037210e-02,-8.894818e-02,-8.538253e-02,-7.265283e-01,3.326537e-01,9.587974e-02,9.901937e-02,-7.310436e-02,6.865050e-02,-2.022299e-03,9.335412e-02,1.083443e-01,3.046166e-01,-7.865620e-01,3.200985e-01,9.311890e-02,9.424713e-02,-7.056981e-01,3.131305e-01,-4.686283e-01,8.019061e-01,-9.313708e-02,-9.099831e-02,-1.068969e-01,-9.695153e-02,-7.441335e-02,6.787607e-01,-7.159304e-01,3.082080e-01,1.075565e-01,1.574908e-01,-7.656604e-01,3.501953e-01,2.296317e-01,2.737794e-01,2.625905e-01,2.074904e-01,4.809669e-02,5.342707e-02,5.106365e-02,4.157335e-02,2.996766e-02,3.226340e-02,3.051817e-02,2.513233e-02,8.861819e-02,1.048301e-01,1.009953e-01,7.745316e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,2.227251e-01,2.213165e-01,1.751083e-01,1.778797e-01
58,2,2,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,2,2,-2,-2,0,0,2,2,-2,-2,-2,-2,0,0,0,0,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.295180e-01,3.898393e-01,9.186888e-02,9.216825e-02,-4.170951e-01,-1.446828e-01,-3.514843e-01,8.318899e-01,-2.682266e-01,7.865420e-01,1.181336e-01,5.438693e-01,-1.588869e-01,4.982388e-01,-4.123124e-01,2.849345e-01,-3.664117e-01,8.574708e-01,-7.565583e-01,3.124809e-01,1.954490e-01,4.974279e-01,-3.574254e-01,8.060284e-01,-3.493647e-01,7.934653e-01,-7.076248e-01,-4.785694e-03,-8.901940e-02,-8.515639e-02,-6.885960e-01,3.172987e-01,9.544020e-02,9.749411e-02,-7.039451e-02,8.726548e-02,-2.011037e-03,9.336384e-02,-4.423436e-01,4.911139e-01,-8.013896e-01,2.742488e-01,9.307387e-02,9.410432e-02,-6.568961e-01,2.905306e-01,-5.823626e-01,7.839576e-01,-9.317898e-02,-9.106841e-02,-1.069060e-01,-9.697288e-02,-6.153344e-03,5.531500e-01,-6.778228e-01,2.670928e-01,1.006522e-01,1.049214e-01,-7.666426e-01,3.507153e-01,4.292948e-01,5.370919e-01,4.145861e-01,4.359600e-01,7.756882e-02,8.816694e-02,8.457791e-02,7.080330e-02,3.803148e-02,4.139638e-02,3.966597e-02,3.332044e-02,9.168635e-02,1.081850e-01,1.043749e-01,8.059922e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,1.951726e-01,4.973753e-01,-1.592114e-01,4.981424e-01
59,2,2,-2,-2,-2,-2,2,2,-1,-1,1,1,1,1,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,1,1,2,2,-2,-2,-1,-1,2,2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.882465e-01,3.536144e-01,9.147505e-02,9.159983e-02,-4.173009e-01,-1.449582e-01,-1.436022e-01,7.545942e-01,1.193706e-01,1.194717e-01,-9.676841e-02,7.498893e-01,-3.019993e-01,5.965523e-01,-1.287173e-01,-1.003458e-01,-3.811358e-01,8.371677e-01,-7.622450e-01,2.982676e-01,5.134322e-02,7.312761e-01,1.197896e-01,1.230895e-01,1.048491e-01,2.683341e-01,-7.032028e-01,-2.150407e-02,-9.173960e-02,-9.110668e-02,-1.688269e-01,1.406443e-01,9.327206e-02,9.381948e-02,-8.936794e-02,-6.293641e-02,-2.222518e-03,9.308181e-02,-6.474145e-01,5.441987e-01,-8.096476e-01,2.602802e-01,9.222301e-02,9.277566e-02,-1.081110e-01,-1.050294e-01,-6.971180e-01,7.632820e-01,-9.406878e-02,-9.254674e-02,-1.072982e-01,-9.754771e-02,1.298225e-01,1.158022e-01,-1.101377e-01,-8.296628e-02,9.397765e-02,7.686769e-02,-5.980308e-01,3.683928e-01,4.538325e-01,6.471976e-01,4.772362e-01,5.099879e-01,8.240104e-02,9.787894e-02,9.463301e-02,7.921050e-02,3.879002e-02,4.297113e-02,4.167156e-02,3.532305e-02,9.171790e-02,1.084720e-01,1.048383e-01,8.113960e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,5.131664e-02,7.312491e-01,-3.020288e-01,5.965196e-01
60,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-8.217001e-01,3.500748e-01,9.138117e-02,9.146451e-02,-4.173200e-01,-1.449829e-01,-9.732332e-02,7.364585e-01,9.395322e-02,9.460283e-02,-1.417298e-01,7.622042e-01,-3.530463e-01,6.795954e-01,-9.080944e-02,-9.051499e-02,-3.878257e-01,8.229791e-01,-7.576000e-01,2.946630e-01,6.421334e-02,7.715432e-01,9.588330e-02,9.870216e-02,1.068256e-01,1.596646e-01,-7.027339e-01,-2.342687e-02,-9.192004e-02,-9.151092e-02,-6.733910e-02,1.070647e-01,9.274747e-02,9.294293e-02,-9.124477e-02,-9.103129e-02,-2.272839e-03,9.301442e-02,-7.608472e-01,5.700601e-01,-8.110790e-01,2.541057e-01,9.202016e-02,9.245725e-02,-9.004621e-02,-8.919508e-02,-7.491007e-01,7.280168e-01,-9.413696e-02,-9.265191e-02,-1.073318e-01,-9.759460e-02,9.337659e-02,9.359483e-02,-8.745107e-02,-8.319902e-02,9.308959e-02,9.322292e-02,-5.221879e-01,3.550653e-01,4.872583e-01,6.851582e-01,5.310611e-01,5.860526e-01,8.586624e-02,1.039993e-01,1.033548e-01,8.901148e-02,3.966083e-02,4.446701e-02,4.363581e-02,3.743288e-02,9.193452e-02,1.089012e-01,1.054229e-01,8.179899e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,6.425382e-02,7.715853e-01,-3.530044e-01,6.796377e-01
61,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-8.216978e-01,3.500958e-01,9.696916e-02,9.418531e-02,-3.084436e-01,-1.294051e-01,-9.729071e-02,7.364537e-01,9.402919e-02,9.466206e-02,-1.417135e-01,7.622061e-01,-3.530371e-01,6.796046e-01,-9.067726e-02,-9.041564e-02,-3.878101e-01,8.229881e-01,-7.575911e-01,2.946769e-01,6.422786e-02,7.715406e-01,9.593002e-02,9.873911e-02,1.068539e-01,1.596760e-01,-7.027355e-01,-2.341173e-02,-9.136447e-02,-9.114374e-02,-6.731095e-02,1.070737e-01,9.330295e-02,9.330997e-02,-9.099192e-02,-9.085110e-02,1.069587e-01,1.083954e-01,-7.608478e-01,5.700758e-01,-8.110803e-01,2.541150e-01,9.351147e-02,9.334037e-02,-8.996999e-02,-8.913562e-02,-7.490841e-01,7.280306e-01,-9.264325e-02,-9.176846e-02,-1.016716e-01,-9.485903e-02,9.350849e-02,9.369392e-02,-8.740414e-02,-8.316193e-02,9.334222e-02,9.340285e-02,-5.221570e-01,3.550678e-01,4.872711e-01,6.851685e-01,5.310713e-01,5.860603e-01,8.587168e-02,1.040047e-01,1.033600e-01,8.901619e-02,3.966360e-02,4.446987e-02,4.363867e-02,3.743567e-02,9.193527e-02,1.089023e-01,1.054242e-01,8.180039e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,6.425942e-02,7.715748e-01,-3.530022e-01,6.796407e-01
62,1,1,-1,-1,-1,-1,1,1,-2,-2,2,2,2,2,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,2,2,1,1,-1,-1,-2,-2,1,1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7.557829e-01,2.219357e-01,1.205067e-01,1.201407e-01,-3.643145e-01,-5.418730e-02,-8.380747e-02,7.012126e-01,9.443540e-02,9.486145e-02,-2.057412e-01,7.128612e-01,-4.717984e-01,6.429358e-01,-6.209430e-02,-8.783057e-02,-3.977113e-01,7.633146e-01,-7.032190e-01,2.527824e-01,-2.687940e-02,8.039044e-01,9.602042e-02,9.886161e-02,1.074410e-01,1.605873e-01,-6.430390e-01,-5.229159e-02,-1.062169e-01,-1.077245e-01,-7.287002e-02,6.793115e-02,1.192801e-01,1.192196e-01,-9.995999e-02,-1.280478e-01,1.047532e-01,1.306481e-01,-7.650808e-01,4.703265e-01,-7.491658e-01,2.049572e-01,1.197506e-01,1.195393e-01,-8.914385e-02,-8.891236e-02,-7.381701e-01,6.063954e-01,-1.071865e-01,-1.064511e-01,-1.200145e-01,-1.040580e-01,7.677671e-02,9.397299e-02,-8.778684e-02,-8.473311e-02,1.155238e-01,1.297229e-01,-4.565249e-01,2.848227e-01,2.024218e-01,4.257417e-01,8.183346e-02,4.104751e-01,1.070059e-01,1.494353e-01,1.052581e-01,1.468929e-01,1.013943e-01,1.071674e-01,1.034967e-01,1.023994e-01,2.007998e-01,2.119552e-01,2.095039e-01,1.908453e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-2.686908e-02,8.039207e-01,-4.717778e-01,6.429599e-01
63,0,0,0,0,0,0,0,0,-2,-2,2,2,2,2,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.224606e-01,6.168922e-02,-2.721515e-01,7.844626e-01,-6.458082e-01,3.089169e-01,-8.254729e-03,5.453138e-01,9.130511e-02,9.370451e-02,-4.572561e-01,6.905412e-01,-7.602388e-01,5.022407e-01,-1.384931e-01,-9.955278e-02,-2.331975e-01,5.925431e-01,-6.451964e-01,2.036860e-01,-4.475617e-01,8.453158e-01,9.539020e-02,9.745023e-02,1.004774e-01,1.056737e-01,-6.036545e-01,-8.554372e-02,-6.843267e-01,3.037447e-01,-7.121545e-02,8.578895e-02,-3.554185e-01,7.817422e-01,-5.971735e-01,8.215416e-02,-1.421595e-02,5.828850e-01,-7.991697e-01,3.024321e-01,-7.137732e-01,1.591439e-01,-3.551960e-01,8.088898e-01,-9.312783e-02,-9.076477e-02,-7.253426e-01,4.562985e-01,-6.753199e-01,2.677283e-01,-6.688661e-01,2.869930e-01,-4.058053e-02,8.252154e-02,-8.890282e-02,-8.540961e-02,-3.019491e-01,4.817717e-01,-4.111281e-01,2.735477e-01,-4.345290e-01,8.034729e-01,-6.458353e-01,5.496694e-01,-3.812222e-01,8.502060e-01,-5.511129e-01,5.344718e-01,-2.897728e-01,7.748595e-01,-4.576777e-01,5.042701e-01,3.999234e-02,6.287009e-01,-6.965947e-02,5.035668e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-4.475736e-01,8.453166e-01,-7.602299e-01,5.022568e-01
64,-1,-1,1,1,1,1,-1,-1,-2,-2,2,2,2,2,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,-1,-1,1,1,-2,-2,1,1,1,1,1,1,2,2,-1,-1,1,1,-2,-2,-1,-1,1,1,1,1,-2,-2,-2,-2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.205930e-01,-2.662146e-01,-3.455509e-01,8.106452e-01,-7.083287e-01,3.329558e-01,1.279875e-01,1.091277e-01,9.113661e-02,9.315136e-02,-5.659273e-01,3.923984e-01,-7.878431e-01,3.641971e-01,-1.210729e-01,-9.748962e-02,9.583739e-02,3.620061e-02,-1.247809e-01,-1.540030e-01,-6.456278e-01,7.427209e-01,9.410607e-02,9.477146e-02,9.476321e-02,7.711034e-02,-2.412530e-01,-2.300407e-01,-7.242620e-01,3.258785e-01,-8.982986e-02,-6.391604e-02,-3.488561e-01,7.927581e-01,-6.118095e-01,6.482512e-02,-1.027912e-01,7.159060e-01,-7.075909e-01,6.410176e-02,-2.547454e-01,-2.355722e-01,-3.413844e-01,8.122991e-01,-9.297303e-02,-9.157871e-02,-3.979056e-01,-1.904396e-01,-7.131973e-01,3.091049e-01,-7.267423e-01,3.088583e-01,-4.479625e-02,8.239576e-02,-9.108915e-02,-9.090634e-02,-2.970476e-01,4.938204e-01,-1.318838e-01,-1.081746e-01,-5.470921e-01,8.245053e-01,-7.293257e-01,4.912928e-01,-4.740447e-01,8.023566e-01,-7.245914e-01,5.592853e-01,-2.995338e-01,8.399110e-01,-6.073629e-01,6.433263e-01,2.232243e-03,7.800834e-01,-2.438421e-01,6.918796e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.456433e-01,7.427201e-01,-7.878356e-01,3.642114e-01
