#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,driver_0013a,driver_0013b,driver_0032a,driver_0032b,Out_0014a,Out_0014b,Out_0009a,Out_0009b
105,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.941225e-01,-4.818764e-01,8.391784e-01,-3.435316e-01,6.278206e-02,-6.485796e-01,7.994285e-02,6.244010e-02,9.972747e-02,9.617722e-02,-6.304550e-01,3.379654e-01,-8.195778e-01,3.382114e-01,1.066333e-01,-6.824715e-02,8.981695e-03,-1.862970e-01,-1.343905e-01,-1.627829e-01,-7.042447e-01,7.028960e-01,9.420800e-02,9.258002e-02,9.053822e-02,8.707524e-02,-1.915888e-01,-1.480136e-01,3.542086e-01,-7.663770e-01,-9.480126e-02,-9.833976e-02,8.317723e-01,-3.549406e-01,3.636141e-01,-5.277497e-01,7.219223e-01,-3.736137e-01,-6.995000e-01,2.094235e-02,-1.910549e-01,-2.025662e-01,8.284897e-01,-3.445516e-01,-8.362165e-02,-8.810674e-02,-5.720806e-01,-5.580363e-01,3.552978e-01,-7.636787e-01,3.517632e-01,-7.621363e-01,1.622898e-01,1.091405e-01,-9.050265e-02,-9.246558e-02,7.288500e-01,-9.104291e-02,-1.043979e-01,-1.152842e-01,-6.393069e-01,8.284352e-01,-8.251031e-01,5.207215e-01,-5.315644e-01,8.667554e-01,-8.164869e-01,6.367781e-01,-3.498270e-01,8.797334e-01,-6.563231e-01,7.370247e-01,2.068786e-02,7.913608e-01,-2.417462e-01,7.232313e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.043127e-01,7.028488e-01,-8.196116e-01,3.381942e-01
106,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.941225e-01,-4.818764e-01,8.391784e-01,-3.435316e-01,6.278206e-02,-6.485796e-01,7.994285e-02,6.244010e-02,9.972748e-02,9.617722e-02,-6.304551e-01,3.379655e-01,-8.195779e-01,3.382115e-01,1.066337e-01,-6.824710e-02,8.981696e-03,-1.862970e-01,-1.343905e-01,-1.627829e-01,-7.042447e-01,7.028960e-01,9.420800e-02,9.258003e-02,9.053822e-02,8.707524e-02,-1.915888e-01,-1.480135e-01,3.542086e-01,-7.663772e-01,-9.480126e-02,-9.833976e-02,8.317723e-01,-3.549406e-01,3.636145e-01,-5.277501e-01,7.219223e-01,-3.736137e-01,-6.995000e-01,2.094241e-02,-1.910549e-01,-2.025662e-01,8.284897e-01,-3.445517e-01,-8.362163e-02,-8.810673e-02,-5.720806e-01,-5.580363e-01,3.552978e-01,-7.636787e-01,3.517632e-01,-7.621363e-01,1.622899e-01,1.091405e-01,-9.050265e-02,-9.246558e-02,7.288502e-01,-9.104312e-02,-1.043979e-01,-1.152842e-01,-6.393069e-01,8.284352e-01,-8.251031e-01,5.207215e-01,-5.315644e-01,8.667554e-01,-8.164869e-01,6.367782e-01,-3.498270e-01,8.797334e-01,-6.563231e-01,7.370247e-01,2.068788e-02,7.913608e-01,-2.417462e-01,7.232313e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.043127e-01,7.028488e-01,-8.196116e-01,3.381942e-01
107,-2,-2,2,2,2,2,-2,-2,-1,-1,1,1,1,1,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,-2,-2,2,2,-1,-1,2,2,2,2,2,2,1,1,-2,-2,2,2,-1,-1,-2,-2,2,2,2,2,-1,-1,-1,-1,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.387549e-01,-4.360635e-01,8.391718e-01,-3.435447e-01,6.275217e-02,-6.485761e-01,6.442323e-02,6.361156e-02,1.240833e-01,1.200840e-01,-5.919277e-01,3.005598e-01,-7.519542e-01,2.442398e-01,1.383221e-01,-1.696286e-01,1.254424e-02,-1.732255e-01,-1.316557e-01,-1.589034e-01,-6.635571e-01,5.986646e-01,1.191188e-01,1.180575e-01,1.131423e-01,1.219637e-01,-1.845838e-01,-1.422917e-01,3.532425e-01,-7.704028e-01,-1.020410e-01,-1.364851e-01,8.308828e-01,-3.526302e-01,3.726010e-01,-6.006099e-01,7.219195e-01,-3.736177e-01,-6.594507e-01,6.553381e-03,-1.852466e-01,-1.954761e-01,8.285131e-01,-3.447083e-01,-8.279730e-02,-1.104423e-01,-5.353447e-01,-5.081601e-01,3.551142e-01,-7.635472e-01,3.516976e-01,-7.621262e-01,2.710852e-01,1.065378e-01,-1.055800e-01,-1.094467e-01,7.483541e-01,-1.365305e-01,-7.338504e-02,-1.115929e-01,-6.583799e-01,7.770685e-01,-8.072961e-01,4.461746e-01,-5.391479e-01,8.629186e-01,-8.273396e-01,5.911932e-01,-3.554925e-01,8.790544e-01,-6.638060e-01,7.262084e-01,1.773109e-02,7.919769e-01,-2.448973e-01,7.219943e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-6.636681e-01,5.985686e-01,-7.520405e-01,2.441670e-01
108,-2,-2,2,2,2,2,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,2,2,0,0,-2,-2,2,2,0,0,-2,-2,2,2,2,2,0,0,0,0,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.893166e-01,-3.820706e-01,8.391734e-01,-3.433111e-01,6.282761e-02,-6.485573e-01,1.006419e-01,7.238179e-02,8.058540e-01,-3.576039e-01,-5.639901e-01,2.621019e-01,-6.887721e-01,1.844183e-01,3.176991e-01,-6.881424e-01,1.866583e-02,-1.621565e-01,-1.244037e-01,-1.535702e-01,-6.157717e-01,5.027099e-01,7.851317e-01,-2.708110e-01,5.560624e-01,-1.380952e-02,-1.779121e-01,-1.362703e-01,3.551437e-01,-7.637409e-01,2.772995e-01,-4.182600e-01,8.286766e-01,-3.433750e-01,3.559708e-01,-7.649936e-01,7.219663e-01,-3.734851e-01,-6.384085e-01,1.852162e-02,-1.793219e-01,-1.888630e-01,8.284875e-01,-3.440919e-01,2.676266e-01,-6.772254e-01,-5.078821e-01,-4.679184e-01,3.552864e-01,-7.639713e-01,3.518203e-01,-7.620911e-01,7.927141e-01,-3.472509e-01,2.871293e-01,-6.557671e-01,8.287613e-01,-3.431430e-01,7.287563e-02,-9.239098e-02,-6.852681e-01,7.146493e-01,-8.097323e-01,3.793318e-01,-5.488103e-01,8.596633e-01,-8.202995e-01,5.594230e-01,-3.612590e-01,8.786891e-01,-6.730201e-01,7.093744e-01,1.464347e-02,7.927112e-01,-2.486798e-01,7.204334e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-6.158878e-01,5.023389e-01,-6.889002e-01,1.840865e-01
109,-2,-2,2,2,2,2,-2,-2,1,1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,-2,-2,2,2,1,1,2,2,2,2,2,2,-1,-1,-2,-2,2,2,1,1,-2,-2,2,2,2,2,1,1,1,1,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.163640e-01,-2.494810e-01,8.391738e-01,-3.433779e-01,6.281502e-02,-6.485594e-01,1.509614e-01,8.441428e-02,8.096263e-01,-3.431662e-01,-2.002845e-01,-1.238749e-01,-4.068741e-01,-2.222167e-01,3.340454e-01,-7.261995e-01,4.463909e-02,-4.959156e-02,-1.120993e-01,-1.303391e-01,-4.190894e-01,-1.365732e-01,8.100074e-01,-3.438983e-01,6.805894e-01,-8.127067e-02,-1.468890e-01,-1.151496e-01,3.548290e-01,-7.638850e-01,2.928340e-01,-4.697187e-01,8.287363e-01,-3.441314e-01,3.553275e-01,-7.647195e-01,7.219617e-01,-3.735117e-01,-2.253764e-01,-1.686431e-01,-1.469660e-01,-1.547020e-01,8.284929e-01,-3.442828e-01,3.090338e-01,-7.155492e-01,-2.294974e-01,-2.953737e-01,3.551960e-01,-7.639600e-01,3.517853e-01,-7.620941e-01,8.058069e-01,-3.414568e-01,3.117070e-01,-7.072213e-01,8.275189e-01,-3.407839e-01,5.992957e-02,-8.962514e-02,-6.335623e-01,4.252696e-01,-7.158824e-01,1.020961e-01,-5.950372e-01,7.648759e-01,-8.083530e-01,4.275869e-01,-3.850312e-01,8.705342e-01,-7.194230e-01,6.282499e-01,4.546653e-04,7.957442e-01,-2.662653e-01,7.126339e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-4.192116e-01,-1.369463e-01,-4.070012e-01,-2.225966e-01
110,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.613391e-02,-3.138367e-02,8.391688e-01,-3.435319e-01,6.274405e-02,-6.485786e-01,1.554824e-01,9.114795e-02,8.287366e-01,-3.456432e-01,-5.491537e-02,-8.784367e-02,-6.651391e-01,-4.487740e-01,3.544955e-01,-7.638930e-01,6.723084e-02,3.446410e-02,-9.636966e-02,-1.049123e-01,-5.671546e-01,-5.305728e-01,8.315724e-01,-3.570370e-01,7.305357e-01,-1.014572e-01,-1.024329e-01,-7.859039e-02,3.546101e-01,-7.638477e-01,3.649126e-01,-5.366578e-01,8.287135e-01,-3.446064e-01,3.546070e-01,-7.638531e-01,7.219123e-01,-3.736259e-01,-9.131826e-02,-7.307017e-02,-1.099687e-01,-1.103084e-01,8.284892e-01,-3.445440e-01,3.542730e-01,-7.635479e-01,-1.073571e-02,-3.264266e-02,3.550567e-01,-7.639865e-01,3.516887e-01,-7.621109e-01,8.287382e-01,-3.449552e-01,3.525459e-01,-7.682661e-01,8.287360e-01,-3.446908e-01,1.043715e-01,-7.696364e-02,-6.335420e-01,3.598624e-01,-7.061388e-01,6.242081e-02,-6.010613e-01,7.467904e-01,-8.108080e-01,4.142510e-01,-3.853765e-01,8.699781e-01,-7.205214e-01,6.235635e-01,9.989934e-04,7.958222e-01,-2.661317e-01,7.123079e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-5.672915e-01,-5.309682e-01,-6.652786e-01,-4.491763e-01
111,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.613391e-02,-3.138367e-02,8.391688e-01,-3.435319e-01,6.274405e-02,-6.485786e-01,1.554824e-01,9.114796e-02,8.287366e-01,-3.456432e-01,-5.491537e-02,-8.784367e-02,-6.651391e-01,-4.487740e-01,3.544955e-01,-7.638930e-01,6.723085e-02,3.446411e-02,-9.636965e-02,-1.049123e-01,-5.671546e-01,-5.305728e-01,8.315724e-01,-3.570370e-01,7.305358e-01,-1.014573e-01,-1.024329e-01,-7.859039e-02,3.546101e-01,-7.638477e-01,3.649128e-01,-5.366581e-01,8.287135e-01,-3.446064e-01,3.546070e-01,-7.638531e-01,7.219123e-01,-3.736259e-01,-9.131826e-02,-7.307017e-02,-1.099687e-01,-1.103084e-01,8.284892e-01,-3.445440e-01,3.542730e-01,-7.635479e-01,-1.073570e-02,-3.264266e-02,3.550567e-01,-7.639865e-01,3.516887e-01,-7.621109e-01,8.287382e-01,-3.449552e-01,3.525459e-01,-7.682663e-01,8.287360e-01,-3.446908e-01,1.043716e-01,-7.696361e-02,-6.335420e-01,3.598624e-01,-7.061388e-01,6.242081e-02,-6.010613e-01,7.467904e-01,-8.108080e-01,4.142510e-01,-3.853765e-01,8.699781e-01,-7.205214e-01,6.235635e-01,9.989928e-04,7.958222e-01,-2.661317e-01,7.123079e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-5.672915e-01,-5.309682e-01,-6.652786e-01,-4.491763e-01
112,-1,-1,1,1,1,1,-1,-1,2,2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-1,-1,1,1,2,2,1,1,1,1,1,1,-2,-2,-1,-1,1,1,2,2,-1,-1,1,1,1,1,2,2,2,2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.517246e-02,3.311475e-02,8.185511e-01,-3.375915e-01,5.042014e-02,-6.267192e-01,2.663585e-01,9.473173e-02,8.295067e-01,-3.450874e-01,1.613183e-01,1.214822e-01,-5.721796e-01,-3.675302e-01,3.320618e-01,-7.547895e-01,1.066855e-01,8.416162e-02,-8.902404e-02,-1.273402e-01,-4.926460e-01,-4.385810e-01,8.308225e-01,-3.546930e-01,7.478065e-01,-1.406705e-01,-1.295976e-01,-1.287285e-01,3.117475e-01,-7.149782e-01,3.702668e-01,-6.036357e-01,8.100792e-01,-3.412297e-01,3.106126e-01,-7.172871e-01,7.062889e-01,-3.600898e-01,1.063829e-01,8.305541e-02,-1.317056e-01,-1.375421e-01,8.085168e-01,-3.420790e-01,3.557472e-01,-7.637483e-01,4.717627e-02,3.540885e-02,3.123284e-01,-7.161141e-01,3.163770e-01,-7.161033e-01,8.355285e-01,-3.456289e-01,3.521853e-01,-7.707158e-01,8.114726e-01,-3.454334e-01,1.368541e-01,-1.783546e-01,-6.038076e-01,3.377617e-01,-6.751677e-01,7.233944e-02,-5.543805e-01,6.945183e-01,-7.539441e-01,3.579323e-01,-3.509522e-01,8.325531e-01,-6.156591e-01,5.537106e-01,-2.136661e-02,7.854466e-01,-2.499480e-01,6.494150e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-4.927908e-01,-4.389835e-01,-5.723253e-01,-3.679354e-01
113,0,0,0,0,0,0,0,0,2,2,-2,-2,-2,-2,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.926584e-01,-1.348314e-01,7.992257e-01,-3.465690e-01,4.746557e-02,-6.009174e-01,7.952160e-01,-3.603651e-01,8.298909e-01,-3.438268e-01,5.048932e-01,2.927178e-01,-4.899931e-01,-2.833655e-01,3.149360e-01,-7.471139e-01,8.062607e-01,-4.076350e-01,2.536070e-01,-6.745138e-01,-3.640958e-01,-3.518832e-01,8.285405e-01,-3.448968e-01,8.284446e-01,-3.462408e-01,2.461425e-01,-4.204101e-01,2.800949e-01,-6.697843e-01,3.544963e-01,-7.625723e-01,8.023964e-01,-3.458753e-01,2.765595e-01,-6.758562e-01,6.748939e-01,-3.340603e-01,3.648075e-01,1.955810e-01,2.476636e-01,-6.812178e-01,8.018565e-01,-3.467408e-01,3.576058e-01,-7.644604e-01,7.679719e-01,-3.967198e-01,2.766165e-01,-6.702628e-01,2.991387e-01,-6.799823e-01,8.464130e-01,-3.448657e-01,3.545532e-01,-7.640237e-01,8.034299e-01,-3.500773e-01,3.101293e-01,-6.908422e-01,-4.766095e-01,2.604917e-01,-6.356603e-01,1.021214e-01,-4.428533e-01,5.546778e-01,-6.600278e-01,3.331115e-01,-3.619815e-01,7.776037e-01,-5.796390e-01,4.989941e-01,-5.763924e-02,7.850073e-01,-1.872950e-01,5.742736e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-3.642581e-01,-3.522983e-01,-4.901505e-01,-2.837797e-01
114,1,1,-1,-1,-1,-1,1,1,2,2,-2,-2,-2,-2,2,2,1,1,1,1,-2,-2,2,2,2,2,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-2,-2,1,1,-1,-1,2,2,1,1,-1,-1,-1,-1,2,2,2,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.750528e-01,-1.763362e-01,1.248893e-01,1.202943e-01,-1.577141e-01,-9.393844e-02,8.059293e-01,-3.465919e-01,8.407685e-01,-3.444942e-01,5.865720e-01,4.029177e-01,-1.418213e-01,-1.206754e-01,1.839981e-01,-7.012574e-01,8.190925e-01,-3.902392e-01,2.952654e-01,-7.227868e-01,-7.539243e-02,-1.281036e-01,8.283484e-01,-3.456775e-01,8.275357e-01,-3.435734e-01,2.694116e-01,-4.679107e-01,-1.050529e-01,-1.134932e-01,3.539623e-01,-7.647490e-01,1.202782e-01,1.127645e-01,-6.973990e-02,-2.508700e-01,3.021788e-01,1.041969e-01,5.106957e-01,2.803207e-01,2.862926e-01,-7.129217e-01,1.200748e-01,1.196086e-01,3.567561e-01,-7.644200e-01,7.919892e-01,-4.403313e-01,-1.065032e-01,-1.067373e-01,-1.095747e-01,-1.056977e-01,6.574857e-01,-3.821347e-01,3.541829e-01,-7.640798e-01,1.805196e-01,-1.387956e-01,3.315544e-01,-7.233705e-01,-6.979594e-02,-7.767286e-02,-7.876391e-02,-8.434382e-02,-2.225772e-03,-1.143045e-02,-7.969172e-03,-1.470623e-02,5.286210e-02,4.805565e-02,4.724656e-02,4.114967e-02,1.805190e-01,1.892589e-01,1.857984e-01,1.669371e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.545903e-02,-1.284440e-01,-1.419169e-01,-1.210378e-01
115,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.301025e-01,-1.820914e-01,1.040488e-01,9.723799e-02,-1.454801e-01,-1.076154e-01,8.289884e-01,-3.498461e-01,8.255765e-01,-3.472875e-01,6.573947e-01,4.824761e-01,8.085471e-02,5.801612e-02,8.408152e-02,-6.501243e-01,8.338994e-01,-3.799806e-01,3.467821e-01,-7.662317e-01,1.027435e-01,9.357338e-02,8.290161e-01,-3.458703e-01,8.287440e-01,-3.465175e-01,3.354519e-01,-5.186314e-01,-9.206889e-02,-9.315462e-02,3.536296e-01,-7.639764e-01,9.167376e-02,8.821855e-02,-9.547198e-02,-1.087474e-01,2.693938e-01,1.297804e-01,6.037673e-01,3.629115e-01,3.299294e-01,-7.817302e-01,9.471867e-02,9.327571e-02,3.545776e-01,-7.639745e-01,8.255187e-01,-4.473307e-01,-9.126806e-02,-9.148958e-02,-9.438223e-02,-9.166809e-02,5.375791e-01,-3.455741e-01,3.538512e-01,-7.639629e-01,7.404443e-02,-9.268223e-02,3.527081e-01,-7.633021e-01,3.203791e-02,2.904627e-02,2.459825e-02,1.887378e-02,1.647188e-02,1.551199e-02,1.356661e-02,1.079459e-02,1.990892e-02,2.099758e-02,1.929916e-02,1.517258e-02,8.434518e-02,1.002288e-01,9.639243e-02,7.316778e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,1.027092e-01,9.325772e-02,8.077916e-02,5.767057e-02
116,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.301029e-01,-1.820917e-01,1.040488e-01,9.723801e-02,-1.454801e-01,-1.076154e-01,8.289884e-01,-3.498461e-01,8.255741e-01,-3.472878e-01,6.573948e-01,4.824762e-01,8.085470e-02,5.801610e-02,8.407853e-02,-6.501213e-01,8.338994e-01,-3.799806e-01,3.467821e-01,-7.662317e-01,1.027435e-01,9.357338e-02,8.290162e-01,-3.458703e-01,8.287440e-01,-3.465175e-01,3.354527e-01,-5.186323e-01,-9.206883e-02,-9.315452e-02,3.536296e-01,-7.639764e-01,9.167385e-02,8.821874e-02,-9.547180e-02,-1.087464e-01,2.693938e-01,1.297804e-01,6.037672e-01,3.629113e-01,3.299293e-01,-7.817306e-01,9.471869e-02,9.327576e-02,3.545777e-01,-7.639746e-01,8.255186e-01,-4.473306e-01,-9.126804e-02,-9.148955e-02,-9.438222e-02,-9.166808e-02,5.375745e-01,-3.455689e-01,3.538512e-01,-7.639629e-01,7.404502e-02,-9.267828e-02,3.527081e-01,-7.633021e-01,3.203791e-02,2.904627e-02,2.459825e-02,1.887378e-02,1.647188e-02,1.551198e-02,1.356661e-02,1.079459e-02,1.990891e-02,2.099758e-02,1.929916e-02,1.517258e-02,8.434518e-02,1.002288e-01,9.639243e-02,7.316778e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,1.027092e-01,9.325772e-02,8.077916e-02,5.767056e-02
117,2,2,-2,-2,-2,-2,2,2,1,1,-1,-1,-1,-1,1,1,2,2,2,2,-1,-1,1,1,1,1,2,2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-1,-1,2,2,-2,-2,1,1,2,2,-2,-2,-2,-2,1,1,1,1,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.565326e-01,-2.684007e-01,1.041042e-01,9.734533e-02,-1.454912e-01,-1.076223e-01,8.363486e-01,-3.539363e-01,7.930939e-01,-3.498426e-01,5.171647e-01,1.077446e-01,2.139628e-01,1.541484e-01,6.738480e-02,-6.116848e-01,8.372838e-01,-3.942584e-01,3.469559e-01,-7.646480e-01,2.425210e-01,1.863841e-01,8.122150e-01,-3.428154e-01,8.119403e-01,-3.488426e-01,3.285355e-01,-5.492477e-01,-9.208724e-02,-9.348695e-02,3.089035e-01,-7.178764e-01,9.255943e-02,9.039591e-02,-9.747078e-02,-1.201084e-01,2.694043e-01,1.298072e-01,3.980246e-01,1.156834e-01,3.145854e-01,-8.040383e-01,9.492537e-02,9.368775e-02,3.262808e-01,-7.246487e-01,8.346996e-01,-5.346164e-01,-9.124641e-02,-9.146219e-02,-9.438246e-02,-9.165854e-02,4.902338e-01,-2.979598e-01,3.078359e-01,-7.137740e-01,8.100892e-02,-4.781324e-02,3.293255e-01,-7.542316e-01,2.307870e-01,2.707832e-01,2.639272e-01,2.044678e-01,4.776411e-02,5.284369e-02,5.026929e-02,4.051888e-02,2.967683e-02,3.187768e-02,3.003965e-02,2.457686e-02,8.841160e-02,1.045794e-01,1.007043e-01,7.713024e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,2.425010e-01,1.860887e-01,2.138933e-01,1.538211e-01
118,2,2,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,2,2,-2,-2,0,0,2,2,-2,-2,-2,-2,0,0,0,0,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.276112e-01,-5.539875e-01,1.041448e-01,9.739289e-02,-1.454772e-01,-1.076132e-01,8.473807e-01,-3.513491e-01,7.839923e-01,-3.575227e-01,8.106969e-01,-5.483738e-01,7.619291e-01,-1.188414e-01,8.448646e-02,-5.961421e-01,8.409651e-01,-3.971793e-01,3.497204e-01,-7.600682e-01,6.870051e-01,-2.896874e-01,8.054159e-01,-3.466506e-01,8.039958e-01,-3.528438e-01,2.683213e-01,-6.493434e-01,-9.246345e-02,-9.444905e-02,2.758179e-01,-6.769616e-01,9.269590e-02,9.069326e-02,-1.004634e-01,-1.387139e-01,2.694360e-01,1.298429e-01,8.434865e-01,-3.232918e-01,2.910862e-01,-8.148899e-01,9.498405e-02,9.376871e-02,3.047079e-01,-6.878109e-01,7.702507e-01,-8.643174e-01,-9.131087e-02,-9.161960e-02,-9.438349e-02,-9.168025e-02,4.796438e-01,-3.038007e-01,2.714083e-01,-6.662498e-01,8.180783e-02,-4.349706e-02,3.131181e-01,-7.457864e-01,5.078699e-01,4.313245e-01,5.752866e-01,3.194887e-01,7.966046e-02,8.745548e-02,8.214614e-02,6.124591e-02,3.764834e-02,4.013500e-02,3.738004e-02,3.007821e-02,9.108979e-02,1.072608e-01,1.031152e-01,7.906556e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,6.870111e-01,-2.899641e-01,7.618742e-01,-1.191552e-01
