#time,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0003a,driver_0003b,driver_0004a,driver_0004b,Out_0009a,Out_0009b,Out_0010a,Out_0010b
66,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.462078e-01,1.723904e-01,2.215414e-01,-1.772275e-01,5.896694e-02,-7.284403e-01,-3.914242e-02,-1.030498e-01,8.577604e-01,-3.568268e-01,3.453358e-01,-7.601387e-01,5.433412e-01,-5.653419e-01,4.484364e-01,-7.880004e-01,-2.320973e-01,-4.510395e-01,1.955772e-01,7.581202e-02,2.238493e-02,-2.483004e-02,-3.061543e-02,2.016234e-02,-1.383763e-01,-1.082512e-01,-1.005941e-01,-2.524780e-02,1.544284e-01,3.826164e-02,1.465070e-01,1.162924e-01,1.932308e-01,1.742054e-01,4.813615e-01,4.635151e-01,1.894478e-01,2.019950e-01,5.550202e-01,6.542759e-01,-1.951180e-01,-1.701374e-01,-6.394500e-01,-3.975660e-01,-1.936184e-01,-2.039165e-01,-6.995969e-01,-5.378531e-01,-3.288320e-01,4.376373e-01,-6.400145e-01,1.334149e-01,-3.987372e-01,8.029083e-01,-3.539525e-01,8.404398e-01,-1.116503e-01,7.446301e-01,-7.661197e-01,4.227464e-01,-7.755847e-01,3.694533e-01,-7.513887e-01,3.754764e-01,8.316361e-01,-3.458111e-01,3.581838e-01,-7.640936e-01,8.289400e-01,-3.451195e-01,3.565573e-01,-7.639372e-01,8.329808e-01,-3.586516e-01,3.565549e-01,-7.600307e-01,7.310945e-01,-1.115680e-01,3.492779e-01,-4.919220e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,8.574727e-01,-3.572673e-01,3.453028e-01,-7.603044e-01
67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.733960e-01,2.623793e-01,1.803951e-01,-8.568785e-02,1.576140e-01,-7.209001e-01,5.746650e-02,-2.363580e-01,8.006361e-01,-3.648270e-01,3.206339e-01,-7.258647e-01,4.287414e-01,-4.409955e-01,3.997055e-01,-7.061481e-01,-1.870612e-01,-3.478195e-01,1.816167e-01,2.437229e-03,-2.107326e-02,-2.166077e-02,1.694669e-02,3.301224e-02,-1.045904e-01,-1.457231e-01,9.762392e-02,4.123344e-02,-2.062391e-02,-5.338027e-02,1.763094e-01,1.513351e-01,2.497275e-01,2.454809e-01,1.500274e-01,2.927249e-01,2.963572e-01,3.035653e-01,3.504925e-01,4.190602e-01,-2.390392e-01,-2.246876e-01,-4.086406e-01,-1.914423e-01,-3.155756e-01,-2.304478e-01,-5.691546e-01,-1.478201e-01,-3.734770e-01,3.772050e-01,-6.947123e-01,1.995353e-01,-4.219953e-01,8.186714e-01,-3.624523e-01,8.412325e-01,-1.138172e-01,7.462619e-01,-7.939121e-01,4.773483e-01,-7.745019e-01,3.702444e-01,-7.509322e-01,3.794357e-01,8.425154e-01,-3.471886e-01,3.311029e-01,-7.537830e-01,8.296927e-01,-3.449336e-01,3.578407e-01,-7.643040e-01,8.328976e-01,-3.587062e-01,3.565398e-01,-7.600382e-01,7.310992e-01,-1.115992e-01,3.492760e-01,-4.919261e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,8.004100e-01,-3.651643e-01,3.202821e-01,-7.264586e-01
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.729316e-01,2.269051e-01,1.910654e-01,-1.062271e-01,2.059064e-01,-6.917901e-01,8.616502e-02,-2.848284e-01,7.896195e-01,-3.777107e-01,2.838423e-01,-6.907089e-01,4.434769e-01,-4.362096e-01,3.923350e-01,-6.671136e-01,-1.462860e-01,-3.310502e-01,1.536782e-01,-5.458875e-02,-4.153089e-02,-1.322013e-02,2.310489e-02,2.791301e-02,1.782524e-01,-4.199901e-01,4.532725e-01,-1.494670e-01,-6.032346e-01,1.759648e-01,-1.971325e-01,4.890938e-01,-9.019144e-02,8.227556e-01,-4.571268e-01,7.532452e-01,3.056976e-01,5.010931e-01,2.188596e-01,5.721178e-01,-5.567874e-01,-2.925979e-01,-6.188626e-01,-1.322300e-01,-6.321892e-01,1.850396e-01,-7.846378e-01,4.437623e-01,-6.009784e-01,3.668303e-01,-8.143721e-01,3.108938e-01,-4.576514e-01,9.076375e-01,-3.634699e-01,8.447542e-01,-1.141351e-01,7.464984e-01,-8.164513e-01,7.263462e-01,-7.737285e-01,3.637849e-01,-7.508519e-01,3.786806e-01,8.601715e-01,-3.467542e-01,3.069195e-01,-7.438459e-01,8.300346e-01,-3.445998e-01,3.593030e-01,-7.646674e-01,8.328103e-01,-3.587127e-01,3.565519e-01,-7.600519e-01,7.311036e-01,-1.116310e-01,3.492810e-01,-4.919554e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,7.890668e-01,-3.777386e-01,2.831756e-01,-6.914182e-01
69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.596528e-01,2.660741e-01,8.354330e-02,8.161869e-02,-1.231817e-01,-2.680296e-01,-8.282800e-02,-6.285720e-02,1.670791e-01,-1.426947e-01,-5.850258e-02,-2.508126e-01,1.404758e-02,4.648702e-02,-1.147792e-02,-8.497001e-02,-5.101903e-02,-5.824578e-02,4.538216e-02,5.206431e-02,-3.936861e-02,1.609926e-02,9.299399e-02,-4.958160e-03,-5.895252e-01,5.112361e-02,-3.046461e-01,3.923021e-01,-5.835462e-01,1.841380e-01,-1.917962e-01,4.961682e-01,-1.908439e-01,8.554480e-01,-6.102947e-01,8.375228e-01,1.853908e-01,7.486640e-01,1.238133e-02,7.539319e-01,-7.477173e-01,2.128265e-01,-8.265594e-01,5.335013e-01,-6.592208e-01,1.379417e-01,-7.936161e-01,4.692149e-01,-6.744850e-01,4.361025e-01,-8.689992e-01,5.196878e-01,-5.546484e-01,9.357055e-01,-3.641742e-01,8.571695e-01,-1.127594e-01,7.476294e-01,-8.489884e-01,7.127081e-01,-7.677438e-01,3.396489e-01,-7.505900e-01,3.783442e-01,6.577158e-01,-3.828043e-01,1.858057e-01,-7.016039e-01,8.409086e-01,-3.445879e-01,3.580350e-01,-7.644415e-01,8.325403e-01,-3.589977e-01,3.561867e-01,-7.601316e-01,7.311103e-01,-1.117782e-01,3.490890e-01,-4.920734e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.663321e-01,-1.424209e-01,-5.939008e-02,-2.508234e-01
70,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.146420e-01,1.244029e-01,1.055784e-01,1.108402e-01,-1.139268e-01,-1.211570e-01,-1.122013e-01,-1.123973e-01,5.456917e-02,-9.563900e-02,-7.710823e-02,-1.049730e-01,2.173991e-02,3.611484e-02,-2.541803e-02,-4.351222e-02,3.115731e-02,2.048113e-02,-3.025552e-02,-2.232294e-02,-4.559143e-02,4.334260e-02,9.198771e-02,-3.297880e-02,-6.217187e-01,2.072926e-02,-3.539466e-01,4.120965e-01,-6.284279e-01,2.042681e-01,-2.571560e-01,5.447887e-01,-2.016123e-01,8.804077e-01,-6.505547e-01,8.798208e-01,1.862592e-01,7.552375e-01,-3.922858e-02,7.920312e-01,-8.094634e-01,2.722880e-01,-9.630291e-01,6.766920e-01,-7.117292e-01,2.091607e-01,-8.796342e-01,5.802158e-01,-7.132383e-01,4.708143e-01,-8.821784e-01,6.285368e-01,-6.119768e-01,9.272948e-01,-3.667883e-01,8.491797e-01,-1.127375e-01,7.482832e-01,-8.368711e-01,7.796900e-01,-7.679274e-01,3.338927e-01,-7.505567e-01,3.765671e-01,5.352378e-01,-3.439841e-01,8.381418e-02,-6.498190e-01,8.248704e-01,-3.474935e-01,3.552978e-01,-7.640213e-01,8.331956e-01,-3.592864e-01,3.554328e-01,-7.601503e-01,7.311056e-01,-1.120322e-01,3.488858e-01,-4.922979e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.374113e-02,-9.520900e-02,-7.804461e-02,-1.047995e-01
71,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.146420e-01,1.244029e-01,1.055784e-01,1.108402e-01,-1.139268e-01,-1.211570e-01,-1.122013e-01,-1.123973e-01,5.456918e-02,-9.563893e-02,-7.710823e-02,-1.049729e-01,2.173992e-02,3.611484e-02,-2.541803e-02,-4.351222e-02,3.115731e-02,2.048113e-02,-3.025552e-02,-2.232293e-02,-4.559140e-02,4.334261e-02,9.198772e-02,-3.297880e-02,-6.217187e-01,2.072927e-02,-3.539466e-01,4.120965e-01,-6.284281e-01,2.042683e-01,-2.571562e-01,5.447890e-01,-2.016123e-01,8.804078e-01,-6.505547e-01,8.798208e-01,1.862592e-01,7.552375e-01,-3.922858e-02,7.920312e-01,-8.094634e-01,2.722880e-01,-9.630291e-01,6.766920e-01,-7.117292e-01,2.091607e-01,-8.796342e-01,5.802158e-01,-7.132383e-01,4.708143e-01,-8.821784e-01,6.285368e-01,-6.119768e-01,9.272948e-01,-3.667883e-01,8.491797e-01,-1.127375e-01,7.482832e-01,-8.368711e-01,7.796900e-01,-7.679274e-01,3.338927e-01,-7.505567e-01,3.765671e-01,5.352377e-01,-3.439840e-01,8.381413e-02,-6.498190e-01,8.248703e-01,-3.474935e-01,3.552978e-01,-7.640213e-01,8.331956e-01,-3.592864e-01,3.554328e-01,-7.601503e-01,7.311056e-01,-1.120322e-01,3.488858e-01,-4.922979e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.374114e-02,-9.520895e-02,-7.804461e-02,-1.047995e-01
72,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.720738e-01,1.382684e-01,3.047585e-01,2.676434e-01,-1.725016e-01,-1.356127e-01,-3.141589e-01,-2.728697e-01,6.255063e-02,-5.185613e-02,-7.902795e-02,-1.163540e-01,2.417549e-02,4.170636e-02,-1.686149e-02,-4.467708e-02,8.032084e-02,7.755256e-02,-6.602669e-02,-8.263139e-02,4.689653e-02,1.144322e-01,4.211258e-02,-1.331224e-01,-6.061078e-01,-1.905888e-02,-3.232486e-01,3.310687e-01,-6.883177e-01,2.934535e-01,-2.919698e-01,6.046588e-01,-2.083326e-01,8.928195e-01,-6.803381e-01,8.335722e-01,1.680526e-01,7.581594e-01,-7.576309e-02,7.771515e-01,-8.111139e-01,2.732153e-01,-9.353815e-01,6.721813e-01,-7.095612e-01,2.253262e-01,-8.363687e-01,6.233451e-01,-6.767727e-01,3.847117e-01,-7.875409e-01,6.110271e-01,-6.079672e-01,8.676947e-01,-3.751795e-01,8.085380e-01,-1.095555e-01,7.337496e-01,-7.848829e-01,7.543979e-01,-7.264457e-01,2.834708e-01,-7.076321e-01,3.319736e-01,4.896212e-01,-2.980474e-01,6.845229e-02,-6.120959e-01,7.929463e-01,-3.494127e-01,3.269739e-01,-7.251632e-01,8.137269e-01,-3.474562e-01,3.104717e-01,-7.068824e-01,6.932270e-01,-1.059342e-01,2.982566e-01,-4.414885e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,6.174196e-02,-5.143734e-02,-7.992481e-02,-1.161779e-01
73,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.995461e-01,1.454831e-01,5.435670e-01,3.759239e-01,-2.745676e-01,-1.580063e-01,-4.682063e-01,-5.179197e-01,6.869658e-02,-4.459269e-02,-7.585161e-02,-1.331346e-01,1.030785e-01,5.585852e-02,1.325644e-01,-2.679682e-02,5.889768e-01,-8.670948e-02,3.389128e-01,-4.170746e-01,4.228126e-01,-2.572441e-01,2.609986e-01,-6.497506e-01,-5.963122e-01,-4.313631e-02,-3.049108e-01,2.893661e-01,-7.521430e-01,4.052761e-01,-2.826202e-01,6.519649e-01,-2.165858e-01,8.885288e-01,-7.140132e-01,7.651021e-01,1.562062e-01,7.612963e-01,-9.798969e-02,7.776553e-01,-8.114036e-01,2.747287e-01,-9.049151e-01,6.727772e-01,-7.055587e-01,2.326536e-01,-7.841693e-01,6.579367e-01,-6.610509e-01,2.914142e-01,-6.919268e-01,5.979840e-01,-6.375879e-01,8.069773e-01,-3.728263e-01,7.633673e-01,-8.337438e-02,6.936681e-01,-7.281030e-01,7.356217e-01,-6.855629e-01,2.506480e-01,-6.583702e-01,2.990999e-01,4.802965e-01,-3.011612e-01,8.765588e-02,-5.939819e-01,7.899647e-01,-3.692096e-01,3.001722e-01,-6.970123e-01,7.879556e-01,-2.871083e-01,2.802777e-01,-6.571041e-01,6.059011e-01,-6.291728e-02,3.020386e-01,-4.117042e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,6.792208e-02,-4.419264e-02,-7.670864e-02,-1.329779e-01
74,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.147914e-01,1.435652e-01,6.467741e-01,4.341062e-01,-2.871065e-01,-1.583551e-01,-5.276240e-01,-5.577769e-01,8.186554e-02,7.561979e-02,-6.483293e-02,-5.635419e-02,1.231313e-01,6.232983e-02,1.190854e-01,-2.574434e-02,6.445160e-01,-1.234020e-01,3.505541e-01,-4.467972e-01,4.290724e-01,-2.817229e-01,2.390052e-01,-6.593779e-01,-5.864425e-01,-5.987033e-02,-2.636132e-01,2.435002e-01,-7.858695e-01,4.017302e-01,-3.088019e-01,6.590192e-01,-2.721238e-01,8.723906e-01,-7.915800e-01,5.387894e-01,2.519052e-02,7.578625e-01,-3.252799e-01,5.340376e-01,-8.081766e-01,3.000245e-01,-6.203904e-01,7.581022e-01,-6.413714e-01,2.807807e-01,-4.659531e-01,7.756435e-01,-3.097454e-01,-9.522827e-02,-9.836271e-02,4.097212e-01,-2.571945e-01,9.586386e-02,1.089680e-01,9.956531e-02,1.055812e-01,1.306396e-01,-8.894091e-02,3.537921e-01,-1.224712e-01,-1.070623e-01,-3.631860e-01,-5.438887e-02,1.308892e-01,1.163088e-01,-1.259353e-01,-9.993983e-02,1.193849e-01,1.188799e-01,-1.073940e-01,-1.058492e-01,1.183620e-01,1.171743e-01,-1.057930e-01,-1.056854e-01,1.120671e-01,1.020420e-01,-1.000326e-01,-1.007389e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,8.095584e-02,7.592241e-02,-6.578921e-02,-5.625420e-02
75,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.292372e-01,1.422079e-01,7.202804e-01,4.838152e-01,-3.092097e-01,-1.587086e-01,-5.862562e-01,-6.216847e-01,8.163867e-02,9.232095e-02,-6.543311e-02,-8.316578e-02,1.289474e-01,6.286657e-02,1.439337e-01,-2.282827e-02,6.870403e-01,-1.465570e-01,4.037531e-01,-4.974260e-01,4.280682e-01,-2.790314e-01,2.250443e-01,-6.920924e-01,-5.804552e-01,-7.400312e-02,-2.272654e-01,2.057647e-01,-7.568383e-01,4.061234e-01,-3.270023e-01,6.683618e-01,-3.210721e-01,8.540523e-01,-7.313561e-01,4.523636e-01,-3.166150e-02,7.272707e-01,-3.724148e-01,3.964113e-01,-7.928706e-01,3.229067e-01,-4.775793e-01,7.572486e-01,-5.610519e-01,3.272921e-01,-2.527647e-01,7.474454e-01,-5.471459e-01,-4.376871e-01,3.740503e-01,5.543468e-01,-3.848380e-01,-3.856808e-01,5.867579e-02,-8.534859e-02,1.054945e-01,1.003108e-01,2.417280e-01,4.995957e-01,-8.800380e-02,-6.704700e-03,-3.085826e-01,-1.282298e-01,9.404335e-02,9.381064e-02,-8.800756e-02,-8.934010e-02,9.329544e-02,9.263405e-02,-8.968023e-02,-8.952670e-02,9.149861e-02,8.887177e-02,-8.872721e-02,-8.636987e-02,8.150567e-02,6.030109e-02,-7.932607e-02,-5.923708e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,8.078801e-02,9.253332e-02,-6.612631e-02,-8.280517e-02
76,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.292372e-01,1.422078e-01,7.202805e-01,4.838151e-01,-3.092098e-01,-1.587086e-01,-5.862561e-01,-6.216849e-01,8.163868e-02,9.232096e-02,-6.543309e-02,-8.316577e-02,1.289474e-01,6.286658e-02,1.439341e-01,-2.282822e-02,6.870401e-01,-1.465573e-01,4.037537e-01,-4.974266e-01,4.280673e-01,-2.790305e-01,2.250439e-01,-6.920923e-01,-5.804553e-01,-7.400305e-02,-2.272656e-01,2.057648e-01,-7.568382e-01,4.061232e-01,-3.270024e-01,6.683618e-01,-3.210721e-01,8.540523e-01,-7.313561e-01,4.523636e-01,-3.166145e-02,7.272706e-01,-3.724147e-01,3.964112e-01,-7.928706e-01,3.229068e-01,-4.775793e-01,7.572487e-01,-5.610519e-01,3.272921e-01,-2.527647e-01,7.474454e-01,-5.471459e-01,-4.376871e-01,3.740503e-01,5.543467e-01,-3.848379e-01,-3.856808e-01,5.867579e-02,-8.534857e-02,1.054945e-01,1.003108e-01,2.417280e-01,4.995957e-01,-8.800380e-02,-6.704694e-03,-3.085826e-01,-1.282298e-01,9.404336e-02,9.381064e-02,-8.800755e-02,-8.934009e-02,9.329545e-02,9.263405e-02,-8.968023e-02,-8.952670e-02,9.149861e-02,8.887177e-02,-8.872721e-02,-8.636987e-02,8.150567e-02,6.030109e-02,-7.932607e-02,-5.923708e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,8.078802e-02,9.253333e-02,-6.612630e-02,-8.280516e-02
77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.098918e-01,2.614812e-01,6.251241e-01,3.069898e-01,-1.732787e-01,-2.462108e-01,-4.470668e-01,-4.583270e-01,1.059620e-01,1.262312e-01,-7.682275e-02,-1.249741e-01,2.141062e-01,3.250410e-02,2.004446e-01,-1.154795e-01,7.267634e-01,-2.394432e-01,4.442734e-01,-5.971685e-01,4.464059e-01,-2.978338e-01,2.301188e-01,-7.110788e-01,-5.759528e-01,-3.299170e-02,-2.634910e-01,2.374591e-01,-7.178612e-01,3.760291e-01,-2.866646e-01,6.273338e-01,-3.045021e-01,8.137173e-01,-7.149856e-01,4.098295e-01,-5.973753e-02,7.187865e-01,-3.858060e-01,4.120068e-01,-7.423304e-01,3.017189e-01,-4.571453e-01,7.324201e-01,-5.415123e-01,3.074641e-01,-2.533360e-01,7.076726e-01,-4.900544e-01,-3.909097e-01,3.472746e-01,5.184308e-01,-3.640005e-01,-3.287541e-01,5.773528e-02,-8.343267e-02,1.051655e-01,9.964003e-02,1.907884e-01,4.593903e-01,-9.046979e-02,-2.333841e-02,-3.085141e-01,-1.284546e-01,7.528044e-02,9.247323e-02,-5.930928e-02,-8.567619e-02,9.277284e-02,9.233959e-02,-8.793944e-02,-8.847015e-02,9.133664e-02,8.878682e-02,-8.805126e-02,-8.592090e-02,8.146433e-02,6.028382e-02,-7.901726e-02,-5.901651e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.051793e-01,1.264618e-01,-7.746378e-02,-1.246036e-01
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5.632913e-01,2.312982e-01,7.638964e-01,-1.206924e-01,1.640236e-01,-6.725865e-01,-2.801515e-01,-5.636468e-01,6.030587e-01,-3.620207e-02,3.023758e-01,-4.211482e-01,8.106016e-01,-3.999117e-01,5.571682e-01,-6.719222e-01,8.357279e-01,-6.164036e-01,4.385134e-01,-7.926612e-01,4.553616e-01,-2.881549e-01,2.318839e-01,-6.927858e-01,-5.801652e-01,1.171148e-02,-2.743262e-01,2.657066e-01,-6.829537e-01,3.406094e-01,-2.461844e-01,5.958795e-01,-2.955753e-01,7.972024e-01,-6.988800e-01,3.693321e-01,-8.125399e-02,7.183875e-01,-3.948601e-01,4.206065e-01,-6.866196e-01,2.809551e-01,-4.183498e-01,7.119652e-01,-4.912856e-01,2.374109e-01,-2.307946e-01,6.759739e-01,-4.364436e-01,-3.416781e-01,2.981384e-01,4.680001e-01,-3.397671e-01,-2.766320e-01,5.708296e-02,-7.985742e-02,1.050005e-01,9.913112e-02,1.349817e-01,3.936930e-01,-9.179139e-02,-3.896975e-02,-3.079364e-01,-1.278715e-01,1.282734e-01,1.021947e-01,8.769745e-02,-6.541804e-02,9.695884e-02,9.459227e-02,-8.060063e-02,-8.478173e-02,9.268231e-02,8.965260e-02,-8.593297e-02,-8.460183e-02,8.205456e-02,6.070678e-02,-7.814533e-02,-5.840939e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,6.023189e-01,-3.599123e-02,3.017296e-01,-4.208422e-01
