#time,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,driver_0003a,driver_0003b,driver_0004a,driver_0004b,Out_0014a,Out_0014b,Out_0019a,Out_0019b
130,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.031385e-01,-8.311892e-02,1.573665e-01,-6.906983e-01,8.252184e-01,-3.594510e-01,-9.331809e-02,-8.393977e-02,7.329307e-01,-1.137801e-01,8.346887e-01,-3.453914e-01,3.559208e-01,-7.640164e-01,3.666187e-01,-5.454874e-01,-1.027478e-01,-1.071051e-01,-4.234318e-01,-6.566850e-01,-1.012192e-01,-7.857201e-02,-3.452531e-02,-8.188691e-02,-3.565715e-02,-3.314375e-02,1.429305e-01,5.217321e-02,-5.334174e-01,-5.805708e-01,8.310487e-01,-3.588386e-01,-2.610983e-03,-2.901796e-02,3.511199e-01,-7.700559e-01,7.947291e-02,-7.087607e-01,3.588880e-01,-6.428301e-01,4.253242e-01,-8.126654e-01,7.456028e-01,-6.076403e-01,6.329430e-01,-7.160835e-01,8.729016e-01,-3.922493e-01,7.177508e-01,-2.623735e-01,7.955378e-01,-7.573405e-03,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.235039e-01,-6.570365e-01,-5.335209e-01,-5.809377e-01
131,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.031386e-01,-8.311891e-02,1.573665e-01,-6.906983e-01,8.252184e-01,-3.594510e-01,-9.331809e-02,-8.393977e-02,7.329309e-01,-1.137802e-01,8.346887e-01,-3.453914e-01,3.559207e-01,-7.640164e-01,3.666189e-01,-5.454877e-01,-1.027478e-01,-1.071051e-01,-4.234318e-01,-6.566850e-01,-1.012192e-01,-7.857201e-02,-3.452531e-02,-8.188691e-02,-3.565715e-02,-3.314375e-02,1.429306e-01,5.217322e-02,-5.334174e-01,-5.805708e-01,8.310487e-01,-3.588386e-01,-2.610979e-03,-2.901796e-02,3.511199e-01,-7.700561e-01,7.947291e-02,-7.087607e-01,3.588880e-01,-6.428300e-01,4.253242e-01,-8.126654e-01,7.456028e-01,-6.076403e-01,6.329430e-01,-7.160835e-01,8.729016e-01,-3.922493e-01,7.177509e-01,-2.623735e-01,7.955378e-01,-7.573384e-03,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.235039e-01,-6.570365e-01,-5.335209e-01,-5.809377e-01
132,-1,-1,1,1,1,1,-2,-2,2,2,1,1,1,1,2,2,-1,-1,-2,-2,-1,-1,-2,-2,-1,-1,-1,-1,-2,-2,2,2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.364317e-01,-1.912422e-01,1.386479e-01,-6.574284e-01,8.065663e-01,-3.530565e-01,1.048622e-01,7.165165e-02,7.484417e-01,-1.454649e-01,8.170203e-01,-3.445159e-01,3.119607e-01,-7.172305e-01,3.696466e-01,-6.072848e-01,-9.982522e-02,-1.426226e-01,-3.297480e-01,-5.588355e-01,-1.276820e-01,-1.302351e-01,1.809245e-01,1.276588e-01,3.534815e-02,3.054923e-02,2.598525e-01,7.009035e-02,-4.451583e-01,-5.161195e-01,8.365905e-01,-3.577050e-01,5.573326e-02,3.615687e-02,3.285468e-01,-7.619859e-01,9.356070e-02,-6.754928e-01,3.336862e-01,-6.139406e-01,3.766747e-01,-7.573582e-01,6.874299e-01,-5.652264e-01,5.684744e-01,-6.203988e-01,8.327709e-01,-3.610765e-01,6.616848e-01,-2.495755e-01,7.886763e-01,-3.073663e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-3.298138e-01,-5.591692e-01,-4.452530e-01,-5.164869e-01
133,0,0,0,0,0,0,-2,-2,2,2,0,0,0,0,2,2,0,0,-2,-2,0,0,-2,-2,0,0,0,0,-2,-2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006175e-01,-6.958500e-01,1.287967e-01,-6.368254e-01,7.982450e-01,-3.578680e-01,3.617995e-01,1.844465e-01,8.307316e-01,-3.537369e-01,8.088325e-01,-3.469846e-01,2.799123e-01,-6.764448e-01,3.549660e-01,-7.609961e-01,2.419566e-01,-6.794256e-01,-2.317499e-01,-4.734894e-01,2.450447e-01,-4.218885e-01,5.172929e-01,2.956159e-01,5.923325e-01,-1.374528e-01,7.939030e-01,-4.088397e-01,-3.673123e-01,-4.173193e-01,8.436974e-01,-3.478069e-01,7.670635e-01,-3.972098e-01,3.135229e-01,-7.477155e-01,1.224813e-01,-6.390572e-01,2.648134e-01,-4.905449e-01,3.452558e-01,-6.599406e-01,5.425464e-01,-4.584679e-01,5.124105e-01,-5.696589e-01,7.842394e-01,-3.712859e-01,5.813436e-01,-1.890800e-01,7.888280e-01,-6.533150e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-2.318058e-01,-4.738087e-01,-3.674007e-01,-4.176952e-01
134,1,1,-1,-1,-1,-1,-2,-2,2,2,-1,-1,-1,-1,2,2,1,1,-2,-2,1,1,-2,-2,1,1,1,1,-2,-2,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.197100e-01,-7.344086e-01,-4.743013e-02,-1.329930e-01,4.161391e-01,6.376696e-02,5.105463e-01,2.800514e-01,8.391416e-01,-3.457787e-01,1.908734e-01,-1.396876e-01,-6.811113e-02,-2.514581e-01,3.553458e-01,-7.615552e-01,2.838906e-01,-7.122247e-01,-7.495855e-02,-1.279694e-01,2.697016e-01,-4.684393e-01,5.874755e-01,4.029071e-01,6.751991e-01,-1.766888e-01,8.144442e-01,-3.904899e-01,-1.418247e-01,-1.207275e-01,6.576704e-01,-3.841784e-01,7.910220e-01,-4.412238e-01,1.827063e-01,-7.017923e-01,-6.987436e-02,-7.767387e-02,-7.879170e-02,-8.436844e-02,-2.490131e-03,-1.140181e-02,-8.051193e-03,-1.472009e-02,5.257006e-02,4.798660e-02,4.716804e-02,4.110669e-02,1.803263e-01,1.891664e-01,1.857354e-01,1.668926e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-7.510166e-02,-1.280981e-01,-1.419276e-01,-1.209395e-01
135,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.465321e-01,-7.662814e-01,-6.469525e-02,-9.939546e-02,3.489314e-01,1.346304e-01,6.035474e-01,3.627529e-01,8.275129e-01,-3.515709e-01,8.726048e-02,-9.177480e-02,-9.567652e-02,-1.087886e-01,3.530496e-01,-7.632687e-01,3.297166e-01,-7.817710e-01,1.020325e-01,9.317454e-02,3.353791e-01,-5.187279e-01,6.567802e-01,4.821056e-01,7.301299e-01,-1.822166e-01,8.341290e-01,-3.803775e-01,8.061625e-02,5.786775e-02,5.432661e-01,-3.506398e-01,8.255213e-01,-4.475148e-01,8.724306e-02,-6.520083e-01,3.133999e-02,2.862158e-02,2.433492e-02,1.870807e-02,1.588044e-02,1.512139e-02,1.330821e-02,1.062308e-02,1.944816e-02,2.067153e-02,1.906991e-02,1.501182e-02,8.400214e-02,9.997325e-02,9.620309e-02,7.302838e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,1.018657e-01,9.305370e-02,8.052900e-02,5.772050e-02
136,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.465321e-01,-7.662814e-01,-6.469525e-02,-9.939547e-02,3.489314e-01,1.346304e-01,6.035474e-01,3.627530e-01,8.275131e-01,-3.515709e-01,8.726042e-02,-9.177524e-02,-9.567654e-02,-1.087887e-01,3.530496e-01,-7.632687e-01,3.297166e-01,-7.817709e-01,1.020325e-01,9.317454e-02,3.353791e-01,-5.187278e-01,6.567802e-01,4.821056e-01,7.301299e-01,-1.822166e-01,8.341290e-01,-3.803776e-01,8.061625e-02,5.786775e-02,5.432666e-01,-3.506404e-01,8.255213e-01,-4.475148e-01,8.724339e-02,-6.520086e-01,3.133999e-02,2.862158e-02,2.433492e-02,1.870807e-02,1.588044e-02,1.512139e-02,1.330821e-02,1.062308e-02,1.944816e-02,2.067153e-02,1.906991e-02,1.501182e-02,8.400214e-02,9.997325e-02,9.620309e-02,7.302838e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,1.018657e-01,9.305370e-02,8.052900e-02,5.772050e-02
137,2,2,-2,-2,-2,-2,-1,-1,1,1,-2,-2,-2,-2,1,1,2,2,-1,-1,2,2,-1,-1,2,2,2,2,-1,-1,1,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.190550e-01,-7.540067e-01,-6.480876e-02,-9.981288e-02,3.496092e-01,1.366084e-01,3.978318e-01,1.155958e-01,7.956635e-01,-3.617626e-01,9.432617e-02,-4.354992e-02,-9.774547e-02,-1.197648e-01,3.226294e-01,-7.270185e-01,3.158201e-01,-8.044506e-01,2.410003e-01,1.859402e-01,3.284419e-01,-5.492904e-01,5.152491e-01,1.072198e-01,7.564367e-01,-2.684876e-01,8.474663e-01,-3.959294e-01,2.136440e-01,1.539982e-01,4.913657e-01,-2.988107e-01,8.355791e-01,-5.345551e-01,6.774536e-02,-6.104865e-01,2.294466e-01,2.699304e-01,2.634147e-01,2.041712e-01,4.698851e-02,5.230218e-02,4.989810e-02,4.026956e-02,2.914687e-02,3.148834e-02,2.975559e-02,2.437244e-02,8.804396e-02,1.042975e-01,1.004895e-01,7.696779e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.408332e-01,1.858193e-01,2.135568e-01,1.538634e-01
138,2,2,-2,-2,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,2,2,0,0,2,2,0,0,2,2,2,2,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.967694e-01,-7.392374e-01,-6.508288e-02,-1.006397e-01,3.497930e-01,1.369772e-01,8.432428e-01,-3.239586e-01,7.882393e-01,-3.693262e-01,9.529491e-02,-3.837598e-02,-1.005843e-01,-1.383905e-01,2.994141e-01,-6.942439e-01,2.937115e-01,-8.156984e-01,6.861179e-01,-2.896363e-01,2.682211e-01,-6.494480e-01,8.075958e-01,-5.509475e-01,7.276919e-01,-5.545613e-01,8.652859e-01,-3.988232e-01,7.618318e-01,-1.193112e-01,4.807220e-01,-3.040147e-01,7.722738e-01,-8.636019e-01,8.515897e-02,-5.939328e-01,5.059657e-01,4.303040e-01,5.746862e-01,3.189857e-01,7.874415e-02,8.680646e-02,8.169061e-02,6.093299e-02,3.709741e-02,3.971989e-02,3.707101e-02,2.985136e-02,9.073264e-02,1.069816e-01,1.028985e-01,7.889918e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.859509e-01,-2.897586e-01,7.617445e-01,-1.194308e-01
139,2,2,-2,-2,-2,-2,1,1,-1,-1,-2,-2,-2,-2,-1,-1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,-1,-1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.747449e-01,-6.978564e-01,-6.319108e-02,-9.657263e-02,3.514750e-01,1.407194e-01,8.547617e-01,-3.816566e-01,1.799594e-01,-1.456158e-01,1.077073e-01,8.121978e-02,-8.902691e-02,-6.234486e-02,-7.158394e-02,-2.490811e-01,2.903220e-01,-8.141413e-01,7.048437e-01,-3.096312e-01,2.621534e-01,-6.595673e-01,7.928876e-01,-6.221192e-01,7.089861e-01,-6.174634e-01,6.723063e-01,-4.399968e-01,7.703201e-01,-1.011143e-01,1.318512e-01,1.077970e-01,7.784546e-01,-8.842249e-01,-1.265541e-01,-1.074565e-01,5.564750e-01,4.864272e-01,6.173465e-01,3.701913e-01,8.517321e-02,9.408810e-02,8.907484e-02,6.724450e-02,3.842448e-02,4.136185e-02,3.877458e-02,3.137448e-02,9.109925e-02,1.074558e-01,1.034137e-01,7.938998e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.046783e-01,-3.097532e-01,7.702345e-01,-1.012126e-01
140,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.363677e-02,-6.626396e-01,-6.369640e-02,-9.744011e-02,3.506079e-01,1.393392e-01,8.740916e-01,-4.383140e-01,6.550248e-02,-1.278059e-01,1.059908e-01,9.626029e-02,-9.157935e-02,-9.117301e-02,-9.588618e-02,-1.090151e-01,2.827584e-01,-8.122740e-01,7.176962e-01,-3.290165e-01,2.564400e-01,-6.654658e-01,8.011205e-01,-6.969337e-01,6.869396e-01,-6.558936e-01,5.773817e-01,-4.444524e-01,7.900812e-01,-8.478244e-02,9.107710e-02,8.475417e-02,7.601112e-01,-9.223781e-01,-9.211104e-02,-9.357850e-02,5.925544e-01,5.339539e-01,6.579023e-01,4.205824e-01,9.050172e-02,1.005064e-01,9.579470e-02,7.354414e-02,3.955944e-02,4.281858e-02,4.035335e-02,3.285431e-02,9.144690e-02,1.079058e-01,1.039134e-01,7.988203e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.175293e-01,-3.291374e-01,7.899942e-01,-8.484397e-02
141,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.377907e-02,-6.627083e-01,2.071076e-02,-8.762955e-02,4.343560e-01,1.482996e-01,8.740929e-01,-4.383128e-01,6.565698e-02,-1.278395e-01,1.089123e-01,9.753124e-02,-8.864787e-02,-8.994871e-02,-9.573704e-02,-1.089751e-01,2.827605e-01,-8.122736e-01,7.176953e-01,-3.290166e-01,2.564406e-01,-6.654675e-01,8.011186e-01,-6.969297e-01,6.869447e-01,-6.558921e-01,5.775679e-01,-4.445782e-01,7.900812e-01,-8.478247e-02,9.169357e-02,8.506933e-02,7.601843e-01,-9.223651e-01,-9.153134e-02,-9.328652e-02,5.925470e-01,5.339496e-01,6.578997e-01,4.205808e-01,9.049513e-02,1.005023e-01,9.579228e-02,7.354271e-02,3.955743e-02,4.281751e-02,4.035296e-02,3.285436e-02,9.144954e-02,1.079081e-01,1.039155e-01,7.988398e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,7.175308e-01,-3.291364e-01,7.899947e-01,-8.484349e-02
142,1,1,-1,-1,-1,-1,2,2,-2,-2,-1,-1,-1,-1,-2,-2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,-2,-2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.001429e-02,-6.046146e-01,4.738233e-02,-1.631306e-01,5.166617e-01,9.398300e-02,8.144403e-01,-5.147574e-01,7.676785e-02,-5.500254e-02,1.232440e-01,1.286044e-01,-8.273959e-02,-1.323818e-01,-9.656408e-02,-1.172641e-01,2.563310e-01,-7.526266e-01,7.187702e-01,-4.272081e-01,1.983957e-01,-6.276249e-01,7.328988e-01,-7.752002e-01,5.622745e-01,-6.316455e-01,4.930244e-01,-3.357434e-01,8.137132e-01,-1.969081e-01,7.417107e-02,8.775273e-02,6.463562e-01,-8.439181e-01,-6.310741e-02,-9.116006e-02,4.242126e-01,1.013573e-01,4.077275e-01,1.304326e-01,1.566708e-01,1.071978e-01,1.384262e-01,8.491708e-02,1.087102e-01,1.040993e-01,1.027655e-01,8.954289e-02,2.021776e-01,2.114082e-01,2.080075e-01,1.868834e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,7.186395e-01,-4.273195e-01,8.136232e-01,-1.969476e-01
143,0,0,0,0,0,0,2,2,-2,-2,0,0,0,0,-2,-2,0,0,2,2,0,0,2,2,0,0,0,0,2,2,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.580619e-02,-5.816601e-01,2.172597e-01,-6.430213e-01,8.606300e-01,-2.324501e-01,7.058238e-01,-7.044763e-01,7.878715e-02,-5.999917e-02,5.642856e-01,-9.697937e-03,2.853145e-01,-4.157216e-01,-9.562033e-02,-1.379120e-01,2.027390e-01,-7.148524e-01,6.773649e-01,-7.738111e-01,1.728503e-01,-6.053452e-01,5.791019e-01,-9.023519e-01,4.346873e-01,-6.837189e-01,4.650098e-01,-2.851305e-01,8.690271e-01,-5.615979e-01,1.062796e-01,9.457445e-02,5.119011e-01,-7.857804e-01,8.335016e-02,-7.464520e-02,6.305087e-01,-6.563971e-01,7.977091e-01,-4.938258e-01,5.735348e-01,-5.486831e-01,8.504896e-01,-3.904999e-01,5.142193e-01,-4.544619e-01,7.766690e-01,-2.933004e-01,5.124292e-01,-6.855850e-02,6.305210e-01,3.245170e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,6.773058e-01,-7.740869e-01,8.689217e-01,-5.617086e-01
144,-1,-1,1,1,1,1,2,2,-2,-2,1,1,1,1,-2,-2,-1,-1,2,2,-1,-1,2,2,-1,-1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.417684e-01,-1.065357e-01,2.313303e-01,-6.626205e-01,8.812892e-01,-3.053221e-01,3.758867e-01,-6.548484e-01,9.937789e-02,7.763586e-02,6.545819e-01,-6.402762e-02,2.999779e-01,-4.621704e-01,-8.473492e-02,-6.215667e-02,-2.309137e-01,-2.484104e-01,4.344337e-01,-8.041341e-01,-2.364391e-01,-2.557733e-01,1.898314e-01,-7.411747e-01,-2.115710e-01,-4.333710e-01,1.135019e-01,1.021280e-01,7.303744e-01,-6.800349e-01,1.561085e-01,1.087688e-01,-2.007008e-01,-4.016178e-01,6.687584e-02,-7.374400e-02,5.300090e-01,-7.293584e-01,8.196659e-01,-5.648285e-01,5.739363e-01,-7.277060e-01,8.039844e-01,-4.808619e-01,6.534649e-01,-6.070263e-01,8.410026e-01,-3.072596e-01,7.023232e-01,-2.423049e-01,7.835916e-01,-5.395135e-03,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,4.343734e-01,-8.044312e-01,7.303083e-01,-6.801546e-01
145,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.208451e-01,-1.464843e-01,2.457920e-01,-7.291452e-01,9.267305e-01,-3.447592e-01,3.349100e-01,-6.641734e-01,9.083871e-02,7.552194e-02,7.271598e-01,-9.437046e-02,3.695860e-01,-5.340648e-01,-9.233150e-02,-1.042878e-01,-1.774535e-01,-1.981781e-01,3.675345e-01,-8.268088e-01,-1.938022e-01,-1.584143e-01,6.816408e-02,-7.116157e-01,-5.653701e-01,-6.056797e-01,3.718779e-02,-9.764454e-02,6.967273e-01,-7.163998e-01,1.608666e-01,1.048602e-01,-4.360523e-01,-6.831930e-01,1.066021e-01,-7.291478e-02,5.349244e-01,-8.319052e-01,8.265778e-01,-6.446285e-01,6.480458e-01,-8.114955e-01,8.693386e-01,-5.360141e-01,7.418712e-01,-6.524263e-01,8.814849e-01,-3.566166e-01,7.277552e-01,-2.381172e-01,7.910032e-01,1.281699e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.674730e-01,-8.271398e-01,6.966472e-01,-7.165485e-01
146,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.208451e-01,-1.464843e-01,2.457920e-01,-7.291456e-01,9.267304e-01,-3.447592e-01,3.349100e-01,-6.641734e-01,9.083872e-02,7.552195e-02,7.271601e-01,-9.437079e-02,3.695866e-01,-5.340655e-01,-9.233148e-02,-1.042878e-01,-1.774535e-01,-1.981781e-01,3.675346e-01,-8.268088e-01,-1.938022e-01,-1.584143e-01,6.816410e-02,-7.116158e-01,-5.653701e-01,-6.056797e-01,3.718779e-02,-9.764453e-02,6.967274e-01,-7.163998e-01,1.608667e-01,1.048602e-01,-4.360523e-01,-6.831930e-01,1.066026e-01,-7.291471e-02,5.349244e-01,-8.319053e-01,8.265778e-01,-6.446284e-01,6.480458e-01,-8.114955e-01,8.693385e-01,-5.360140e-01,7.418712e-01,-6.524263e-01,8.814849e-01,-3.566165e-01,7.277552e-01,-2.381172e-01,7.910032e-01,1.281706e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.674730e-01,-8.271398e-01,6.966472e-01,-7.165485e-01
147,-2,-2,2,2,2,2,1,1,-1,-1,2,2,2,2,-1,-1,-2,-2,1,1,-2,-2,1,1,-2,-2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.336414e-02,-1.395893e-01,2.450873e-01,-7.322613e-01,9.260941e-01,-3.431510e-01,2.888334e-01,-6.190403e-01,1.147864e-01,1.054388e-01,7.455225e-01,-1.374444e-01,3.755272e-01,-6.039195e-01,-7.491253e-02,-1.520791e-01,-1.704358e-01,-1.902901e-01,2.901805e-01,-7.606003e-01,-1.862194e-01,-1.524604e-01,6.403365e-02,-6.721896e-01,-5.153534e-01,-5.637918e-01,2.474956e-02,-8.255190e-02,5.870441e-01,-6.729537e-01,2.692304e-01,1.021969e-01,-3.840334e-01,-6.249740e-01,1.389502e-01,-1.763330e-01,4.736207e-01,-8.208766e-01,7.700072e-01,-6.683080e-01,6.106246e-01,-8.239448e-01,8.657682e-01,-5.456175e-01,7.350592e-01,-6.577876e-01,8.812262e-01,-3.634654e-01,7.270480e-01,-2.403740e-01,7.915842e-01,9.325536e-03,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,2.901221e-01,-7.609315e-01,5.869633e-01,-6.731485e-01
148,-2,-2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,-2,-2,0,0,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.246339e-02,-1.192034e-01,2.467795e-01,-7.247551e-01,9.245324e-01,-3.348857e-01,2.553515e-01,-5.886597e-01,5.658583e-01,-3.625031e-02,8.283233e-01,-3.525094e-01,3.554859e-01,-7.743502e-01,2.633842e-01,-4.272177e-01,-1.590921e-01,-1.807458e-01,2.215415e-01,-7.009031e-01,-1.781536e-01,-1.467075e-01,6.954730e-02,-6.480845e-01,-4.689193e-01,-5.314474e-01,8.084425e-02,-5.538541e-02,4.913360e-01,-6.359730e-01,7.676345e-01,-2.764273e-01,-3.271524e-01,-5.702808e-01,3.257654e-01,-6.723549e-01,4.082231e-01,-8.143165e-01,7.162535e-01,-6.913661e-01,5.757616e-01,-8.263505e-01,8.591864e-01,-5.543552e-01,7.227439e-01,-6.653801e-01,8.804400e-01,-3.675798e-01,7.258989e-01,-2.434519e-01,7.921370e-01,6.872433e-03,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,2.214810e-01,-7.012304e-01,4.912556e-01,-6.362893e-01
149,-2,-2,2,2,2,2,-1,-1,1,1,2,2,2,2,1,1,-2,-2,-1,-1,-2,-2,-1,-1,-2,-2,-2,-2,-1,-1,1,1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.020339e-02,-1.097280e-01,2.467352e-01,-7.254920e-01,9.246106e-01,-3.350774e-01,-1.236452e-01,-2.305760e-01,6.919622e-01,-1.057550e-01,8.251451e-01,-3.425111e-01,3.575606e-01,-7.656777e-01,3.019313e-01,-4.933441e-01,-1.386845e-01,-1.505435e-01,-1.760972e-01,-4.116515e-01,-1.450254e-01,-1.152214e-01,-1.115957e-01,-2.336900e-01,-2.995981e-01,-2.598986e-01,1.255267e-01,-2.085122e-02,-1.505613e-01,-4.346228e-01,8.061239e-01,-3.484063e-01,-2.023587e-01,-3.022073e-01,3.301048e-01,-7.253958e-01,1.383197e-01,-7.210348e-01,4.186993e-01,-6.418277e-01,4.471513e-01,-8.161668e-01,7.611631e-01,-6.029401e-01,6.440278e-01,-7.117562e-01,8.740978e-01,-3.919971e-01,7.184497e-01,-2.617909e-01,7.954257e-01,-7.976442e-03,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-1.761560e-01,-4.119796e-01,-1.506417e-01,-4.349508e-01
