#time,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,driver_0003a,driver_0003b,driver_0004a,driver_0004b,Out_0014a,Out_0014b,Out_0019a,Out_0019b
64,-1,-1,1,1,1,1,2,2,-2,-2,1,1,1,1,-2,-2,-1,-1,2,2,-1,-1,2,2,-1,-1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.527965e-01,-1.437704e-01,-7.137473e-01,3.472580e-01,-9.353378e-02,6.812941e-01,-7.075832e-01,6.401506e-02,8.881218e-02,6.985063e-02,-2.848989e-01,4.911855e-01,-6.218827e-01,6.271048e-02,-9.586154e-02,-6.674230e-02,-2.598187e-01,-2.367514e-01,-6.484877e-01,7.420139e-01,-2.417238e-01,-2.302514e-01,-5.697667e-01,3.919553e-01,-4.205435e-01,-2.663051e-01,1.029256e-01,3.364939e-02,-7.880907e-01,3.640322e-01,-4.460251e-02,8.224310e-02,-3.977458e-01,-1.910433e-01,-1.217210e-01,-9.979150e-02,-5.482035e-01,8.240432e-01,-7.296611e-01,4.911160e-01,-4.740203e-01,8.024054e-01,-7.245668e-01,5.592811e-01,-2.992397e-01,8.399644e-01,-6.072982e-01,6.433876e-01,2.465422e-03,7.800227e-01,-2.437970e-01,6.919556e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.489176e-01,7.418253e-01,-7.885063e-01,3.638920e-01
65,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.352482e-01,-1.632804e-01,-7.522506e-01,3.751002e-01,-1.135911e-01,7.442766e-01,-6.995612e-01,2.111349e-02,7.451505e-02,6.013440e-02,-3.613312e-01,5.470581e-01,-6.627705e-01,8.073629e-02,-1.073457e-01,-1.168254e-01,-1.913553e-01,-2.027511e-01,-7.031306e-01,7.032484e-01,-1.917058e-01,-1.480903e-01,-6.301929e-01,3.380620e-01,-6.942008e-01,-4.818809e-01,7.843480e-03,-1.868829e-01,-8.194903e-01,3.386249e-01,-9.880209e-02,6.797349e-02,-5.723682e-01,-5.581759e-01,-1.148214e-01,-1.045853e-01,-6.373910e-01,8.289829e-01,-8.250086e-01,5.211340e-01,-5.297166e-01,8.665586e-01,-8.160875e-01,6.372692e-01,-3.479849e-01,8.795782e-01,-6.559474e-01,7.372446e-01,2.185427e-02,7.912044e-01,-2.414370e-01,7.232967e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.035996e-01,7.030424e-01,-8.199681e-01,3.384810e-01
66,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.352482e-01,-1.632804e-01,-7.522506e-01,3.751002e-01,-1.135911e-01,7.442766e-01,-6.995612e-01,2.111349e-02,7.451505e-02,6.013440e-02,-3.613312e-01,5.470581e-01,-6.627705e-01,8.073629e-02,-1.073457e-01,-1.168254e-01,-1.913553e-01,-2.027511e-01,-7.031306e-01,7.032484e-01,-1.917058e-01,-1.480903e-01,-6.301929e-01,3.380620e-01,-6.942008e-01,-4.818809e-01,7.843480e-03,-1.868829e-01,-8.194903e-01,3.386249e-01,-9.880209e-02,6.797349e-02,-5.723682e-01,-5.581759e-01,-1.148214e-01,-1.045853e-01,-6.373910e-01,8.289829e-01,-8.250086e-01,5.211340e-01,-5.297166e-01,8.665586e-01,-8.160875e-01,6.372692e-01,-3.479849e-01,8.795782e-01,-6.559474e-01,7.372446e-01,2.185427e-02,7.912044e-01,-2.414370e-01,7.232967e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.035996e-01,7.030424e-01,-8.199681e-01,3.384810e-01
67,-2,-2,2,2,2,2,1,1,-1,-1,2,2,2,2,-1,-1,-2,-2,1,1,-2,-2,1,1,-2,-2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.291573e-02,-1.547856e-01,-7.524984e-01,3.771762e-01,-1.111139e-01,7.571255e-01,-6.600921e-01,7.123857e-03,1.016987e-01,9.437555e-02,-3.890280e-01,6.607547e-01,-7.102403e-01,1.759209e-01,-1.085782e-01,-1.567490e-01,-1.837103e-01,-1.946079e-01,-6.603819e-01,6.011151e-01,-1.840402e-01,-1.419344e-01,-5.889180e-01,3.022780e-01,-6.380023e-01,-4.355031e-01,1.292652e-03,-1.719014e-01,-7.522481e-01,2.453666e-01,-1.368545e-01,1.765895e-01,-5.341306e-01,-5.068680e-01,-2.528822e-01,-7.856065e-02,-6.548774e-01,7.788822e-01,-8.068812e-01,4.472786e-01,-5.365893e-01,8.627297e-01,-8.268514e-01,5.921726e-01,-3.532599e-01,8.788813e-01,-6.632740e-01,7.266473e-01,1.902882e-02,7.918110e-01,-2.445281e-01,7.220792e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.608491e-01,6.009098e-01,-7.527341e-01,2.452201e-01
68,-2,-2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,-2,-2,0,0,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.643014e-01,-1.638032e-01,-7.520041e-01,3.766722e-01,-1.107497e-01,7.453467e-01,-6.398485e-01,1.925936e-02,-3.263281e-01,4.674619e-01,-3.522762e-01,8.521668e-01,-7.535360e-01,3.032189e-01,-6.021522e-01,5.694638e-02,-1.836967e-01,-1.910078e-01,-6.052868e-01,5.097936e-01,-1.790275e-01,-1.369022e-01,-5.570081e-01,2.645351e-01,-5.898016e-01,-3.822323e-01,-1.275687e-01,-1.767844e-01,-6.862323e-01,1.877845e-01,-3.591222e-01,7.921954e-01,-5.125114e-01,-4.691715e-01,-6.861560e-01,2.879562e-01,-6.807899e-01,7.158547e-01,-8.093688e-01,3.825085e-01,-5.453395e-01,8.607933e-01,-8.203727e-01,5.615035e-01,-3.590322e-01,8.787010e-01,-6.717651e-01,7.109064e-01,1.608797e-02,7.925127e-01,-2.479736e-01,7.206458e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.057544e-01,5.095870e-01,-6.866975e-01,1.876052e-01
69,-2,-2,2,2,2,2,-1,-1,1,1,2,2,2,2,1,1,-2,-2,-1,-1,-2,-2,-1,-1,-2,-2,-2,-2,-1,-1,1,1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.375492e-01,-1.381915e-01,-7.517749e-01,3.751391e-01,-1.112996e-01,7.448661e-01,-2.244909e-01,-1.677577e-01,-3.087443e-01,4.683463e-01,-3.528130e-01,8.405621e-01,-7.621151e-01,3.239921e-01,-6.100670e-01,4.402194e-02,-1.501195e-01,-1.561877e-01,-4.083367e-01,-1.278610e-01,-1.476882e-01,-1.156249e-01,-1.895669e-01,-1.257169e-01,-3.171069e-01,-2.496804e-01,-9.768977e-02,-6.210199e-02,-4.070250e-01,-2.204792e-01,-3.553670e-01,7.940594e-01,-2.298554e-01,-2.960738e-01,-7.245405e-01,3.180698e-01,-6.310335e-01,4.299084e-01,-7.176407e-01,1.042098e-01,-5.905844e-01,7.683252e-01,-8.074642e-01,4.294893e-01,-3.823846e-01,8.708004e-01,-7.181060e-01,6.299241e-01,2.171293e-03,7.955490e-01,-2.656606e-01,7.128837e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-4.088047e-01,-1.280680e-01,-4.074901e-01,-2.206658e-01
70,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.147298e-01,-1.128478e-01,-7.516561e-01,3.733967e-01,-1.122084e-01,7.440513e-01,-9.030245e-02,-7.278426e-02,-3.231215e-01,4.992838e-01,-3.528446e-01,8.311638e-01,-7.723323e-01,3.499446e-01,-6.367533e-01,4.921942e-02,-1.137641e-01,-1.123357e-01,-5.558217e-01,-5.245229e-01,-1.036058e-01,-7.931702e-02,-4.329137e-02,-8.452349e-02,-3.743153e-02,-3.215471e-02,-9.305926e-02,1.794410e-02,-6.622331e-01,-4.470175e-01,-3.518323e-01,8.138974e-01,-1.588077e-02,-3.503591e-02,-7.642182e-01,3.515373e-01,-6.292183e-01,3.625088e-01,-7.063626e-01,6.404779e-02,-5.968629e-01,7.490912e-01,-8.099640e-01,4.159648e-01,-3.828861e-01,8.700875e-01,-7.197390e-01,6.248421e-01,2.633203e-03,7.956119e-01,-2.655464e-01,7.126613e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-5.562904e-01,-5.247300e-01,-6.626950e-01,-4.472155e-01
71,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.147298e-01,-1.128478e-01,-7.516561e-01,3.733967e-01,-1.122084e-01,7.440513e-01,-9.030245e-02,-7.278426e-02,-3.231215e-01,4.992838e-01,-3.528446e-01,8.311638e-01,-7.723323e-01,3.499446e-01,-6.367533e-01,4.921942e-02,-1.137641e-01,-1.123357e-01,-5.558217e-01,-5.245229e-01,-1.036058e-01,-7.931702e-02,-4.329137e-02,-8.452349e-02,-3.743153e-02,-3.215471e-02,-9.305926e-02,1.794410e-02,-6.622331e-01,-4.470175e-01,-3.518323e-01,8.138974e-01,-1.588077e-02,-3.503591e-02,-7.642182e-01,3.515373e-01,-6.292183e-01,3.625088e-01,-7.063626e-01,6.404779e-02,-5.968629e-01,7.490912e-01,-8.099640e-01,4.159648e-01,-3.828861e-01,8.700875e-01,-7.197390e-01,6.248421e-01,2.633203e-03,7.956119e-01,-2.655464e-01,7.126613e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-5.562904e-01,-5.247300e-01,-6.626950e-01,-4.472155e-01
72,-1,-1,1,1,1,1,-2,-2,2,2,1,1,1,1,2,2,-1,-1,-2,-2,-1,-1,-2,-2,-1,-1,-1,-1,-2,-2,2,2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.600758e-01,-8.964898e-02,-7.077117e-01,3.295866e-01,-1.037874e-01,7.149764e-01,1.071028e-01,8.334757e-02,-3.898833e-01,6.571033e-01,-3.470591e-01,8.064014e-01,-7.374485e-01,3.294760e-01,-7.000266e-01,1.675868e-01,-1.406918e-01,-1.362347e-01,-4.866000e-01,-4.349319e-01,-1.302587e-01,-1.288757e-01,1.669825e-01,1.233928e-01,3.456976e-02,3.303672e-02,-1.570971e-01,1.536795e-01,-5.703690e-01,-3.664142e-01,-3.459268e-01,8.401398e-01,3.757648e-02,3.713864e-02,-7.647474e-01,3.522253e-01,-6.021037e-01,3.398843e-01,-6.756675e-01,7.326614e-02,-5.524898e-01,6.965008e-01,-7.541357e-01,3.590974e-01,-3.494409e-01,8.328655e-01,-6.153662e-01,5.547503e-01,-2.051816e-02,7.852375e-01,-2.497701e-01,6.500054e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-4.870359e-01,-4.351163e-01,-5.707973e-01,-3.665965e-01
73,0,0,0,0,0,0,-2,-2,2,2,0,0,0,0,2,2,0,0,-2,-2,0,0,-2,-2,0,0,0,0,-2,-2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.858607e-01,2.489469e-01,-6.427397e-01,3.008595e-01,-1.520206e-02,5.790902e-01,2.698194e-01,3.416046e-01,-3.515306e-01,8.599337e-01,-2.722943e-01,7.694878e-01,-6.878759e-01,3.255934e-01,-7.432527e-01,2.964245e-01,-6.734670e-01,2.601755e-01,-3.600806e-01,-3.439319e-01,-6.281377e-01,8.879027e-02,3.591418e-01,4.505088e-01,-4.277303e-01,4.317360e-01,-3.853926e-01,7.904558e-01,-4.809399e-01,-2.697257e-01,-3.571809e-01,8.319297e-01,-4.410741e-01,7.195556e-01,-7.741363e-01,3.518040e-01,-4.761159e-01,2.632560e-01,-6.352849e-01,1.065397e-01,-4.415290e-01,5.575469e-01,-6.606003e-01,3.348350e-01,-3.606757e-01,7.783396e-01,-5.769366e-01,5.007892e-01,-5.696604e-02,7.844123e-01,-1.868013e-01,5.736250e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-3.604351e-01,-3.441104e-01,-4.813182e-01,-2.698745e-01
74,1,1,-1,-1,-1,-1,-2,-2,2,2,-1,-1,-1,-1,2,2,1,1,-2,-2,1,1,-2,-2,1,1,1,1,-2,-2,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7.166732e-01,2.891865e-01,-3.794434e-01,-1.026610e-02,1.061038e-01,1.440568e-01,3.630020e-01,4.051682e-01,-3.577050e-01,8.420580e-01,1.028601e-01,2.685372e-01,-1.983327e-01,1.540631e-01,-7.609698e-01,3.232903e-01,-7.259797e-01,2.905438e-01,-7.603944e-02,-1.260917e-01,-6.428762e-01,6.627985e-02,4.468324e-01,5.471586e-01,-4.021177e-01,4.511942e-01,-3.631130e-01,8.115605e-01,-1.383622e-01,-1.112667e-01,-1.412328e-01,7.497127e-01,-4.318219e-01,7.773084e-01,-6.002272e-01,3.734153e-01,-6.948135e-02,-7.685407e-02,-7.762554e-02,-8.171381e-02,-2.167496e-03,-1.074636e-02,-7.637134e-03,-1.301489e-02,5.295278e-02,4.853320e-02,4.776185e-02,4.232916e-02,1.805589e-01,1.894675e-01,1.861138e-01,1.674222e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.624918e-02,-1.262628e-01,-1.385014e-01,-1.114427e-01
75,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.620442e-01,3.367760e-01,-3.046273e-01,-1.212826e-01,1.100936e-01,1.144587e-01,4.551986e-01,4.615374e-01,-3.581752e-01,8.331019e-01,1.112313e-01,1.607582e-01,-7.746639e-02,1.055127e-01,-7.661248e-01,3.504460e-01,-7.798519e-01,3.350449e-01,1.006545e-01,9.456362e-02,-6.436994e-01,4.818097e-02,5.228392e-01,6.245621e-01,-3.530450e-01,4.342351e-01,-3.572023e-01,8.376571e-01,8.182883e-02,6.418547e-02,-9.624453e-02,7.295330e-01,-4.245561e-01,7.894599e-01,-5.254855e-01,3.611109e-01,3.168864e-02,2.942699e-02,2.571758e-02,2.069269e-02,1.619058e-02,1.562917e-02,1.401470e-02,1.149328e-02,1.964976e-02,2.096670e-02,1.944914e-02,1.545626e-02,8.412847e-02,1.001475e-01,9.641904e-02,7.327702e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.005155e-01,9.447388e-02,8.177250e-02,6.402255e-02
76,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.620442e-01,3.367760e-01,-3.046273e-01,-1.212826e-01,1.100936e-01,1.144587e-01,4.551986e-01,4.615373e-01,-3.581753e-01,8.331020e-01,1.112313e-01,1.607581e-01,-7.746646e-02,1.055122e-01,-7.661244e-01,3.504460e-01,-7.798519e-01,3.350449e-01,1.006545e-01,9.456362e-02,-6.436993e-01,4.818089e-02,5.228392e-01,6.245621e-01,-3.530449e-01,4.342349e-01,-3.572023e-01,8.376571e-01,8.182883e-02,6.418547e-02,-9.624422e-02,7.295327e-01,-4.245561e-01,7.894599e-01,-5.254848e-01,3.611102e-01,3.168864e-02,2.942699e-02,2.571758e-02,2.069269e-02,1.619058e-02,1.562917e-02,1.401470e-02,1.149328e-02,1.964976e-02,2.096670e-02,1.944914e-02,1.545626e-02,8.412847e-02,1.001475e-01,9.641904e-02,7.327702e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.005155e-01,9.447388e-02,8.177250e-02,6.402255e-02
77,2,2,-2,-2,-2,-2,-1,-1,1,1,-2,-2,-2,-2,1,1,2,2,-1,-1,2,2,-1,-1,2,2,2,2,-1,-1,1,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.634225e-01,3.299105e-01,-3.058166e-01,-1.236719e-01,1.094724e-01,1.137072e-01,1.081801e-01,3.045539e-01,-3.469191e-01,8.072544e-01,1.105529e-01,1.581846e-01,-8.398422e-02,6.439618e-02,-7.169275e-01,3.317580e-01,-7.867253e-01,3.199122e-01,2.213310e-01,2.209862e-01,-6.630966e-01,3.032457e-02,3.054730e-01,3.831815e-01,-4.373410e-01,4.131806e-01,-3.627056e-01,8.441494e-01,1.752383e-01,1.778608e-01,-7.665537e-02,6.784144e-01,-4.694446e-01,8.021064e-01,-4.588487e-01,2.895978e-01,2.282417e-01,2.729209e-01,2.621103e-01,2.072156e-01,4.726990e-02,5.285720e-02,5.067983e-02,4.131975e-02,2.939557e-02,3.184442e-02,3.021494e-02,2.491568e-02,8.822008e-02,1.045244e-01,1.007625e-01,7.727763e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,2.211917e-01,2.208969e-01,1.751821e-01,1.777173e-01
78,2,2,-2,-2,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,2,2,0,0,2,2,0,0,2,2,2,2,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.679417e-01,3.096081e-01,-3.058803e-01,-1.234194e-01,1.090025e-01,1.121473e-01,-4.428595e-01,4.907810e-01,-2.704693e-01,7.721168e-01,1.036132e-01,1.056811e-01,-8.118007e-02,8.353628e-02,-6.754120e-01,3.280510e-01,-8.006838e-01,2.740664e-01,1.926617e-01,4.976034e-01,-7.076155e-01,-4.822636e-03,1.145023e-01,5.438495e-01,-7.295274e-01,3.899169e-01,-3.769568e-01,8.589838e-01,-1.590328e-01,4.983353e-01,-7.515466e-03,5.472021e-01,-5.841068e-01,7.836382e-01,-4.105740e-01,2.752566e-01,4.269926e-01,5.357754e-01,4.138640e-01,4.355733e-01,7.654742e-02,8.742129e-02,8.406402e-02,7.046945e-02,3.741174e-02,4.092727e-02,3.931789e-02,3.306749e-02,9.128762e-02,1.078711e-01,1.041308e-01,8.041175e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.925226e-01,4.975136e-01,-1.590892e-01,4.982010e-01
79,2,2,-2,-2,-2,-2,1,1,-1,-1,-2,-2,-2,-2,-1,-1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,-1,-1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.915448e-01,3.165370e-01,-3.082091e-01,-1.288313e-01,1.072966e-01,1.090733e-01,-6.477860e-01,5.436933e-01,1.004829e-01,2.759487e-01,9.765004e-02,7.755444e-02,-9.935028e-02,-6.507786e-02,-1.717899e-01,1.374790e-01,-8.154233e-01,2.590229e-01,4.261180e-02,7.335175e-01,-7.027855e-01,-2.193225e-02,-1.055203e-01,7.513398e-01,-7.888581e-01,3.529618e-01,-1.709828e-01,7.520557e-01,-3.033625e-01,5.965023e-01,1.297825e-01,1.189177e-01,-7.085541e-01,7.614469e-01,-1.335495e-01,-7.676880e-02,4.484501e-01,6.450134e-01,4.759982e-01,5.092709e-01,8.079189e-02,9.670566e-02,9.384328e-02,7.868651e-02,3.800902e-02,4.234939e-02,4.119821e-02,3.497588e-02,9.129416e-02,1.081196e-01,1.045537e-01,8.091608e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,4.247076e-02,7.334313e-01,-3.034213e-01,5.964329e-01
80,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.134868e-01,2.956726e-01,-3.081973e-01,-1.289588e-01,1.070087e-01,1.085615e-01,-7.611895e-01,5.692550e-01,1.056466e-01,1.657120e-01,9.736778e-02,9.506155e-02,-1.008579e-01,-9.332890e-02,-7.032039e-02,9.709002e-02,-8.085947e-01,2.543786e-01,5.269742e-02,7.737279e-01,-7.029254e-01,-2.398175e-02,-1.536296e-01,7.641122e-01,-8.224558e-01,3.489816e-01,-1.232878e-01,7.087816e-01,-3.540213e-01,6.792457e-01,9.541575e-02,9.770114e-02,-7.635865e-01,7.233707e-01,-8.960347e-02,-8.500326e-02,4.792501e-01,6.809290e-01,5.289755e-01,5.850096e-01,8.369404e-02,1.023123e-01,1.021484e-01,8.821102e-02,3.867785e-02,4.365316e-02,4.299678e-02,3.695424e-02,9.145159e-02,1.084800e-01,1.050701e-01,8.151398e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.255857e-02,7.736384e-01,-3.540783e-01,6.792114e-01
81,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.132603e-01,2.956388e-01,-2.256902e-01,-1.179799e-01,1.891344e-01,1.193351e-01,-7.611923e-01,5.692952e-01,1.059364e-01,1.658174e-01,1.010314e-01,9.675837e-02,-9.709164e-02,-9.158026e-02,-7.002285e-02,9.717318e-02,-8.085556e-01,2.544255e-01,5.272413e-02,7.737217e-01,-7.029340e-01,-2.393564e-02,-1.535758e-01,7.641147e-01,-8.224435e-01,3.490420e-01,-1.230720e-01,7.087775e-01,-3.540063e-01,6.792659e-01,9.630420e-02,9.820112e-02,-7.635248e-01,7.234277e-01,-8.868561e-02,-8.448576e-02,4.792458e-01,6.809279e-01,5.289794e-01,5.850127e-01,8.367007e-02,1.022965e-01,1.021379e-01,8.820385e-02,3.865174e-02,4.363353e-02,4.298194e-02,3.694293e-02,9.142857e-02,1.084614e-01,1.050551e-01,8.150182e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,5.258098e-02,7.736259e-01,-3.540701e-01,6.792251e-01
82,1,1,-1,-1,-1,-1,2,2,-2,-2,-1,-1,-1,-1,-2,-2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,-2,-2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.442688e-01,2.266977e-01,-2.621438e-01,-7.069259e-02,1.977498e-01,1.203027e-01,-7.653657e-01,4.707538e-01,1.055532e-01,1.542439e-01,1.188548e-01,1.317264e-01,-1.078143e-01,-1.253020e-01,-7.405885e-02,6.409550e-02,-7.419231e-01,2.053715e-01,-4.932102e-02,8.076866e-01,-6.433362e-01,-5.207739e-02,-2.395135e-01,7.230902e-01,-7.557106e-01,2.225664e-01,-7.976056e-02,5.976948e-01,-4.729192e-01,6.433414e-01,7.897417e-02,9.830630e-02,-7.159586e-01,6.062377e-01,-6.072121e-02,-8.339663e-02,1.899241e-01,4.222180e-01,8.005558e-02,4.097612e-01,1.024330e-01,1.468072e-01,1.037689e-01,1.458831e-01,9.966210e-02,1.060499e-01,1.026220e-01,1.017426e-01,2.000521e-01,2.114174e-01,2.090606e-01,1.904550e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-4.951330e-02,8.075302e-01,-4.730520e-01,6.432665e-01
83,0,0,0,0,0,0,2,2,-2,-2,0,0,0,0,-2,-2,0,0,2,2,0,0,2,2,0,0,0,0,2,2,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.238464e-01,1.926550e-01,-5.505077e-01,3.443079e-01,9.021786e-02,5.148198e-01,-7.991784e-01,3.002788e-01,9.989191e-02,1.470342e-01,-2.067839e-01,4.771222e-01,-6.228449e-01,7.715576e-02,-8.009116e-02,6.580455e-02,-7.094614e-01,1.607340e-01,-4.523433e-01,8.469247e-01,-6.037436e-01,-8.698995e-02,-4.638477e-01,6.920161e-01,-7.240175e-01,5.931629e-02,-7.882476e-02,4.734273e-01,-7.591763e-01,5.003586e-01,-4.226666e-02,8.522852e-02,-7.385462e-01,4.508647e-01,-1.356468e-01,-9.677246e-02,-4.402521e-01,7.993012e-01,-6.486178e-01,5.472262e-01,-3.805870e-01,8.511828e-01,-5.503112e-01,5.340449e-01,-2.899176e-01,7.741916e-01,-4.581978e-01,5.039092e-01,3.999149e-02,6.286991e-01,-6.958496e-02,5.036158e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-4.526330e-01,8.467765e-01,-7.595313e-01,5.002683e-01
