Vin_1A_H,Vin_1B_H,Vin_1A_L,Vin_1B_L,Vin_2A_H,Vin_2B_H,Vin_2A_L,Vin_2B_L,Vin_3A_H,Vin_3B_H,Vin_3A_L,Vin_3B_L,Vou_1A_H,Vou_1B_H,Vou_1A_L,Vou_1B_L
0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.3544921,-0.7638775,0.8290594,-0.3448976
0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,0.3544475,-0.7638808,0.8290585,-0.3449321
0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,0.3545473,-0.7638711,0.8290671,-0.3448506
1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0.3544311,-0.7638778,0.8290123,-0.3448353
-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,0.3543597,-0.7638862,0.8290044,-0.3449004
-0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,0.3543939,-0.7638828,0.8290077,-0.3448729
-0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,0.354515,-0.763873,0.8290197,-0.3447885
-0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.3545639,-0.7638713,0.8290253,-0.3447755
-0.111111111111111,0.111111111111111,-0.111111111111111,0.111111111111111,0.111111111111111,-0.111111111111111,0.111111111111111,-0.111111111111111,0.111111111111111,-0.111111111111111,0.111111111111111,-0.111111111111111,0.3545705,-0.7638835,0.8290461,-0.3448935
0.111111111111111,-0.111111111111111,0.111111111111111,-0.111111111111111,-0.111111111111111,0.111111111111111,-0.111111111111111,0.111111111111111,-0.111111111111111,0.111111111111111,-0.111111111111111,0.111111111111111,-0.7635396,0.3551783,-0.3443021,0.8287627
0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,-0.7635503,0.3551426,-0.3443796,0.8287597
0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,-0.555555555555556,0.555555555555556,-0.7635564,0.3551115,-0.3444274,0.828757
0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,-0.777777777777778,0.777777777777778,-0.7635433,0.3551997,-0.3443252,0.8287657
1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-0.7635433,0.3551997,-0.3443252,0.8287657
