#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0037a,driver_0037b,driver_0038a,driver_0038b,Out_0033a,Out_0033b,Out_0019a,Out_0019b
11,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.710496e-02,9.496855e-02,-6.861977e-02,-7.873570e-02,1.866542e-01,7.551897e-01,1.120096e-01,1.136291e-01,-9.629747e-01,6.768155e-01,-3.857082e-02,7.919875e-01,-8.858363e-01,3.472213e-01,3.227643e-02,2.232959e-02,1.056337e-01,1.103109e-01,-6.282360e-01,2.044885e-01,-3.538889e-01,4.123872e-01,-2.319845e-01,7.908669e-01,-1.112309e-01,-1.132342e-01,-2.014475e-01,8.803968e-01,2.511104e-02,4.336230e-02,-7.117259e-01,2.092082e-01,-7.131571e-01,4.711551e-01,-6.602804e-02,1.083494e-01,-1.115346e-01,-1.111921e-01,-6.111988e-01,9.275149e-01,-7.580271e-01,3.351614e-01,-6.217448e-01,2.099477e-02,-3.645917e-01,8.491559e-01,-8.797020e-01,5.802609e-01,-2.928324e-02,-2.079280e-02,-8.819638e-01,6.289596e-01,-2.570514e-01,5.447990e-01,-2.287367e-02,-3.906342e-02,9.249467e-02,-3.232078e-02,-8.371882e-01,7.798065e-01,1.067299e-01,1.596338e-01,-6.502468e-01,8.801228e-01,-4.505559e-02,4.407603e-02,-8.094739e-01,2.723663e-01,-9.491280e-02,7.292513e-01,-5.227702e-01,3.614882e-01,-3.562342e-01,8.327691e-01,-7.655834e-01,3.540679e-01,-3.494597e-01,8.106201e-01,-7.652860e-01,3.602659e-01,-3.072476e-01,4.860514e-01,-6.417093e-01,8.657817e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.064560e-01,1.600059e-01,-6.626487e-02,1.084940e-01
12,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,1,1,-1,-1,-2,-2,2,2,2,2,1,1,-2,-2,2,2,-2,-2,2,2,1,1,-2,-2,-2,-2,1,1,1,1,2,2,1,1,2,2,-1,-1,1,1,2,2,-2,-2,-1,-1,1,1,-2,-2,2,2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.803203e-02,9.517256e-02,-6.949849e-02,-8.055526e-02,1.682715e-01,7.581347e-01,1.694010e-01,1.280575e-01,-9.352763e-01,6.723876e-01,-7.515594e-02,7.770837e-01,-8.487932e-01,2.917133e-01,8.084503e-02,7.900189e-02,3.048246e-01,2.671466e-01,-6.880813e-01,2.936626e-01,-3.231879e-01,3.314259e-01,-2.330076e-01,7.936125e-01,-1.696689e-01,-1.278382e-01,-2.081783e-01,8.928066e-01,2.617110e-02,4.654569e-02,-7.096447e-01,2.253460e-01,-6.764816e-01,3.852449e-01,-7.182934e-02,6.912752e-02,-3.132590e-01,-2.713162e-01,-6.063336e-01,8.682777e-01,-7.082897e-01,2.872725e-01,-6.061381e-01,-1.873669e-02,-3.719583e-01,8.091691e-01,-8.360752e-01,6.234898e-01,-6.554225e-02,-8.115062e-02,-7.874428e-01,6.114664e-01,-2.918519e-01,6.046626e-01,-1.497531e-02,-4.047623e-02,4.251346e-02,-1.327657e-01,-7.862819e-01,7.544436e-01,1.068506e-01,1.573474e-01,-6.799691e-01,8.339751e-01,4.729683e-02,1.147830e-01,-8.111177e-01,2.733105e-01,-7.446556e-02,6.785634e-01,-4.580304e-01,2.948341e-01,-3.419622e-01,8.121479e-01,-7.043576e-01,3.105887e-01,-3.517038e-01,7.924103e-01,-7.259126e-01,3.263379e-01,-3.036387e-01,4.687321e-01,-6.193344e-01,9.378004e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.064791e-01,1.577099e-01,-7.211836e-02,6.919229e-02
13,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,-2,-2,2,2,-2,-2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,2,2,-2,-2,0,0,0,0,-2,-2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.290654e-02,9.619609e-02,-6.317081e-02,-7.732113e-02,1.560813e-01,7.613103e-01,1.969542e-01,1.356228e-01,-9.047645e-01,6.730881e-01,-9.807751e-02,7.773734e-01,-8.123756e-01,2.434294e-01,5.896744e-01,-8.568019e-02,5.440128e-01,3.756760e-01,-7.518378e-01,4.057544e-01,-3.047666e-01,2.897999e-01,-2.320817e-01,7.980060e-01,-2.717894e-01,-1.507358e-01,-2.164915e-01,8.885360e-01,1.046188e-01,6.023656e-02,-7.059106e-01,2.325309e-01,-6.602786e-01,2.926846e-01,-6.752458e-02,8.869613e-02,-4.668391e-01,-5.165222e-01,-6.338565e-01,8.085212e-01,-6.673278e-01,2.539025e-01,-5.963199e-01,-4.274069e-02,-3.914817e-01,7.721119e-01,-7.845936e-01,6.578186e-01,3.401976e-01,-4.162374e-01,-6.920010e-01,5.989214e-01,-2.824507e-01,6.520728e-01,1.353399e-01,-2.158451e-02,2.614636e-01,-6.501874e-01,-7.291046e-01,7.355351e-01,1.012375e-01,1.050215e-01,-7.136761e-01,7.659407e-01,4.233919e-01,-2.573892e-01,-8.114064e-01,2.748328e-01,-5.645700e-03,5.531899e-01,-4.121213e-01,2.864247e-01,-2.679413e-01,7.896750e-01,-6.543431e-01,2.842114e-01,-3.665574e-01,7.931647e-01,-6.936704e-01,2.936115e-01,-3.182677e-01,4.683890e-01,-6.060545e-01,1.133583e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.007765e-01,1.053944e-01,-6.789278e-02,8.870348e-02
14,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-1,-1,1,1,-2,-2,2,2,2,2,-1,-1,-2,-2,2,2,-2,-2,2,2,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,2,2,-1,-1,2,2,1,1,-1,-1,2,2,-2,-2,1,1,-1,-1,-2,-2,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.151027e-02,9.289500e-02,-6.648899e-02,-8.336911e-02,2.549663e-02,7.577700e-01,2.133952e-01,1.394437e-01,-6.204247e-01,7.581006e-01,-3.249447e-01,5.339063e-01,-4.981028e-01,-6.081486e-02,6.445131e-01,-1.236126e-01,6.464917e-01,4.334825e-01,-7.858716e-01,4.016900e-01,-2.636338e-01,2.435424e-01,-2.044675e-02,1.585577e-01,-2.858211e-01,-1.542784e-01,-2.721076e-01,8.724031e-01,1.229245e-01,6.177946e-02,-6.412826e-01,2.808112e-01,-3.098019e-01,-9.525287e-02,-8.649779e-02,-6.172532e-02,-5.274727e-01,-5.573332e-01,-2.573141e-01,9.568478e-02,-1.218674e-01,-1.080126e-01,-5.864614e-01,-5.979601e-02,1.047490e-01,9.956928e-02,-4.661228e-01,7.756696e-01,3.504904e-01,-4.469031e-01,-9.840538e-02,4.096770e-01,-3.088162e-01,6.589673e-01,1.189479e-01,-2.606634e-02,2.389846e-01,-6.593670e-01,-8.906559e-02,3.536209e-01,9.486765e-02,7.757276e-02,-7.914904e-01,5.387960e-01,4.290401e-01,-2.817676e-01,-8.081778e-01,3.000467e-01,1.304048e-01,1.159009e-01,-1.277687e-01,-1.000746e-01,1.191644e-01,1.187522e-01,-1.076383e-01,-1.059553e-01,1.182866e-01,1.171277e-01,-1.058720e-01,-1.057384e-01,1.120376e-01,1.020193e-01,-1.000691e-01,-1.007741e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.408071e-02,7.766701e-02,-8.704998e-02,-6.191340e-02
15,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.167073e-02,9.237976e-02,-6.548849e-02,-8.324185e-02,-3.115398e-02,7.271398e-01,2.292683e-01,1.422729e-01,-4.777104e-01,7.572370e-01,-3.722417e-01,3.962026e-01,-4.208527e-01,-1.430596e-01,6.869725e-01,-1.465955e-01,7.202780e-01,4.838170e-01,-7.568027e-01,4.060191e-01,-2.273022e-01,2.056354e-01,-7.882502e-03,8.542760e-02,-3.092942e-01,-1.588071e-01,-3.210634e-01,8.540261e-01,1.289590e-01,6.288146e-02,-5.606044e-01,3.273916e-01,-5.476102e-01,-4.380235e-01,-8.812100e-02,-8.952431e-02,-5.863345e-01,-6.217728e-01,-3.860363e-01,-3.864180e-01,-9.308994e-02,-9.060828e-03,-5.804504e-01,-7.409157e-02,5.357471e-02,-8.768998e-02,-2.527297e-01,7.474233e-01,4.037339e-01,-4.974744e-01,3.735615e-01,5.540450e-01,-3.270346e-01,6.683370e-01,1.439183e-01,-2.287049e-02,2.248091e-01,-6.920270e-01,2.404962e-01,4.988760e-01,9.414627e-02,9.399216e-02,-7.313169e-01,4.522513e-01,4.278158e-01,-2.789078e-01,-7.928996e-01,3.228904e-01,9.362956e-02,9.329391e-02,-9.000670e-02,-9.016300e-02,9.293497e-02,9.240362e-02,-9.011140e-02,-8.978962e-02,9.135137e-02,8.877531e-02,-8.890180e-02,-8.649186e-02,8.144038e-02,6.025521e-02,-7.941436e-02,-5.930307e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.336865e-02,9.408675e-02,-8.858876e-02,-8.967663e-02
16,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.167074e-02,9.237976e-02,-6.548848e-02,-8.324184e-02,-3.115393e-02,7.271397e-01,2.292683e-01,1.422729e-01,-4.777103e-01,7.572371e-01,-3.722416e-01,3.962025e-01,-4.208527e-01,-1.430596e-01,6.869723e-01,-1.465957e-01,7.202781e-01,4.838169e-01,-7.568027e-01,4.060189e-01,-2.273024e-01,2.056355e-01,-7.882501e-03,8.542760e-02,-3.092943e-01,-1.588071e-01,-3.210634e-01,8.540261e-01,1.289590e-01,6.288147e-02,-5.606044e-01,3.273916e-01,-5.476102e-01,-4.380235e-01,-8.812099e-02,-8.952431e-02,-5.863343e-01,-6.217729e-01,-3.860362e-01,-3.864180e-01,-9.308994e-02,-9.060822e-03,-5.804505e-01,-7.409149e-02,5.357472e-02,-8.768996e-02,-2.527297e-01,7.474233e-01,4.037345e-01,-4.974749e-01,3.735615e-01,5.540449e-01,-3.270346e-01,6.683369e-01,1.439186e-01,-2.287044e-02,2.248087e-01,-6.920269e-01,2.404962e-01,4.988760e-01,9.414627e-02,9.399217e-02,-7.313169e-01,4.522513e-01,4.278151e-01,-2.789070e-01,-7.928996e-01,3.228905e-01,9.362956e-02,9.329391e-02,-9.000670e-02,-9.016300e-02,9.293497e-02,9.240363e-02,-9.011140e-02,-8.978962e-02,9.135137e-02,8.877531e-02,-8.890180e-02,-8.649186e-02,8.144038e-02,6.025521e-02,-7.941436e-02,-5.930307e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.336865e-02,9.408676e-02,-8.858876e-02,-8.967663e-02
17,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-2,-2,2,2,-1,-1,1,1,1,1,-2,-2,-1,-1,1,1,-1,-1,1,1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,1,1,-2,-2,1,1,2,2,-2,-2,1,1,-1,-1,2,2,-2,-2,-1,-1,1,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.097516e-01,1.160085e-01,-8.270102e-02,-1.055851e-01,-5.907844e-02,7.183470e-01,2.098078e-01,2.662090e-01,-4.572101e-01,7.323300e-01,-3.855679e-01,4.119137e-01,-4.207799e-01,-1.432770e-01,7.266904e-01,-2.392813e-01,6.251886e-01,3.074448e-01,-7.178516e-01,3.759769e-01,-2.634791e-01,2.372364e-01,-8.203885e-03,8.476600e-02,-1.747443e-01,-2.495969e-01,-3.043484e-01,8.136433e-01,2.142754e-01,3.361145e-02,-5.406086e-01,3.068973e-01,-4.904977e-01,-3.911947e-01,-9.737371e-02,-1.265749e-01,-4.471475e-01,-4.580645e-01,-3.652246e-01,-3.294763e-01,-9.554354e-02,-2.567112e-02,-5.759139e-01,-3.317267e-02,5.264078e-02,-8.579318e-02,-2.530752e-01,7.073492e-01,4.442851e-01,-5.971691e-01,3.467754e-01,5.181146e-01,-2.866825e-01,6.273889e-01,1.998435e-01,-1.144276e-01,2.299200e-01,-7.110222e-01,1.895741e-01,4.585842e-01,1.147312e-01,1.292025e-01,-7.149352e-01,4.097757e-01,4.461956e-01,-2.977131e-01,-7.420357e-01,3.017568e-01,7.616727e-02,9.306533e-02,-6.126918e-02,-8.712370e-02,9.306425e-02,9.248019e-02,-8.883412e-02,-8.902746e-02,9.140392e-02,8.881793e-02,-8.840865e-02,-8.615741e-02,8.147734e-02,6.028786e-02,-7.917863e-02,-5.913042e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.140151e-01,1.293237e-01,-9.786454e-02,-1.266843e-01
18,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,-2,-2,0,0,2,2,-2,-2,0,0,0,0,2,2,-2,-2,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.483679e-01,-2.827244e-01,3.224769e-01,-6.682146e-01,-8.062732e-02,7.180299e-01,5.496910e-01,2.809466e-01,-4.183182e-01,7.118400e-01,-3.946898e-01,4.204311e-01,-4.202365e-01,-1.427484e-01,8.349160e-01,-6.320185e-01,7.605706e-01,-1.170416e-01,-6.826667e-01,3.398433e-01,-2.740445e-01,2.648571e-01,-8.399965e-03,8.420542e-02,1.654012e-01,-6.772776e-01,-2.954951e-01,7.970889e-01,7.905269e-01,-4.672540e-01,-4.905826e-01,2.368714e-01,-4.371060e-01,-3.422589e-01,2.836545e-01,-4.104444e-01,-2.810569e-01,-5.635445e-01,-3.411834e-01,-2.775589e-01,-9.692550e-02,-4.139372e-02,-5.799110e-01,1.117613e-02,5.191468e-02,-8.233678e-02,-2.306090e-01,6.756688e-01,4.364952e-01,-7.950964e-01,2.974580e-01,4.674200e-01,-2.462354e-01,5.954895e-01,5.654705e-01,-6.653062e-01,2.305033e-01,-6.918827e-01,1.336123e-01,3.926622e-01,5.457321e-01,-6.418928e-03,-6.988770e-01,3.691623e-01,4.543038e-01,-2.890865e-01,-6.864700e-01,2.809962e-01,1.045533e-01,9.946896e-02,9.009233e-02,-6.743028e-02,9.634889e-02,9.434206e-02,-8.238713e-02,-8.600319e-02,9.251981e-02,8.952484e-02,-8.674488e-02,-8.515035e-02,8.194871e-02,6.061787e-02,-7.852607e-02,-5.868274e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,5.450370e-01,-6.340376e-03,2.830989e-01,-4.105478e-01
19,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-2,-2,2,2,1,1,-1,-1,-1,-1,-2,-2,1,1,-1,-1,1,1,-1,-1,-2,-2,1,1,1,1,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,2,2,-2,-2,-1,-1,1,1,2,2,-2,-2,1,1,-1,-1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.049414e-01,-3.609510e-01,3.206991e-01,-7.115299e-01,1.611383e-01,1.482182e-01,6.656310e-01,2.165467e-01,4.532958e-02,5.273105e-02,-2.649699e-03,-4.980419e-02,-4.190912e-01,-1.393460e-01,8.290189e-01,-6.474430e-01,8.191513e-01,-2.001510e-01,-1.085854e-01,1.366356e-01,1.187596e-01,-9.582404e-02,-7.618791e-03,8.891134e-02,1.935710e-01,-7.264017e-01,1.518591e-01,1.495357e-01,8.657419e-01,-4.726578e-01,-1.515906e-01,-1.261621e-01,-1.753201e-01,-1.991842e-01,2.957045e-01,-4.595253e-01,-2.531810e-01,-5.750561e-01,-9.626318e-02,-1.562514e-01,-8.895901e-02,-2.784226e-02,-9.540227e-02,-2.049839e-01,7.408039e-02,2.145992e-02,1.682065e-03,4.877614e-02,4.749205e-01,-8.624575e-01,1.734882e-01,1.938003e-01,1.433427e-01,2.126587e-01,6.039294e-01,-7.577238e-01,1.235665e-01,-6.665420e-01,9.149528e-02,1.529422e-01,6.895516e-01,-7.622828e-02,-3.954004e-02,-4.234116e-02,4.122031e-01,-2.662375e-01,-1.341123e-01,-1.357832e-01,1.598608e-01,1.077310e-01,6.852805e-02,-7.139123e-02,9.860830e-02,9.522624e-02,-8.304035e-02,-8.604986e-02,9.295687e-02,8.977679e-02,-8.668102e-02,-8.507593e-02,8.210974e-02,6.072891e-02,-7.846108e-02,-5.862930e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,6.894750e-01,-7.621112e-02,2.956696e-01,-4.596796e-01
20,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.527317e-01,-3.664104e-01,3.446255e-01,-7.610101e-01,9.509505e-02,1.108482e-01,7.040220e-01,2.080648e-01,-1.364744e-02,1.664548e-03,4.649138e-02,2.566521e-02,-4.196546e-01,-1.410475e-01,8.587972e-01,-6.475304e-01,8.192568e-01,-2.283440e-01,7.441420e-03,1.619716e-01,5.523241e-03,-1.136087e-01,-7.436903e-03,9.028986e-02,2.242862e-01,-7.896638e-01,1.151120e-01,1.177933e-01,9.479035e-01,-5.136475e-01,-9.180893e-02,-1.070891e-01,-4.658312e-03,-2.522738e-02,3.680391e-01,-5.263063e-01,-2.115034e-01,-6.166182e-01,2.525523e-02,6.367360e-03,-9.674768e-02,-6.689085e-02,-1.155180e-01,-1.210770e-01,8.172563e-02,6.091151e-02,-4.644719e-02,-2.484021e-02,5.329801e-01,-9.331154e-01,1.778091e-03,1.866664e-02,1.229489e-01,1.301258e-01,6.454387e-01,-8.617318e-01,1.045927e-01,-6.927947e-01,-2.852907e-02,-8.738566e-03,7.319611e-01,-9.175292e-02,1.514723e-02,2.156732e-03,4.446934e-01,-2.761582e-01,-1.108735e-01,-1.123520e-01,1.618293e-01,1.085018e-01,1.081366e-01,-6.621531e-02,9.918715e-02,9.558508e-02,-8.147868e-02,-8.541713e-02,9.316781e-02,8.989954e-02,-8.639129e-02,-8.493612e-02,8.218086e-02,6.076962e-02,-7.839344e-02,-5.859869e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,7.319635e-01,-9.174606e-02,3.680169e-01,-5.263330e-01
21,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.527341e-01,-3.664289e-01,3.445944e-01,-7.610134e-01,9.524990e-02,1.108935e-01,7.040315e-01,2.080234e-01,-1.382462e-02,1.523121e-03,4.629184e-02,2.548107e-02,-4.492184e-01,-1.463258e-01,8.587079e-01,-6.476031e-01,8.192304e-01,-2.283918e-01,7.336500e-03,1.618595e-01,5.407611e-03,-1.137215e-01,-3.732509e-02,8.465592e-02,2.242521e-01,-7.896768e-01,1.151072e-01,1.177659e-01,9.478992e-01,-5.136921e-01,-9.170332e-02,-1.070809e-01,-4.962082e-03,-2.543567e-02,3.680310e-01,-5.263220e-01,-2.116070e-01,-6.166003e-01,2.453084e-02,5.909852e-03,-9.910371e-02,-6.814805e-02,-1.155716e-01,-1.211318e-01,7.938916e-02,5.968014e-02,-4.669483e-02,-2.505767e-02,5.328837e-01,-9.330941e-01,1.464684e-03,1.845082e-02,1.229115e-01,1.300839e-01,6.453987e-01,-8.617587e-01,1.044247e-01,-6.927130e-01,-2.927321e-02,-9.209827e-03,7.319622e-01,-9.177202e-02,1.499357e-02,2.031959e-03,4.445307e-01,-2.761280e-01,-1.109064e-01,-1.124007e-01,1.618261e-01,1.084929e-01,1.081332e-01,-6.622453e-02,9.917841e-02,9.557700e-02,-8.148773e-02,-8.542548e-02,9.316045e-02,8.989287e-02,-8.639890e-02,-8.494300e-02,8.217482e-02,6.076411e-02,-7.839968e-02,-5.860438e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,7.319830e-01,-9.174924e-02,3.680277e-01,-5.263323e-01
22,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-1,-1,1,1,2,2,-2,-2,-2,-2,-1,-1,2,2,-2,-2,2,2,-2,-2,-1,-1,2,2,2,2,-1,-1,-1,-1,-2,-2,-1,-1,-2,-2,1,1,-1,-1,-2,-2,2,2,1,1,-1,-1,2,2,-2,-2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.554465e-01,-3.638204e-01,3.417326e-01,-7.647677e-01,1.305228e-01,1.445448e-01,7.110433e-01,2.054378e-01,-2.156046e-01,-1.548161e-01,2.654641e-01,2.382494e-01,-5.457496e-01,-3.934137e-02,8.031882e-01,-6.582849e-01,7.873935e-01,-2.431482e-01,6.275983e-02,1.679705e-01,-4.827434e-02,-1.079134e-01,-5.678016e-02,1.757082e-01,2.345971e-01,-7.941832e-01,1.446351e-01,1.401553e-01,9.320733e-01,-5.238374e-01,-1.300482e-01,-1.428585e-01,7.035489e-02,4.283860e-02,3.775472e-01,-6.001914e-01,-1.913516e-01,-5.901110e-01,8.078192e-02,7.253791e-02,-1.257416e-01,-9.271160e-02,-1.282840e-01,-1.247559e-01,1.114271e-01,1.073235e-01,-2.678490e-01,-2.392746e-01,4.890980e-01,-8.468188e-01,-6.509136e-02,-5.305933e-02,1.363115e-01,1.355052e-01,6.329437e-01,-8.631774e-01,1.208048e-01,-6.308897e-01,-7.329262e-02,-6.584746e-02,7.514146e-01,-1.375008e-01,2.149017e-01,1.562076e-01,4.520965e-01,-3.054230e-01,-1.418013e-01,-1.352439e-01,2.708396e-01,1.065046e-01,1.394654e-01,-1.681348e-01,1.239122e-01,1.200143e-01,-8.232182e-02,-1.090681e-01,1.190822e-01,1.176059e-01,-1.040119e-01,-1.054109e-01,1.123492e-01,1.022763e-01,-9.966531e-02,-1.004562e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,7.513430e-01,-1.375536e-01,3.774478e-01,-6.002810e-01
