#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0008a,Out_0008b,Out_0022a,Out_0022b,Out_0016a,Out_0016b,Out_0038a,Out_0038b
76,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.453634e-01,8.293356e-01,8.657761e-02,6.846378e-02,1.075986e-01,1.093032e-01,-8.857175e-02,-8.337266e-02,-3.488391e-01,8.387046e-01,-3.447036e-01,8.288737e-01,-9.408275e-02,7.291664e-01,-3.997131e-01,8.114018e-01,-3.524547e-01,4.707595e-01,-8.952826e-02,-6.636669e-02,1.081156e-01,1.600135e-01,9.705542e-02,9.988830e-02,-7.654892e-01,3.545419e-01,5.404061e-01,6.378093e-01,-6.417180e-01,1.252423e-01,1.059486e-01,9.963256e-02,-6.327840e-01,-4.106892e-01,-3.078026e-01,-1.284814e-01,-7.673561e-01,3.731923e-01,-7.640280e-01,3.563963e-01,-3.551312e-01,8.319491e-01,-6.696169e-02,1.081345e-01,-7.639109e-01,3.552870e-01,-1.002709e-01,-9.257803e-02,-7.658706e-01,4.217654e-01,-6.869164e-01,-5.255664e-01,4.706445e-01,4.856890e-01,9.831745e-02,9.629748e-02,-7.635673e-01,3.551781e-01,-3.444915e-01,8.287681e-01,-5.224909e-01,3.615462e-01,-1.115347e-01,-1.026758e-01,2.792042e-02,2.261048e-02,3.438929e-02,3.187281e-02,1.528260e-02,1.258175e-02,1.787573e-02,1.708700e-02,2.027213e-02,1.615955e-02,2.076875e-02,2.192452e-02,9.698329e-02,7.376189e-02,8.488978e-02,1.008023e-01,-2.751651e-02,-2.203825e-02,-3.589773e-02,-3.218577e-02,-1.474673e-02,-1.245385e-02,-1.861473e-02,-1.684764e-02,-1.973892e-02,-1.619668e-02,-2.127557e-02,-2.154551e-02,-9.537243e-02,-7.302359e-02,-8.440007e-02,-9.927300e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,8.578879e-02,6.791534e-02,1.050098e-01,9.904723e-02,-8.919810e-02,-6.578638e-02,-1.110430e-01,-1.020465e-01
77,2,2,-1,-1,-2,-2,-2,-2,2,2,1,1,1,1,2,2,2,2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,1,1,-2,-2,1,1,-2,-2,2,2,-1,-1,-1,-1,-2,-2,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.452536e-01,8.296071e-01,1.809193e-01,1.968186e-01,1.075727e-01,1.092589e-01,-8.938830e-02,-8.529633e-02,-3.572732e-01,8.395996e-01,-3.419977e-01,8.064431e-01,-7.376496e-02,6.787026e-01,-4.256954e-01,8.584279e-01,-4.696015e-01,5.110071e-01,-2.267743e-01,-1.399931e-01,1.080709e-01,1.576750e-01,9.688494e-02,9.969546e-02,-7.057172e-01,3.143933e-01,3.306404e-01,3.881938e-01,-7.103345e-01,1.909513e-01,2.318441e-01,2.269722e-01,-4.103338e-01,-1.703028e-01,-3.078642e-01,-1.285918e-01,-7.662202e-01,3.737758e-01,-7.662839e-01,3.599059e-01,-3.413691e-01,8.097335e-01,-7.280065e-02,6.905903e-02,-7.268439e-01,3.368774e-01,-1.004737e-01,-9.296981e-02,-7.941751e-01,4.795969e-01,-5.593943e-01,-1.089380e-01,1.012754e-01,3.592848e-01,9.824465e-02,9.618181e-02,-7.161261e-01,3.104054e-01,-3.426885e-01,8.097476e-01,-4.578475e-01,2.951523e-01,-2.835411e-01,-1.348011e-01,2.680855e-01,2.138939e-01,2.341185e-01,2.787335e-01,5.289396e-02,4.331848e-02,4.963802e-02,5.517101e-02,3.131536e-02,2.588712e-02,3.070528e-02,3.305193e-02,1.013939e-01,7.783068e-02,8.900929e-02,1.052326e-01,-3.035571e-01,-2.270725e-01,-2.631782e-01,-2.989311e-01,-5.812611e-02,-4.737496e-02,-5.577419e-02,-6.100709e-02,-3.277042e-02,-2.757931e-02,-3.319385e-02,-3.477812e-02,-1.007103e-01,-7.791755e-02,-8.946223e-02,-1.046706e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.803204e-01,1.964610e-01,2.311237e-01,2.264265e-01,-2.265389e-01,-1.396037e-01,-2.831286e-01,-1.342584e-01
78,2,2,0,0,-2,-2,-2,-2,2,2,0,0,0,0,2,2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,-2,-2,0,0,-2,-2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.504187e-01,8.311097e-01,-1.333049e-01,5.109139e-01,1.075177e-01,1.091820e-01,-8.955033e-02,-8.517160e-02,-3.604387e-01,8.460726e-01,-3.484211e-01,7.936066e-01,-5.799411e-03,5.533832e-01,-4.816021e-01,9.140655e-01,-7.442200e-01,5.880756e-01,-6.352261e-01,1.946475e-02,1.010280e-01,1.049328e-01,9.634310e-02,9.805204e-02,-6.571703e-01,2.912336e-01,1.595940e-01,5.841408e-01,-8.063759e-01,3.935592e-01,2.099441e-01,4.903451e-01,-7.203501e-01,1.804294e-01,-3.079293e-01,-1.286763e-01,-7.644020e-01,3.601657e-01,-7.674759e-01,3.573961e-01,-2.678801e-01,7.866948e-01,-7.019827e-02,8.761247e-02,-6.890442e-01,3.201362e-01,-1.005867e-01,-9.312028e-02,-8.244432e-01,7.244009e-01,-7.755430e-01,4.490845e-01,-4.145397e-01,6.215930e-01,9.812198e-02,9.595002e-02,-6.779191e-01,2.685856e-01,-3.568746e-01,8.057981e-01,-4.121461e-01,2.855003e-01,-5.996442e-01,2.603130e-01,4.379612e-01,4.478381e-01,4.423620e-01,5.549482e-01,9.068921e-02,7.603113e-02,8.262791e-02,9.424211e-02,4.233309e-02,3.583444e-02,4.045729e-02,4.403235e-02,1.058010e-01,8.197793e-02,9.303388e-02,1.095999e-01,-5.818712e-01,-3.739326e-01,-5.311331e-01,-4.671345e-01,-9.019028e-02,-7.025932e-02,-8.751003e-02,-9.506780e-02,-4.020028e-02,-3.343798e-02,-4.092655e-02,-4.290230e-02,-1.031597e-01,-7.995947e-02,-9.207357e-02,-1.073263e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-1.332729e-01,5.103539e-01,2.095212e-01,4.894911e-01,-6.350385e-01,1.934367e-02,-5.989804e-01,2.603952e-01
79,2,2,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,2,2,2,2,1,1,-2,-2,-2,-2,-1,-1,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-1,-1,-2,-2,-1,-1,-2,-2,2,2,1,1,1,1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1.425595e-01,7.531651e-01,-2.955351e-01,6.657575e-01,1.071287e-01,1.086200e-01,-9.225453e-02,-9.110346e-02,-3.712062e-01,8.513591e-01,1.057607e-01,2.684331e-01,1.302203e-01,1.161349e-01,-5.991581e-01,9.180992e-01,-7.982233e-01,5.936750e-01,-6.490996e-01,8.485894e-03,9.441790e-02,7.719523e-02,9.418922e-02,9.440307e-02,-1.076267e-01,-1.044807e-01,-5.428688e-02,7.583922e-01,-8.175899e-01,4.439482e-01,7.613029e-02,7.341243e-01,-7.355137e-01,2.469470e-01,-3.083162e-01,-1.292453e-01,-7.667642e-01,3.396927e-01,-5.974726e-01,3.767166e-01,1.197465e-01,1.198916e-01,-8.916277e-02,-6.271061e-02,-1.668798e-01,1.423922e-01,-1.014668e-01,-9.458604e-02,-8.462156e-01,7.352129e-01,-7.817379e-01,5.396430e-01,-6.412617e-01,6.900688e-01,9.727823e-02,9.463079e-02,-1.092352e-01,-8.265384e-02,1.202701e-01,1.235827e-01,-1.283121e-01,-9.998927e-02,-6.315103e-01,2.563092e-01,4.994311e-01,5.476739e-01,4.694456e-01,6.625599e-01,1.018722e-01,8.710040e-02,8.747566e-02,1.040473e-01,4.483813e-02,3.848978e-02,4.141782e-02,4.593198e-02,1.065026e-01,8.279361e-02,9.320841e-02,1.100771e-01,-6.410459e-01,-4.305729e-01,-5.707859e-01,-5.290398e-01,-9.921741e-02,-7.781254e-02,-9.451964e-02,-1.042228e-01,-4.250715e-02,-3.554244e-02,-4.265484e-02,-4.508448e-02,-1.039383e-01,-8.071971e-02,-9.261955e-02,-1.080336e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-2.951718e-01,6.652709e-01,7.604007e-02,7.333506e-01,-6.486278e-01,8.097419e-03,-6.307738e-01,2.558931e-01
80,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9.588106e-02,7.338053e-01,-3.256893e-01,7.053065e-01,1.070299e-01,1.084801e-01,-9.243942e-02,-9.150743e-02,-3.758042e-01,8.454025e-01,1.071609e-01,1.595200e-01,9.375314e-02,9.397579e-02,-6.505586e-01,9.016869e-01,-8.269349e-01,6.194891e-01,-6.964077e-01,1.511104e-02,9.353971e-02,9.361703e-02,9.366201e-02,9.352738e-02,-8.934892e-02,-8.830382e-02,-9.971926e-02,7.853355e-01,-8.278917e-01,5.092855e-01,8.951295e-02,7.659869e-01,-8.270272e-01,3.263025e-01,-3.083557e-01,-1.292985e-01,-7.618548e-01,3.369689e-01,-5.207488e-01,3.623962e-01,9.435121e-02,9.502194e-02,-9.102376e-02,-9.068872e-02,-6.537448e-02,1.089513e-01,-1.015414e-01,-9.469723e-02,-8.317422e-01,8.036084e-01,-8.585868e-01,6.549120e-01,-7.048132e-01,7.206896e-01,9.707083e-02,9.430831e-02,-8.629320e-02,-8.167876e-02,9.631558e-02,9.911955e-02,-9.036680e-02,-8.996094e-02,-6.860535e-01,3.217401e-01,5.515880e-01,6.009615e-01,5.041928e-01,7.014380e-01,1.099059e-01,9.501170e-02,9.100369e-02,1.101143e-01,4.657772e-02,4.027119e-02,4.228630e-02,4.732962e-02,1.070276e-01,8.337151e-02,9.342808e-02,1.104781e-01,-6.923932e-01,-4.783830e-01,-6.089894e-01,-5.690830e-01,-1.050510e-01,-8.306316e-02,-9.854267e-02,-1.095319e-01,-4.373699e-02,-3.667939e-02,-4.346364e-02,-4.619622e-02,-1.042405e-01,-8.102282e-02,-9.275926e-02,-1.082812e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-3.251801e-01,7.048047e-01,8.955978e-02,7.652721e-01,-6.959232e-01,1.470938e-02,-6.853758e-01,3.212020e-01
81,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9.586169e-02,7.338026e-01,-3.256869e-01,7.053073e-01,1.891547e-01,1.192541e-01,-9.151684e-02,-9.098102e-02,-3.757968e-01,8.454061e-01,1.071789e-01,1.595270e-01,9.388262e-02,9.406462e-02,-6.505507e-01,9.016908e-01,-8.269313e-01,6.194979e-01,-6.964088e-01,1.511878e-02,9.384700e-02,9.381241e-02,9.455493e-02,9.403540e-02,-8.928274e-02,-8.825576e-02,-9.971166e-02,7.853357e-01,-8.278937e-01,5.092950e-01,8.951845e-02,7.659862e-01,-8.270267e-01,3.263139e-01,-2.258478e-01,-1.183174e-01,-7.618500e-01,3.369768e-01,-5.207292e-01,3.623960e-01,9.441395e-02,9.506732e-02,-9.070431e-02,-9.048490e-02,-6.535545e-02,1.089569e-01,-9.777323e-02,-9.294560e-02,-8.317400e-01,8.036123e-01,-8.585795e-01,6.549180e-01,-7.048091e-01,7.206935e-01,1.007358e-01,9.600775e-02,-8.625767e-02,-8.165230e-02,9.634901e-02,9.914438e-02,-9.023125e-02,-8.986759e-02,-6.860504e-01,3.217445e-01,5.515900e-01,6.009627e-01,5.041960e-01,7.014402e-01,1.099058e-01,9.501164e-02,9.100317e-02,1.101141e-01,4.657642e-02,4.027013e-02,4.228421e-02,4.732799e-02,1.070256e-01,8.336975e-02,9.342502e-02,1.104756e-01,-6.923880e-01,-4.783768e-01,-6.089841e-01,-5.690772e-01,-1.050478e-01,-8.306007e-02,-9.853931e-02,-1.095286e-01,-4.373478e-02,-3.667725e-02,-4.346141e-02,-4.619398e-02,-1.042389e-01,-8.102124e-02,-9.275784e-02,-1.082796e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-3.251795e-01,7.048038e-01,8.956274e-02,7.652691e-01,-6.959281e-01,1.471368e-02,-6.853778e-01,3.212019e-01
82,1,1,2,2,-1,-1,-1,-1,1,1,-2,-2,-2,-2,1,1,1,1,2,2,-1,-1,-1,-1,-2,-2,2,2,1,1,2,2,2,2,-1,-1,1,1,1,1,-2,-2,-1,-1,-2,-2,-1,-1,1,1,2,2,2,2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-8.362999e-02,7.030853e-01,-4.204427e-01,7.025199e-01,1.982664e-01,1.205852e-01,-1.063391e-01,-1.073753e-01,-3.848082e-01,7.958275e-01,1.075033e-01,1.604909e-01,7.705422e-02,9.429364e-02,-6.617961e-01,8.359659e-01,-7.427394e-01,5.359338e-01,-7.089160e-01,7.001044e-02,1.158509e-01,1.301070e-01,1.198576e-01,1.196175e-01,-8.831728e-02,-8.788743e-02,-1.626977e-01,7.601451e-01,-7.578054e-01,4.711849e-01,-6.147648e-04,7.875562e-01,-7.939817e-01,3.611984e-01,-2.623036e-01,-6.955867e-02,-7.102393e-01,2.888145e-01,-4.561457e-01,2.916001e-01,9.475733e-02,9.516996e-02,-9.971880e-02,-1.275701e-01,-7.080932e-02,7.036218e-02,-1.144156e-01,-1.046302e-01,-7.801232e-01,7.684382e-01,-7.969489e-01,7.127101e-01,-7.709558e-01,6.252514e-01,1.226627e-01,1.204094e-01,-8.650491e-02,-8.311080e-02,9.629031e-02,9.905253e-02,-6.166365e-02,-8.716935e-02,-6.816102e-01,3.971642e-01,1.154590e-01,4.294509e-01,2.221904e-01,4.365031e-01,1.162936e-01,1.594260e-01,1.152183e-01,1.562516e-01,1.081947e-01,1.076214e-01,1.053921e-01,1.111941e-01,2.116522e-01,1.933167e-01,2.028863e-01,2.139686e-01,-3.959954e-01,-2.189672e-01,-4.349149e-01,-1.470223e-01,-1.679838e-01,-1.245616e-01,-1.776535e-01,-8.757402e-02,-1.229610e-01,-1.102536e-01,-1.428312e-01,-9.819136e-02,-1.895258e-01,-1.701959e-01,-2.067203e-01,-1.549282e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-4.191119e-01,7.026918e-01,1.412713e-04,7.875666e-01,-7.088315e-01,6.918763e-02,-6.812827e-01,3.960545e-01
83,0,0,2,2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,0,0,0,0,0,0,-2,-2,0,0,-2,-2,0,0,0,0,2,2,2,2,0,0,-2,-2,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.315306e-03,5.458344e-01,-7.707040e-01,6.600988e-01,9.239749e-02,5.140561e-01,-6.945955e-01,2.976068e-01,-2.474707e-01,6.343791e-01,9.977232e-02,1.056194e-01,-4.045077e-02,8.241651e-02,-7.003581e-01,7.243880e-01,-7.585414e-01,4.427333e-01,-8.154630e-01,4.114409e-01,-3.009998e-01,4.819825e-01,-3.683548e-01,7.884783e-01,-9.290150e-02,-9.045826e-02,-3.900787e-01,7.572935e-01,-6.614546e-01,5.779500e-01,-4.148144e-01,8.502400e-01,-7.901366e-01,5.552304e-01,-5.203021e-01,3.050058e-01,-6.486810e-01,2.563942e-01,-4.124900e-01,2.800399e-01,9.110399e-02,9.340840e-02,-5.945124e-01,8.289830e-02,-7.036140e-02,8.656008e-02,-6.655284e-01,2.777192e-01,-7.279803e-01,7.614396e-01,-7.058353e-01,8.516368e-01,-8.324706e-01,5.465510e-01,-2.615127e-01,7.902145e-01,-8.847797e-02,-8.480195e-02,9.497167e-02,9.687520e-02,-1.386563e-01,-9.940358e-02,-7.396754e-01,7.057849e-01,-6.348801e-01,6.449462e-01,-3.968020e-01,8.319656e-01,-5.558262e-01,5.895176e-01,-3.827954e-01,8.447741e-01,-4.455743e-01,5.272833e-01,-2.811955e-01,7.878077e-01,-6.237024e-02,5.044646e-01,4.630654e-02,6.230694e-01,-6.896855e-01,2.844011e-01,-6.260844e-01,5.923874e-01,-6.633700e-01,2.872647e-01,-5.897482e-01,6.064154e-01,-6.794031e-01,1.816469e-01,-6.208166e-01,4.793708e-01,-6.238756e-01,-4.307173e-02,-6.219128e-01,1.732734e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.702342e-01,6.588414e-01,-4.153352e-01,8.488036e-01,-8.132639e-01,4.125134e-01,-7.375269e-01,7.061082e-01
84,-1,-1,2,2,1,1,1,1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,2,2,1,1,1,1,-2,-2,2,2,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,-2,-2,1,1,-2,-2,1,1,-1,-1,2,2,2,2,1,1,-2,-2,-2,-2,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.287154e-01,1.118901e-01,-7.775974e-01,4.567789e-01,1.760028e-02,6.329868e-01,-7.259888e-01,3.242139e-01,1.012772e-01,7.061901e-02,9.448101e-02,7.702799e-02,-4.501954e-02,8.213504e-02,-3.577316e-01,7.977291e-02,-3.722071e-01,-1.175814e-02,-8.048540e-01,5.811232e-01,-2.969215e-01,4.935368e-01,-3.537604e-01,7.943184e-01,-9.305634e-02,-9.163330e-02,-5.876421e-01,5.146589e-01,-7.150625e-02,3.627236e-01,-5.929033e-01,8.121319e-01,-5.065335e-01,6.966152e-01,-5.982850e-01,3.531522e-01,-1.160870e-01,-1.170705e-01,-1.304171e-01,-1.038850e-01,9.085002e-02,9.283504e-02,-6.111559e-01,6.470295e-02,-8.948583e-02,-6.339370e-02,-7.261290e-01,3.084989e-01,-7.729659e-02,3.575466e-01,-3.822955e-01,8.692435e-01,-7.628232e-01,1.947097e-01,-3.225413e-01,8.030930e-01,-9.108571e-02,-9.078534e-02,9.376319e-02,9.442433e-02,-1.211290e-01,-9.758469e-02,-5.833226e-01,8.576692e-01,-7.239783e-01,5.545469e-01,-5.198696e-01,8.249148e-01,-7.252633e-01,5.868702e-01,-4.562944e-01,8.047404e-01,-6.024395e-01,6.601829e-01,-2.868498e-01,8.437423e-01,-2.418122e-01,7.016209e-01,8.127012e-03,7.787420e-01,-7.892680e-01,4.565877e-01,-6.643572e-01,7.497216e-01,-7.572149e-01,3.586454e-01,-6.582837e-01,7.026030e-01,-7.232359e-01,2.151622e-01,-6.536002e-01,5.628972e-01,-6.448390e-01,-6.254536e-02,-6.408051e-01,1.959422e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.778099e-01,4.548471e-01,-5.943644e-01,8.096608e-01,-8.022567e-01,5.825478e-01,-5.807294e-01,8.584890e-01
85,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.782567e-02,7.743050e-02,-8.172926e-01,3.723274e-01,-1.666312e-02,7.079707e-01,-7.630028e-01,3.544062e-01,3.744896e-02,-1.350915e-01,9.225275e-02,9.110904e-02,-9.428746e-02,7.484277e-02,-4.884353e-01,-4.470236e-01,-5.804176e-01,-3.739244e-01,-7.166756e-01,7.063740e-01,-3.511418e-01,5.457276e-01,-3.466417e-01,8.278980e-01,-9.374183e-02,-9.260270e-02,-6.202707e-01,3.628323e-01,4.265382e-01,5.127423e-01,-6.905043e-01,7.181368e-01,-3.555399e-01,6.980868e-01,-6.418482e-01,3.803281e-01,-8.000987e-02,9.110113e-03,-9.522731e-02,-9.455474e-02,8.828047e-02,9.127350e-02,-6.511235e-01,8.308242e-02,-9.304068e-02,-9.404571e-02,-7.741407e-01,3.522054e-01,2.866163e-01,5.417871e-01,-1.431444e-01,8.014344e-01,-7.006153e-01,5.990116e-02,-3.533024e-01,8.311605e-01,-9.228388e-02,-9.245450e-02,9.228509e-02,9.254450e-02,-1.114934e-01,-9.689482e-02,-4.492134e-01,8.826432e-01,-8.301335e-01,5.396358e-01,-6.293354e-01,8.332489e-01,-8.093483e-01,6.511206e-01,-5.243484e-01,8.680761e-01,-6.529260e-01,7.401400e-01,-3.433475e-01,8.798364e-01,-2.397536e-01,7.239430e-01,2.448438e-02,7.908039e-01,-8.405277e-01,5.944447e-01,-5.940585e-01,8.479117e-01,-8.148549e-01,4.773483e-01,-6.712615e-01,8.134562e-01,-8.271597e-01,2.714846e-01,-7.455481e-01,6.525026e-01,-7.024217e-01,-6.307166e-02,-6.880843e-01,2.506721e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-8.180656e-01,3.698536e-01,-6.923147e-01,7.152837e-01,-7.138544e-01,7.080058e-01,-4.462841e-01,8.838141e-01
