#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,driver_0019a,driver_0019b,driver_0020a,driver_0020b,Out_0006a,Out_0006b,Out_0010a,Out_0010b
21,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.232985e-01,3.613828e-01,-3.468966e-01,8.276268e-01,-9.507207e-02,7.292759e-01,-7.657470e-01,3.538557e-01,1.072355e-01,1.596897e-01,-6.510192e-01,8.275084e-02,-7.634596e-01,3.544116e-01,-6.777598e-02,1.078836e-01,-9.064470e-02,-8.464104e-02,-3.510203e-01,5.450461e-01,-3.559662e-01,8.321421e-01,9.494007e-02,9.856597e-02,-4.496881e-01,-1.486601e-01,-3.572254e-02,8.871040e-02,9.077408e-02,9.256446e-02,-1.077893e-01,-9.627767e-02,-1.113221e-01,-9.659681e-02,-9.429862e-02,7.426886e-02,-9.312983e-02,-9.138694e-02,8.744328e-02,9.002395e-02,-8.981403e-02,-8.704693e-02,9.014134e-02,8.809998e-02,-7.977209e-02,-5.954575e-02,8.103655e-02,5.999898e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.509654e-01,8.278863e-02,-3.509634e-01,5.450928e-01
22,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.567882e-01,2.927425e-01,-3.431100e-01,8.394405e-01,-7.374437e-02,6.775533e-01,-7.167147e-01,3.371615e-01,1.083364e-01,1.577216e-01,-6.997237e-01,1.790019e-01,-7.671455e-01,3.564345e-01,-7.199302e-02,6.928622e-02,-6.104377e-02,-8.269751e-02,-3.808114e-01,6.589228e-01,-3.414767e-01,8.049901e-01,7.957324e-02,9.979903e-02,-5.448711e-01,-4.121010e-02,-5.655146e-02,1.763815e-01,1.114406e-01,1.321895e-01,-1.204508e-01,-1.240265e-01,-2.519138e-01,-7.086241e-02,-1.344110e-01,1.809905e-01,-1.133497e-01,-1.048968e-01,1.127849e-01,1.196642e-01,-1.061577e-01,-1.057018e-01,1.182202e-01,1.171619e-01,-1.000857e-01,-1.007716e-01,1.120592e-01,1.020481e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.998014e-01,1.789335e-01,-3.808690e-01,6.588751e-01
23,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.098530e-01,2.780288e-01,-3.532246e-01,8.316945e-01,-7.132498e-03,5.511285e-01,-6.775820e-01,3.318313e-01,9.812185e-02,1.046896e-01,-7.465359e-01,3.141646e-01,-7.759200e-01,3.551856e-01,-7.306060e-02,8.693239e-02,-1.369165e-01,-9.403051e-02,-3.449006e-01,8.450407e-01,-2.671464e-01,7.714022e-01,-3.509758e-02,8.696427e-02,-8.489369e-01,2.681477e-01,-2.732846e-01,7.458946e-01,-3.097126e-01,4.866088e-01,-5.857493e-01,8.179721e-02,-6.742111e-01,2.790136e-01,-3.466807e-01,8.025326e-01,-6.676675e-01,2.735366e-01,-3.456853e-01,8.052716e-01,-6.845017e-01,2.983702e-01,-3.567624e-01,7.896407e-01,-6.088008e-01,1.121196e-01,-3.194284e-01,4.691119e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.465627e-01,3.141299e-01,-3.449072e-01,8.450265e-01
24,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.315304e-01,-7.630773e-02,-1.401459e-01,7.497871e-01,1.306683e-01,1.202308e-01,-1.696938e-01,1.421726e-01,9.183393e-02,7.651946e-02,-7.614784e-01,3.303078e-01,-5.985471e-01,3.751528e-01,-9.077683e-02,-6.222411e-02,-1.209230e-01,-9.713532e-02,-3.536702e-01,8.373027e-01,1.058880e-01,2.683824e-01,-4.462723e-02,8.306165e-02,-8.870254e-01,2.995175e-01,-2.693159e-01,7.613844e-01,-3.052930e-01,4.957723e-01,-6.026524e-01,6.398012e-02,-7.160848e-01,3.115343e-01,-3.439178e-01,8.111746e-01,-7.140647e-01,3.088699e-01,-3.414316e-01,8.125392e-01,-7.250116e-01,3.266436e-01,-3.510153e-01,7.922839e-01,-6.193837e-01,9.384342e-02,-3.034342e-01,4.687576e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.615198e-01,3.302618e-01,-3.536891e-01,8.372786e-01
25,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.763850e-02,-8.297125e-02,-9.430052e-02,7.291830e-01,9.572207e-02,9.922156e-02,-6.677387e-02,1.082137e-01,8.931328e-02,9.316775e-02,-7.655130e-01,3.544390e-01,-5.225073e-01,3.615194e-01,-9.237384e-02,-9.009658e-02,-1.110562e-01,-9.618938e-02,-3.553335e-01,8.319517e-01,1.077407e-01,1.598627e-01,-9.720700e-02,7.510301e-02,-9.203569e-01,3.344335e-01,-2.638080e-01,7.969716e-01,-3.595019e-01,5.504663e-01,-6.473152e-01,8.364720e-02,-7.636018e-01,3.549746e-01,-3.448175e-01,8.287771e-01,-7.638745e-01,3.545854e-01,-3.453633e-01,8.296015e-01,-7.655445e-01,3.601480e-01,-3.493179e-01,8.106842e-01,-6.417085e-01,8.665081e-02,-3.072454e-01,4.861843e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.655220e-01,3.544179e-01,-3.553149e-01,8.319550e-01
26,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.763852e-02,-8.297126e-02,-9.430052e-02,7.291830e-01,9.572205e-02,9.922155e-02,-6.677387e-02,1.082137e-01,8.931320e-02,9.316771e-02,-7.655130e-01,3.544390e-01,-5.225073e-01,3.615193e-01,-9.237388e-02,-9.009661e-02,-1.110567e-01,-9.618945e-02,-3.553335e-01,8.319517e-01,1.077407e-01,1.598627e-01,-9.720872e-02,7.510275e-02,-9.203569e-01,3.344334e-01,-2.638079e-01,7.969727e-01,-3.595041e-01,5.504684e-01,-6.473165e-01,8.364849e-02,-7.636018e-01,3.549746e-01,-3.448175e-01,8.287771e-01,-7.638745e-01,3.545854e-01,-3.453633e-01,8.296015e-01,-7.655445e-01,3.601480e-01,-3.493179e-01,8.106839e-01,-6.417082e-01,8.665046e-02,-3.072448e-01,4.861838e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.655220e-01,3.544179e-01,-3.553149e-01,8.319550e-01
27,-2,-2,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.003233e-02,-8.214886e-02,-7.362289e-02,6.774463e-01,7.948151e-02,9.978488e-02,-7.164588e-02,6.951945e-02,1.100493e-01,1.324936e-01,-7.166220e-01,3.373115e-01,-4.566877e-01,2.929920e-01,-1.065010e-01,-1.250980e-01,-2.510349e-01,-7.169335e-02,-3.411575e-01,8.052631e-01,1.083445e-01,1.576977e-01,-1.341555e-01,1.815439e-01,-9.209111e-01,3.369677e-01,-2.611987e-01,8.082290e-01,-3.847130e-01,6.603838e-01,-6.943466e-01,1.771863e-01,-7.667743e-01,3.546540e-01,-3.438783e-01,8.277247e-01,-7.638158e-01,3.545815e-01,-3.455775e-01,8.296770e-01,-7.655339e-01,3.601632e-01,-3.492962e-01,8.106895e-01,-6.417133e-01,8.667034e-02,-3.072485e-01,4.862014e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.165981e-01,3.372623e-01,-3.411983e-01,8.050923e-01
28,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.367402e-01,-9.387310e-02,-7.370030e-03,5.509713e-01,-3.768020e-02,8.638430e-02,-7.301820e-02,8.688023e-02,-3.003703e-01,4.830586e-01,-6.774395e-01,3.315773e-01,-4.099173e-01,2.778736e-01,-5.959815e-01,8.307320e-02,-6.905749e-01,3.004966e-01,-2.674793e-01,7.713471e-01,9.784866e-02,1.046779e-01,-3.587591e-01,7.845236e-01,-9.213942e-01,3.387413e-01,-2.608327e-01,7.978484e-01,-3.499010e-01,8.524785e-01,-7.404469e-01,3.047376e-01,-7.754190e-01,3.524034e-01,-3.546173e-01,8.306528e-01,-7.630958e-01,3.546466e-01,-3.455950e-01,8.296865e-01,-7.655594e-01,3.601547e-01,-3.493006e-01,8.106817e-01,-6.417105e-01,8.665966e-02,-3.072492e-01,4.861898e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.775810e-01,3.315895e-01,-2.677445e-01,7.710287e-01
29,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.209317e-01,-9.696648e-02,1.305130e-01,1.200767e-01,-4.459222e-02,8.293521e-02,-9.068325e-02,-6.218915e-02,-2.966335e-01,4.938054e-01,-1.697811e-01,1.420350e-01,-1.315568e-01,-7.632694e-02,-6.114325e-01,6.484094e-02,-7.250321e-01,3.248129e-01,1.056315e-01,2.683789e-01,9.169142e-02,7.639486e-02,-3.511830e-01,7.941323e-01,-9.211875e-01,3.373318e-01,-2.613634e-01,7.974149e-01,-3.503447e-01,8.395236e-01,-7.498019e-01,3.274332e-01,-5.983054e-01,3.736797e-01,-1.409416e-01,7.490659e-01,-7.705688e-01,3.532303e-01,-3.538754e-01,8.318147e-01,-7.651386e-01,3.601769e-01,-3.496592e-01,8.106717e-01,-6.416990e-01,8.657613e-02,-3.072551e-01,4.860781e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-1.698699e-01,1.420540e-01,1.053380e-01,2.680711e-01
30,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.112024e-01,-9.603382e-02,9.559015e-02,9.906340e-02,-9.440173e-02,7.537487e-02,-9.225828e-02,-9.003937e-02,-3.515315e-01,5.464320e-01,-6.678057e-02,1.082439e-01,-8.761856e-02,-8.297124e-02,-6.513393e-01,8.377493e-02,-7.634705e-01,3.543618e-01,1.075618e-01,1.597917e-01,8.928474e-02,9.306768e-02,-3.462125e-01,8.280189e-01,-9.208935e-01,3.359361e-01,-2.618661e-01,7.966803e-01,-3.497335e-01,8.305368e-01,-7.598260e-01,3.534966e-01,-5.226555e-01,3.615222e-01,-9.470486e-02,7.292406e-01,-7.655444e-01,3.541423e-01,-3.561008e-01,8.327779e-01,-7.652709e-01,3.603110e-01,-3.493454e-01,8.106560e-01,-6.417305e-01,8.666440e-02,-3.072531e-01,4.861580e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.682582e-02,1.082733e-01,1.072332e-01,1.594852e-01
31,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.112026e-01,-9.603385e-02,9.559014e-02,9.906341e-02,-9.440253e-02,7.537475e-02,-9.225830e-02,-9.003938e-02,-3.515325e-01,5.464329e-01,-6.678050e-02,1.082443e-01,-8.761856e-02,-8.297122e-02,-6.513398e-01,8.377552e-02,-7.634705e-01,3.543617e-01,1.075618e-01,1.597918e-01,8.928471e-02,9.306767e-02,-3.462124e-01,8.280194e-01,-9.208935e-01,3.359361e-01,-2.618662e-01,7.966803e-01,-3.497335e-01,8.305368e-01,-7.598260e-01,3.534966e-01,-5.226562e-01,3.615228e-01,-9.470517e-02,7.292409e-01,-7.655447e-01,3.541423e-01,-3.561007e-01,8.327778e-01,-7.652709e-01,3.603110e-01,-3.493455e-01,8.106559e-01,-6.417304e-01,8.666433e-02,-3.072530e-01,4.861579e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.682577e-02,1.082736e-01,1.072332e-01,1.594852e-01
32,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.515972e-01,-7.162734e-02,7.938709e-02,9.967050e-02,-1.341576e-01,1.814413e-01,-1.064714e-01,-1.250954e-01,-3.803187e-01,6.590780e-01,-7.164143e-02,6.956185e-02,-6.003004e-02,-8.214764e-02,-6.998452e-01,1.793051e-01,-7.650727e-01,3.570018e-01,1.082365e-01,1.577074e-01,1.099648e-01,1.323917e-01,-3.403935e-01,8.388433e-01,-8.781491e-01,2.821780e-01,-2.648468e-01,7.865636e-01,-3.521556e-01,8.100591e-01,-7.200964e-01,3.332113e-01,-4.576927e-01,2.951574e-01,-7.396030e-02,6.785153e-01,-7.043366e-01,3.107867e-01,-3.416735e-01,8.121012e-01,-7.259219e-01,3.264569e-01,-3.515446e-01,7.923886e-01,-6.193166e-01,9.385412e-02,-3.035179e-01,4.687641e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.169209e-02,6.958743e-02,1.078968e-01,1.574003e-01
33,0,0,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.908080e-01,3.006682e-01,-3.775240e-02,8.633166e-02,-3.587936e-01,7.845529e-01,-5.960018e-01,8.315017e-02,-3.448262e-01,8.510383e-01,-7.311946e-02,8.596916e-02,-1.367366e-01,-9.387132e-02,-7.446163e-01,3.060905e-01,-7.646961e-01,3.581711e-01,9.781000e-02,1.045223e-01,-3.004206e-01,4.830211e-01,-3.421581e-01,8.287739e-01,-8.361933e-01,2.340411e-01,-2.668734e-01,7.821146e-01,-3.616658e-01,7.992291e-01,-6.861494e-01,3.149810e-01,-4.132093e-01,2.855377e-01,-7.025749e-03,5.537449e-01,-6.539876e-01,2.841387e-01,-2.683800e-01,7.896110e-01,-6.937180e-01,2.935240e-01,-3.666460e-01,7.931807e-01,-6.060196e-01,1.133482e-01,-3.182427e-01,4.683922e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.318723e-02,8.598206e-02,9.745316e-02,1.041973e-01
34,1,1,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7.249359e-01,3.247749e-01,-4.496705e-02,8.244618e-02,-3.519007e-01,7.941964e-01,-6.114147e-01,6.462395e-02,-3.540461e-01,8.402735e-01,-9.131654e-02,-6.354807e-02,-1.210917e-01,-9.735283e-02,-7.606384e-01,3.269972e-01,-6.004289e-01,3.749911e-01,9.106983e-02,7.576528e-02,-2.969533e-01,4.934549e-01,-1.402233e-01,7.498216e-01,-5.568800e-01,-2.388877e-03,-5.292000e-02,1.877790e-01,9.643149e-02,2.691158e-01,-2.047233e-01,1.564181e-01,-1.290267e-01,-1.004105e-01,1.291473e-01,1.154522e-01,-1.079328e-01,-1.061214e-01,1.188840e-01,1.185888e-01,-1.059906e-01,-1.058241e-01,1.181847e-01,1.170612e-01,-1.001290e-01,-1.008356e-01,1.119940e-01,1.019840e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.138046e-02,-6.349859e-02,9.058767e-02,7.551894e-02
35,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.634270e-01,3.542084e-01,-9.421055e-02,7.449935e-02,-3.470861e-01,8.276274e-01,-6.510056e-01,8.259524e-02,-3.561981e-01,8.320199e-01,-9.358068e-02,-9.221630e-02,-1.114289e-01,-9.686396e-02,-7.666670e-01,3.533033e-01,-5.282855e-01,3.626969e-01,8.787797e-02,9.086546e-02,-3.510718e-01,5.450761e-01,-9.828067e-02,7.300756e-01,-4.461210e-01,-1.410379e-01,-3.276819e-02,9.438458e-02,1.044314e-01,1.585986e-01,-8.422446e-02,1.039091e-01,-9.153105e-02,-9.110726e-02,9.191314e-02,9.229374e-02,-9.073455e-02,-9.022003e-02,9.232125e-02,9.200940e-02,-8.921072e-02,-8.672021e-02,9.108757e-02,8.859124e-02,-7.958746e-02,-5.943813e-02,8.131015e-02,6.015869e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.361014e-02,-9.210584e-02,8.742383e-02,9.066474e-02
36,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.634266e-01,3.542078e-01,-9.422030e-02,7.449789e-02,-3.470855e-01,8.276332e-01,-6.510126e-01,8.260245e-02,-3.561981e-01,8.320197e-01,-9.358092e-02,-9.221644e-02,-1.114311e-01,-9.686436e-02,-7.666670e-01,3.533034e-01,-5.282853e-01,3.626967e-01,8.787750e-02,9.086524e-02,-3.510845e-01,5.450876e-01,-9.828061e-02,7.300755e-01,-4.461211e-01,-1.410379e-01,-3.276820e-02,9.438458e-02,1.044314e-01,1.585985e-01,-8.422448e-02,1.039090e-01,-9.153114e-02,-9.110732e-02,9.191302e-02,9.229368e-02,-9.073459e-02,-9.022005e-02,9.232121e-02,9.200938e-02,-8.921073e-02,-8.672022e-02,9.108755e-02,8.859123e-02,-7.958748e-02,-5.943814e-02,8.131013e-02,6.015868e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.361034e-02,-9.210596e-02,8.742343e-02,9.066456e-02
37,2,2,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.670395e-01,3.560848e-01,-1.348259e-01,1.807727e-01,-3.434803e-01,8.394236e-01,-6.997695e-01,1.787528e-01,-3.424747e-01,8.050964e-01,-1.071090e-01,-1.270302e-01,-2.517857e-01,-7.227841e-02,-7.166135e-01,3.363424e-01,-4.602422e-01,2.906523e-01,1.089516e-01,1.301386e-01,-3.811034e-01,6.588292e-01,-7.649442e-02,6.776369e-01,-4.470737e-01,-1.431691e-01,-3.297680e-02,9.415299e-02,1.043447e-01,1.560949e-01,-9.060689e-02,6.187352e-02,-6.253250e-02,-8.814544e-02,7.630246e-02,9.321147e-02,-8.955618e-02,-8.953811e-02,9.314141e-02,9.251419e-02,-8.877715e-02,-8.642943e-02,9.141456e-02,8.881631e-02,-7.938405e-02,-5.928989e-02,8.146982e-02,6.027750e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-1.071273e-01,-1.268839e-01,1.085895e-01,1.299732e-01
38,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.760682e-01,3.546901e-01,-3.600220e-01,7.840962e-01,-3.539105e-01,8.317654e-01,-7.437429e-01,3.051941e-01,-2.678700e-01,7.709986e-01,-5.956089e-01,8.237207e-02,-6.911988e-01,2.997400e-01,-6.766799e-01,3.313322e-01,-4.118073e-01,2.755237e-01,-3.031136e-01,4.809926e-01,-3.458471e-01,8.514639e-01,-8.506898e-03,5.505744e-01,-4.471725e-01,-1.429766e-01,-3.343072e-02,9.263302e-02,9.755600e-02,1.046148e-01,-8.794333e-02,8.037462e-02,-1.389182e-01,-1.000450e-01,-4.210476e-02,8.106641e-02,-9.368965e-02,-9.142447e-02,8.936027e-02,9.077947e-02,-8.975369e-02,-8.697846e-02,9.050421e-02,8.829986e-02,-7.971277e-02,-5.949774e-02,8.115867e-02,6.008008e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-5.955509e-01,8.242602e-02,-3.034747e-01,4.809077e-01
39,2,2,1,1,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.989543e-01,3.746951e-01,-3.522456e-01,7.941502e-01,-1.406233e-01,7.497367e-01,-7.606066e-01,3.268106e-01,1.051754e-01,2.681100e-01,-6.113789e-01,6.443965e-02,-7.250138e-01,3.245938e-01,-1.707199e-01,1.419813e-01,-1.348766e-01,-7.675274e-02,-2.973213e-01,4.929437e-01,-3.544121e-01,8.403415e-01,1.289697e-01,1.194363e-01,-4.496755e-01,-1.485015e-01,-3.540324e-02,8.926188e-02,9.110705e-02,7.517052e-02,-1.062232e-01,-6.769766e-02,-1.211701e-01,-9.765510e-02,-4.572958e-02,8.115242e-02,-9.295602e-02,-9.112009e-02,8.951688e-02,9.088609e-02,-8.960778e-02,-8.690219e-02,9.056952e-02,8.833871e-02,-7.967071e-02,-5.947375e-02,8.118142e-02,6.009311e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.112591e-01,6.451895e-02,-2.973510e-01,4.929145e-01
40,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.233016e-01,3.613857e-01,-3.468975e-01,8.276186e-01,-9.507350e-02,7.292774e-01,-7.657485e-01,3.538554e-01,1.072356e-01,1.596903e-01,-6.510090e-01,8.274054e-02,-7.634599e-01,3.544123e-01,-6.777564e-02,1.078859e-01,-9.064465e-02,-8.464093e-02,-3.510023e-01,5.450298e-01,-3.559657e-01,8.321421e-01,9.494011e-02,9.856603e-02,-4.496881e-01,-1.486601e-01,-3.572253e-02,8.871041e-02,9.077409e-02,9.256449e-02,-1.077893e-01,-9.627764e-02,-1.113189e-01,-9.659623e-02,-9.428483e-02,7.427093e-02,-9.312949e-02,-9.138673e-02,8.744396e-02,9.002425e-02,-8.981390e-02,-8.704684e-02,9.014150e-02,8.810007e-02,-7.977204e-02,-5.954571e-02,8.103661e-02,5.999902e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.509569e-01,8.278005e-02,-3.509484e-01,5.450792e-01
41,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.231610e-01,3.613746e-01,-3.468695e-01,8.276301e-01,-9.493386e-02,7.292572e-01,-7.657181e-01,3.538939e-01,1.074136e-01,1.597577e-01,-6.510186e-01,8.276881e-02,-7.634575e-01,3.544319e-01,-6.759800e-02,1.079390e-01,-9.014925e-02,-8.434663e-02,-3.510114e-01,5.450583e-01,-3.559274e-01,8.321470e-01,9.543489e-02,9.885869e-02,-4.167201e-01,-1.441212e-01,-1.693168e-03,9.383980e-02,9.263231e-02,9.346517e-02,-1.059907e-01,-9.538552e-02,-1.113191e-01,-9.658909e-02,-9.429629e-02,7.427622e-02,-9.312257e-02,-9.138048e-02,8.745032e-02,9.003024e-02,-8.980835e-02,-8.704195e-02,9.014688e-02,8.810484e-02,-7.976771e-02,-5.954187e-02,8.104082e-02,6.000277e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.509842e-01,8.279248e-02,-3.509742e-01,5.450917e-01
42,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.567787e-01,2.927493e-01,-3.431086e-01,8.394405e-01,-7.373333e-02,6.775528e-01,-7.167147e-01,3.371642e-01,1.083532e-01,1.577288e-01,-6.997236e-01,1.790021e-01,-7.671459e-01,3.564353e-01,-7.196119e-02,6.930281e-02,-6.068707e-02,-8.262458e-02,-3.808108e-01,6.589229e-01,-3.414724e-01,8.049896e-01,7.956246e-02,9.981561e-02,-4.931117e-01,-6.501628e-02,-1.605695e-02,1.554635e-01,1.127394e-01,1.320033e-01,-1.123124e-01,-1.255830e-01,-2.519138e-01,-7.086231e-02,-1.344108e-01,1.809906e-01,-1.133499e-01,-1.048966e-01,1.127848e-01,1.196643e-01,-1.061580e-01,-1.057018e-01,1.182201e-01,1.171619e-01,-1.000859e-01,-1.007717e-01,1.120591e-01,1.020480e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.998020e-01,1.789334e-01,-3.808692e-01,6.588746e-01
