#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0047a,CK_0047b,CK_0048a,CK_0048b,CK_0049a,CK_0049b,CK_0050a,CK_0050b,CK_0051a,CK_0051b,CK_0052a,CK_0052b,CK_0053a,CK_0053b,CK_0054a,CK_0054b,CK_0055a,CK_0055b,CK_0056a,CK_0056b,CK_0057a,CK_0057b,CK_0058a,CK_0058b,CK_0059a,CK_0059b,CK_0060a,CK_0060b,CK_0061a,CK_0061b,CK_0062a,CK_0062b,CK_0063a,CK_0063b,CK_0064a,CK_0064b,CK_0065a,CK_0065b,CK_0066a,CK_0066b,CK_0073a,CK_0073b,CK_0074a,CK_0074b,CK_0075a,CK_0075b,CK_0076a,CK_0076b,CK_0077a,CK_0077b,CK_0078a,CK_0078b,CK_0079a,CK_0079b,CK_0080a,CK_0080b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0047a,Vout_0047b,Vout_0048a,Vout_0048b,Vout_0049a,Vout_0049b,Vout_0050a,Vout_0050b,Vout_0051a,Vout_0051b,Vout_0052a,Vout_0052b,Vout_0053a,Vout_0053b,Vout_0054a,Vout_0054b,Vout_0055a,Vout_0055b,Vout_0056a,Vout_0056b,Vout_0057a,Vout_0057b,Vout_0058a,Vout_0058b,Vout_0059a,Vout_0059b,Vout_0060a,Vout_0060b,Vout_0061a,Vout_0061b,Vout_0062a,Vout_0062b,Vout_0063a,Vout_0063b,Vout_0064a,Vout_0064b,Vout_0065a,Vout_0065b,Vout_0066a,Vout_0066b,Vout_0073a,Vout_0073b,Vout_0074a,Vout_0074b,Vout_0075a,Vout_0075b,Vout_0076a,Vout_0076b,Vout_0077a,Vout_0077b,Vout_0078a,Vout_0078b,Vout_0079a,Vout_0079b,Vout_0080a,Vout_0080b,driver_0067a,driver_0067b,driver_0068a,driver_0068b,driver_0069a,driver_0069b,driver_0070a,driver_0070b,driver_0071a,driver_0071b,driver_0072a,driver_0072b,Out_0003a,Out_0003b,Out_0004a,Out_0004b
1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.425630e-02,8.899449e-02,-7.213183e-02,-8.668125e-02,2.448502e-02,4.200950e-02,-2.333444e-02,-4.060743e-02,1.123803e-01,1.128370e-01,1.094409e-01,1.117701e-01,-1.104727e-01,-1.121450e-01,-1.086186e-01,-1.098278e-01,3.331156e-02,2.204647e-02,-3.198360e-02,-2.091152e-02,4.102855e-02,5.652720e-02,-4.003049e-02,-5.460266e-02,9.932196e-02,8.137892e-02,1.095978e-01,1.067043e-01,9.116349e-02,1.072355e-01,-2.844808e-02,-3.690058e-03,1.328276e-02,-5.808532e-03,4.446564e-02,2.474228e-02,-9.734273e-02,-8.039200e-02,-1.075169e-01,-1.045975e-01,-9.030565e-02,-1.053350e-01,3.038412e-02,4.622166e-03,-1.220405e-02,7.159819e-03,-4.463088e-02,-2.386110e-02,-2.567868e-02,-7.223121e-03,2.699112e-02,8.283888e-03,-1.965855e-03,-2.053968e-02,-8.105798e-02,-6.073159e-02,2.893126e-03,2.054311e-02,-9.001076e-02,-8.786135e-02,8.338974e-02,6.280502e-02,9.231766e-02,9.019599e-02,9.323006e-02,9.300388e-02,-9.095604e-02,-9.071848e-02,9.335301e-02,9.333709e-02,-9.100484e-02,-9.103164e-02,9.332566e-02,9.330267e-02,-9.104345e-02,-9.102999e-02,9.343028e-02,9.338182e-02,-9.089141e-02,-9.096135e-02,9.360297e-02,9.350388e-02,9.374336e-02,9.370902e-02,-9.057218e-02,-9.077449e-02,-8.956385e-02,-9.021347e-02,9.198297e-02,9.344667e-02,-8.584416e-02,-8.834539e-02,6.751465e-02,8.646122e-02,-6.124914e-02,-7.961199e-02,6.377542e-03,2.923556e-02,1.598545e-02,1.692432e-03,-7.393952e-03,-2.590040e-02,-2.633867e-02,-7.631500e-03,-4.788674e-01,-1.806613e-01,-4.701147e-01,-3.478225e-01,-2.483598e-02,1.455957e-02,-1.323353e-02,-3.423155e-02,2.502683e-02,9.378732e-04,-1.423480e-02,2.043353e-02,3.106096e-01,4.461204e-01,1.434649e-01,4.382940e-01,7.471767e-02,5.192974e-02,-1.049140e-02,8.547443e-02,-9.705699e-02,-6.603739e-02,-4.205152e-01,-1.418516e-01,9.231474e-02,9.282101e-02,-9.003243e-02,-9.058310e-02,9.268570e-02,9.223532e-02,-9.048582e-02,-9.007363e-02,9.122452e-02,8.867516e-02,-8.911351e-02,-8.665208e-02,8.135937e-02,6.018827e-02,-7.953839e-02,-5.940180e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,7.425446e-02,8.899299e-02,-7.216630e-02,-8.671854e-02
2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.539782e-02,7.308233e-02,-7.010294e-02,-5.868777e-02,2.525383e-02,4.312764e-02,-2.297468e-02,-4.004340e-02,1.144954e-01,1.180730e-01,1.106646e-01,1.130131e-01,-1.120546e-01,-1.168944e-01,-1.092999e-01,-1.105413e-01,3.393640e-02,2.265348e-02,-3.172007e-02,-2.060688e-02,4.308356e-02,5.744582e-02,-4.062850e-02,-5.448167e-02,1.139901e-01,8.940143e-02,1.395696e-01,1.297487e-01,1.271806e-01,1.413560e-01,2.910952e-02,1.170583e-02,2.137003e-01,1.497698e-01,2.636610e-01,2.375880e-01,-1.123229e-01,-8.846122e-02,-1.386116e-01,-1.283419e-01,-1.278304e-01,-1.408709e-01,-2.681945e-02,-1.015794e-02,-2.138774e-01,-1.489716e-01,-2.658664e-01,-2.381676e-01,-7.196819e-02,-6.518657e-02,8.128282e-02,7.346917e-02,7.128137e-02,4.948007e-02,-1.057518e-01,-9.528063e-02,-6.551403e-02,-4.869465e-02,-1.283567e-01,-9.971314e-02,1.163717e-01,1.068719e-01,1.299103e-01,1.151392e-01,9.444631e-02,7.715453e-02,-8.900895e-02,-6.272272e-02,9.382780e-02,9.390028e-02,-9.089328e-02,-9.086111e-02,9.408998e-02,9.444038e-02,-9.078137e-02,-9.053631e-02,9.393357e-02,9.384127e-02,-9.088734e-02,-9.090118e-02,9.439835e-02,9.411357e-02,9.523206e-02,9.479462e-02,-9.073352e-02,-9.084136e-02,-8.993191e-02,-9.049165e-02,9.325191e-02,9.531049e-02,-8.438098e-02,-8.852043e-02,2.512885e-02,8.109738e-02,-9.996763e-03,-6.954094e-02,-2.042284e-01,-1.141590e-01,-1.306691e-01,-1.952699e-01,1.793354e-01,1.246641e-01,9.834686e-02,1.696552e-01,-3.959961e-01,6.595842e-02,-3.592959e-01,2.730181e-02,-1.914341e-01,-2.313269e-02,-9.783688e-02,-9.110069e-02,1.244475e-01,1.281965e-01,-2.331700e-02,1.678458e-01,4.529703e-03,3.374595e-01,-9.768497e-02,3.357214e-01,1.089949e-01,4.426301e-02,-2.341235e-02,1.538901e-01,-1.217960e-01,-7.577082e-02,-5.013145e-01,-6.097337e-02,1.292883e-01,1.157670e-01,-1.276790e-01,-1.004279e-01,1.190407e-01,1.186746e-01,-1.078139e-01,-1.060884e-01,1.182280e-01,1.170820e-01,-1.059641e-01,-1.058093e-01,1.120018e-01,1.019840e-01,-1.001204e-01,-1.008289e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,7.528972e-02,7.298396e-02,-7.014636e-02,-5.874437e-02
3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.210478e-02,1.020704e-01,-5.125587e-02,9.147160e-02,2.711146e-02,4.666380e-02,-2.060056e-02,-3.431436e-02,1.162541e-01,1.221810e-01,1.118404e-01,1.141076e-01,-1.134567e-01,-1.224870e-01,-1.097276e-01,-1.109944e-01,3.371804e-02,2.340402e-02,-3.189067e-02,-1.971215e-02,3.872689e-02,5.591371e-02,-4.486871e-02,-5.598302e-02,1.361822e-01,1.024336e-01,1.749262e-01,1.604373e-01,1.675148e-01,1.810556e-01,1.351923e-01,3.729407e-02,3.594720e-01,3.936716e-01,4.442267e-01,5.497698e-01,-1.259028e-01,-9.468386e-02,-1.762872e-01,-1.540932e-01,-1.728193e-01,-1.835600e-01,-5.862264e-02,-1.856935e-02,-5.280460e-01,-2.811381e-01,-5.772010e-01,-4.249860e-01,-6.956319e-01,3.415409e-01,-4.014864e-01,8.077793e-01,-3.813110e-01,4.626073e-01,-6.599105e-01,3.040906e-01,-6.343345e-01,1.661494e-01,-4.119133e-01,2.849822e-01,-2.710183e-01,7.864644e-01,-5.565745e-03,5.510148e-01,1.010493e-01,1.046565e-01,-6.998181e-02,8.772276e-02,9.475825e-02,9.528780e-02,-8.995076e-02,-8.933377e-02,9.629665e-02,9.812301e-02,-8.801661e-02,-8.454536e-02,9.448210e-02,9.451779e-02,-9.043236e-02,-9.026974e-02,9.499670e-02,9.463236e-02,9.661785e-02,9.563930e-02,-9.040850e-02,-9.048390e-02,-8.925851e-02,-9.010443e-02,9.729710e-02,9.774183e-02,-7.916868e-02,-8.686878e-02,1.544502e-02,8.549049e-02,7.876067e-02,-4.922826e-02,-4.533671e-01,-2.082926e-01,-3.761198e-01,-3.325406e-01,2.998482e-01,3.309910e-01,1.058140e-01,4.307084e-01,-7.000212e-01,3.737996e-01,-5.279091e-01,5.651350e-01,-6.435247e-01,1.659777e-01,-4.081790e-01,2.857459e-01,-2.680921e-01,5.048823e-01,-3.088679e-01,8.072910e-01,-5.911987e-01,5.762754e-01,-5.177395e-01,8.040032e-01,-8.168249e-02,1.492450e-01,-1.373448e-01,5.165820e-01,-4.636361e-01,1.255974e-02,-7.615328e-01,2.131503e-01,-7.395359e-03,5.547291e-01,-4.124814e-01,2.863581e-01,-2.684027e-01,7.896358e-01,-6.542613e-01,2.841185e-01,-3.665955e-01,7.931703e-01,-6.936776e-01,2.935519e-01,-3.182531e-01,4.683903e-01,-6.060360e-01,1.133442e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.186172e-02,1.016355e-01,-5.141892e-02,9.129140e-02
4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.892409e-02,1.538863e-01,-5.388555e-02,7.304580e-02,2.756662e-02,4.818589e-02,-2.048632e-02,-3.449424e-02,1.163580e-01,1.224557e-01,1.119234e-01,1.141589e-01,-1.137867e-01,-1.235575e-01,-1.098525e-01,-1.111175e-01,3.381881e-02,2.357478e-02,-3.176750e-02,-1.958882e-02,3.921435e-02,5.606652e-02,-4.458308e-02,-5.581602e-02,1.403016e-01,1.044378e-01,1.849322e-01,1.677573e-01,1.771071e-01,1.915885e-01,1.467366e-01,4.010601e-02,4.207215e-01,4.316416e-01,4.972311e-01,6.019960e-01,-1.306160e-01,-9.718779e-02,-1.850378e-01,-1.612807e-01,-1.819680e-01,-1.928314e-01,-7.912854e-02,-2.311782e-02,-5.823199e-01,-3.371578e-01,-6.363728e-01,-4.811912e-01,-7.331809e-01,3.807375e-01,-3.907181e-01,8.073648e-01,-3.578400e-01,4.509962e-01,-7.087171e-01,3.269176e-01,-6.391440e-01,1.543247e-01,-4.581197e-01,2.957517e-01,-3.418567e-01,8.188438e-01,-7.398477e-02,6.780662e-01,1.080752e-01,1.576750e-01,-7.263927e-02,6.906418e-02,9.479874e-02,9.543725e-02,-8.995958e-02,-8.928544e-02,9.676057e-02,9.970238e-02,-8.793880e-02,-8.473665e-02,9.447099e-02,9.451723e-02,-9.054361e-02,-9.033098e-02,9.504010e-02,9.463364e-02,9.692597e-02,9.577410e-02,-9.063717e-02,-9.064908e-02,-8.963285e-02,-9.040792e-02,9.806284e-02,9.832592e-02,-7.892389e-02,-8.721706e-02,7.573621e-04,8.459686e-02,1.018940e-01,-4.532277e-02,-5.009450e-01,-2.577481e-01,-4.261747e-01,-3.766114e-01,3.557092e-01,3.990405e-01,1.237520e-01,4.640609e-01,-7.747979e-01,4.147446e-01,-5.692059e-01,6.708960e-01,-6.604374e-01,1.486259e-01,-4.038437e-01,3.045309e-01,-3.078691e-01,5.630677e-01,-3.299844e-01,8.189136e-01,-6.818506e-01,5.912550e-01,-5.775338e-01,8.145135e-01,-2.345928e-01,2.713892e-01,-2.400119e-01,7.433824e-01,-6.132136e-01,6.895849e-02,-8.589541e-01,3.038756e-01,-7.506546e-02,6.789996e-01,-4.574319e-01,2.948672e-01,-3.418953e-01,8.121656e-01,-7.043459e-01,3.106415e-01,-3.515839e-01,7.923883e-01,-7.258930e-01,3.264002e-01,-3.035690e-01,4.687520e-01,-6.193260e-01,9.381812e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.867470e-02,1.534720e-01,-5.396553e-02,7.289908e-02
5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.903882e-02,1.561555e-01,-4.791368e-02,1.118430e-01,2.788635e-02,4.848515e-02,-1.944315e-02,-3.238434e-02,1.163627e-01,1.226999e-01,1.120633e-01,1.141986e-01,-1.136345e-01,-1.241928e-01,-1.096708e-01,-1.108618e-01,3.424067e-02,2.390930e-02,-3.116492e-02,-1.890829e-02,4.065714e-02,5.674257e-02,-4.353727e-02,-5.510104e-02,1.430424e-01,1.057311e-01,1.921649e-01,1.727183e-01,1.870317e-01,2.006020e-01,1.566602e-01,4.263336e-02,4.816347e-01,4.653771e-01,5.531412e-01,6.537057e-01,-1.357373e-01,-9.989726e-02,-1.942241e-01,-1.689664e-01,-1.916543e-01,-2.027595e-01,-1.012217e-01,-2.790977e-02,-6.391020e-01,-3.972749e-01,-6.977141e-01,-5.370731e-01,-7.663686e-01,4.229943e-01,-3.984641e-01,8.034753e-01,-3.300135e-01,4.401188e-01,-7.688351e-01,3.712151e-01,-6.406215e-01,1.347795e-01,-5.225549e-01,3.623699e-01,-3.582672e-01,8.418214e-01,-9.439261e-02,7.296810e-01,1.081624e-01,1.600865e-01,-6.663486e-02,1.083498e-01,9.489986e-02,9.558200e-02,-8.973721e-02,-8.884323e-02,9.696344e-02,9.993195e-02,-8.703883e-02,-8.269182e-02,9.454296e-02,9.459409e-02,-9.052798e-02,-9.023250e-02,9.518523e-02,9.472427e-02,9.741098e-02,9.603547e-02,-9.074944e-02,-9.069983e-02,-8.983269e-02,-9.057798e-02,9.935972e-02,9.919438e-02,-7.813141e-02,-8.729409e-02,-1.076891e-02,8.487158e-02,1.312153e-01,-3.982302e-02,-5.533988e-01,-3.025824e-01,-4.216098e-01,-4.260115e-01,4.009117e-01,4.757458e-01,1.691812e-01,4.979686e-01,-8.121508e-01,4.747114e-01,-5.500560e-01,7.488835e-01,-6.822152e-01,1.533650e-01,-3.901944e-01,3.005119e-01,-3.797271e-01,6.563758e-01,-3.619922e-01,8.627972e-01,-8.023653e-01,6.227222e-01,-6.345751e-01,8.236548e-01,-1.848953e-01,2.249841e-01,-2.386746e-01,7.150700e-01,-6.107616e-01,3.771689e-02,-8.919248e-01,3.507810e-01,-9.491853e-02,7.293151e-01,-5.214780e-01,3.609079e-01,-3.560575e-01,8.328017e-01,-7.652936e-01,3.542074e-01,-3.493039e-01,8.106587e-01,-7.652740e-01,3.603401e-01,-3.072511e-01,4.861712e-01,-6.417334e-01,8.669403e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.876966e-02,1.557305e-01,-4.794127e-02,1.116832e-01
6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.903881e-02,1.561555e-01,-4.791369e-02,1.118430e-01,2.788634e-02,4.848515e-02,-1.944315e-02,-3.238434e-02,1.163627e-01,1.226999e-01,1.120633e-01,1.141986e-01,-1.136345e-01,-1.241928e-01,-1.096708e-01,-1.108618e-01,3.424066e-02,2.390930e-02,-3.116493e-02,-1.890829e-02,4.065713e-02,5.674256e-02,-4.353728e-02,-5.510105e-02,1.430424e-01,1.057311e-01,1.921649e-01,1.727183e-01,1.870316e-01,2.006020e-01,1.566603e-01,4.263338e-02,4.816346e-01,4.653773e-01,5.531412e-01,6.537056e-01,-1.357373e-01,-9.989725e-02,-1.942241e-01,-1.689664e-01,-1.916543e-01,-2.027595e-01,-1.012217e-01,-2.790976e-02,-6.391020e-01,-3.972748e-01,-6.977141e-01,-5.370731e-01,-7.663686e-01,4.229943e-01,-3.984641e-01,8.034756e-01,-3.300140e-01,4.401193e-01,-7.688351e-01,3.712151e-01,-6.406218e-01,1.347798e-01,-5.225549e-01,3.623699e-01,-3.582672e-01,8.418214e-01,-9.439261e-02,7.296810e-01,1.081624e-01,1.600865e-01,-6.663486e-02,1.083498e-01,9.489986e-02,9.558200e-02,-8.973721e-02,-8.884323e-02,9.696344e-02,9.993195e-02,-8.703883e-02,-8.269182e-02,9.454296e-02,9.459409e-02,-9.052798e-02,-9.023250e-02,9.518523e-02,9.472427e-02,9.741098e-02,9.603547e-02,-9.074944e-02,-9.069983e-02,-8.983269e-02,-9.057798e-02,9.935972e-02,9.919438e-02,-7.813141e-02,-8.729409e-02,-1.076890e-02,8.487158e-02,1.312153e-01,-3.982302e-02,-5.533988e-01,-3.025824e-01,-4.216098e-01,-4.260115e-01,4.009117e-01,4.757458e-01,1.691812e-01,4.979686e-01,-8.121508e-01,4.747114e-01,-5.500560e-01,7.488835e-01,-6.822152e-01,1.533650e-01,-3.901944e-01,3.005120e-01,-3.797271e-01,6.563758e-01,-3.619922e-01,8.627972e-01,-8.023653e-01,6.227222e-01,-6.345751e-01,8.236548e-01,-1.848952e-01,2.249840e-01,-2.386746e-01,7.150700e-01,-6.107615e-01,3.771686e-02,-8.919248e-01,3.507810e-01,-9.491853e-02,7.293151e-01,-5.214780e-01,3.609079e-01,-3.560575e-01,8.328016e-01,-7.652936e-01,3.542074e-01,-3.493037e-01,8.106600e-01,-7.652740e-01,3.603400e-01,-3.072539e-01,4.861738e-01,-6.417350e-01,8.669565e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.876966e-02,1.557305e-01,-4.794127e-02,1.116832e-01
