#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0047a,CK_0047b,CK_0048a,CK_0048b,CK_0049a,CK_0049b,CK_0050a,CK_0050b,CK_0051a,CK_0051b,CK_0052a,CK_0052b,CK_0053a,CK_0053b,CK_0054a,CK_0054b,CK_0055a,CK_0055b,CK_0056a,CK_0056b,CK_0057a,CK_0057b,CK_0058a,CK_0058b,CK_0059a,CK_0059b,CK_0060a,CK_0060b,CK_0061a,CK_0061b,CK_0062a,CK_0062b,CK_0063a,CK_0063b,CK_0064a,CK_0064b,CK_0065a,CK_0065b,CK_0066a,CK_0066b,CK_0067a,CK_0067b,CK_0068a,CK_0068b,CK_0061a,CK_0061b,CK_0062a,CK_0062b,CK_0063a,CK_0063b,CK_0064a,CK_0064b,CK_0065a,CK_0065b,CK_0066a,CK_0066b,CK_0067a,CK_0067b,CK_0068a,CK_0068b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0047a,Vout_0047b,Vout_0048a,Vout_0048b,Vout_0049a,Vout_0049b,Vout_0050a,Vout_0050b,Vout_0051a,Vout_0051b,Vout_0052a,Vout_0052b,Vout_0053a,Vout_0053b,Vout_0054a,Vout_0054b,Vout_0055a,Vout_0055b,Vout_0056a,Vout_0056b,Vout_0057a,Vout_0057b,Vout_0058a,Vout_0058b,Vout_0059a,Vout_0059b,Vout_0060a,Vout_0060b,Vout_0061a,Vout_0061b,Vout_0062a,Vout_0062b,Vout_0063a,Vout_0063b,Vout_0064a,Vout_0064b,Vout_0065a,Vout_0065b,Vout_0066a,Vout_0066b,Vout_0067a,Vout_0067b,Vout_0068a,Vout_0068b,Vout_0061a,Vout_0061b,Vout_0062a,Vout_0062b,Vout_0063a,Vout_0063b,Vout_0064a,Vout_0064b,Vout_0065a,Vout_0065b,Vout_0066a,Vout_0066b,Vout_0067a,Vout_0067b,Vout_0068a,Vout_0068b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0053a,Out_0053b,Out_0056a,Out_0056b,Out_0043a,Out_0043b,Out_0022a,Out_0022b
1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.148502e-02,2.972106e-03,-8.995031e-02,-9.011724e-02,-1.219930e-03,-1.758305e-02,-9.222555e-02,-1.067454e-01,-1.393387e-02,5.790450e-03,-5.861012e-02,-7.887373e-02,5.121982e-03,5.908881e-03,1.263551e-02,1.131673e-02,-1.086251e-01,-1.054996e-01,1.113811e-01,1.119321e-01,4.182181e-03,-1.966963e-02,8.385414e-02,1.026125e-01,3.242822e-02,9.872503e-03,-3.057237e-02,-1.071995e-02,2.112015e-03,-1.180143e-03,-7.247771e-02,-8.698355e-02,1.012828e-01,9.821211e-02,9.386380e-02,9.370140e-02,-4.210318e-01,-1.426079e-01,1.064403e-01,1.047384e-01,-4.792575e-02,-2.614145e-02,9.446346e-02,9.409563e-02,-9.517689e-03,8.774803e-02,-2.205494e-03,-6.209958e-03,-1.091232e-01,-1.102428e-01,9.622450e-02,9.509452e-02,-2.380490e-02,-4.100820e-02,-1.108210e-01,-1.124427e-01,1.640297e-02,3.581119e-02,1.681839e-04,1.834813e-02,-3.651855e-02,-8.697959e-03,1.700362e-02,3.765905e-02,-6.782288e-03,-2.462289e-02,3.232960e-02,2.125407e-02,-8.567376e-02,-8.813002e-02,-8.916791e-02,-8.967322e-02,7.374771e-02,8.853835e-02,-9.809111e-02,-8.102156e-02,2.381929e-02,4.143239e-02,7.866043e-02,5.737555e-02,7.639695e-03,9.740759e-03,-9.852906e-02,-6.883940e-02,1.312611e-02,1.239462e-02,1.079652e-01,1.106048e-01,-1.102934e-02,-3.713779e-02,2.928484e-02,3.721225e-03,9.357166e-02,9.345088e-02,1.511762e-03,3.443378e-04,3.872550e-03,4.384075e-03,-9.022287e-02,-9.028559e-02,-3.267151e-02,-2.147444e-02,3.929032e-02,5.525686e-02,-4.112493e-02,-5.545984e-02,6.735601e-02,6.944117e-02,9.190301e-02,9.245082e-02,-9.029809e-02,-9.081602e-02,9.235649e-02,9.194744e-02,-9.068820e-02,-9.024680e-02,9.097840e-02,8.847076e-02,-8.925844e-02,-8.676977e-02,8.119578e-02,6.006303e-02,-7.963006e-02,-5.946921e-02,9.331805e-02,9.314458e-02,-9.030639e-02,-9.026912e-02,9.287656e-02,9.238983e-02,-9.012813e-02,-8.976693e-02,9.135494e-02,8.878073e-02,-8.886707e-02,-8.646101e-02,8.143913e-02,6.024284e-02,-7.939658e-02,-5.930327e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.310226e-02,9.305913e-02,-9.096710e-02,-9.092829e-02,7.426459e-02,8.900319e-02,-7.216311e-02,-8.671509e-02
2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.829860e-02,7.048764e-02,-8.926773e-02,-8.918128e-02,1.985379e-01,1.372899e-01,-1.305983e-01,-1.427273e-01,-2.159759e-01,-1.508349e-01,-5.809349e-02,-7.837035e-02,8.502763e-03,8.820169e-03,4.799236e-02,4.507246e-02,-1.399940e-01,-1.294192e-01,1.130429e-01,1.165929e-01,4.730949e-03,-1.913412e-02,8.421280e-02,1.029791e-01,2.508975e-01,2.220465e-01,-7.444325e-02,-6.714645e-02,3.040681e-03,-2.618140e-04,-7.065908e-02,-5.910548e-02,1.016713e-01,9.861476e-02,9.476435e-02,9.498058e-02,-5.005497e-01,-6.063483e-02,1.068139e-01,1.051185e-01,-2.695316e-01,-2.407826e-01,9.500978e-02,9.477054e-02,-2.336262e-02,1.568053e-01,-5.988671e-04,-4.763570e-03,-1.098384e-01,-1.110274e-01,9.665231e-02,9.556609e-02,-2.359560e-02,-4.063423e-02,-1.125083e-01,-1.173319e-01,4.612821e-02,5.864367e-02,-6.674310e-02,-5.090699e-02,2.081298e-02,6.629018e-03,2.560296e-02,4.471302e-02,6.863734e-02,4.587101e-02,3.284882e-02,2.167305e-02,-8.517491e-02,-8.762345e-02,-8.863619e-02,-8.909013e-02,7.452759e-02,7.235167e-02,-1.131786e-01,-8.915478e-02,2.432750e-02,4.222819e-02,1.107972e-01,1.050936e-01,1.779046e-02,1.942459e-02,-1.185029e-01,-9.549242e-02,1.367678e-02,1.294826e-02,1.089387e-01,1.115017e-01,-1.014432e-02,-3.630316e-02,-2.804441e-02,-1.102012e-02,9.489770e-02,7.752854e-02,3.272920e-03,2.060599e-03,7.726190e-03,8.094621e-03,-8.780143e-02,-6.187724e-02,-3.244319e-02,-2.126883e-02,4.147017e-02,5.616836e-02,-4.155759e-02,-5.529174e-02,8.180717e-02,7.723942e-02,1.284051e-01,1.150712e-01,-1.282904e-01,-1.008445e-01,1.183432e-01,1.180053e-01,-1.082615e-01,-1.064998e-01,1.175942e-01,1.164917e-01,-1.063538e-01,-1.061824e-01,1.114761e-01,1.014144e-01,-1.004381e-01,-1.012127e-01,1.305666e-01,1.161849e-01,-1.275010e-01,-9.971063e-02,1.195019e-01,1.191050e-01,-1.072197e-01,-1.055331e-01,1.186327e-01,1.174548e-01,-1.054604e-01,-1.053396e-01,1.123297e-01,1.023286e-01,-9.972710e-02,-1.003672e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.409024e-02,7.678736e-02,-8.904547e-02,-6.304821e-02,7.536086e-02,7.320072e-02,-7.009147e-02,-5.855976e-02
3,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.866700e-01,8.109993e-01,-8.612835e-02,-8.280500e-02,3.446852e-01,3.822800e-01,-1.772160e-01,-1.865141e-01,-5.302074e-01,-2.827231e-01,-5.736500e-02,-7.759266e-02,1.254692e-02,1.249382e-02,8.712506e-02,8.375647e-02,-1.783052e-01,-1.555062e-01,1.142434e-01,1.199947e-01,5.406474e-03,-1.843279e-02,8.460737e-02,1.034040e-01,4.256942e-01,5.327391e-01,-6.902652e-01,3.404724e-01,4.059309e-03,7.940819e-04,-5.215206e-02,9.030813e-02,1.022128e-01,9.922329e-02,9.720982e-02,9.890379e-02,-8.152241e-01,2.476846e-01,1.072716e-01,1.056130e-01,-5.863089e-01,-4.291830e-01,9.615912e-02,9.638877e-02,-2.383336e-01,7.848044e-01,1.318063e-03,-2.956705e-03,-1.103753e-01,-1.116205e-01,9.736356e-02,9.644204e-02,-2.144073e-02,-3.516823e-02,-1.140816e-01,-1.231298e-01,8.082621e-02,8.897341e-02,-6.346627e-01,1.651908e-01,1.274997e-01,3.233799e-02,3.591280e-02,5.381066e-02,-3.820751e-01,4.607465e-01,3.244815e-02,2.216449e-02,-8.430816e-02,-8.659590e-02,-8.731163e-02,-8.718867e-02,8.098343e-02,1.021813e-01,-1.269475e-01,-9.550507e-02,2.586287e-02,4.541277e-02,-3.566211e-01,8.163822e-01,2.886482e-02,3.042261e-02,-6.659691e-01,2.852561e-01,1.428603e-02,1.359327e-02,1.098034e-01,1.121658e-01,-9.076200e-03,-3.524260e-02,-5.971763e-02,-1.941786e-02,1.017117e-01,1.049566e-01,5.192896e-03,4.016961e-03,1.192430e-02,1.231949e-02,-6.835775e-02,8.916139e-02,-3.273610e-02,-2.054794e-02,3.710878e-02,5.454008e-02,-4.579062e-02,-5.685620e-02,1.038204e-01,9.010639e-02,-8.901884e-03,5.542010e-01,-4.131737e-01,2.850528e-01,-2.697272e-01,7.893329e-01,-6.535964e-01,2.831837e-01,-3.681969e-01,7.936591e-01,-6.939764e-01,2.919705e-01,-3.194419e-01,4.682682e-01,-6.062617e-01,1.124973e-01,-5.147226e-03,5.539792e-01,-4.118716e-01,2.877373e-01,-2.672381e-01,7.898907e-01,-6.548594e-01,2.853484e-01,-3.654736e-01,7.928886e-01,-6.935943e-01,2.951977e-01,-3.174543e-01,4.684728e-01,-6.059110e-01,1.144242e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.005820e-01,1.038814e-01,-7.007304e-02,8.749362e-02,8.219597e-02,1.032763e-01,-5.137693e-02,9.109489e-02
4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.923726e-01,8.065930e-01,-8.590103e-02,-8.286627e-02,4.051202e-01,4.194854e-01,-1.852293e-01,-1.950721e-01,-5.845407e-01,-3.392743e-01,-5.718426e-02,-7.742109e-02,1.374207e-02,1.351449e-02,9.785050e-02,9.515135e-02,-1.866714e-01,-1.625325e-01,1.142483e-01,1.201592e-01,5.609582e-03,-1.823992e-02,8.473752e-02,1.035322e-01,4.847525e-01,5.870127e-01,-7.309305e-01,3.787336e-01,4.421649e-03,1.148067e-03,-5.478948e-02,7.212987e-02,1.023273e-01,9.933402e-02,9.776904e-02,1.005615e-01,-8.511721e-01,2.907368e-01,1.073963e-01,1.057328e-01,-6.410742e-01,-4.842381e-01,9.631626e-02,9.664561e-02,-2.361225e-01,7.850298e-01,1.915172e-03,-2.423191e-03,-1.105384e-01,-1.117776e-01,9.747487e-02,9.656412e-02,-2.137756e-02,-3.539089e-02,-1.144433e-01,-1.242313e-01,9.116835e-02,9.644194e-02,-6.406982e-01,1.519864e-01,1.385917e-01,3.496101e-02,3.882143e-02,5.615932e-02,-3.622188e-01,4.500794e-01,3.246712e-02,2.225714e-02,-8.414033e-02,-8.642325e-02,-8.712167e-02,-8.696887e-02,8.763685e-02,1.533476e-01,-1.316065e-01,-9.799282e-02,2.623642e-02,4.683659e-02,-3.541516e-01,8.232693e-01,3.221274e-02,3.367305e-02,-7.145256e-01,3.212068e-01,1.449912e-02,1.380318e-02,1.097965e-01,1.121265e-01,-8.739327e-03,-3.492898e-02,-8.050824e-02,-2.407295e-02,1.087879e-01,1.579368e-01,5.857568e-03,4.659488e-03,1.329400e-02,1.363531e-02,-7.090621e-02,7.054268e-02,-3.267529e-02,-2.048056e-02,3.748912e-02,5.460117e-02,-4.558977e-02,-5.676108e-02,1.079510e-01,9.206076e-02,-7.683381e-02,6.791656e-01,-4.581628e-01,2.935741e-01,-3.436349e-01,8.124341e-01,-7.045531e-01,3.092471e-01,-3.530817e-01,7.925932e-01,-7.259182e-01,3.251366e-01,-3.049418e-01,4.683196e-01,-6.195576e-01,9.288417e-02,-7.297321e-02,6.786226e-01,-4.570365e-01,2.966320e-01,-3.406275e-01,8.120026e-01,-7.043507e-01,3.123729e-01,-3.504719e-01,7.924465e-01,-7.259682e-01,3.278815e-01,-3.026420e-01,4.692927e-01,-6.193635e-01,9.502333e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.075637e-01,1.567640e-01,-7.275446e-02,6.873290e-02,8.893529e-02,1.545575e-01,-5.387144e-02,7.301358e-02
5,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.023252e-01,8.020634e-01,-8.494555e-02,-8.080092e-02,4.661177e-01,4.511940e-01,-1.946277e-01,-2.048784e-01,-6.415680e-01,-4.001425e-01,-5.704449e-02,-7.727235e-02,1.459927e-02,1.420690e-02,1.074876e-01,1.042892e-01,-1.958494e-01,-1.702836e-01,1.141349e-01,1.202530e-01,5.752179e-03,-1.810026e-02,8.482223e-02,1.036158e-01,5.398009e-01,6.381869e-01,-7.671750e-01,4.205455e-01,4.684367e-03,1.400277e-03,-4.877920e-02,1.116156e-01,1.024090e-01,9.941920e-02,9.800515e-02,1.008199e-01,-8.875507e-01,3.443664e-01,1.074786e-01,1.058141e-01,-7.016994e-01,-5.401658e-01,9.645409e-02,9.682656e-02,-2.329865e-01,7.872115e-01,2.335446e-03,-2.059857e-03,-1.104074e-01,-1.115691e-01,9.756857e-02,9.667414e-02,-2.038205e-02,-3.331502e-02,-1.143390e-01,-1.249225e-01,9.886934e-02,1.016245e-01,-6.400193e-01,1.307573e-01,1.475660e-01,3.724829e-02,4.096723e-02,5.778187e-02,-3.309007e-01,4.354910e-01,3.283707e-02,2.252720e-02,-8.396774e-02,-8.620101e-02,-8.680131e-02,-8.644977e-02,8.765603e-02,1.555697e-01,-1.368128e-01,-1.007779e-01,2.648150e-02,4.705191e-02,-3.549621e-01,8.402836e-01,3.500662e-02,3.622821e-02,-7.660454e-01,3.683212e-01,1.464761e-02,1.394913e-02,1.098576e-01,1.120715e-01,-8.501989e-03,-3.470733e-02,-1.029522e-01,-2.901383e-02,1.089008e-01,1.602613e-01,6.358375e-03,5.127682e-03,1.437600e-02,1.462829e-02,-6.499118e-02,1.088970e-01,-3.211846e-02,-1.984884e-02,3.895525e-02,5.524596e-02,-4.457657e-02,-5.608594e-02,1.107007e-01,9.329897e-02,-9.719507e-02,7.294256e-01,-5.230786e-01,3.605000e-01,-3.577595e-01,8.326386e-01,-7.658439e-01,3.528655e-01,-3.510948e-01,8.098615e-01,-7.655470e-01,3.593131e-01,-3.068896e-01,4.839747e-01,-6.412528e-01,8.471436e-02,-9.265702e-02,7.290982e-01,-5.204958e-01,3.621199e-01,-3.549655e-01,8.330008e-01,-7.649516e-01,3.559042e-01,-3.481241e-01,8.113766e-01,-7.650786e-01,3.617395e-01,-3.077709e-01,4.879552e-01,-6.421814e-01,8.884473e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.076265e-01,1.590338e-01,-6.691838e-02,1.069971e-01,8.904799e-02,1.568948e-01,-4.772712e-02,1.125685e-01
6,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.023252e-01,8.020636e-01,-8.494555e-02,-8.080091e-02,4.661177e-01,4.511942e-01,-1.946277e-01,-2.048784e-01,-6.415680e-01,-4.001424e-01,-5.704449e-02,-7.727235e-02,1.459927e-02,1.420690e-02,1.074876e-01,1.042892e-01,-1.958494e-01,-1.702836e-01,1.141349e-01,1.202530e-01,5.752180e-03,-1.810026e-02,8.482223e-02,1.036158e-01,5.398009e-01,6.381868e-01,-7.671750e-01,4.205455e-01,4.684367e-03,1.400277e-03,-4.877920e-02,1.116156e-01,1.024090e-01,9.941920e-02,9.800516e-02,1.008199e-01,-8.875507e-01,3.443664e-01,1.074786e-01,1.058141e-01,-7.016994e-01,-5.401658e-01,9.645409e-02,9.682656e-02,-2.329865e-01,7.872115e-01,2.335447e-03,-2.059856e-03,-1.104074e-01,-1.115691e-01,9.756857e-02,9.667414e-02,-2.038205e-02,-3.331503e-02,-1.143390e-01,-1.249225e-01,9.886934e-02,1.016245e-01,-6.400195e-01,1.307575e-01,1.475661e-01,3.724830e-02,4.096723e-02,5.778187e-02,-3.309010e-01,4.354913e-01,3.283707e-02,2.252720e-02,-8.396774e-02,-8.620101e-02,-8.680131e-02,-8.644977e-02,8.765602e-02,1.555696e-01,-1.368128e-01,-1.007779e-01,2.648150e-02,4.705191e-02,-3.549621e-01,8.402835e-01,3.500662e-02,3.622821e-02,-7.660454e-01,3.683212e-01,1.464761e-02,1.394913e-02,1.098576e-01,1.120715e-01,-8.501988e-03,-3.470733e-02,-1.029521e-01,-2.901382e-02,1.089008e-01,1.602613e-01,6.358376e-03,5.127683e-03,1.437600e-02,1.462829e-02,-6.499117e-02,1.088970e-01,-3.211846e-02,-1.984884e-02,3.895524e-02,5.524596e-02,-4.457658e-02,-5.608594e-02,1.107007e-01,9.329898e-02,-9.719505e-02,7.294256e-01,-5.230786e-01,3.604999e-01,-3.577595e-01,8.326386e-01,-7.658439e-01,3.528655e-01,-3.510947e-01,8.098623e-01,-7.655469e-01,3.593130e-01,-3.068915e-01,4.839764e-01,-6.412539e-01,8.471542e-02,-9.265704e-02,7.290983e-01,-5.204958e-01,3.621199e-01,-3.549654e-01,8.330008e-01,-7.649516e-01,3.559042e-01,-3.481241e-01,8.113762e-01,-7.650786e-01,3.617395e-01,-3.077700e-01,4.879544e-01,-6.421809e-01,8.884419e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.076265e-01,1.590338e-01,-6.691837e-02,1.069972e-01,8.904798e-02,1.568948e-01,-4.772713e-02,1.125685e-01
7,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-1,-1,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,2,2,-1,-1,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.365559e-01,8.153169e-01,-8.435547e-02,-8.039305e-02,1.340687e-01,2.748838e-01,-3.185711e-01,-2.341382e-01,-4.068627e-01,-1.955654e-01,-5.471213e-02,-7.522304e-02,5.892947e-02,5.671260e-02,2.316118e-01,2.317046e-01,-2.423077e-01,-2.267748e-01,1.130480e-01,1.195494e-01,8.386367e-03,-1.554921e-02,8.615059e-02,1.050100e-01,3.253134e-01,3.941948e-01,-7.935563e-01,4.676533e-01,9.470305e-03,6.696733e-03,-4.824097e-02,1.118204e-01,1.037067e-01,1.005951e-01,9.844433e-02,1.011469e-01,-8.869114e-01,3.484342e-01,1.088932e-01,1.071950e-01,-5.699588e-01,-1.556220e-01,9.716964e-02,9.739593e-02,-2.346681e-01,7.889003e-01,1.589546e-02,1.100467e-02,-1.049441e-01,-1.083834e-01,9.859807e-02,9.754616e-02,-1.938098e-02,-3.257314e-02,-1.122434e-01,-1.234390e-01,1.890405e-01,1.920537e-01,-6.907172e-01,1.920107e-01,-2.690781e-02,-5.360087e-02,2.960788e-01,3.067232e-01,-3.820169e-01,3.695377e-01,3.085347e-02,2.202049e-02,-8.223790e-02,-8.479980e-02,-8.571047e-02,-8.563217e-02,8.766424e-02,1.555515e-01,-1.076339e-01,-1.379579e-01,2.633182e-02,4.701511e-02,-3.632158e-01,8.436808e-01,2.362523e-01,2.878600e-01,-7.644899e-01,3.674241e-01,1.704998e-02,1.652536e-02,1.064118e-01,1.102644e-01,-3.011425e-03,-2.937257e-02,9.750552e-02,4.167126e-02,1.091299e-01,1.603548e-01,1.743390e-02,1.798313e-02,4.786417e-02,5.613318e-02,-6.473025e-02,1.089725e-01,-2.908030e-02,-1.835857e-02,-7.164473e-03,4.593972e-02,1.871670e-03,-4.584056e-02,1.573925e-01,1.355458e-01,-9.697707e-02,7.293959e-01,-5.226637e-01,3.605327e-01,-3.576921e-01,8.326658e-01,-7.657536e-01,3.530471e-01,-3.510172e-01,8.099060e-01,-7.655392e-01,3.594255e-01,-3.069229e-01,4.840805e-01,-6.412827e-01,8.485336e-02,-9.246589e-02,7.290647e-01,-5.202967e-01,3.620709e-01,-3.549364e-01,8.330026e-01,-7.649125e-01,3.559093e-01,-3.481228e-01,8.113583e-01,-7.650830e-01,3.617210e-01,-3.077470e-01,4.879104e-01,-6.421693e-01,8.879484e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.076069e-01,1.589505e-01,-6.694360e-02,1.068888e-01,8.903307e-02,1.568796e-01,-4.757645e-02,1.122731e-01
