#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0047a,CK_0047b,CK_0048a,CK_0048b,CK_0049a,CK_0049b,CK_0050a,CK_0050b,CK_0051a,CK_0051b,CK_0052a,CK_0052b,CK_0053a,CK_0053b,CK_0054a,CK_0054b,CK_0055a,CK_0055b,CK_0056a,CK_0056b,CK_0057a,CK_0057b,CK_0058a,CK_0058b,CK_0059a,CK_0059b,CK_0060a,CK_0060b,CK_0061a,CK_0061b,CK_0062a,CK_0062b,CK_0069a,CK_0069b,CK_0070a,CK_0070b,CK_0071a,CK_0071b,CK_0072a,CK_0072b,CK_0073a,CK_0073b,CK_0074a,CK_0074b,CK_0075a,CK_0075b,CK_0076a,CK_0076b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0047a,Vout_0047b,Vout_0048a,Vout_0048b,Vout_0049a,Vout_0049b,Vout_0050a,Vout_0050b,Vout_0051a,Vout_0051b,Vout_0052a,Vout_0052b,Vout_0053a,Vout_0053b,Vout_0054a,Vout_0054b,Vout_0055a,Vout_0055b,Vout_0056a,Vout_0056b,Vout_0057a,Vout_0057b,Vout_0058a,Vout_0058b,Vout_0059a,Vout_0059b,Vout_0060a,Vout_0060b,Vout_0061a,Vout_0061b,Vout_0062a,Vout_0062b,Vout_0069a,Vout_0069b,Vout_0070a,Vout_0070b,Vout_0071a,Vout_0071b,Vout_0072a,Vout_0072b,Vout_0073a,Vout_0073b,Vout_0074a,Vout_0074b,Vout_0075a,Vout_0075b,Vout_0076a,Vout_0076b,driver_0063a,driver_0063b,driver_0064a,driver_0064b,driver_0065a,driver_0065b,driver_0066a,driver_0066b,driver_0067a,driver_0067b,driver_0068a,driver_0068b,Out_0003a,Out_0003b,Out_0004a,Out_0004b
1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.425684e-02,8.899500e-02,-7.213136e-02,-8.668079e-02,2.448566e-02,4.201009e-02,-2.333394e-02,-4.060695e-02,1.123811e-01,1.128377e-01,1.094419e-01,1.117710e-01,-1.104724e-01,-1.121446e-01,-1.086185e-01,-1.098275e-01,3.331235e-02,2.204718e-02,-3.198310e-02,-2.091102e-02,4.102966e-02,5.652812e-02,-4.002996e-02,-5.460215e-02,9.932488e-02,8.138127e-02,1.096025e-01,1.067080e-01,9.117136e-02,1.072416e-01,-2.844563e-02,-3.688133e-03,1.328701e-02,-5.805330e-03,4.447351e-02,2.474801e-02,-9.734477e-02,-8.039331e-02,-1.075214e-01,-1.046006e-01,-9.031505e-02,-1.053415e-01,3.038337e-02,4.621758e-03,-1.220588e-02,7.158605e-03,-4.463458e-02,-2.386374e-02,-2.567657e-02,-7.221740e-03,2.699723e-02,8.288208e-03,-1.962747e-03,-2.053738e-02,-8.105241e-02,-6.072820e-02,2.894097e-03,2.054386e-02,-8.999522e-02,-8.785210e-02,8.340259e-02,6.281380e-02,9.234608e-02,9.021502e-02,9.329404e-02,9.304649e-02,-9.091126e-02,-9.069218e-02,9.363726e-02,9.354258e-02,-9.059639e-02,-9.079983e-02,9.346750e-02,9.339843e-02,-9.091059e-02,-9.095317e-02,9.376645e-02,9.373752e-02,-8.958094e-02,-9.023425e-02,9.199780e-02,9.346520e-02,-8.585520e-02,-8.835918e-02,6.752429e-02,8.647312e-02,-6.125623e-02,-7.962081e-02,6.384066e-03,2.924350e-02,1.598983e-02,1.697783e-03,-7.398665e-03,-2.590619e-02,-2.634176e-02,-7.635322e-03,-4.788411e-01,-1.806289e-01,-4.700970e-01,-3.478012e-01,-2.481817e-02,1.458127e-02,-1.322146e-02,-3.421693e-02,2.501145e-02,9.186771e-04,-1.424510e-02,2.042104e-02,3.105851e-01,4.460898e-01,1.434484e-01,4.382741e-01,7.472060e-02,5.193329e-02,-1.048935e-02,8.547687e-02,-9.705904e-02,-6.603989e-02,-4.205166e-01,-1.418533e-01,9.231523e-02,9.282147e-02,-9.003198e-02,-9.058267e-02,9.268614e-02,9.223573e-02,-9.048539e-02,-9.007322e-02,9.122492e-02,8.867554e-02,-8.911312e-02,-8.665170e-02,8.135973e-02,6.018862e-02,-7.953803e-02,-5.940145e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,7.425445e-02,8.899298e-02,-7.216631e-02,-8.671854e-02
2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.540215e-02,7.308561e-02,-7.010000e-02,-5.868567e-02,2.525953e-02,4.313264e-02,-2.297112e-02,-4.004012e-02,1.145030e-01,1.180796e-01,1.106750e-01,1.130219e-01,-1.120531e-01,-1.168928e-01,-1.092990e-01,-1.105400e-01,3.394374e-02,2.265995e-02,-3.171600e-02,-2.060306e-02,4.309318e-02,5.745415e-02,-4.062407e-02,-5.447740e-02,1.140164e-01,8.942306e-02,1.396100e-01,1.297812e-01,1.272452e-01,1.414066e-01,2.913186e-02,1.172355e-02,2.137365e-01,1.497993e-01,2.637191e-01,2.376332e-01,-1.123328e-01,-8.846832e-02,-1.386312e-01,-1.283559e-01,-1.278693e-01,-1.408984e-01,-2.682167e-02,-1.015940e-02,-2.138833e-01,-1.489743e-01,-2.658821e-01,-2.381775e-01,-7.195983e-02,-6.517905e-02,8.130453e-02,7.348512e-02,7.129353e-02,4.949583e-02,-1.057411e-01,-9.527240e-02,-6.550974e-02,-4.868626e-02,-1.283347e-01,-9.970113e-02,1.164082e-01,1.068981e-01,1.299998e-01,1.151857e-01,9.462838e-02,7.726667e-02,-8.899274e-02,-6.271330e-02,9.462146e-02,9.445217e-02,-9.068591e-02,-9.075977e-02,9.447086e-02,9.470385e-02,-9.072987e-02,-9.050864e-02,9.534071e-02,9.494774e-02,-8.991161e-02,-9.046157e-02,9.331119e-02,9.538974e-02,-8.436995e-02,-8.850590e-02,2.517022e-02,8.114356e-02,-9.990446e-03,-6.953221e-02,-2.041954e-01,-1.141144e-01,-1.306507e-01,-1.952437e-01,1.793374e-01,1.246668e-01,9.834679e-02,1.696568e-01,-3.959697e-01,6.605137e-02,-3.592653e-01,2.733767e-02,-1.914275e-01,-2.306927e-02,-9.780529e-02,-9.107590e-02,1.244296e-01,1.281683e-01,-2.332686e-02,1.678373e-01,4.511659e-03,3.374160e-01,-9.770157e-02,3.357074e-01,1.090005e-01,4.427722e-02,-2.340627e-02,1.538939e-01,-1.217929e-01,-7.576639e-02,-5.013115e-01,-6.097211e-02,1.292919e-01,1.157695e-01,-1.276762e-01,-1.004262e-01,1.190430e-01,1.186766e-01,-1.078121e-01,-1.060868e-01,1.182299e-01,1.170837e-01,-1.059627e-01,-1.058079e-01,1.120033e-01,1.019858e-01,-1.001192e-01,-1.008274e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,7.528944e-02,7.298312e-02,-7.014660e-02,-5.874522e-02
3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.211069e-02,1.020709e-01,-5.125038e-02,9.147751e-02,2.712001e-02,4.667124e-02,-2.059412e-02,-3.430844e-02,1.162646e-01,1.221904e-01,1.118545e-01,1.141196e-01,-1.134524e-01,-1.224827e-01,-1.097234e-01,-1.109901e-01,3.372886e-02,2.341367e-02,-3.188321e-02,-1.970518e-02,3.874051e-02,5.592578e-02,-4.486049e-02,-5.597513e-02,1.362158e-01,1.024612e-01,1.749774e-01,1.604790e-01,1.675925e-01,1.811182e-01,1.352198e-01,3.731682e-02,3.595219e-01,3.937089e-01,4.442866e-01,5.498182e-01,-1.259087e-01,-9.468705e-02,-1.763029e-01,-1.541030e-01,-1.728561e-01,-1.835843e-01,-5.861789e-02,-1.856604e-02,-5.280445e-01,-2.811304e-01,-5.772127e-01,-4.249853e-01,-6.956424e-01,3.415580e-01,-4.014403e-01,8.077924e-01,-3.812714e-01,4.626001e-01,-6.599254e-01,3.040866e-01,-6.343164e-01,1.661732e-01,-4.118603e-01,2.850141e-01,-2.709459e-01,7.865204e-01,-5.421296e-03,5.509659e-01,1.012491e-01,1.046703e-01,-6.995297e-02,8.777350e-02,9.585654e-02,9.600569e-02,-8.967326e-02,-8.920223e-02,9.677106e-02,9.843879e-02,-8.794969e-02,-8.450720e-02,9.699894e-02,9.620098e-02,-8.896212e-02,-8.965053e-02,9.749061e-02,9.800914e-02,-7.902454e-02,-8.666620e-02,1.557115e-02,8.563693e-02,7.884155e-02,-4.912175e-02,-4.532644e-01,-2.081652e-01,-3.760786e-01,-3.324442e-01,2.999016e-01,3.310531e-01,1.058173e-01,4.307502e-01,-7.000403e-01,3.739256e-01,-5.278616e-01,5.651770e-01,-6.435412e-01,1.661021e-01,-4.081440e-01,2.858416e-01,-2.680709e-01,5.048938e-01,-3.088387e-01,8.072907e-01,-5.912125e-01,5.762304e-01,-5.177300e-01,8.039895e-01,-8.166623e-02,1.493075e-01,-1.373280e-01,5.165858e-01,-4.636534e-01,1.260646e-02,-7.615210e-01,2.131605e-01,-7.389710e-03,5.547310e-01,-4.124784e-01,2.863640e-01,-2.683987e-01,7.896368e-01,-6.542638e-01,2.841217e-01,-3.665910e-01,7.931690e-01,-6.936769e-01,2.935570e-01,-3.182499e-01,4.683908e-01,-6.060355e-01,1.133472e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.186038e-02,1.016294e-01,-5.141914e-02,9.129208e-02
4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.892893e-02,1.538883e-01,-5.388203e-02,7.304902e-02,2.757324e-02,4.819171e-02,-2.048230e-02,-3.449046e-02,1.163671e-01,1.224637e-01,1.119356e-01,1.141694e-01,-1.137852e-01,-1.235556e-01,-1.098521e-01,-1.111164e-01,3.382715e-02,2.358223e-02,-3.176321e-02,-1.958463e-02,3.922494e-02,5.607583e-02,-4.457894e-02,-5.581172e-02,1.403339e-01,1.044643e-01,1.849829e-01,1.677978e-01,1.771870e-01,1.916515e-01,1.467619e-01,4.012648e-02,4.207663e-01,4.316746e-01,4.972982e-01,6.020471e-01,-1.306302e-01,-9.719777e-02,-1.850657e-01,-1.613005e-01,-1.820225e-01,-1.928705e-01,-7.913320e-02,-2.312113e-02,-5.823313e-01,-3.371636e-01,-6.363999e-01,-4.812088e-01,-7.331868e-01,3.807421e-01,-3.906930e-01,8.073691e-01,-3.578174e-01,4.509992e-01,-7.087029e-01,3.269268e-01,-6.391359e-01,1.543326e-01,-4.581032e-01,2.957627e-01,-3.417992e-01,8.188399e-01,-7.387222e-02,6.780384e-01,1.082774e-01,1.577579e-01,-7.266301e-02,6.905452e-02,9.597492e-02,9.618552e-02,-8.983542e-02,-8.926881e-02,9.724223e-02,1.000164e-01,-8.795799e-02,-8.476386e-02,9.732361e-02,9.637003e-02,-8.930962e-02,-8.991171e-02,9.826064e-02,9.860151e-02,-7.876859e-02,-8.699726e-02,8.861928e-04,8.474588e-02,1.019813e-01,-4.520875e-02,-5.008507e-01,-2.576157e-01,-4.261490e-01,-3.765357e-01,3.557682e-01,3.991130e-01,1.237742e-01,4.641065e-01,-7.748155e-01,4.148777e-01,-5.691722e-01,6.709660e-01,-6.604486e-01,1.487545e-01,-4.038236e-01,3.045858e-01,-3.078596e-01,5.630756e-01,-3.299612e-01,8.189091e-01,-6.818510e-01,5.912280e-01,-5.775256e-01,8.145111e-01,-2.346009e-01,2.714406e-01,-2.400011e-01,7.434050e-01,-6.132234e-01,6.900715e-02,-8.589503e-01,3.038918e-01,-7.506045e-02,6.789993e-01,-4.574295e-01,2.948708e-01,-3.418914e-01,8.121650e-01,-7.043456e-01,3.106449e-01,-3.515809e-01,7.923879e-01,-7.258931e-01,3.264031e-01,-3.035663e-01,4.687530e-01,-6.193257e-01,9.382050e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.867396e-02,1.534690e-01,-5.396579e-02,7.289870e-02
5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.904281e-02,1.561572e-01,-4.791159e-02,1.118435e-01,2.789177e-02,4.848992e-02,-1.944077e-02,-3.238201e-02,1.163711e-01,1.227073e-01,1.120747e-01,1.142083e-01,-1.136349e-01,-1.241926e-01,-1.096730e-01,-1.108629e-01,3.424748e-02,2.391540e-02,-3.116278e-02,-1.890597e-02,4.066565e-02,5.675015e-02,-4.353592e-02,-5.509919e-02,1.430752e-01,1.057580e-01,1.922162e-01,1.727591e-01,1.871184e-01,2.006686e-01,1.566870e-01,4.265343e-02,4.816765e-01,4.654140e-01,5.532121e-01,6.537571e-01,-1.357577e-01,-9.991236e-02,-1.942618e-01,-1.689940e-01,-1.917248e-01,-2.028111e-01,-1.012316e-01,-2.791745e-02,-6.391226e-01,-3.972879e-01,-6.977574e-01,-5.371032e-01,-7.663653e-01,4.229933e-01,-3.984417e-01,8.034768e-01,-3.300076e-01,4.401322e-01,-7.688303e-01,3.712110e-01,-6.406226e-01,1.347855e-01,-5.225515e-01,3.623581e-01,-3.582284e-01,8.418175e-01,-9.429419e-02,7.296707e-01,1.083695e-01,1.601767e-01,-6.669407e-02,1.083132e-01,9.619853e-02,9.639163e-02,-8.972238e-02,-8.891012e-02,9.747435e-02,1.002586e-01,-8.712082e-02,-8.276618e-02,9.784554e-02,9.668473e-02,-8.942494e-02,-8.994797e-02,9.957704e-02,9.949623e-02,-7.793659e-02,-8.701799e-02,-1.061982e-02,8.503702e-02,1.313270e-01,-3.967952e-02,-5.532959e-01,-3.024210e-01,-4.215693e-01,-4.259370e-01,4.009923e-01,4.758362e-01,1.692100e-01,4.980255e-01,-8.121984e-01,4.748718e-01,-5.499910e-01,7.489230e-01,-6.822349e-01,1.535476e-01,-3.901456e-01,3.005380e-01,-3.796945e-01,6.563983e-01,-3.619578e-01,8.627918e-01,-8.023564e-01,6.227105e-01,-6.345586e-01,8.236607e-01,-1.848940e-01,2.250478e-01,-2.386547e-01,7.150834e-01,-6.107725e-01,3.777680e-02,-8.919147e-01,3.508030e-01,-9.491364e-02,7.293147e-01,-5.214744e-01,3.609084e-01,-3.560547e-01,8.328019e-01,-7.652925e-01,3.542097e-01,-3.493012e-01,8.106600e-01,-7.652736e-01,3.603419e-01,-3.072518e-01,4.861748e-01,-6.417342e-01,8.669747e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.876907e-02,1.557280e-01,-4.794170e-02,1.116812e-01
6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.904281e-02,1.561572e-01,-4.791160e-02,1.118435e-01,2.789177e-02,4.848992e-02,-1.944078e-02,-3.238201e-02,1.163711e-01,1.227073e-01,1.120747e-01,1.142083e-01,-1.136349e-01,-1.241926e-01,-1.096730e-01,-1.108629e-01,3.424748e-02,2.391539e-02,-3.116278e-02,-1.890597e-02,4.066563e-02,5.675014e-02,-4.353594e-02,-5.509920e-02,1.430752e-01,1.057580e-01,1.922163e-01,1.727591e-01,1.871184e-01,2.006686e-01,1.566871e-01,4.265345e-02,4.816764e-01,4.654142e-01,5.532121e-01,6.537571e-01,-1.357576e-01,-9.991235e-02,-1.942618e-01,-1.689939e-01,-1.917248e-01,-2.028111e-01,-1.012316e-01,-2.791743e-02,-6.391226e-01,-3.972878e-01,-6.977574e-01,-5.371032e-01,-7.663653e-01,4.229933e-01,-3.984416e-01,8.034770e-01,-3.300081e-01,4.401327e-01,-7.688303e-01,3.712110e-01,-6.406229e-01,1.347858e-01,-5.225515e-01,3.623581e-01,-3.582284e-01,8.418175e-01,-9.429420e-02,7.296707e-01,1.083695e-01,1.601767e-01,-6.669407e-02,1.083132e-01,9.619853e-02,9.639163e-02,-8.972238e-02,-8.891012e-02,9.747435e-02,1.002586e-01,-8.712082e-02,-8.276618e-02,9.784554e-02,9.668473e-02,-8.942494e-02,-8.994797e-02,9.957704e-02,9.949623e-02,-7.793659e-02,-8.701799e-02,-1.061982e-02,8.503702e-02,1.313270e-01,-3.967952e-02,-5.532959e-01,-3.024210e-01,-4.215693e-01,-4.259370e-01,4.009923e-01,4.758362e-01,1.692101e-01,4.980255e-01,-8.121984e-01,4.748718e-01,-5.499910e-01,7.489230e-01,-6.822350e-01,1.535476e-01,-3.901456e-01,3.005381e-01,-3.796945e-01,6.563983e-01,-3.619578e-01,8.627919e-01,-8.023564e-01,6.227105e-01,-6.345586e-01,8.236607e-01,-1.848940e-01,2.250477e-01,-2.386547e-01,7.150834e-01,-6.107725e-01,3.777678e-02,-8.919147e-01,3.508030e-01,-9.491365e-02,7.293147e-01,-5.214744e-01,3.609084e-01,-3.560547e-01,8.328019e-01,-7.652925e-01,3.542098e-01,-3.493011e-01,8.106613e-01,-7.652736e-01,3.603417e-01,-3.072547e-01,4.861773e-01,-6.417358e-01,8.669910e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.876907e-02,1.557280e-01,-4.794170e-02,1.116812e-01
7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.891524e-02,1.560829e-01,-4.745952e-02,1.120254e-01,2.751711e-02,4.827377e-02,-1.855624e-02,-3.174581e-02,1.149553e-01,1.217602e-01,1.079240e-01,1.119341e-01,-1.115873e-01,-1.227626e-01,-1.042357e-01,-1.077158e-01,3.196280e-02,2.313677e-02,-2.820970e-02,-1.753022e-02,-5.272840e-03,4.720420e-02,3.123769e-03,-4.485175e-02,1.751282e-01,1.424831e-01,2.492690e-01,2.449292e-01,2.932372e-01,3.032252e-01,-2.136479e-02,-5.073656e-02,1.498074e-01,2.940573e-01,3.476300e-01,4.192631e-01,-1.054814e-01,-1.370140e-01,-2.379800e-01,-2.234434e-01,-3.134249e-01,-2.297149e-01,9.766878e-02,4.302009e-02,-4.090217e-01,-1.908851e-01,-5.676372e-01,-1.464624e-01,-7.946600e-01,4.781708e-01,-4.221662e-01,8.192420e-01,-3.736541e-01,3.791389e-01,-7.675398e-01,3.718508e-01,-6.953805e-01,2.008431e-01,-5.217360e-01,3.657594e-01,-3.668623e-01,8.426577e-01,-9.623185e-02,7.311400e-01,1.074780e-01,1.597023e-01,-6.540938e-02,1.094939e-01,9.578833e-02,9.596456e-02,-8.943049e-02,-8.845941e-02,9.697073e-02,9.959182e-02,-8.646445e-02,-8.182564e-02,9.754584e-02,9.627634e-02,-8.959970e-02,-8.982053e-02,1.031576e-01,9.986956e-02,-8.259637e-02,-8.810492e-02,7.385525e-02,1.037605e-01,-7.706453e-03,-6.150220e-02,-3.892320e-01,6.310700e-02,-5.284538e-01,6.514473e-02,-8.756448e-02,3.497038e-01,-2.492526e-01,3.768129e-01,-8.323425e-01,5.421274e-01,-5.016977e-01,7.677997e-01,-7.139772e-01,3.144889e-01,-3.193133e-01,3.989567e-01,-5.218905e-01,6.655704e-01,-5.175219e-01,9.137311e-01,-8.623946e-01,5.927011e-01,-7.103893e-01,7.805660e-01,-4.096541e-01,5.948275e-01,-2.309986e-01,8.043271e-01,-7.042718e-01,1.663322e-01,-8.863232e-01,3.422575e-01,-9.483557e-02,7.292998e-01,-5.211768e-01,3.609380e-01,-3.560462e-01,8.328226e-01,-7.652332e-01,3.543391e-01,-3.492724e-01,8.106825e-01,-7.652719e-01,3.604217e-01,-3.072686e-01,4.862234e-01,-6.417476e-01,8.678088e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.870834e-02,1.557629e-01,-4.780331e-02,1.114392e-01
