#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0023a,CK_0023b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0023a,Vout_0023b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0014a,driver_0014b,driver_0015a,driver_0015b,driver_0021a,driver_0021b,driver_0024a,driver_0024b,driver_0034a,driver_0034b,driver_0035a,driver_0035b,Out_0004a,Out_0004b,Out_0001a,Out_0001b
55,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.208107e-02,9.251721e-02,-9.350684e-02,-9.220856e-02,-9.436241e-02,7.468098e-02,-9.159061e-02,-9.125669e-02,8.805042e-02,9.102186e-02,-1.115005e-01,-9.672590e-02,-3.507236e-01,5.458110e-01,-6.512463e-01,8.366136e-02,4.684882e-01,6.562046e-01,-1.518085e-01,7.342800e-01,-7.668406e-01,4.035277e-01,-4.127686e-01,-1.343128e-01,-6.118973e-01,-5.320024e-01,9.306539e-02,3.600898e-01,-7.704695e-01,3.602184e-01,-1.899690e-03,9.360366e-02,-7.636941e-01,3.563476e-01,3.625678e-01,5.816532e-01,9.574614e-02,1.562204e-01,-3.895456e-01,-2.591343e-01,-3.567778e-01,8.327636e-01,2.323575e-01,3.457304e-01,-5.093450e-01,4.163497e-01,-3.454576e-01,8.280876e-01,-7.576836e-02,1.133889e-01,-3.685123e-01,-8.313469e-02,-4.207176e-01,8.361280e-01,-5.287906e-01,-4.604080e-01,-9.103818e-02,-9.084099e-02,9.268169e-02,9.268531e-02,-9.058425e-02,-9.013221e-02,9.253331e-02,9.212825e-02,-8.915714e-02,-8.668679e-02,9.115842e-02,8.863449e-02,-7.956622e-02,-5.942414e-02,8.133469e-02,6.017350e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-9.164547e-02,-9.121813e-02,9.175644e-02,9.222747e-02
56,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.208098e-02,9.251715e-02,-9.350704e-02,-9.220868e-02,-9.437027e-02,7.467980e-02,-9.159068e-02,-9.125673e-02,8.805004e-02,9.102169e-02,-1.115024e-01,-9.672623e-02,-3.507338e-01,5.458203e-01,-6.512520e-01,8.366721e-02,4.684881e-01,6.562046e-01,-1.518079e-01,7.342794e-01,-7.668400e-01,4.035277e-01,-4.127686e-01,-1.343128e-01,-6.118975e-01,-5.320024e-01,9.306542e-02,3.600898e-01,-7.704696e-01,3.602185e-01,-1.899703e-03,9.360364e-02,-7.636938e-01,3.563472e-01,3.625680e-01,5.816532e-01,9.574609e-02,1.562201e-01,-3.895456e-01,-2.591342e-01,-3.567778e-01,8.327634e-01,2.323575e-01,3.457304e-01,-5.093438e-01,4.163485e-01,-3.454571e-01,8.280923e-01,-7.576850e-02,1.133880e-01,-3.685123e-01,-8.313469e-02,-4.207177e-01,8.361281e-01,-5.287902e-01,-4.604083e-01,-9.103821e-02,-9.084101e-02,9.268166e-02,9.268529e-02,-9.058427e-02,-9.013222e-02,9.253329e-02,9.212825e-02,-8.915714e-02,-8.668680e-02,9.115841e-02,8.863449e-02,-7.956622e-02,-5.942414e-02,8.133468e-02,6.017350e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-9.164553e-02,-9.121817e-02,9.175636e-02,9.222743e-02
57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,1,1,2,2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.152672e-01,1.294260e-01,-1.132140e-01,-1.064373e-01,-1.341424e-01,1.810875e-01,-1.003611e-01,-1.281415e-01,1.128083e-01,1.198726e-01,-2.519792e-01,-7.095719e-02,-3.798225e-01,6.589337e-01,-6.997864e-01,1.794699e-01,4.205061e-01,6.245855e-01,-1.395791e-01,6.920200e-01,-7.336423e-01,3.836274e-01,-4.136036e-01,-1.361815e-01,-5.515993e-01,-4.815371e-01,1.015489e-01,3.692557e-01,-7.774381e-01,3.593479e-01,-2.003133e-03,9.358198e-02,-7.641183e-01,3.584548e-01,3.158518e-01,5.273600e-01,9.619754e-02,1.576224e-01,-3.958921e-01,-2.668842e-01,-3.529981e-01,8.298630e-01,2.408162e-01,3.528253e-01,-4.595603e-01,3.559351e-01,-3.432859e-01,8.408251e-01,-8.121818e-02,7.939678e-02,-3.750742e-01,-8.767294e-02,-4.049700e-01,8.097918e-01,-4.631849e-01,-4.016798e-01,-6.222523e-02,-8.805328e-02,7.637912e-02,9.324129e-02,-8.950755e-02,-8.950949e-02,9.316071e-02,9.252493e-02,-8.875939e-02,-8.641804e-02,9.141958e-02,8.881788e-02,-7.937644e-02,-5.928450e-02,8.146911e-02,6.027574e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-1.003937e-01,-1.280860e-01,1.149535e-01,1.291471e-01
58,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,-2,-2,0,0,0,0,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,0,0,2,2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.029398e-01,4.810789e-01,-6.866124e-01,3.023579e-01,-3.454262e-01,8.060822e-01,-5.965737e-01,8.228062e-02,-3.576752e-01,7.823261e-01,-6.700903e-01,2.705406e-01,-3.441079e-01,8.442648e-01,-7.478691e-01,3.156554e-01,3.610913e-01,6.028432e-01,-9.191979e-02,6.041749e-01,-7.030289e-01,3.740182e-01,-4.137033e-01,-1.361625e-01,-4.877346e-01,-4.264288e-01,1.077095e-01,3.780222e-01,-7.882336e-01,3.569029e-01,-1.956303e-03,9.336352e-02,-7.634046e-01,3.592321e-01,2.625610e-01,4.265117e-01,9.402083e-02,1.365763e-01,-4.031929e-01,-2.763389e-01,-3.624469e-01,8.326870e-01,2.500672e-01,3.603731e-01,-4.252377e-01,3.424129e-01,-3.430085e-01,8.301855e-01,-7.977087e-02,9.011932e-02,-3.839121e-01,-9.332767e-02,-3.444160e-01,7.789887e-01,-4.215130e-01,-3.392932e-01,-1.387951e-01,-9.996202e-02,-4.194020e-02,8.116422e-02,-9.362750e-02,-9.137734e-02,8.942884e-02,9.082894e-02,-8.971749e-02,-8.694986e-02,9.054069e-02,8.832720e-02,-7.968992e-02,-5.947877e-02,8.117964e-02,6.009648e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-5.965973e-01,8.234347e-02,-3.032410e-01,4.808007e-01
59,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-1,-1,2,2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.977249e-01,4.931149e-01,-7.240035e-01,3.256532e-01,-3.431441e-01,8.134065e-01,-6.118289e-01,6.447306e-02,-3.490428e-01,7.924956e-01,-7.150806e-01,3.082689e-01,-3.447622e-01,8.348697e-01,-7.545060e-01,3.323392e-01,2.132525e-01,3.145233e-01,8.077747e-02,7.329988e-02,-1.212116e-01,1.682621e-01,-4.164617e-01,-1.419540e-01,-2.090453e-01,-3.230580e-01,1.364062e-01,4.094306e-01,-5.871122e-01,3.795505e-01,-4.813867e-03,8.773094e-02,-7.706945e-01,3.568435e-01,1.525018e-01,1.776599e-01,7.978685e-02,5.527141e-02,-4.226589e-01,-3.038913e-01,-1.504446e-01,7.521248e-01,2.789620e-01,3.816340e-01,-9.578235e-02,-4.336535e-02,-3.512884e-01,8.319313e-01,-9.742136e-02,-5.401925e-02,-4.148684e-01,-1.225309e-01,6.248967e-02,2.349265e-01,-1.774879e-01,-1.855024e-01,-1.211402e-01,-9.761664e-02,-4.565705e-02,8.121745e-02,-9.292252e-02,-9.109204e-02,8.956625e-02,9.092318e-02,-8.958437e-02,-8.688250e-02,9.059766e-02,8.836039e-02,-7.965398e-02,-5.945927e-02,8.119844e-02,6.010678e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.119079e-01,6.453106e-02,-2.982220e-01,4.928693e-01
60,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.509718e-01,5.451158e-01,-7.637313e-01,3.543618e-01,-3.447932e-01,8.289856e-01,-6.510067e-01,8.280114e-02,-3.466750e-01,8.276664e-01,-7.639554e-01,3.546313e-01,-3.437153e-01,8.287049e-01,-7.637969e-01,3.554285e-01,8.852397e-03,1.415970e-01,2.055576e-02,9.762080e-03,1.407911e-02,1.514039e-01,-4.161427e-01,-1.411753e-01,-1.876457e-02,-1.989239e-01,1.584771e-01,4.357100e-01,-4.896627e-01,3.497734e-01,-5.399466e-03,8.636118e-02,-7.590806e-01,3.572180e-01,-6.498585e-03,-2.163267e-02,7.630397e-02,5.468803e-02,-4.452818e-01,-3.309461e-01,-1.082581e-01,7.317714e-01,3.035673e-01,4.011317e-01,-2.166395e-02,7.517663e-04,-3.558340e-01,8.329821e-01,-9.549284e-02,-6.323040e-02,-4.428529e-01,-1.450891e-01,2.447299e-02,1.097723e-01,-1.446922e-02,1.182048e-02,-1.113274e-01,-9.658860e-02,-9.431344e-02,7.428935e-02,-9.311996e-02,-9.137764e-02,8.746261e-02,9.003762e-02,-8.980479e-02,-8.703858e-02,9.015175e-02,8.810792e-02,-7.976402e-02,-5.953855e-02,8.104291e-02,6.000421e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.511505e-01,8.286552e-02,-3.514965e-01,5.448475e-01
61,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.510042e-01,5.452035e-01,-7.637198e-01,3.543870e-01,-3.449128e-01,8.289960e-01,-6.510259e-01,8.288752e-02,-3.466666e-01,8.277009e-01,-7.639461e-01,3.545944e-01,-3.442297e-01,8.287219e-01,-7.637912e-01,3.551632e-01,4.412556e-03,1.344295e-01,2.208162e-02,9.919254e-03,1.321170e-02,1.511115e-01,-3.068274e-01,-1.249883e-01,-2.335596e-02,-2.065680e-01,2.092429e-01,3.969210e-01,-4.925010e-01,3.494864e-01,1.042846e-01,1.023676e-01,-7.598096e-01,3.562823e-01,-4.376977e-03,-2.305979e-02,8.257681e-02,5.793016e-02,-3.975269e-01,-3.738934e-01,-1.112942e-01,7.319240e-01,3.183516e-01,3.305873e-01,-2.018917e-02,8.563766e-04,-3.570097e-01,8.328739e-01,-8.920232e-02,-6.002105e-02,-4.332012e-01,-2.188818e-01,2.361763e-02,1.092711e-01,-1.236194e-02,1.034802e-02,-1.113181e-01,-9.655378e-02,-9.433682e-02,7.431786e-02,-9.308419e-02,-9.134341e-02,8.749581e-02,9.007020e-02,-8.977289e-02,-8.700926e-02,9.018235e-02,8.813614e-02,-7.973725e-02,-5.951405e-02,8.106871e-02,6.002784e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.511956e-01,8.291550e-02,-3.515524e-01,5.449008e-01
62,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.802698e-01,6.588883e-01,-7.642081e-01,3.567920e-01,-3.426939e-01,8.272887e-01,-6.997145e-01,1.791154e-01,-3.436648e-01,8.405522e-01,-7.660174e-01,3.549629e-01,-3.385520e-01,8.052747e-01,-7.258967e-01,3.360627e-01,-1.822219e-01,6.871166e-02,-1.220216e-01,-1.848189e-01,1.816741e-01,2.208355e-01,-3.652096e-01,-5.277987e-02,1.608445e-01,-9.245749e-02,1.192073e-02,2.287935e-01,-4.254492e-01,2.990345e-01,1.040598e-01,1.272970e-01,-7.084563e-01,3.118038e-01,-7.419012e-02,-1.016750e-01,1.156120e-01,5.303224e-02,-2.467184e-01,-5.734898e-02,-1.510005e-01,7.232441e-01,8.203719e-02,1.593374e-01,1.162648e-01,1.798014e-01,-3.524491e-01,8.139639e-01,-1.206382e-01,-6.162008e-02,-2.880638e-01,1.568198e-02,-1.745157e-01,1.374809e-02,1.529707e-02,1.407417e-01,-2.519013e-01,-7.080139e-02,-1.342630e-01,1.810741e-01,-1.133038e-01,-1.048545e-01,1.128722e-01,1.197345e-01,-1.061184e-01,-1.056662e-01,1.182809e-01,1.172137e-01,-1.000543e-01,-1.007331e-01,1.121038e-01,1.020959e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.999750e-01,1.791010e-01,-3.809539e-01,6.584185e-01
63,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.442612e-01,8.449006e-01,-7.640213e-01,3.579146e-01,-3.472115e-01,8.290653e-01,-7.472942e-01,3.142762e-01,-3.428005e-01,8.299035e-01,-7.680612e-01,3.548856e-01,-3.412470e-01,7.910787e-01,-6.886178e-01,3.211841e-01,-6.481757e-01,2.308834e-01,-3.469373e-01,-3.209401e-01,2.964485e-01,3.862990e-01,-6.629336e-01,3.298290e-01,-2.838130e-01,3.533575e-01,-4.412222e-01,7.250213e-01,-2.966920e-01,2.448876e-01,-1.412677e-02,4.897486e-01,-6.589537e-01,2.755733e-01,-3.255619e-01,2.486896e-01,-1.110549e-01,2.080728e-01,-4.324501e-01,4.926264e-01,-1.804695e-01,7.475830e-01,-5.827855e-01,4.714763e-01,7.794453e-02,4.357051e-01,-3.637508e-01,8.102852e-01,-5.852440e-01,1.035887e-01,-6.389449e-01,3.486629e-01,-4.222038e-01,-4.142240e-02,-2.878798e-01,8.007785e-01,-6.741587e-01,2.791491e-01,-3.464872e-01,8.024862e-01,-6.676769e-01,2.736181e-01,-3.455825e-01,8.052485e-01,-6.845054e-01,2.984469e-01,-3.566900e-01,7.896208e-01,-6.087838e-01,1.121705e-01,-3.193631e-01,4.691167e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.475445e-01,3.143593e-01,-3.448518e-01,8.444192e-01
64,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,-2,-2,-2,-2,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.453480e-01,8.350725e-01,-7.707880e-01,3.547977e-01,-1.399574e-01,7.489764e-01,-7.543349e-01,3.316303e-01,-3.522224e-01,8.316550e-01,-5.981509e-01,3.736505e-01,1.072907e-01,2.693369e-01,-1.680117e-01,1.411072e-01,-6.567658e-01,1.957397e-01,-3.888274e-01,-3.803581e-01,3.424200e-01,3.320002e-01,-7.136299e-01,3.490604e-01,-2.951386e-01,4.733729e-01,-4.959355e-01,7.517451e-01,5.950329e-02,-1.351217e-01,-8.185628e-02,6.368600e-01,-1.002614e-01,-8.466242e-02,-3.154707e-01,2.475636e-01,-1.905303e-01,2.659574e-01,-4.256752e-01,5.615710e-01,7.894434e-02,1.281154e-01,-6.225159e-01,4.792815e-01,1.311497e-01,4.682047e-01,1.231298e-01,1.260878e-01,-6.223391e-01,8.032285e-02,-6.738160e-01,3.752254e-01,-4.995151e-01,-2.369634e-01,-3.038443e-01,8.116767e-01,-7.164745e-01,3.114842e-01,-3.436211e-01,8.111033e-01,-7.140330e-01,3.088848e-01,-3.413569e-01,8.125297e-01,-7.250053e-01,3.266638e-01,-3.509642e-01,7.922744e-01,-6.193769e-01,9.386033e-02,-3.033991e-01,4.687675e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.542941e-01,3.317364e-01,-3.456101e-01,8.348254e-01
65,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.443547e-01,8.287425e-01,-7.653718e-01,3.544738e-01,-9.262764e-02,7.289604e-01,-7.635486e-01,3.550179e-01,-3.547513e-01,8.319268e-01,-5.220620e-01,3.612919e-01,1.111399e-01,1.613201e-01,-6.643062e-02,1.079934e-01,-6.618882e-01,1.055736e-01,-4.096325e-01,-4.266683e-01,3.935947e-01,4.682462e-01,-7.565239e-01,3.834027e-01,-3.906660e-01,6.324351e-01,-5.522781e-01,7.852091e-01,1.261292e-01,-4.183995e-02,-1.165561e-01,6.744893e-01,-7.673989e-02,-8.052770e-02,-3.340227e-01,2.777058e-01,-1.921777e-01,2.444830e-01,-4.543207e-01,6.650574e-01,-2.133873e-02,8.197254e-02,-7.333297e-01,5.489820e-01,1.737217e-01,4.989129e-01,1.002787e-01,1.041806e-01,-6.278095e-01,5.250303e-02,-7.299813e-01,3.819992e-01,-5.621869e-01,-3.234526e-01,-3.413223e-01,8.632669e-01,-7.638891e-01,3.548542e-01,-3.446860e-01,8.287954e-01,-7.638376e-01,3.545907e-01,-3.452548e-01,8.295986e-01,-7.655351e-01,3.601655e-01,-3.492523e-01,8.106836e-01,-6.416960e-01,8.667741e-02,-3.072060e-01,4.862077e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.635152e-01,3.550230e-01,-3.446900e-01,8.284923e-01
66,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.443547e-01,8.287425e-01,-7.653717e-01,3.544738e-01,-9.262761e-02,7.289603e-01,-7.635486e-01,3.550179e-01,-3.547513e-01,8.319268e-01,-5.220619e-01,3.612918e-01,1.111399e-01,1.613201e-01,-6.643063e-02,1.079934e-01,-6.618880e-01,1.055736e-01,-4.096325e-01,-4.266684e-01,3.935947e-01,4.682462e-01,-7.565239e-01,3.834028e-01,-3.906660e-01,6.324351e-01,-5.522781e-01,7.852091e-01,1.261292e-01,-4.183995e-02,-1.165561e-01,6.744894e-01,-7.673989e-02,-8.052770e-02,-3.340225e-01,2.777056e-01,-1.921778e-01,2.444832e-01,-4.543206e-01,6.650573e-01,-2.133874e-02,8.197254e-02,-7.333297e-01,5.489820e-01,1.737217e-01,4.989129e-01,1.002787e-01,1.041806e-01,-6.278096e-01,5.250313e-02,-7.299813e-01,3.819992e-01,-5.621869e-01,-3.234526e-01,-3.413223e-01,8.632669e-01,-7.638891e-01,3.548542e-01,-3.446860e-01,8.287954e-01,-7.638377e-01,3.545907e-01,-3.452548e-01,8.295985e-01,-7.655350e-01,3.601654e-01,-3.492522e-01,8.106848e-01,-6.416975e-01,8.667898e-02,-3.072088e-01,4.862102e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.635152e-01,3.550230e-01,-3.446900e-01,8.284923e-01
67,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-1,-1,-2,-2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.420381e-01,8.061252e-01,-7.049633e-01,3.118098e-01,-7.273991e-02,6.789030e-01,-7.274520e-01,3.347700e-01,-3.419051e-01,8.089551e-01,-4.576699e-01,2.948260e-01,1.109783e-01,1.588917e-01,-7.264889e-02,6.892540e-02,-6.924510e-01,2.483472e-01,-5.021761e-01,5.401683e-02,-9.827579e-02,3.336337e-01,-7.511188e-01,3.741042e-01,-5.400411e-01,6.303860e-01,-6.258741e-01,7.453109e-01,-1.116076e-02,-6.444993e-02,-1.111069e-01,7.618401e-01,-8.248398e-02,-8.373708e-02,-2.620719e-01,3.776008e-01,-4.084786e-01,5.964748e-01,-4.046156e-01,6.855319e-01,6.821976e-02,1.009429e-01,-7.771251e-01,5.167954e-01,-2.346480e-01,3.817221e-01,1.038699e-01,1.045344e-01,-7.176242e-01,1.780551e-01,-7.319456e-01,4.423083e-01,-3.928457e-01,2.861141e-02,-4.965071e-01,9.157708e-01,-7.655967e-01,3.548184e-01,-3.432329e-01,8.276529e-01,-7.638495e-01,3.545914e-01,-3.454206e-01,8.296640e-01,-7.655261e-01,3.601770e-01,-3.492360e-01,8.106809e-01,-6.416956e-01,8.667900e-02,-3.072009e-01,4.862037e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-7.274326e-01,3.347630e-01,-3.423137e-01,8.059214e-01
