#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,driver_0001a,driver_0001b,driver_0002a,driver_0002b,Out_0015a,Out_0015b,Out_0024a,Out_0024b,Out_0020a,Out_0020b,Out_0008a,Out_0008b
69,2,2,-1,-1,2,2,-2,-2,-1,-1,-2,-2,2,2,1,1,-1,-1,2,2,1,1,-2,-2,-1,-1,-1,-1,1,1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.116763e-01,7.448469e-01,-1.821084e-01,1.441216e-01,-7.615392e-01,3.202436e-01,-2.790784e-01,-1.623641e-01,-7.344913e-03,-1.572533e-01,-2.483392e-01,-2.724324e-01,-7.519530e-01,3.743849e-01,-5.901969e-01,-1.044301e-02,-4.147650e-01,-1.440311e-01,-3.541105e-01,8.432211e-01,-3.643985e-01,7.832424e-01,-1.445921e-01,-8.690229e-02,-1.929912e-01,-6.558050e-02,9.516154e-02,2.666077e-01,-7.276034e-01,3.142644e-01,-1.353067e-01,-1.500548e-01,-2.159017e-01,-4.089406e-02,-3.373105e-01,-1.097610e-01,2.648854e-03,1.187775e-01,-2.791641e-01,3.327180e-01,-7.310141e-01,1.560357e-01,-6.212910e-01,4.465201e-01,-8.119477e-01,4.594770e-01,-5.772890e-01,7.802880e-01,-7.064501e-01,6.510245e-01,-3.736935e-01,8.740622e-01,-2.610270e-01,7.158637e-01,7.901190e-03,7.947311e-01,-1.413116e-01,7.490446e-01,-5.998537e-01,3.733323e-01,-3.533263e-01,8.318877e-01,-7.704590e-01,3.535306e-01,-3.489557e-01,8.109607e-01,-7.650017e-01,3.605543e-01,-3.073593e-01,4.868619e-01,-6.418647e-01,8.732137e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-4.159119e-01,-1.445948e-01,-3.384054e-01,-1.105779e-01,9.502239e-02,2.668550e-01,-1.812711e-01,1.453297e-01
70,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.127840e-01,7.440395e-01,-7.199945e-02,1.068448e-01,-7.722825e-01,3.473510e-01,-2.275677e-02,4.653219e-03,1.333144e-01,-3.447148e-02,-1.035619e-01,-3.063353e-02,-7.518686e-01,3.724756e-01,-6.147037e-01,1.735625e-03,-6.423197e-01,-4.246712e-01,-3.545647e-01,8.319724e-01,-3.591364e-01,7.916139e-01,-1.129159e-01,-1.077947e-01,-1.007073e-01,-9.161530e-02,9.788940e-02,1.563946e-01,-7.659809e-01,3.497462e-01,-1.107892e-01,-1.160007e-01,-6.000296e-02,-2.427548e-02,-5.212824e-01,-4.988381e-01,5.066375e-02,7.895202e-02,-2.769753e-01,4.153689e-01,-7.075156e-01,7.630537e-02,-6.232555e-01,3.697847e-01,-8.087485e-01,4.255952e-01,-5.898568e-01,7.545328e-01,-7.157250e-01,6.316478e-01,-3.784314e-01,8.713995e-01,-2.634734e-01,7.141395e-01,5.579888e-03,7.952064e-01,-9.890301e-02,7.301348e-01,-5.266676e-01,3.624937e-01,-3.563604e-01,8.327320e-01,-7.662705e-01,3.538329e-01,-3.493025e-01,8.107728e-01,-7.651993e-01,3.603479e-01,-3.073322e-01,4.864466e-01,-6.417837e-01,8.692053e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.434680e-01,-4.252360e-01,-5.223816e-01,-4.996541e-01,9.772854e-02,1.566644e-01,-7.102669e-02,1.081299e-01
71,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.127840e-01,7.440395e-01,-7.199946e-02,1.068447e-01,-7.722825e-01,3.473510e-01,-2.275678e-02,4.653215e-03,1.333144e-01,-3.447148e-02,-1.035620e-01,-3.063354e-02,-7.518686e-01,3.724756e-01,-6.147039e-01,1.735733e-03,-6.423197e-01,-4.246712e-01,-3.545647e-01,8.319724e-01,-3.591363e-01,7.916140e-01,-1.129159e-01,-1.077947e-01,-1.007073e-01,-9.161530e-02,9.788940e-02,1.563945e-01,-7.659809e-01,3.497462e-01,-1.107893e-01,-1.160007e-01,-6.000296e-02,-2.427548e-02,-5.212824e-01,-4.988381e-01,5.066374e-02,7.895202e-02,-2.769755e-01,4.153691e-01,-7.075156e-01,7.630537e-02,-6.232555e-01,3.697847e-01,-8.087485e-01,4.255952e-01,-5.898568e-01,7.545328e-01,-7.157250e-01,6.316478e-01,-3.784314e-01,8.713995e-01,-2.634734e-01,7.141395e-01,5.579889e-03,7.952064e-01,-9.890295e-02,7.301348e-01,-5.266675e-01,3.624936e-01,-3.563605e-01,8.327320e-01,-7.662705e-01,3.538329e-01,-3.493025e-01,8.107733e-01,-7.651993e-01,3.603478e-01,-3.073334e-01,4.864476e-01,-6.417844e-01,8.692118e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.434680e-01,-4.252360e-01,-5.223816e-01,-4.996541e-01,9.772854e-02,1.566644e-01,-7.102670e-02,1.081298e-01
72,1,1,-2,-2,1,1,-1,-1,-2,-2,-1,-1,1,1,2,2,-2,-2,1,1,2,2,-1,-1,-2,-2,-2,-2,2,2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.045266e-01,7.154332e-01,-7.560422e-02,6.715594e-02,-7.375208e-01,3.272520e-01,2.294890e-02,6.611197e-02,2.560748e-01,1.495405e-01,-2.238972e-01,1.326040e-01,-7.078007e-01,3.285335e-01,-6.996047e-01,1.491414e-01,-5.529239e-01,-3.449773e-01,-3.489774e-01,8.066359e-01,-3.502552e-01,8.425383e-01,-1.314024e-01,-1.524734e-01,-6.450341e-02,-8.826607e-02,1.009626e-01,1.551560e-01,-7.644849e-01,3.468546e-01,-2.779125e-01,-1.088540e-01,1.336971e-01,1.343569e-01,-4.627578e-01,-4.152842e-01,5.566602e-02,8.499058e-02,-4.063560e-01,6.587464e-01,-6.777626e-01,8.460517e-02,-5.996921e-01,3.475169e-01,-7.564873e-01,3.705305e-01,-5.482743e-01,7.030105e-01,-6.154974e-01,5.640000e-01,-3.451423e-01,8.342534e-01,-2.488327e-01,6.551081e-01,-1.791806e-02,7.847368e-01,-7.645172e-02,6.789210e-01,-4.593831e-01,2.942396e-01,-3.421025e-01,8.122136e-01,-7.042941e-01,3.106587e-01,-3.513687e-01,7.923606e-01,-7.258383e-01,3.266231e-01,-3.033160e-01,4.688445e-01,-6.192791e-01,9.402077e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-5.540462e-01,-3.455119e-01,-4.638660e-01,-4.160927e-01,1.009407e-01,1.555264e-01,-7.460847e-02,6.844539e-02
73,0,0,-2,-2,0,0,0,0,-2,-2,0,0,0,0,2,2,-2,-2,0,0,2,2,0,0,-2,-2,-2,-2,2,2,0,0,-2,-2,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.565550e-02,5.778059e-01,-7.669046e-02,8.295581e-02,-6.869594e-01,3.235064e-01,-4.200290e-01,4.609435e-01,3.866032e-01,4.706504e-01,-4.399688e-01,7.290870e-01,-6.429189e-01,2.996981e-01,-7.495823e-01,2.913542e-01,-4.679694e-01,-2.524820e-01,-2.738501e-01,7.685827e-01,-3.627819e-01,8.344646e-01,-6.219462e-01,5.418077e-02,-1.313665e-01,-9.806570e-02,9.045715e-02,1.034250e-01,-7.737463e-01,3.442454e-01,-6.806718e-01,2.579988e-01,2.913521e-01,3.853095e-01,-3.507411e-01,-3.320249e-01,-8.198343e-02,6.966340e-02,-3.741815e-01,8.187697e-01,-6.367705e-01,1.138441e-01,-4.775020e-01,2.703493e-01,-6.617976e-01,3.381547e-01,-4.391325e-01,5.640790e-01,-5.708590e-01,5.048682e-01,-3.577379e-01,7.799722e-01,-1.856601e-01,5.723538e-01,-5.535390e-02,7.830255e-01,-9.910551e-03,5.552661e-01,-4.149245e-01,2.844060e-01,-2.691943e-01,7.895099e-01,-6.534966e-01,2.841707e-01,-3.666560e-01,7.931746e-01,-6.937953e-01,2.936065e-01,-3.180663e-01,4.684080e-01,-6.059309e-01,1.134964e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-4.690245e-01,-2.530098e-01,-3.518354e-01,-3.328257e-01,9.067488e-02,1.038739e-01,-7.559255e-02,8.422865e-02
74,-1,-1,-2,-2,-1,-1,1,1,-2,-2,1,1,-1,-1,2,2,-2,-2,-1,-1,2,2,1,1,-2,-2,-2,-2,2,2,1,1,-2,-2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.056987e-01,1.435701e-01,-9.290900e-02,-6.436794e-02,-1.991115e-01,1.532514e-01,-3.987720e-01,4.773803e-01,4.619218e-01,5.577816e-01,-4.329347e-01,7.794851e-01,-3.798525e-01,-1.034718e-02,-7.613109e-01,3.099651e-01,-1.277816e-01,-9.654698e-02,1.018689e-01,2.684628e-01,-1.441372e-01,7.513700e-01,-6.348769e-01,3.775847e-02,-1.153638e-01,-9.935845e-02,8.670914e-02,7.391980e-02,-6.007134e-01,3.693199e-01,-7.278545e-01,2.883518e-01,3.828263e-01,4.514400e-01,-7.013863e-02,-1.184300e-01,-6.912004e-02,7.225537e-02,-3.717380e-01,8.344142e-01,-7.497324e-02,-7.576365e-02,-6.764537e-02,-7.444974e-02,-6.880665e-03,-8.516652e-03,-1.147657e-03,-8.839046e-03,4.921486e-02,4.574059e-02,5.408211e-02,5.008727e-02,1.871683e-01,1.690006e-01,1.812678e-01,1.903382e-01,1.281321e-01,1.152380e-01,-1.296919e-01,-1.005276e-01,1.188410e-01,1.186505e-01,-1.079741e-01,-1.060768e-01,1.182893e-01,1.171816e-01,-1.059159e-01,-1.057308e-01,1.121120e-01,1.021217e-01,-1.000393e-01,-1.007146e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-1.284452e-01,-9.712339e-02,-7.098731e-02,-1.191802e-01,8.646852e-02,7.390287e-02,-9.240979e-02,-6.379773e-02
75,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.098003e-01,1.140582e-01,-9.328792e-02,-9.177906e-02,-7.791923e-02,1.051542e-01,-3.893179e-01,4.882716e-01,5.251837e-01,6.285810e-01,-4.220729e-01,8.040338e-01,-3.049057e-01,-1.216411e-01,-7.647939e-01,3.359881e-01,8.943578e-02,7.641308e-02,1.107204e-01,1.607083e-01,-9.825135e-02,7.308797e-01,-6.500971e-01,4.032531e-02,-1.040029e-01,-9.690817e-02,8.783618e-02,9.120732e-02,-5.262306e-01,3.590648e-01,-7.776627e-01,3.299078e-01,4.696149e-01,5.247341e-01,1.018414e-01,9.850429e-02,-7.342268e-02,7.402784e-02,-3.675371e-01,8.400609e-01,2.883793e-02,2.500865e-02,3.224648e-02,3.129396e-02,1.546137e-02,1.340435e-02,1.652311e-02,1.654825e-02,2.020168e-02,1.642120e-02,1.988959e-02,2.147571e-02,9.684684e-02,7.380974e-02,8.430853e-02,1.004568e-01,9.235455e-02,9.272697e-02,-9.108009e-02,-9.068919e-02,9.271233e-02,9.235076e-02,-9.036197e-02,-8.989460e-02,9.138135e-02,8.884368e-02,-8.892826e-02,-8.647613e-02,8.152416e-02,6.034307e-02,-7.937671e-02,-5.925477e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,8.900044e-02,7.606150e-02,1.011692e-01,9.796721e-02,8.751259e-02,9.110202e-02,-9.314503e-02,-9.153746e-02
76,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.098003e-01,1.140582e-01,-9.328792e-02,-9.177906e-02,-7.791923e-02,1.051542e-01,-3.893179e-01,4.882716e-01,5.251837e-01,6.285810e-01,-4.220729e-01,8.040338e-01,-3.049057e-01,-1.216411e-01,-7.647939e-01,3.359881e-01,8.943578e-02,7.641308e-02,1.107204e-01,1.607083e-01,-9.825135e-02,7.308797e-01,-6.500972e-01,4.032531e-02,-1.040029e-01,-9.690817e-02,8.783618e-02,9.120732e-02,-5.262306e-01,3.590648e-01,-7.776627e-01,3.299078e-01,4.696149e-01,5.247341e-01,1.018414e-01,9.850429e-02,-7.342268e-02,7.402784e-02,-3.675371e-01,8.400609e-01,2.883793e-02,2.500865e-02,3.224648e-02,3.129396e-02,1.546137e-02,1.340435e-02,1.652311e-02,1.654825e-02,2.020168e-02,1.642120e-02,1.988959e-02,2.147571e-02,9.684684e-02,7.380974e-02,8.430853e-02,1.004568e-01,9.235455e-02,9.272697e-02,-9.108009e-02,-9.068919e-02,9.271233e-02,9.235076e-02,-9.036197e-02,-8.989460e-02,9.138135e-02,8.884368e-02,-8.892826e-02,-8.647613e-02,8.152416e-02,6.034307e-02,-7.937671e-02,-5.925477e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,8.900044e-02,7.606150e-02,1.011692e-01,9.796721e-02,8.751259e-02,9.110202e-02,-9.314503e-02,-9.153746e-02
77,-2,-2,-1,-1,-2,-2,2,2,-1,-1,2,2,-2,-2,1,1,-1,-1,-2,-2,1,1,2,2,-1,-1,-1,-1,1,1,2,2,-1,-1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.089367e-01,1.129956e-01,-1.070764e-01,-1.274192e-01,-8.451879e-02,6.355457e-02,-5.594733e-01,6.634991e-01,2.956364e-01,3.843317e-01,-4.605986e-01,8.498838e-01,-3.061622e-01,-1.240919e-01,-7.142191e-01,3.108137e-01,1.863624e-01,2.353917e-01,1.097157e-01,1.586653e-01,-8.107309e-02,6.833844e-01,-7.334674e-01,1.459133e-01,-2.522631e-01,-7.599993e-02,1.042821e-01,1.284339e-01,-4.593376e-01,2.866457e-01,-7.810534e-01,3.082653e-01,9.035724e-02,4.733063e-01,2.175755e-01,2.237994e-01,-1.730192e-01,1.869548e-01,-3.605613e-01,8.188266e-01,2.748528e-01,2.274888e-01,2.294155e-01,2.785808e-01,5.497335e-02,4.670093e-02,4.875941e-02,5.571995e-02,3.220006e-02,2.728101e-02,3.039392e-02,3.335235e-02,1.018272e-01,7.850697e-02,8.886906e-02,1.053904e-01,7.526015e-02,9.235105e-02,-6.250166e-02,-8.814304e-02,9.255160e-02,9.210913e-02,-8.957003e-02,-8.956078e-02,9.113099e-02,8.861352e-02,-8.880152e-02,-8.645208e-02,8.132127e-02,6.016585e-02,-7.940373e-02,-5.930640e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.859270e-01,2.350403e-01,2.169031e-01,2.232629e-01,1.040470e-01,1.283590e-01,-1.069327e-01,-1.271464e-01
78,-2,-2,0,0,-2,-2,2,2,0,0,2,2,-2,-2,0,0,0,0,-2,-2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.083517e-01,1.113061e-01,-5.962545e-01,8.122092e-02,-8.197853e-02,8.165093e-02,-7.972729e-01,8.093052e-01,8.179244e-02,5.639858e-01,-6.069004e-01,7.829234e-01,-3.063043e-01,-1.239611e-01,-6.594125e-01,2.925799e-01,-1.359861e-01,6.037420e-01,1.026736e-01,1.064997e-01,-1.036746e-02,5.416329e-01,-7.924238e-01,2.500553e-01,-6.845898e-01,2.955510e-01,-3.085503e-01,4.821568e-01,-4.130950e-01,2.756225e-01,-8.050083e-01,2.617698e-01,-4.516614e-01,7.223762e-01,1.766929e-01,4.904726e-01,-4.051957e-01,7.865569e-01,-2.881087e-01,7.787567e-01,4.479064e-01,4.760598e-01,4.273433e-01,5.506923e-01,9.301894e-02,8.076224e-02,8.004323e-02,9.380603e-02,4.315910e-02,3.747113e-02,3.957976e-02,4.397522e-02,1.061432e-01,8.266826e-02,9.263502e-02,1.095690e-01,-4.285903e-02,7.999026e-02,-1.382493e-01,-9.979485e-02,8.851956e-02,9.015147e-02,-9.359147e-02,-9.141014e-02,9.003343e-02,8.794276e-02,-8.978208e-02,-8.702552e-02,8.088314e-02,5.986254e-02,-7.976652e-02,-5.955179e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-1.364240e-01,6.033943e-01,1.760225e-01,4.899369e-01,-3.087836e-01,4.821639e-01,-5.960336e-01,8.140374e-02
79,-2,-2,1,1,-2,-2,2,2,1,1,2,2,-2,-2,-1,-1,1,1,-2,-2,-1,-1,2,2,1,1,1,1,-1,-1,2,2,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.072981e-01,1.090613e-01,-6.082867e-01,6.570473e-02,-9.963261e-02,-6.530552e-02,-8.807581e-01,7.715453e-01,-2.571785e-01,8.238562e-01,-6.097059e-01,7.275569e-01,-3.083054e-01,-1.289941e-01,-1.868060e-01,1.095887e-01,-3.028059e-01,7.098612e-01,9.758910e-02,7.743506e-02,1.282787e-01,1.218645e-01,-8.040195e-01,2.647054e-01,-7.207902e-01,3.185654e-01,-2.984905e-01,4.918290e-01,-1.355743e-01,-7.499509e-02,-7.208599e-01,2.598432e-01,-6.222456e-01,7.970753e-01,-4.288316e-02,7.625001e-01,-4.017613e-01,8.019284e-01,5.795825e-02,3.509236e-01,4.993684e-01,5.685588e-01,4.028151e-01,6.367064e-01,9.964434e-02,8.904896e-02,7.711833e-02,9.699308e-02,4.346820e-02,3.837618e-02,3.792873e-02,4.333844e-02,1.057508e-01,8.252319e-02,9.165400e-02,1.088772e-01,-4.657423e-02,8.043860e-02,-1.210131e-01,-9.719371e-02,8.901922e-02,9.054728e-02,-9.261747e-02,-9.088873e-02,9.033739e-02,8.817877e-02,-8.944875e-02,-8.678933e-02,8.106981e-02,6.001380e-02,-7.958811e-02,-5.941061e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-3.032417e-01,7.095101e-01,-4.355445e-02,7.619618e-01,-2.983924e-01,4.918954e-01,-6.080012e-01,6.591431e-02
80,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.072427e-01,1.088628e-01,-6.483563e-01,8.347737e-02,-1.011694e-01,-9.421022e-02,-9.153721e-01,7.517663e-01,-3.934144e-01,8.626957e-01,-6.191525e-01,6.929332e-01,-3.081961e-01,-1.290451e-01,-8.747132e-02,6.244632e-02,-3.179911e-01,7.294126e-01,9.773800e-02,9.542231e-02,9.536121e-02,9.558291e-02,-8.141582e-01,2.877615e-01,-7.591340e-01,3.477239e-01,-3.531227e-01,5.449125e-01,-9.194236e-02,-9.121704e-02,-6.879183e-01,2.533973e-01,-6.830257e-01,8.249970e-01,-6.282947e-02,7.859539e-01,-4.021766e-01,8.414013e-01,9.719101e-02,2.284916e-01,5.457388e-01,6.059150e-01,4.300284e-01,6.671517e-01,1.047787e-01,9.403997e-02,7.877186e-02,1.006395e-01,4.412675e-02,3.917254e-02,3.778461e-02,4.365862e-02,1.057555e-01,8.261865e-02,9.138091e-02,1.087549e-01,-9.486553e-02,7.376783e-02,-1.108368e-01,-9.598658e-02,8.710810e-02,8.980867e-02,-9.267383e-02,-9.105968e-02,9.000663e-02,8.801756e-02,-8.957509e-02,-8.686828e-02,8.098807e-02,5.997210e-02,-7.963416e-02,-5.943620e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-3.184262e-01,7.290611e-01,-6.350147e-02,7.854167e-01,-3.529330e-01,5.450500e-01,-6.481349e-01,8.364531e-02
81,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.893688e-01,1.196379e-01,-6.483624e-01,8.350288e-02,-9.740226e-02,-9.245977e-02,-9.153045e-01,7.518009e-01,-3.933144e-01,8.626918e-01,-6.189647e-01,6.930304e-01,-2.256895e-01,-1.180659e-01,-8.715645e-02,6.262791e-02,-3.179791e-01,7.294164e-01,1.014024e-01,9.712036e-02,9.625191e-02,9.608767e-02,-8.141621e-01,2.878056e-01,-7.591272e-01,3.477504e-01,-3.531227e-01,5.449343e-01,-9.102124e-02,-9.069283e-02,-6.878016e-01,2.534783e-01,-6.829884e-01,8.250253e-01,-6.280003e-02,7.859499e-01,-4.021376e-01,8.414058e-01,9.749415e-02,2.286671e-01,5.457293e-01,6.059086e-01,4.299949e-01,6.671321e-01,1.047540e-01,9.402261e-02,7.872107e-02,1.006043e-01,4.410056e-02,3.915240e-02,3.774034e-02,4.362453e-02,1.057325e-01,8.259981e-02,9.134701e-02,1.087269e-01,-9.487115e-02,7.377361e-02,-1.108357e-01,-9.597901e-02,8.711415e-02,8.981405e-02,-9.266681e-02,-9.105359e-02,9.001126e-02,8.802152e-02,-8.956988e-02,-8.686384e-02,8.099145e-02,5.997500e-02,-7.963036e-02,-5.943292e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-3.184186e-01,7.290586e-01,-6.345929e-02,7.854129e-01,-3.529530e-01,5.450559e-01,-6.481626e-01,8.365382e-02
82,-1,-1,2,2,-1,-1,1,1,2,2,1,1,-1,-1,-2,-2,2,2,-1,-1,-2,-2,1,1,2,2,2,2,-2,-2,1,1,2,2,2,2,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.979248e-01,1.205073e-01,-6.984267e-01,1.801505e-01,-1.077651e-01,-1.260960e-01,-8.496790e-01,6.709287e-01,-4.650806e-01,8.110904e-01,-5.981989e-01,5.773850e-01,-2.620745e-01,-7.065134e-02,-8.975179e-02,4.273202e-02,-4.115152e-01,7.321466e-01,1.191124e-01,1.318679e-01,7.866305e-02,9.540168e-02,-7.563071e-01,2.699748e-01,-7.540147e-01,3.531565e-01,-3.833501e-01,6.594306e-01,-6.268635e-02,-8.925152e-02,-6.529610e-01,1.955433e-01,-7.534391e-01,7.783730e-01,-1.690050e-01,8.075465e-01,-3.830051e-01,8.466019e-01,9.391014e-02,2.066526e-01,1.164485e-01,4.383237e-01,1.410160e-01,4.166312e-01,1.129827e-01,1.610167e-01,9.283722e-02,1.458146e-01,1.060763e-01,1.078062e-01,9.798249e-02,1.069398e-01,2.106280e-01,1.931908e-01,2.001092e-01,2.122063e-01,-1.347986e-01,1.808621e-01,-2.516680e-01,-7.022921e-02,1.126520e-01,1.195644e-01,-1.130566e-01,-1.046714e-01,1.181293e-01,1.170843e-01,-1.060195e-01,-1.055999e-01,1.119872e-01,1.019656e-01,-1.000276e-01,-1.007196e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-4.121612e-01,7.315845e-01,-1.698391e-01,8.067993e-01,-3.833298e-01,6.594549e-01,-6.984309e-01,1.801300e-01
