#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,driver_0001a,driver_0001b,driver_0002a,driver_0002b,Out_0015a,Out_0015b,Out_0024a,Out_0024b,Out_0020a,Out_0020b,Out_0008a,Out_0008b
116,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.666500e-01,1.235999e-01,-8.324677e-02,-8.686129e-02,-9.955171e-02,-1.095807e-01,7.260134e-01,-1.591413e-01,6.588070e-01,4.898214e-01,8.246571e-01,-4.446980e-01,-1.471865e-01,-1.104655e-01,3.464169e-01,-7.659402e-01,8.867764e-02,7.038284e-02,8.339559e-02,-9.181477e-02,5.397075e-01,-3.514789e-01,3.457412e-01,-5.506971e-01,1.073797e-01,-6.916400e-02,9.887437e-02,9.642606e-02,8.321441e-02,-6.498647e-01,3.279543e-01,-7.867176e-01,6.223442e-01,4.117321e-01,1.034017e-01,9.743413e-02,1.705459e-01,1.062301e-01,8.313098e-01,-3.818907e-01,2.759176e-02,2.309446e-02,3.216027e-02,3.067931e-02,1.485235e-02,1.259803e-02,1.639670e-02,1.617700e-02,1.989376e-02,1.603036e-02,1.979980e-02,2.127161e-02,9.668064e-02,7.360190e-02,8.424999e-02,1.003415e-01,9.517654e-02,9.438693e-02,-8.837131e-02,-8.907941e-02,9.375220e-02,9.303558e-02,-8.934726e-02,-8.922363e-02,9.185111e-02,8.917701e-02,-8.846670e-02,-8.614794e-02,8.176760e-02,6.052616e-02,-7.913664e-02,-5.907398e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,8.823122e-02,7.001664e-02,1.027426e-01,9.689480e-02,9.903238e-02,9.640364e-02,-8.257115e-02,-8.661546e-02
117,-2,-2,-1,-1,-2,-2,2,2,-1,-1,2,2,-2,-2,1,1,-1,-1,-2,-2,1,1,2,2,-1,-1,-1,-1,1,1,2,2,-1,-1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.668946e-01,1.249467e-01,-7.544240e-02,-1.314168e-01,-1.018542e-01,-1.210121e-01,7.665939e-01,-2.658162e-01,5.008406e-01,1.073821e-01,8.402504e-01,-5.331696e-01,-1.474998e-01,-1.111115e-01,3.152665e-01,-7.266757e-01,2.296124e-01,1.936501e-01,8.937230e-02,-4.691121e-02,4.888831e-01,-3.049832e-01,3.277569e-01,-6.289169e-01,1.313095e-01,-1.743590e-01,1.187847e-01,1.288609e-01,6.535694e-02,-6.088282e-01,2.866221e-01,-7.949360e-01,4.102082e-01,2.328995e-01,2.404869e-01,1.904270e-01,2.918695e-01,8.975201e-02,7.976928e-01,-4.034345e-01,2.761173e-01,2.209034e-01,2.320521e-01,2.768144e-01,5.434671e-02,4.565532e-02,4.892130e-02,5.550468e-02,3.191648e-02,2.688904e-02,3.037868e-02,3.320432e-02,1.016860e-01,7.832188e-02,8.883834e-02,1.053030e-01,7.606860e-02,9.302509e-02,-6.087176e-02,-8.746442e-02,9.302585e-02,9.243969e-02,-8.914489e-02,-8.926936e-02,9.136546e-02,8.878350e-02,-8.859344e-02,-8.629945e-02,8.144708e-02,6.026132e-02,-7.928942e-02,-5.921863e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,2.291667e-01,1.932834e-01,2.398278e-01,1.898870e-01,1.189522e-01,1.288036e-01,-7.486393e-02,-1.312108e-01
118,-2,-2,0,0,-2,-2,2,2,0,0,2,2,-2,-2,0,0,0,0,-2,-2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.667075e-01,1.248994e-01,2.792893e-01,-4.100046e-01,-1.047342e-01,-1.384374e-01,7.847338e-01,-5.846229e-01,7.090510e-01,-4.468198e-01,7.920519e-01,-8.067772e-01,-1.479687e-01,-1.121113e-01,2.936130e-01,-6.835117e-01,4.885157e-01,1.837611e-01,8.997807e-02,-4.111063e-02,4.828816e-01,-3.153444e-01,2.643628e-01,-8.009450e-01,2.918723e-01,-6.626556e-01,5.459060e-01,-5.590471e-03,7.879515e-02,-5.979688e-01,2.492685e-01,-7.938571e-01,5.650838e-01,9.795654e-02,5.853048e-01,-1.273653e-01,7.904237e-01,-2.768743e-01,7.808818e-01,-4.178218e-01,5.534575e-01,4.305675e-01,4.673258e-01,4.483938e-01,9.368934e-02,7.901426e-02,8.175729e-02,9.361152e-02,4.295281e-02,3.677970e-02,4.024535e-02,4.421490e-02,1.060324e-01,8.237329e-02,9.288524e-02,1.096482e-01,1.043652e-01,9.965611e-02,8.900183e-02,-6.839027e-02,9.642240e-02,9.433116e-02,-8.308021e-02,-8.650319e-02,9.246596e-02,8.945285e-02,-8.711566e-02,-8.543360e-02,8.187152e-02,6.054150e-02,-7.874841e-02,-5.886245e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,4.880693e-01,1.833949e-01,5.846460e-01,-1.279047e-01,5.461068e-01,-5.612719e-03,2.798478e-01,-4.098058e-01
119,-2,-2,1,1,-2,-2,2,2,1,1,2,2,-2,-2,-1,-1,1,1,-2,-2,-1,-1,2,2,1,1,1,1,-1,-1,2,2,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.686260e-01,1.289458e-01,2.886710e-01,-4.586592e-01,-9.309973e-02,-6.416219e-02,7.569988e-01,-6.904853e-01,6.918874e-01,-6.628042e-01,5.100160e-01,-8.520110e-01,-1.458555e-01,-1.078066e-01,-7.273192e-02,-2.265695e-01,7.367717e-01,5.551733e-02,1.026595e-01,7.812737e-02,1.279971e-01,1.040280e-01,2.582194e-01,-8.061831e-01,2.809530e-01,-7.059835e-01,6.912989e-01,-7.578090e-02,-1.283331e-01,-1.091145e-01,8.254335e-02,-7.353356e-01,7.569047e-01,-1.005187e-01,6.673565e-01,-3.020194e-01,8.165460e-01,-3.657578e-01,1.630745e-01,-1.232518e-01,6.582989e-01,4.634040e-01,5.452571e-01,4.954148e-01,1.019626e-01,8.417148e-02,8.794953e-02,1.012880e-01,4.412637e-02,3.765513e-02,4.110976e-02,4.538908e-02,1.061561e-01,8.246612e-02,9.289619e-02,1.097473e-01,1.605130e-01,1.082844e-01,6.709158e-02,-7.239036e-02,9.893783e-02,9.540784e-02,-8.369241e-02,-8.648398e-02,9.305098e-02,8.982040e-02,-8.698132e-02,-8.529209e-02,8.212436e-02,6.072704e-02,-7.862255e-02,-5.875469e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.363249e-01,5.515173e-02,6.666959e-01,-3.025580e-01,6.913605e-01,-7.575895e-02,2.889124e-01,-4.585079e-01
120,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.680324e-01,1.279243e-01,3.596096e-01,-5.250697e-01,-9.522646e-02,-9.262632e-02,7.337287e-01,-7.388405e-01,6.137892e-01,-7.636673e-01,3.832642e-01,-8.281176e-01,-1.461188e-01,-1.083567e-01,-9.536015e-02,-8.468403e-02,7.676719e-01,7.883752e-02,1.014263e-01,9.335685e-02,8.854849e-02,8.222352e-02,2.532000e-01,-8.106919e-01,2.985800e-01,-7.564880e-01,7.354797e-01,-9.036642e-02,-9.241064e-02,-9.316723e-02,-4.138721e-02,-6.973664e-01,7.641618e-01,-1.283498e-01,6.914555e-01,-3.437514e-01,8.281812e-01,-3.802959e-01,6.638779e-02,-4.808190e-02,6.936359e-01,5.006871e-01,5.882541e-01,5.380871e-01,1.064428e-01,8.754974e-02,9.280340e-02,1.065367e-01,4.494841e-02,3.838764e-02,4.170498e-02,4.618704e-02,1.063026e-01,8.262290e-02,9.292707e-02,1.098534e-01,1.622864e-01,1.091400e-01,1.062540e-01,-6.716230e-02,9.962409e-02,9.587066e-02,-8.201770e-02,-8.573194e-02,9.335570e-02,9.002553e-02,-8.658047e-02,-8.505314e-02,8.226711e-02,6.083019e-02,-7.846807e-02,-5.864808e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.672254e-01,7.847181e-02,6.907960e-01,-3.442909e-01,7.356249e-01,-9.025704e-02,3.597853e-01,-5.249589e-01
121,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.501186e-01,1.386988e-01,3.596236e-01,-5.250589e-01,-9.155009e-02,-9.092962e-02,7.337989e-01,-7.387811e-01,6.139524e-01,-7.636175e-01,3.834999e-01,-8.281209e-01,-6.382468e-02,-9.752051e-02,-9.507062e-02,-8.457943e-02,7.676652e-01,7.887190e-02,1.051227e-01,9.507534e-02,8.945066e-02,8.273232e-02,2.532559e-01,-8.106967e-01,2.986092e-01,-7.564818e-01,7.354786e-01,-9.034895e-02,-9.152392e-02,-9.266839e-02,-4.117309e-02,-6.973975e-01,7.641898e-01,-1.283004e-01,6.914827e-01,-3.437207e-01,8.282105e-01,-3.802672e-01,6.668305e-02,-4.797776e-02,6.936460e-01,5.007048e-01,5.882381e-01,5.380926e-01,1.064349e-01,8.754685e-02,9.277412e-02,1.065204e-01,4.493724e-02,3.838072e-02,4.168029e-02,4.617006e-02,1.062931e-01,8.261614e-02,9.291019e-02,1.098405e-01,1.622891e-01,1.091474e-01,1.062585e-01,-6.715512e-02,9.963089e-02,9.587652e-02,-8.201134e-02,-8.572653e-02,9.336069e-02,9.002978e-02,-8.657589e-02,-8.504928e-02,8.227073e-02,6.083331e-02,-7.846479e-02,-5.864527e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.672019e-01,7.848976e-02,6.908157e-01,-3.442749e-01,7.356024e-01,-9.025590e-02,3.597790e-01,-5.249631e-01
122,-1,-1,2,2,-1,-1,1,1,2,2,1,1,-1,-1,-2,-2,2,2,-1,-1,-2,-2,1,1,2,2,2,2,-2,-2,1,1,2,2,2,2,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.136159e-01,7.038759e-02,3.695139e-01,-5.987251e-01,-9.818474e-02,-1.300631e-01,6.159614e-01,-7.232800e-01,5.227484e-01,-7.856140e-01,2.696881e-01,-7.671254e-01,-4.886174e-02,-1.268227e-01,-9.452874e-02,-7.504769e-02,7.940841e-01,-7.876934e-04,1.242406e-01,1.265911e-01,7.267777e-02,8.448322e-02,2.073886e-01,-7.527011e-01,2.770202e-01,-7.549533e-01,7.581223e-01,-1.359056e-01,-6.340214e-02,-9.065469e-02,-6.476109e-02,-6.364420e-01,7.113984e-01,-1.776169e-01,6.659569e-01,-4.531359e-01,7.895665e-01,-3.862383e-01,7.035356e-02,-2.493485e-02,4.323407e-01,2.252345e-01,4.147313e-01,9.581211e-02,1.540845e-01,1.146083e-01,1.541453e-01,1.115379e-01,1.090370e-01,1.008931e-01,1.103473e-01,1.079883e-01,2.112036e-01,1.919013e-01,2.038751e-01,2.137160e-01,2.711789e-01,1.070000e-01,1.386134e-01,-1.684692e-01,1.242622e-01,1.202277e-01,-8.230198e-02,-1.091277e-01,1.192073e-01,1.176726e-01,-1.040231e-01,-1.054248e-01,1.123776e-01,1.022759e-01,-9.967803e-02,-1.004816e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.934852e-01,-1.319462e-03,6.651148e-01,-4.538916e-01,7.581681e-01,-1.358739e-01,3.695391e-01,-5.987956e-01
123,0,0,2,2,0,0,0,0,2,2,0,0,0,0,-2,-2,2,2,0,0,-2,-2,0,0,2,2,2,2,-2,-2,0,0,2,2,2,2,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.601783e-01,-2.833276e-01,3.455366e-01,-7.631299e-01,2.889021e-01,-4.176171e-01,4.550774e-01,-7.727573e-01,3.751724e-01,-8.165029e-01,1.119404e-01,-7.324356e-01,1.438367e-01,-6.172618e-01,-9.349271e-02,-6.964731e-02,8.337064e-01,-4.114829e-01,5.518313e-01,-6.973352e-03,1.027431e-01,9.164709e-02,1.656822e-01,-7.066175e-01,2.468862e-01,-7.466530e-01,8.431531e-01,-3.448031e-01,8.278172e-02,-7.493456e-02,-9.176341e-02,-6.000787e-01,6.600004e-01,-3.794979e-01,5.532061e-01,-7.824757e-01,7.139055e-01,-4.005539e-01,7.221522e-02,-1.143153e-02,8.296459e-01,-3.957616e-01,5.952748e-01,-6.279269e-01,8.449417e-01,-3.818053e-01,5.508871e-01,-5.521656e-01,7.835675e-01,-2.840210e-01,5.107430e-01,-4.523666e-01,6.267895e-01,3.801360e-02,5.111048e-01,-6.558498e-02,7.927287e-01,-3.468891e-01,3.173989e-01,-6.880181e-01,8.059250e-01,-3.572616e-01,2.687298e-01,-6.774978e-01,7.842183e-01,-2.862188e-01,2.893022e-01,-6.609537e-01,6.068781e-01,-6.268934e-02,3.019791e-01,-4.111271e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,8.331758e-01,-4.124563e-01,5.523112e-01,-7.835657e-01,8.435133e-01,-3.446418e-01,3.466347e-01,-7.623950e-01
124,1,1,2,2,1,1,-1,-1,2,2,-1,-1,1,1,-2,-2,2,2,1,1,-2,-2,-1,-1,2,2,2,2,-2,-2,-1,-1,2,2,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.082989e-01,-3.567599e-01,3.546495e-01,-7.657336e-01,2.952888e-01,-4.630577e-01,-1.937720e-01,-4.301329e-01,1.177141e-01,-6.764692e-01,-2.166539e-01,-4.090040e-01,1.398037e-01,-6.483529e-01,-9.903432e-02,-7.944607e-02,7.325099e-01,-5.141899e-01,6.908337e-01,-7.438706e-02,1.595523e-01,1.043838e-01,-2.386424e-01,-2.832032e-01,2.690798e-02,-6.349850e-01,7.957936e-01,-3.450175e-01,6.387368e-02,-7.991053e-02,-2.598936e-01,-2.519880e-01,3.018379e-01,-3.533972e-01,4.012203e-01,-7.905393e-01,4.218229e-01,-2.780550e-01,8.248553e-02,6.605312e-02,8.117534e-01,-4.991327e-01,5.177763e-01,-7.263426e-01,8.077895e-01,-4.458898e-01,5.734866e-01,-7.224623e-01,8.430125e-01,-2.876678e-01,6.559693e-01,-6.037822e-01,7.811556e-01,3.598306e-03,7.047362e-01,-2.408786e-01,8.069225e-01,-3.396172e-01,3.341085e-01,-7.257572e-01,8.090987e-01,-3.408237e-01,3.114408e-01,-7.155485e-01,8.115806e-01,-3.459491e-01,3.150519e-01,-7.080002e-01,6.931701e-01,-1.046847e-01,2.992972e-01,-4.409087e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.319577e-01,-5.152128e-01,4.003377e-01,-7.916240e-01,7.962505e-01,-3.448050e-01,3.557143e-01,-7.649874e-01
125,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.285865e-01,-3.702265e-01,3.496499e-01,-7.665096e-01,3.703609e-01,-5.376428e-01,-5.219742e-01,-4.646950e-01,8.091664e-02,-6.909144e-01,-4.228319e-01,-6.658917e-01,1.576254e-01,-6.965928e-01,-1.130661e-01,-1.412522e-01,7.138681e-01,-6.207033e-01,7.375978e-01,-9.758638e-02,1.566106e-01,9.003022e-02,-1.901273e-01,-1.317872e-01,-1.486493e-01,-5.462309e-01,7.365228e-01,-3.595525e-01,1.034841e-01,-8.314776e-02,-1.724605e-01,-1.929078e-01,3.028601e-01,-4.564093e-01,3.873032e-01,-8.223084e-01,8.514252e-02,-1.373798e-01,4.479856e-02,-8.966721e-02,8.399500e-01,-6.033835e-01,5.491704e-01,-8.314480e-01,8.684058e-01,-5.134079e-01,6.606048e-01,-8.036531e-01,8.802580e-01,-3.384110e-01,7.452782e-01,-6.478879e-01,7.896752e-01,2.294004e-02,7.285471e-01,-2.350870e-01,8.321781e-01,-3.447957e-01,3.511517e-01,-7.631702e-01,8.288582e-01,-3.441241e-01,3.552412e-01,-7.637066e-01,8.329804e-01,-3.579109e-01,3.564624e-01,-7.598234e-01,7.310428e-01,-1.108643e-01,3.492615e-01,-4.915305e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.133107e-01,-6.217413e-01,3.864260e-01,-8.233952e-01,7.369768e-01,-3.593871e-01,3.508242e-01,-7.657022e-01
126,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.285865e-01,-3.702265e-01,3.496499e-01,-7.665096e-01,3.703609e-01,-5.376428e-01,-5.219742e-01,-4.646950e-01,8.091664e-02,-6.909144e-01,-4.228319e-01,-6.658917e-01,1.576254e-01,-6.965928e-01,-1.130661e-01,-1.412522e-01,7.138681e-01,-6.207033e-01,7.375978e-01,-9.758638e-02,1.566106e-01,9.003022e-02,-1.901273e-01,-1.317872e-01,-1.486493e-01,-5.462309e-01,7.365228e-01,-3.595525e-01,1.034841e-01,-8.314776e-02,-1.724605e-01,-1.929078e-01,3.028601e-01,-4.564093e-01,3.873032e-01,-8.223084e-01,8.514252e-02,-1.373798e-01,4.479856e-02,-8.966721e-02,8.399500e-01,-6.033835e-01,5.491704e-01,-8.314480e-01,8.684058e-01,-5.134079e-01,6.606048e-01,-8.036531e-01,8.802580e-01,-3.384110e-01,7.452782e-01,-6.478879e-01,7.896752e-01,2.294004e-02,7.285471e-01,-2.350870e-01,8.321781e-01,-3.447957e-01,3.511517e-01,-7.631702e-01,8.288582e-01,-3.441241e-01,3.552412e-01,-7.637066e-01,8.329804e-01,-3.579109e-01,3.564624e-01,-7.598234e-01,7.310428e-01,-1.108643e-01,3.492615e-01,-4.915305e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.133107e-01,-6.217413e-01,3.864260e-01,-8.233952e-01,7.369768e-01,-3.593871e-01,3.508242e-01,-7.657022e-01
127,2,2,1,1,2,2,-2,-2,1,1,-2,-2,2,2,-1,-1,1,1,2,2,-1,-1,-2,-2,1,1,1,1,-1,-1,-2,-2,1,1,1,1,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.280593e-01,-3.681113e-01,2.686256e-01,-7.045452e-01,3.758033e-01,-6.044373e-01,-4.672115e-01,-4.344574e-01,1.325415e-01,-6.668375e-01,-3.067857e-01,-5.897027e-01,1.577119e-01,-6.995779e-01,-5.552298e-02,-2.248190e-01,6.126780e-01,-6.102149e-01,7.548097e-01,-1.369469e-01,2.684690e-01,9.117965e-02,-1.737937e-01,-9.335525e-02,-1.708187e-01,-4.340444e-01,7.028443e-01,-3.590583e-01,1.425480e-01,-1.889529e-01,-1.006496e-01,-1.737044e-01,2.652604e-01,-4.376711e-01,3.396140e-01,-7.758536e-01,6.808056e-02,-1.337040e-01,1.368919e-01,-6.054314e-02,7.876625e-01,-6.358975e-01,5.065210e-01,-8.281290e-01,8.663784e-01,-5.251708e-01,6.356839e-01,-8.147644e-01,8.805424e-01,-3.463379e-01,7.422676e-01,-6.509708e-01,7.902466e-01,1.907655e-02,7.282528e-01,-2.364483e-01,8.407669e-01,-3.450615e-01,3.307244e-01,-7.544797e-01,8.294934e-01,-3.436319e-01,3.569297e-01,-7.640237e-01,8.329125e-01,-3.578097e-01,3.566602e-01,-7.598093e-01,7.310409e-01,-1.107897e-01,3.493191e-01,-4.914749e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.121216e-01,-6.112522e-01,3.387376e-01,-7.769399e-01,7.033268e-01,-3.589065e-01,2.699033e-01,-7.035115e-01
128,2,2,0,0,2,2,-2,-2,0,0,-2,-2,2,2,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.256122e-01,-3.577045e-01,2.291263e-01,-6.728714e-01,3.587850e-01,-7.573198e-01,-4.158228e-01,-4.441486e-01,1.582406e-01,-6.492192e-01,-1.056432e-01,-5.122850e-01,1.581067e-01,-6.909749e-01,2.881616e-01,-5.617297e-01,5.230091e-01,-5.782670e-01,8.338406e-01,-3.404611e-01,8.002653e-01,-3.736963e-01,-1.628069e-01,-9.891793e-02,-1.145872e-01,-4.586361e-01,7.754014e-01,-3.742147e-01,3.014462e-01,-7.112255e-01,4.163894e-02,-1.503957e-01,2.357872e-01,-4.266122e-01,2.832414e-01,-6.960601e-01,1.657462e-01,-2.413093e-01,7.663240e-01,-2.772656e-01,7.197185e-01,-6.753821e-01,4.492960e-01,-8.219325e-01,8.630823e-01,-5.413676e-01,6.007576e-01,-8.252132e-01,8.807670e-01,-3.577389e-01,7.342193e-01,-6.572253e-01,7.911336e-01,1.327434e-02,7.274067e-01,-2.392803e-01,8.610223e-01,-3.428082e-01,3.095399e-01,-7.448549e-01,8.296804e-01,-3.427200e-01,3.592245e-01,-7.643678e-01,8.328480e-01,-3.575064e-01,3.570608e-01,-7.597611e-01,7.310346e-01,-1.105684e-01,3.494524e-01,-4.913326e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.224527e-01,-5.792997e-01,2.823690e-01,-6.971473e-01,7.759040e-01,-3.740120e-01,2.307366e-01,-6.717993e-01
129,2,2,-1,-1,2,2,-2,-2,-1,-1,-2,-2,2,2,1,1,-1,-1,2,2,1,1,-2,-2,-1,-1,-1,-1,1,1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.255370e-01,-3.587951e-01,-8.215190e-02,-2.526184e-01,3.565722e-01,-7.618675e-01,-2.550453e-01,-1.658547e-01,-3.501840e-03,-2.360405e-01,-1.130367e-02,-2.520022e-01,1.575090e-01,-6.908203e-01,3.152561e-01,-5.812957e-01,-1.114163e-01,-3.938711e-01,8.331238e-01,-3.408922e-01,8.116231e-01,-3.662249e-01,-1.369631e-01,-8.689670e-02,-1.900867e-01,-1.026709e-01,1.702565e-01,-1.432874e-01,3.234155e-01,-7.401004e-01,5.812393e-02,-1.255131e-01,-1.315882e-01,-1.329509e-01,-1.099480e-01,-4.171409e-01,-6.478282e-03,1.070479e-01,7.651323e-01,-2.401233e-01,4.382803e-01,-6.371237e-01,1.768013e-01,-7.319167e-01,7.739568e-01,-5.886125e-01,4.695336e-01,-8.181052e-01,8.752306e-01,-3.825264e-01,6.591443e-01,-7.023873e-01,7.944323e-01,-1.233637e-03,7.203292e-01,-2.576424e-01,6.566498e-01,-3.830413e-01,1.811585e-01,-7.010086e-01,8.409309e-01,-3.440279e-01,3.570225e-01,-7.642413e-01,8.325841e-01,-3.583803e-01,3.562124e-01,-7.599418e-01,7.310716e-01,-1.110791e-01,3.491091e-01,-4.916527e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-1.119736e-01,-3.949061e-01,-1.108211e-01,-4.182282e-01,1.708526e-01,-1.429391e-01,-8.029055e-02,-2.511453e-01
