#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0022a,CK_0022b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0035a,CK_0035b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0022a,Vout_0022b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0035a,Vout_0035b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0014a,driver_0014b,driver_0015a,driver_0015b,driver_0021a,driver_0021b,driver_0023a,driver_0023b,driver_0033a,driver_0033b,driver_0034a,driver_0034b,Out_0006a,Out_0006b,Out_0003a,Out_0003b
41,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.684970e-01,3.895543e-01,-3.163134e-01,5.303325e-01,-6.503133e-01,1.696386e-01,-7.639833e-01,3.604667e-01,-3.235669e-01,8.398953e-01,-7.568246e-01,4.469089e-01,-3.418941e-01,8.280240e-01,-3.370446e-01,8.314651e-01,9.048792e-03,1.419151e-01,2.066339e-02,9.896155e-03,1.426349e-02,1.515200e-01,-4.161032e-01,-1.411249e-01,-1.850729e-02,-1.984884e-01,1.585603e-01,4.358318e-01,-4.893486e-01,3.502585e-01,-5.357500e-03,8.641363e-02,-7.590085e-01,3.588070e-01,-6.390847e-03,-2.149179e-02,7.637038e-02,5.477260e-02,-4.451841e-01,-3.308230e-01,-1.077924e-01,7.317635e-01,3.037490e-01,4.014195e-01,-2.154979e-02,9.004314e-04,-3.550734e-01,8.330418e-01,-9.542680e-02,-6.314375e-02,-4.426842e-01,-1.448646e-01,2.462773e-02,1.098103e-01,-1.435298e-02,1.198767e-02,-6.741648e-01,-5.065990e-01,-6.169419e-01,-3.888735e-01,-1.101097e-01,-1.007955e-01,-8.748525e-02,-6.428032e-02,-4.621889e-02,-4.377332e-02,-3.827384e-02,-3.017225e-02,-9.359556e-02,-1.073149e-01,-1.020855e-01,-7.828096e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.569749e-01,4.468177e-01,-6.504565e-01,1.697034e-01
42,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7.704039e-01,3.924234e-01,-3.270467e-01,5.718318e-01,-7.164237e-01,2.635058e-01,-7.274320e-01,3.451398e-01,-3.032985e-01,8.830908e-01,-8.007302e-01,5.510042e-01,-3.358103e-01,8.056126e-01,-3.367591e-01,8.226183e-01,-2.061363e-01,1.018208e-01,-1.235657e-01,-1.837882e-01,1.858277e-01,2.284281e-01,-4.945918e-01,-6.333146e-02,1.606626e-01,-7.315081e-02,-7.373458e-02,3.239218e-01,-4.172826e-01,3.040875e-01,-1.724401e-02,1.514111e-01,-7.084133e-01,3.167509e-01,-8.629062e-02,-7.718059e-02,1.102065e-01,4.970448e-02,-3.340182e-01,2.790569e-02,-1.405247e-01,7.170593e-01,2.620459e-02,2.493896e-01,1.065838e-01,1.788265e-01,-3.478272e-01,8.127323e-01,-1.200186e-01,-6.934931e-02,-3.721869e-01,1.173798e-01,-1.781020e-01,1.328354e-02,-1.402666e-02,1.621517e-01,-5.507771e-01,-2.622093e-02,-3.929330e-01,-1.104794e-01,-2.356011e-01,-5.123406e-02,-1.463819e-01,-7.605614e-02,-1.696315e-01,-7.666748e-02,-1.092373e-01,-8.800801e-02,-2.247717e-01,-1.414597e-01,-1.939820e-01,-1.577847e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-8.009295e-01,5.508750e-01,-7.166516e-01,2.635292e-01
43,2,2,2,2,2,2,0,0,2,2,2,2,0,0,2,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.734868e-01,4.089576e-01,-2.555295e-01,7.093012e-01,-7.461257e-01,6.136830e-01,-7.033092e-01,3.193775e-01,-2.761662e-01,8.920188e-01,-7.479607e-01,8.180673e-01,-3.548599e-01,7.956531e-01,-3.383632e-01,8.210160e-01,-6.693596e-01,2.685286e-01,-3.758228e-01,-3.171195e-01,3.000945e-01,4.053608e-01,-7.832872e-01,2.862500e-01,-2.741268e-01,3.539940e-01,-5.004388e-01,7.933573e-01,-2.614748e-01,2.664562e-01,-1.267845e-01,5.334032e-01,-6.378449e-01,2.939833e-01,-3.839049e-01,2.989181e-01,-9.474385e-02,1.807548e-01,-4.973045e-01,5.512998e-01,-8.434232e-02,6.176121e-01,-5.850071e-01,5.446777e-01,7.426144e-02,4.320781e-01,-2.889005e-01,7.866131e-01,-5.588604e-01,9.871779e-02,-6.938679e-01,4.314672e-01,-4.163875e-01,-9.158959e-02,-2.898963e-01,8.088961e-01,-7.028582e-01,5.807274e-01,-7.098023e-01,4.483236e-01,-5.961664e-01,6.011812e-01,-6.831436e-01,3.722050e-01,-6.229680e-01,4.809157e-01,-6.790677e-01,2.476261e-01,-6.221441e-01,1.717354e-01,-6.351925e-01,-1.756896e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.487960e-01,8.180047e-01,-7.462588e-01,6.137314e-01
44,2,2,2,2,2,2,-1,-1,2,2,2,2,-1,-1,2,2,1,1,-2,-2,-2,-2,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.137552e-01,4.410940e-01,-2.440190e-01,7.124058e-01,-6.871116e-01,6.449587e-01,-1.649862e-01,1.473587e-01,-2.754442e-01,8.920472e-01,-7.146300e-01,9.292030e-01,1.094206e-01,2.662802e-01,-1.305511e-01,7.453712e-01,-6.785988e-01,2.213623e-01,-4.249587e-01,-3.721226e-01,3.476001e-01,3.385443e-01,-8.546923e-01,3.040170e-01,-2.891606e-01,4.983034e-01,-5.524186e-01,8.233244e-01,6.695896e-02,-1.321901e-01,-2.350463e-01,7.418815e-01,-9.782483e-02,-8.367969e-02,-4.020867e-01,3.079043e-01,-2.347424e-01,2.728642e-01,-5.508674e-01,6.825059e-01,8.746866e-02,1.301230e-01,-6.512350e-01,5.600301e-01,1.252886e-01,4.660932e-01,1.248830e-01,1.269606e-01,-6.136763e-01,7.087341e-02,-7.611848e-01,4.521087e-01,-4.869060e-01,-2.249014e-01,-3.275676e-01,8.131416e-01,-7.627792e-01,7.364527e-01,-7.692998e-01,4.934339e-01,-6.740458e-01,6.965857e-01,-7.592846e-01,3.726593e-01,-6.574847e-01,5.604210e-01,-7.230682e-01,2.249457e-01,-6.420787e-01,1.944294e-01,-6.456983e-01,-5.766223e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.155007e-01,9.291924e-01,-6.870641e-01,6.450873e-01
45,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.447340e-01,4.424566e-01,-2.296715e-01,7.191595e-01,-6.401946e-01,7.324431e-01,-5.994766e-02,1.268315e-01,-2.745654e-01,8.884387e-01,-7.033600e-01,9.432143e-01,1.117021e-01,1.593782e-01,-8.969876e-02,7.300010e-01,-6.794706e-01,1.545390e-01,-4.173735e-01,-4.230870e-01,4.046451e-01,4.786086e-01,-8.867724e-01,3.513851e-01,-3.763184e-01,6.578530e-01,-6.099489e-01,8.309529e-01,1.340477e-01,-3.617743e-02,-2.338247e-01,7.135995e-01,-7.233115e-02,-7.615155e-02,-3.756550e-01,2.972352e-01,-1.873505e-01,2.317501e-01,-5.239472e-01,7.433977e-01,-8.762488e-03,8.722074e-02,-7.832055e-01,6.259283e-01,1.721554e-01,5.015316e-01,1.029323e-01,1.056193e-01,-6.128613e-01,4.293089e-02,-7.966088e-01,4.749234e-01,-5.510562e-01,-3.002963e-01,-3.545524e-01,8.619549e-01,-7.568115e-01,8.263858e-01,-8.346085e-01,6.096669e-01,-7.133805e-01,8.020824e-01,-8.211809e-01,4.827762e-01,-7.592521e-01,6.443457e-01,-8.300863e-01,2.746336e-01,-6.906472e-01,2.484738e-01,-7.025671e-01,-6.188364e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.043139e-01,9.433189e-01,-6.401079e-01,7.325081e-01
46,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.447340e-01,4.424566e-01,-2.296715e-01,7.191595e-01,-6.401946e-01,7.324431e-01,-5.994766e-02,1.268315e-01,-2.745654e-01,8.884387e-01,-7.033600e-01,9.432143e-01,1.117021e-01,1.593782e-01,-8.969876e-02,7.300010e-01,-6.794706e-01,1.545390e-01,-4.173735e-01,-4.230870e-01,4.046451e-01,4.786086e-01,-8.867724e-01,3.513851e-01,-3.763184e-01,6.578530e-01,-6.099489e-01,8.309529e-01,1.340477e-01,-3.617743e-02,-2.338247e-01,7.135995e-01,-7.233115e-02,-7.615155e-02,-3.756550e-01,2.972352e-01,-1.873505e-01,2.317501e-01,-5.239472e-01,7.433977e-01,-8.762489e-03,8.722074e-02,-7.832055e-01,6.259283e-01,1.721554e-01,5.015316e-01,1.029323e-01,1.056193e-01,-6.128613e-01,4.293089e-02,-7.966088e-01,4.749234e-01,-5.510562e-01,-3.002963e-01,-3.545524e-01,8.619549e-01,-7.568115e-01,8.263858e-01,-8.346085e-01,6.096669e-01,-7.133805e-01,8.020824e-01,-8.211809e-01,4.827762e-01,-7.592521e-01,6.443457e-01,-8.300863e-01,2.746336e-01,-6.906472e-01,2.484738e-01,-7.025671e-01,-6.188364e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-7.043138e-01,9.433189e-01,-6.401079e-01,7.325081e-01
47,1,1,1,1,1,1,-2,-2,1,1,1,1,-2,-2,1,1,2,2,-1,-1,-1,-1,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-1,-1,-2,-2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.973722e-01,3.937488e-01,-2.036894e-01,7.151372e-01,-5.738734e-01,7.290878e-01,-6.484687e-02,9.770445e-02,-2.451883e-01,8.691744e-01,-6.389631e-01,9.097809e-01,1.112787e-01,1.575474e-01,-7.353179e-02,6.998930e-01,-7.123345e-01,3.167445e-01,-5.204749e-01,6.700042e-02,-8.642207e-02,3.526098e-01,-8.813741e-01,3.429740e-01,-5.181233e-01,6.669171e-01,-6.857090e-01,7.888333e-01,-6.304516e-03,-5.867680e-02,-2.264407e-01,8.017708e-01,-7.792449e-02,-7.903442e-02,-3.044606e-01,3.974391e-01,-4.092902e-01,5.957568e-01,-4.755698e-01,7.609249e-01,7.513818e-02,1.057154e-01,-8.429242e-01,5.960477e-01,-2.446517e-01,3.820383e-01,1.062781e-01,1.057533e-01,-7.058651e-01,1.707724e-01,-8.173005e-01,5.426126e-01,-3.876950e-01,6.670560e-02,-5.106152e-01,9.129545e-01,-7.052728e-01,8.567276e-01,-8.041390e-01,6.294998e-01,-7.057902e-01,8.069699e-01,-8.224011e-01,4.913645e-01,-7.571310e-01,6.461990e-01,-8.304591e-01,2.816353e-01,-6.903153e-01,2.493257e-01,-7.030566e-01,-5.848841e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-6.401685e-01,9.097615e-01,-5.737404e-01,7.291906e-01
48,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,0,0,2,2,0,0,0,0,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,0,0,-2,-2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.375566e-01,3.649087e-01,-1.425958e-01,6.087183e-01,-4.345411e-01,6.678596e-01,-6.896018e-02,8.402490e-02,-1.868279e-01,8.037309e-01,-5.796061e-01,8.747104e-01,9.895120e-02,9.335160e-02,8.519611e-03,5.596273e-01,-8.443532e-01,5.837034e-01,-7.389530e-01,7.389600e-01,-6.560132e-01,5.591341e-01,-8.810059e-01,3.391854e-01,-8.027936e-01,5.875601e-01,-7.407462e-01,7.483089e-01,-1.130122e-01,-7.280039e-02,-2.293103e-01,7.965939e-01,-8.302442e-02,-8.289001e-02,-3.311199e-01,7.506888e-01,-3.999665e-01,7.473845e-01,-4.261152e-01,8.570045e-01,-7.149885e-03,9.308038e-02,-8.750408e-01,5.588535e-01,-7.216285e-01,7.687594e-01,9.661728e-02,9.749828e-02,-7.514021e-01,2.889800e-01,-7.621052e-01,6.933037e-01,-7.208123e-01,5.006411e-01,-7.416342e-01,8.441211e-01,-6.593455e-01,8.921637e-01,-7.194201e-01,6.619606e-01,-6.918769e-01,8.138436e-01,-8.214104e-01,5.010835e-01,-7.524007e-01,6.498751e-01,-8.304134e-01,2.901334e-01,-6.896352e-01,2.507858e-01,-7.036626e-01,-5.419585e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,-5.806341e-01,8.749095e-01,-4.340275e-01,6.682738e-01
49,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,2,2,1,1,1,1,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,1,1,-2,-2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.160898e-01,-7.265832e-02,2.469928e-01,2.802963e-01,1.508965e-01,4.524065e-01,-8.962983e-02,-6.243896e-02,2.178519e-01,2.978609e-01,1.239864e-01,4.401125e-01,9.437691e-02,7.905139e-02,1.401502e-01,1.480936e-01,-8.290432e-01,6.602416e-01,-7.408183e-01,8.024844e-01,-7.509785e-01,5.961432e-01,-8.812194e-01,3.391571e-01,-8.289554e-01,5.903184e-01,-7.449043e-01,7.444728e-01,-1.692542e-01,-8.448721e-02,-2.295167e-01,7.941586e-01,-9.027353e-02,-9.172207e-02,-3.263451e-01,7.612616e-01,-3.933257e-01,7.807465e-01,-4.229252e-01,8.593723e-01,-5.434040e-02,8.481534e-02,-8.770574e-01,5.590490e-01,-7.773786e-01,7.806788e-01,9.158783e-02,9.309333e-02,-7.557824e-01,3.032127e-01,-7.541584e-01,7.096084e-01,-7.732461e-01,6.078262e-01,-7.811067e-01,8.152957e-01,-2.903344e-01,8.486245e-01,-4.243338e-01,6.847770e-01,-5.413796e-01,8.777022e-01,-7.723586e-01,5.682035e-01,-7.087051e-01,6.822076e-01,-8.271580e-01,3.501643e-01,-6.842962e-01,2.621576e-01,-7.077881e-01,-2.370219e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,1.228856e-01,4.403597e-01,1.515325e-01,4.529157e-01
50,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.186147e-02,7.431748e-02,1.845210e-01,1.508553e-01,5.259498e-01,5.891396e-01,-8.537936e-02,-7.441499e-02,1.686138e-01,1.884528e-01,3.801779e-01,6.465470e-01,9.866868e-02,1.055289e-01,1.183960e-01,1.403168e-01,-8.037756e-01,7.250686e-01,-7.432367e-01,8.763908e-01,-8.496347e-01,6.210305e-01,-8.812119e-01,3.398526e-01,-8.620327e-01,5.781180e-01,-7.491522e-01,7.401751e-01,-2.205062e-01,-9.218739e-02,-2.293328e-01,7.911458e-01,-9.121113e-02,-8.978217e-02,-3.177238e-01,7.777478e-01,-3.844583e-01,8.159702e-01,-4.180122e-01,8.609578e-01,-8.060076e-02,8.267705e-02,-8.766071e-01,5.524834e-01,-8.353344e-01,8.073097e-01,9.169402e-02,9.481145e-02,-7.616627e-01,3.236196e-01,-7.490233e-01,7.176747e-01,-8.125500e-01,7.058770e-01,-8.244011e-01,7.816073e-01,-1.342884e-01,8.051772e-01,-3.531359e-01,6.862891e-01,-4.681538e-01,8.680227e-01,-7.566997e-01,5.801659e-01,-6.716791e-01,6.937723e-01,-8.248133e-01,3.598811e-01,-6.775453e-01,2.670845e-01,-7.087720e-01,-1.900786e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,3.790074e-01,6.467717e-01,5.266407e-01,5.896884e-01
51,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.186146e-02,7.431749e-02,1.845210e-01,1.508553e-01,5.259498e-01,5.891396e-01,-8.537935e-02,-7.441499e-02,1.686138e-01,1.884528e-01,3.801779e-01,6.465470e-01,9.866868e-02,1.055289e-01,1.183960e-01,1.403168e-01,-8.037756e-01,7.250686e-01,-7.432367e-01,8.763907e-01,-8.496347e-01,6.210304e-01,-8.812119e-01,3.398526e-01,-8.620325e-01,5.781179e-01,-7.491522e-01,7.401751e-01,-2.205062e-01,-9.218739e-02,-2.293328e-01,7.911458e-01,-9.121112e-02,-8.978217e-02,-3.177238e-01,7.777478e-01,-3.844583e-01,8.159702e-01,-4.180123e-01,8.609578e-01,-8.060078e-02,8.267704e-02,-8.766069e-01,5.524833e-01,-8.353344e-01,8.073097e-01,9.169401e-02,9.481145e-02,-7.616627e-01,3.236196e-01,-7.490233e-01,7.176747e-01,-8.125500e-01,7.058769e-01,-8.244010e-01,7.816074e-01,-1.342883e-01,8.051772e-01,-3.531359e-01,6.862891e-01,-4.681537e-01,8.680226e-01,-7.566996e-01,5.801659e-01,-6.716791e-01,6.937724e-01,-8.248132e-01,3.598810e-01,-6.775453e-01,2.670845e-01,-7.087720e-01,-1.900790e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,3.790074e-01,6.467717e-01,5.266407e-01,5.896884e-01
52,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2,1,1,2,2,2,2,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,2,2,-1,-1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.121507e-02,5.775542e-02,1.733120e-01,1.389859e-01,4.652373e-01,5.052727e-01,-9.862675e-02,-1.088862e-01,1.612441e-01,1.790190e-01,3.262951e-01,6.012078e-01,1.196341e-01,1.441956e-01,9.767292e-02,1.356185e-01,-7.446754e-01,7.447300e-01,-6.990249e-01,9.063163e-01,-8.766553e-01,5.980579e-01,-8.435419e-01,2.842163e-01,-7.610407e-01,3.848483e-01,-6.865970e-01,7.074944e-01,-3.666457e-01,-3.012622e-02,-2.306036e-01,7.926185e-01,-1.227477e-01,-1.009570e-01,-3.021353e-01,7.651644e-01,-3.812549e-01,8.118474e-01,-4.456860e-01,8.190391e-01,-1.016436e-01,1.869588e-01,-7.763169e-01,4.617258e-01,-8.351874e-01,7.878760e-01,1.153956e-01,1.223346e-01,-7.218219e-01,3.049000e-01,-7.091380e-01,6.863118e-01,-7.686986e-01,7.620785e-01,-7.907281e-01,7.092851e-01,-1.531830e-01,7.902632e-01,-3.113202e-01,5.871548e-01,-4.531736e-01,7.966006e-01,-6.546320e-01,4.885318e-01,-5.959156e-01,6.265883e-01,-7.382800e-01,2.803786e-01,-6.358338e-01,2.286930e-01,-6.567494e-01,-2.822711e-02,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,3.252162e-01,6.012592e-01,4.657273e-01,5.055711e-01
53,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,0,0,-2,-2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.052934e-01,2.035150e-02,1.613651e-01,1.293235e-01,3.972774e-01,4.268863e-01,-5.989737e-01,9.417286e-02,1.485624e-01,1.660932e-01,2.528140e-01,5.453285e-01,-2.865478e-01,4.945928e-01,-1.245335e-02,1.192373e-01,-6.959416e-01,7.460928e-01,-6.647467e-01,9.229176e-01,-9.254390e-01,6.021229e-01,-8.079038e-01,2.358583e-01,-6.479363e-01,2.457130e-01,-6.134544e-01,6.615006e-01,-7.191870e-01,2.853977e-01,-2.288643e-01,7.969978e-01,-6.919189e-01,3.034394e-01,-2.913286e-01,7.613781e-01,-3.833782e-01,8.023837e-01,-4.924962e-01,7.867088e-01,-3.146773e-01,7.943303e-01,-7.268917e-01,4.145017e-01,-8.510092e-01,7.026017e-01,-3.612998e-01,7.892267e-01,-6.854801e-01,2.874164e-01,-6.690629e-01,6.577424e-01,-7.131319e-01,9.160854e-01,-7.122663e-01,6.118523e-01,-1.849595e-01,7.910192e-01,-2.650531e-01,5.585878e-01,-4.447597e-01,6.997340e-01,-6.327852e-01,4.488186e-01,-4.992721e-01,5.197383e-01,-6.595530e-01,2.980282e-01,-5.812231e-01,1.973497e-01,-6.528238e-01,8.216984e-03,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,2.516844e-01,5.452240e-01,3.974012e-01,4.271216e-01
