#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0025a,Out_0025b,Out_0018a,Out_0018b,Out_0026a,Out_0026b,Out_0008a,Out_0008b
11,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2.299891e-01,7.869871e-01,-5.450543e-02,1.118625e-01,-6.757039e-01,1.655964e-01,-1.007058e-01,9.408814e-02,6.386860e-02,3.478399e-02,-3.713555e-01,6.020882e-01,-7.625053e-01,3.577060e-01,-9.374007e-02,4.180622e-02,-5.263717e-02,1.479427e-02,-7.633326e-01,3.656774e-01,1.101944e-01,1.116281e-01,3.514491e-01,6.130601e-01,1.098135e-01,1.089851e-01,-8.862814e-01,3.468104e-01,-3.471374e-01,8.301692e-01,-3.963308e-02,-5.959181e-02,-3.393126e-01,8.409696e-01,2.080622e-02,8.830062e-05,4.918315e-01,5.584296e-01,1.140346e-01,1.622152e-01,-8.897989e-02,7.281277e-01,-5.155181e-01,3.600415e-01,-3.552370e-01,8.329321e-01,-7.641629e-01,3.550102e-01,-3.488895e-01,8.106168e-01,-7.653170e-01,3.604808e-01,-3.071090e-01,4.861154e-01,-6.417237e-01,8.663071e-02,-3.668725e-01,6.751405e-01,-1.222738e-01,7.994961e-01,-7.570517e-01,5.664588e-01,-4.662745e-01,8.635997e-01,-8.243080e-01,3.457684e-01,-6.728410e-01,6.914077e-01,-7.079145e-01,-2.696620e-02,-6.781309e-01,2.651965e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,4.921676e-01,5.591975e-01,3.520704e-01,6.139042e-01,1.120522e-01,1.604914e-01,-5.518739e-02,1.114898e-01
12,1,1,-2,-2,2,2,-1,-1,-2,-2,2,2,1,1,-2,-2,-1,-1,2,2,-1,-1,-2,-2,-2,-2,1,1,1,1,-2,-2,2,2,-1,-1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.336411e-01,7.848439e-01,-6.235544e-02,7.471581e-02,-7.058433e-01,2.293078e-01,-1.089816e-01,2.249031e-01,-1.361642e-01,-1.287443e-01,-3.657386e-01,6.743444e-01,-7.220967e-01,3.374168e-01,-2.904928e-01,-1.608332e-01,-2.287213e-01,2.846491e-02,-7.661907e-01,3.684214e-01,1.398187e-01,1.598558e-01,2.740614e-01,5.404247e-01,9.020384e-02,1.073745e-01,-8.499847e-01,2.912937e-01,-3.482444e-01,8.095208e-01,-4.023412e-02,-6.602379e-02,-3.355627e-01,8.384559e-01,-5.710767e-02,-5.544056e-02,4.034122e-01,4.516957e-01,1.130339e-01,1.595609e-01,-7.107494e-02,6.784208e-01,-4.547631e-01,2.970074e-01,-3.407237e-01,8.119417e-01,-7.044082e-01,3.113168e-01,-3.513628e-01,7.923597e-01,-7.260087e-01,3.264936e-01,-3.035113e-01,4.687251e-01,-6.193327e-01,9.378701e-02,-3.272750e-01,5.782747e-01,-1.432205e-01,7.830080e-01,-6.732555e-01,4.690911e-01,-4.508012e-01,7.896226e-01,-7.367065e-01,2.694859e-01,-5.955542e-01,6.241600e-01,-6.545253e-01,-3.551776e-02,-6.357840e-01,2.270566e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,4.037721e-01,4.524355e-01,2.746948e-01,5.412525e-01,1.113632e-01,1.581521e-01,-6.286829e-02,7.448777e-02
13,0,0,-2,-2,2,2,0,0,-2,-2,2,2,0,0,-2,-2,0,0,2,2,0,0,-2,-2,-2,-2,0,0,0,0,-2,-2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.362649e-01,7.866420e-01,-6.504265e-02,9.140720e-02,-7.539597e-01,3.598471e-01,-2.930505e-01,8.204820e-01,-4.628007e-01,-2.796923e-01,-3.352467e-01,8.316216e-01,-6.858794e-01,3.200268e-01,-5.373066e-01,-3.346266e-01,-6.797253e-01,4.123594e-01,-7.661583e-01,3.653399e-01,-2.322266e-01,5.152479e-01,1.705540e-01,4.555553e-01,-9.699481e-03,9.611997e-02,-8.128783e-01,2.427155e-01,-3.563261e-01,7.981063e-01,-1.293237e-01,-8.097334e-02,-3.388361e-01,8.287265e-01,-6.142522e-01,1.412743e-01,3.086000e-01,3.521859e-01,1.026778e-01,1.051107e-01,-4.401440e-03,5.532669e-01,-4.109533e-01,2.878195e-01,-2.674000e-01,7.897903e-01,-6.548461e-01,2.842791e-01,-3.663196e-01,7.930959e-01,-6.935541e-01,2.936707e-01,-3.182722e-01,4.683893e-01,-6.061041e-01,1.132765e-01,-2.874350e-01,5.336790e-01,-1.863359e-01,7.690748e-01,-6.412611e-01,4.297844e-01,-4.416060e-01,6.920012e-01,-6.591101e-01,2.919002e-01,-5.010379e-01,5.175478e-01,-6.504134e-01,3.181003e-03,-5.823488e-01,1.957763e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,3.089658e-01,3.528884e-01,1.711977e-01,4.563640e-01,1.010745e-01,1.038233e-01,-6.555833e-02,9.118716e-02
14,-1,-1,-2,-2,2,2,1,1,-2,-2,2,2,-1,-1,-2,-2,1,1,2,2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,2,2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.783725e-02,1.723031e-01,-8.806975e-02,-6.218260e-02,-7.670749e-01,3.713065e-01,-3.105339e-01,8.174732e-01,-5.525047e-01,-3.655835e-01,-3.447737e-01,8.327016e-01,-1.954288e-01,1.550634e-01,-6.041940e-01,-4.275251e-01,-7.138195e-01,4.266635e-01,-5.988443e-01,3.819126e-01,-2.642373e-01,5.179025e-01,6.200134e-02,1.137263e-01,-3.965428e-02,8.601009e-02,-5.127739e-01,-1.647343e-02,1.009162e-01,2.692493e-01,-1.255161e-01,-9.111993e-02,-1.370044e-01,7.496072e-01,-6.150810e-01,1.353887e-01,1.228469e-01,9.694215e-02,9.283099e-02,7.659603e-02,1.297106e-01,1.155689e-01,-1.282245e-01,-1.003381e-01,1.188865e-01,1.185236e-01,-1.079138e-01,-1.061890e-01,1.180911e-01,1.169583e-01,-1.060781e-01,-1.059213e-01,1.118941e-01,1.018688e-01,-1.002169e-01,-1.009450e-01,8.410595e-02,7.718622e-02,6.282600e-02,8.702014e-02,-7.622894e-03,-5.925303e-03,-2.364265e-02,8.477452e-03,-5.626297e-02,-5.148362e-02,-7.301824e-02,-3.898180e-02,-1.679168e-01,-1.484406e-01,-1.780439e-01,-1.397204e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.232797e-01,9.733937e-02,6.266532e-02,1.143267e-01,9.183517e-02,7.587916e-02,-8.832333e-02,-6.232546e-02
15,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.338413e-03,1.006887e-01,-9.286362e-02,-9.223297e-02,-7.707071e-01,3.891787e-01,-3.213125e-01,8.551215e-01,-6.338212e-01,-4.309384e-01,-3.475902e-01,8.342151e-01,-8.091351e-02,1.054218e-01,-6.760492e-01,-5.148790e-01,-7.534666e-01,4.413871e-01,-5.255327e-01,3.670152e-01,-3.564998e-01,5.868045e-01,-1.076087e-01,-1.010951e-01,-1.135376e-01,7.301069e-02,-4.159756e-01,-1.349721e-01,1.074664e-01,1.594424e-01,-1.233858e-01,-9.443173e-02,-9.444574e-02,7.289533e-01,-6.566528e-01,1.635346e-01,-9.119718e-02,-7.252185e-02,8.735649e-02,9.044787e-02,9.153379e-02,9.195183e-02,-9.177464e-02,-9.140352e-02,9.201869e-02,9.174488e-02,-9.102263e-02,-9.048090e-02,9.085801e-02,8.839376e-02,-8.943914e-02,-8.691767e-02,8.113767e-02,6.000892e-02,-7.975733e-02,-5.958460e-02,-2.810436e-02,-2.398678e-02,-3.379091e-02,-3.145175e-02,-1.480924e-02,-1.311376e-02,-1.728548e-02,-1.625715e-02,-1.961790e-02,-1.638670e-02,-2.040159e-02,-2.107279e-02,-9.520870e-02,-7.303422e-02,-8.381487e-02,-9.891171e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-9.082006e-02,-7.221370e-02,-1.070671e-01,-1.006431e-01,8.661218e-02,9.002632e-02,-9.313652e-02,-9.231253e-02
16,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.338399e-03,1.006887e-01,-9.286361e-02,-9.223296e-02,-7.707077e-01,3.891787e-01,-3.213126e-01,8.551215e-01,-6.338212e-01,-4.309385e-01,-3.475900e-01,8.342151e-01,-8.091337e-02,1.054227e-01,-6.760493e-01,-5.148790e-01,-7.534664e-01,4.413870e-01,-5.255339e-01,3.670164e-01,-3.564997e-01,5.868044e-01,-1.076087e-01,-1.010951e-01,-1.135376e-01,7.301069e-02,-4.159756e-01,-1.349720e-01,1.074665e-01,1.594426e-01,-1.233857e-01,-9.443172e-02,-9.444635e-02,7.289539e-01,-6.566526e-01,1.635345e-01,-9.119719e-02,-7.252185e-02,8.735649e-02,9.044787e-02,9.153380e-02,9.195184e-02,-9.177464e-02,-9.140352e-02,9.201869e-02,9.174488e-02,-9.102263e-02,-9.048090e-02,9.085801e-02,8.839376e-02,-8.943914e-02,-8.691767e-02,8.113767e-02,6.000892e-02,-7.975733e-02,-5.958460e-02,-2.810436e-02,-2.398678e-02,-3.379091e-02,-3.145175e-02,-1.480924e-02,-1.311376e-02,-1.728548e-02,-1.625715e-02,-1.961790e-02,-1.638670e-02,-2.040158e-02,-2.107279e-02,-9.520870e-02,-7.303422e-02,-8.381487e-02,-9.891171e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-9.082007e-02,-7.221370e-02,-1.070671e-01,-1.006431e-01,8.661218e-02,9.002633e-02,-9.313652e-02,-9.231253e-02
17,-2,-2,-1,-1,1,1,2,2,-1,-1,1,1,-2,-2,-1,-1,2,2,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.037021e-03,1.009625e-01,-1.042714e-01,-1.244649e-01,-7.232323e-01,3.786796e-01,-3.035448e-01,8.775060e-01,-3.982190e-01,-2.662984e-01,-3.311713e-01,8.044587e-01,-8.544700e-02,6.669337e-02,-5.287163e-01,-7.923573e-02,-7.960996e-01,5.255369e-01,-4.583633e-01,3.012483e-01,-3.373517e-01,6.713641e-01,-2.686806e-01,-1.244624e-01,-1.231897e-01,1.813492e-01,-4.158791e-01,-1.357660e-01,1.077809e-01,1.566276e-01,-2.591583e-01,-6.203938e-02,-7.166516e-02,6.743951e-01,-7.240391e-01,2.716825e-01,-2.192162e-01,-1.828643e-01,1.102478e-01,1.309082e-01,7.662861e-02,9.351944e-02,-6.122927e-02,-8.681258e-02,9.342452e-02,9.277032e-02,-8.855660e-02,-8.879692e-02,9.164028e-02,8.901208e-02,-8.821946e-02,-8.600200e-02,8.163813e-02,6.042287e-02,-7.905011e-02,-5.902265e-02,-3.128630e-01,-2.520725e-01,-2.603991e-01,-2.984404e-01,-6.138838e-02,-5.232814e-02,-5.531908e-02,-6.226513e-02,-3.415159e-02,-2.955558e-02,-3.314457e-02,-3.545775e-02,-1.014025e-01,-7.888722e-02,-8.948348e-02,-1.050412e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-2.188389e-01,-1.825563e-01,-2.681387e-01,-1.240106e-01,1.095972e-01,1.305255e-01,-1.045334e-01,-1.245082e-01
18,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.707587e-03,9.916840e-02,-6.019707e-01,7.833717e-02,-6.957807e-01,3.798051e-01,-2.833879e-01,8.841024e-01,-6.322354e-01,1.472583e-02,-2.580258e-01,7.766134e-01,-8.285039e-02,8.556039e-02,-6.871042e-01,4.997670e-01,-7.785159e-01,7.898301e-01,-4.094190e-01,2.815424e-01,-2.364368e-01,8.908735e-01,-5.958981e-01,2.584943e-01,-3.067715e-01,7.562400e-01,-4.160392e-01,-1.356454e-01,1.007135e-01,1.057962e-01,-7.448998e-01,3.079313e-01,-7.540650e-03,5.555997e-01,-8.053455e-01,5.856999e-01,-5.965150e-01,-7.792731e-02,-3.094545e-01,4.831599e-01,-4.169766e-02,8.060134e-02,-1.375537e-01,-9.980321e-02,8.896658e-02,9.050027e-02,-9.353336e-02,-9.129498e-02,9.031462e-02,8.817342e-02,-8.964290e-02,-8.688314e-02,8.107539e-02,6.002573e-02,-7.963043e-02,-5.942567e-02,-6.151583e-01,-4.370034e-01,-5.321246e-01,-4.774836e-01,-9.957426e-02,-8.232902e-02,-8.971539e-02,-1.006995e-01,-4.400839e-02,-3.805443e-02,-4.237078e-02,-4.558085e-02,-1.050326e-01,-8.218445e-02,-9.296418e-02,-1.087399e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-5.961380e-01,-7.761864e-02,-5.953566e-01,2.589464e-01,-3.100995e-01,4.828699e-01,-6.021551e-01,7.820214e-02
19,-2,-2,1,1,-1,-1,2,2,1,1,-1,-1,-2,-2,1,1,2,2,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,1,1,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4.668608e-03,9.583703e-02,-6.164776e-01,6.384968e-02,-1.527129e-01,1.628040e-01,-5.733744e-02,8.002556e-01,-6.839228e-01,4.986696e-02,1.174693e-01,2.488690e-01,-1.012986e-01,-6.437499e-02,-6.962031e-01,6.220599e-01,-5.252444e-01,8.721520e-01,-1.283244e-01,-7.719928e-02,-2.384570e-01,8.920035e-01,-6.220176e-01,2.985029e-01,-2.966798e-01,7.746464e-01,-4.185367e-01,-1.412166e-01,9.450187e-02,7.739315e-02,-7.794088e-01,3.370504e-01,1.319888e-01,1.215241e-01,-7.689588e-01,6.491112e-01,-6.259162e-01,-9.997186e-02,-3.011726e-01,4.921702e-01,-4.661739e-02,8.046853e-02,-1.209907e-01,-9.761064e-02,8.904554e-02,9.056665e-02,-9.289907e-02,-9.105513e-02,9.035355e-02,8.819244e-02,-8.954244e-02,-8.684052e-02,8.108214e-02,6.002531e-02,-7.961420e-02,-5.942219e-02,-6.576359e-01,-4.866866e-01,-5.573492e-01,-5.140693e-01,-1.046302e-01,-8.742356e-02,-9.216539e-02,-1.048798e-01,-4.479215e-02,-3.894797e-02,-4.244856e-02,-4.607402e-02,-1.051080e-01,-8.233397e-02,-9.278588e-02,-1.087019e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-6.255391e-01,-9.966380e-02,-6.214760e-01,2.989551e-01,-3.014820e-01,4.919349e-01,-6.166007e-01,6.374093e-02
20,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.051433e-03,9.520846e-02,-6.561537e-01,8.305852e-02,-5.270454e-02,1.025807e-01,1.654500e-02,7.818775e-01,-7.156219e-01,9.545991e-02,1.081604e-01,1.365042e-01,-1.026368e-01,-9.108230e-02,-6.412503e-01,7.449562e-01,-4.090395e-01,8.793629e-01,-8.407742e-02,-7.497473e-02,-2.365615e-01,8.848539e-01,-6.432257e-01,3.400392e-01,-2.898891e-01,8.140013e-01,-4.185752e-01,-1.413575e-01,9.406562e-02,9.480115e-02,-8.019144e-01,3.715994e-01,9.665329e-02,9.998857e-02,-7.424789e-01,7.119968e-01,-6.735975e-01,-1.109042e-01,-3.500637e-01,5.437179e-01,-9.393471e-02,7.386285e-02,-1.115168e-01,-9.653907e-02,8.707622e-02,8.974899e-02,-9.304356e-02,-9.130571e-02,8.994498e-02,8.796140e-02,-8.974163e-02,-8.698400e-02,8.093916e-02,5.993014e-02,-7.971690e-02,-5.949730e-02,-7.117950e-01,-5.373039e-01,-5.910297e-01,-5.605399e-01,-1.116257e-01,-9.403012e-02,-9.586744e-02,-1.107714e-01,-4.615718e-02,-4.030795e-02,-4.311412e-02,-4.718814e-02,-1.054460e-01,-8.270683e-02,-9.289739e-02,-1.089493e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-6.732199e-01,-1.105963e-01,-6.426838e-01,3.404909e-01,-3.502931e-01,5.435591e-01,-6.563464e-01,8.290691e-02
21,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.493514e-02,8.957964e-02,-6.561397e-01,8.300824e-02,-5.299232e-02,1.025045e-01,1.627861e-02,7.819109e-01,-7.156589e-01,9.537219e-02,1.078753e-01,1.364013e-01,-1.049926e-01,-9.233689e-02,-6.414892e-01,7.448535e-01,-4.093263e-01,8.793760e-01,-8.481442e-02,-7.543375e-02,-2.366322e-01,8.848576e-01,-6.432853e-01,3.399794e-01,-2.899403e-01,8.139812e-01,-4.481397e-01,-1.466370e-01,9.173343e-02,9.357373e-02,-8.019593e-01,3.715506e-01,9.593488e-02,9.954037e-02,-7.425746e-01,7.118983e-01,-6.735892e-01,-1.109737e-01,-3.500632e-01,5.436737e-01,-9.392463e-02,7.384917e-02,-1.115188e-01,-9.655491e-02,8.706155e-02,8.973546e-02,-9.305900e-02,-9.131970e-02,8.993280e-02,8.795056e-02,-8.975416e-02,-8.699515e-02,8.092951e-02,5.992148e-02,-7.972682e-02,-5.950620e-02,-7.118348e-01,-5.373518e-01,-5.910557e-01,-5.605837e-01,-1.116326e-01,-9.404130e-02,-9.585323e-02,-1.107702e-01,-4.614975e-02,-4.030565e-02,-4.308904e-02,-4.717348e-02,-1.054336e-01,-8.269885e-02,-9.287141e-02,-1.089310e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.731679e-01,-1.106278e-01,-6.426965e-01,3.404758e-01,-3.502558e-01,5.435455e-01,-6.562951e-01,8.288841e-02
22,-1,-1,2,2,-2,-2,1,1,2,2,-2,-2,-1,-1,2,2,1,1,-2,-2,1,1,2,2,2,2,-1,-1,-1,-1,2,2,-2,-2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-5.566131e-02,1.771221e-01,-7.081601e-01,1.797097e-01,-5.274020e-02,9.538336e-02,5.324610e-03,7.684922e-01,-6.790873e-01,1.201238e-01,1.074954e-01,1.283114e-01,-1.191102e-01,-1.201452e-01,-5.861736e-01,7.821450e-01,-3.446856e-01,8.511276e-01,-5.616779e-02,-7.273193e-02,-2.212516e-01,8.662443e-01,-6.361634e-01,4.164887e-01,-2.642685e-01,8.198221e-01,-5.435698e-01,-3.995313e-02,1.124471e-01,1.335663e-01,-7.764206e-01,3.807676e-01,8.020786e-02,1.002694e-01,-6.693580e-01,7.009615e-01,-6.812219e-01,-6.441940e-02,-3.813307e-01,6.585285e-01,-1.351978e-01,1.805421e-01,-2.524012e-01,-7.102632e-02,1.124226e-01,1.194503e-01,-1.133231e-01,-1.048364e-01,1.181008e-01,1.171085e-01,-1.060600e-01,-1.055851e-01,1.120500e-01,1.020765e-01,-9.997063e-02,-1.006031e-01,-4.205287e-01,-2.882612e-01,-4.221331e-01,-1.396910e-01,-1.695721e-01,-1.340489e-01,-1.772735e-01,-8.630007e-02,-1.249742e-01,-1.171291e-01,-1.424865e-01,-9.956971e-02,-1.885418e-01,-1.745854e-01,-2.060892e-01,-1.571825e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.807637e-01,-6.400981e-02,-6.354534e-01,4.171328e-01,-3.812337e-01,6.586949e-01,-7.081456e-01,1.797420e-01
23,0,0,2,2,-2,-2,0,0,2,2,-2,-2,0,0,2,2,0,0,-2,-2,0,0,2,2,2,2,0,0,0,0,2,2,-2,-2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.728005e-01,7.458208e-01,-7.555599e-01,3.144139e-01,-5.386302e-02,9.947022e-02,8.888893e-02,6.024339e-01,-6.183831e-01,2.607243e-01,9.992655e-02,7.631463e-02,-5.856401e-01,8.491600e-02,-4.698219e-01,8.689520e-01,-2.058487e-01,8.541389e-01,-1.337590e-01,-8.501328e-02,-1.218490e-01,8.160847e-01,-6.449022e-01,7.528760e-01,-2.585955e-01,8.115992e-01,-8.490065e-01,2.696204e-01,-3.084423e-01,4.868841e-01,-7.520826e-01,3.926722e-01,-3.386350e-02,8.860107e-02,-5.259401e-01,7.797368e-01,-7.586505e-01,2.141006e-01,-3.405744e-01,8.440567e-01,-3.470390e-01,8.026128e-01,-6.743252e-01,2.785593e-01,-3.460864e-01,8.053569e-01,-6.676863e-01,2.731579e-01,-3.570310e-01,7.897060e-01,-6.844820e-01,2.981247e-01,-3.196183e-01,4.691085e-01,-6.088384e-01,1.120146e-01,-6.830663e-01,1.721260e-01,-6.119433e-01,6.116137e-01,-6.569871e-01,2.283177e-01,-5.886226e-01,6.115701e-01,-6.812366e-01,1.393069e-01,-6.209359e-01,4.781495e-01,-6.157398e-01,-6.056562e-02,-6.224291e-01,1.743321e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-7.582364e-01,2.148622e-01,-6.442297e-01,7.537191e-01,-3.409728e-01,8.439115e-01,-7.556623e-01,3.145017e-01
24,1,1,2,2,-2,-2,-1,-1,2,2,-2,-2,1,1,2,2,-1,-1,-2,-2,-1,-1,2,2,2,2,1,1,1,1,2,2,-2,-2,-1,-1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.691449e-01,7.612824e-01,-7.502378e-01,3.329123e-01,-6.926778e-02,-3.142133e-02,2.458547e-01,3.027262e-01,-2.404056e-01,2.403742e-01,1.088978e-01,1.089645e-01,-6.026898e-01,6.574613e-02,-2.057603e-01,7.479803e-01,1.549590e-01,4.626168e-01,-1.186232e-01,-8.929864e-02,2.314055e-01,3.731316e-01,-4.787082e-01,8.792771e-01,-8.225743e-02,7.418251e-01,-8.870367e-01,2.999769e-01,-3.044739e-01,4.972621e-01,-4.736325e-01,3.586509e-01,-4.138708e-02,9.046851e-02,1.736836e-01,4.691276e-01,-6.176235e-01,3.368055e-01,-3.498248e-01,8.374716e-01,-3.435207e-01,8.109034e-01,-7.167747e-01,3.106078e-01,-3.421655e-01,8.126186e-01,-7.141055e-01,3.079790e-01,-3.515705e-01,7.923372e-01,-7.249628e-01,3.260243e-01,-3.038594e-01,4.686403e-01,-6.194203e-01,9.345458e-02,-7.372031e-01,3.037701e-01,-6.094423e-01,7.858617e-01,-7.410373e-01,2.822634e-01,-6.519920e-01,7.077808e-01,-7.193913e-01,1.685703e-01,-6.516090e-01,5.616041e-01,-6.422272e-01,-8.373002e-02,-6.404065e-01,1.934839e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-6.172253e-01,3.375809e-01,-4.780296e-01,8.801434e-01,-3.505152e-01,8.370970e-01,-7.504223e-01,3.329422e-01
